caseid,timestamp
Case1,2021-01-20 11:19:27
Case2,2021-01-20 12:49:45
Case3,2021-01-20 13:42:49
Case4,2021-01-20 14:14:00
Case5,2021-01-20 15:52:23
Case6,2021-01-20 16:13:16
Case7,2021-01-20 17:54:46
Case8,2021-01-20 19:04:57
Case9,2021-01-20 19:16:36
Case10,2021-01-20 20:29:30
Case11,2021-01-20 21:21:18
Case12,2021-01-21 01:44:11
Case13,2021-01-21 02:50:13
Case14,2021-01-21 04:36:59
Case15,2021-01-21 05:16:53
Case16,2021-01-21 06:37:14
Case17,2021-01-21 07:44:49
Case18,2021-01-21 10:18:59
Case19,2021-01-21 11:54:16
Case20,2021-01-21 12:28:25
Case21,2021-01-21 13:26:56
Case22,2021-01-21 15:09:30
Case23,2021-01-21 15:20:07
Case24,2021-01-21 16:46:08
Case25,2021-01-21 18:09:37
Case26,2021-01-21 18:48:42
Case27,2021-01-21 19:25:39
Case28,2021-01-21 20:28:56
Case29,2021-01-21 22:06:30
Case30,2021-01-22 00:10:30
Case31,2021-01-22 00:39:05
Case32,2021-01-22 02:34:20
Case33,2021-01-22 03:47:48
Case34,2021-01-22 04:41:03
Case35,2021-01-22 05:21:03
Case36,2021-01-22 07:11:10
Case37,2021-01-22 08:01:15
Case38,2021-01-22 08:56:58
Case39,2021-01-22 09:53:46
Case40,2021-01-22 10:35:52
Case41,2021-01-22 12:16:20
Case42,2021-01-22 13:32:20
Case43,2021-01-22 14:39:50
Case44,2021-01-22 15:47:32
Case45,2021-01-22 16:50:16
Case46,2021-01-22 17:26:09
Case47,2021-01-22 19:08:54
Case48,2021-01-22 19:23:51
Case49,2021-01-22 20:29:50
Case50,2021-01-22 21:40:09
Case51,2021-01-23 00:46:45
Case52,2021-01-23 01:21:54
Case53,2021-01-23 05:32:11
Case54,2021-01-23 10:46:43
Case55,2021-01-23 11:14:19
Case56,2021-01-23 12:38:22
Case57,2021-01-23 13:24:51
Case58,2021-01-23 14:14:34
Case59,2021-01-23 15:56:21
Case60,2021-01-23 16:30:25
Case61,2021-01-23 17:41:47
Case62,2021-01-23 19:37:46
Case63,2021-01-24 00:12:05
Case64,2021-01-24 07:40:34
Case65,2021-01-24 11:11:00
Case66,2021-01-24 12:12:02
Case67,2021-01-24 13:11:09
Case68,2021-01-24 14:42:31
Case69,2021-01-24 15:52:38
Case70,2021-01-24 17:33:30
Case71,2021-01-24 18:39:09
Case72,2021-01-24 19:18:16
Case73,2021-01-24 21:02:00
Case74,2021-01-24 21:40:34
Case75,2021-01-25 02:17:18
Case76,2021-01-25 07:07:18
Case77,2021-01-25 07:29:18
Case78,2021-01-25 09:41:23
Case79,2021-01-25 10:14:03
Case80,2021-01-25 12:05:22
Case81,2021-01-25 12:57:04
Case82,2021-01-25 14:09:57
Case83,2021-01-25 14:36:47
Case84,2021-01-25 15:27:09
Case85,2021-01-25 16:55:00
Case86,2021-01-25 17:35:03
Case87,2021-01-25 18:14:32
Case88,2021-01-25 19:36:41
Case89,2021-01-25 20:28:17
Case90,2021-01-25 23:19:58
Case91,2021-01-26 01:02:53
Case92,2021-01-26 02:34:32
Case93,2021-01-26 03:36:08
Case94,2021-01-26 04:24:34
Case95,2021-01-26 05:49:10
Case96,2021-01-26 06:39:38
Case97,2021-01-26 07:26:03
Case98,2021-01-26 08:46:26
Case99,2021-01-26 09:40:59
Case100,2021-01-26 10:29:27
Case101,2021-01-26 11:21:13
Case102,2021-01-26 12:49:20
Case103,2021-01-26 14:08:46
Case104,2021-01-26 14:15:51
Case105,2021-01-26 15:14:00
Case106,2021-01-26 16:22:25
Case107,2021-01-26 17:18:29
Case108,2021-01-26 20:06:45
Case109,2021-01-26 21:23:07
Case110,2021-01-26 23:07:38
Case111,2021-01-26 23:35:18
Case112,2021-01-27 00:58:09
Case113,2021-01-27 01:44:24
Case114,2021-01-27 05:11:48
Case115,2021-01-27 06:03:51
Case116,2021-01-27 10:10:07
Case117,2021-01-27 10:30:57
Case118,2021-01-27 12:05:32
Case119,2021-01-27 12:19:04
Case120,2021-01-27 13:22:01
Case121,2021-01-27 14:21:02
Case122,2021-01-27 15:12:43
Case123,2021-01-27 17:02:16
Case124,2021-01-27 17:50:01
Case125,2021-01-27 18:26:56
Case126,2021-01-27 19:41:08
Case127,2021-01-27 21:01:52
