caseid,timestamp
Case1,2021-01-20 12:37:45
Case2,2021-01-20 13:58:29
Case3,2021-01-20 14:23:25
Case4,2021-01-20 15:13:16
Case5,2021-01-20 17:05:54
Case6,2021-01-20 17:39:19
Case7,2021-01-20 18:37:47
Case8,2021-01-20 19:44:32
Case9,2021-01-20 20:31:53
Case10,2021-01-20 21:44:49
Case11,2021-01-21 00:06:19
Case12,2021-01-21 00:13:45
Case13,2021-01-21 02:08:03
Case14,2021-01-21 04:52:34
Case15,2021-01-21 06:56:47
Case16,2021-01-21 07:31:10
Case17,2021-01-21 08:31:23
Case18,2021-01-21 09:44:01
Case19,2021-01-21 10:19:42
Case20,2021-01-21 11:24:27
Case21,2021-01-21 13:03:27
Case22,2021-01-21 13:30:48
Case23,2021-01-21 14:26:31
Case24,2021-01-21 14:37:58
Case25,2021-01-21 15:34:20
Case26,2021-01-21 16:27:34
Case27,2021-01-21 17:33:56
Case28,2021-01-21 18:34:17
Case29,2021-01-21 19:31:58
Case30,2021-01-21 20:46:55
Case31,2021-01-21 21:14:32
Case32,2021-01-21 22:53:59
Case33,2021-01-22 01:45:41
Case34,2021-01-22 02:26:36
Case35,2021-01-22 04:52:47
Case36,2021-01-22 05:55:41
Case37,2021-01-22 07:47:02
Case38,2021-01-22 08:39:22
Case39,2021-01-22 09:38:27
Case40,2021-01-22 10:57:20
Case41,2021-01-22 12:10:29
Case42,2021-01-22 13:04:24
Case43,2021-01-22 13:44:12
Case44,2021-01-22 13:59:49
Case45,2021-01-22 15:00:51
Case46,2021-01-22 15:40:50
Case47,2021-01-22 16:13:56
Case48,2021-01-22 17:53:41
Case49,2021-01-22 19:06:48
Case50,2021-01-22 19:49:58
Case51,2021-01-22 21:05:34
Case52,2021-01-22 21:33:17
Case53,2021-01-23 01:25:22
Case54,2021-01-23 03:00:06
Case55,2021-01-23 04:37:29
Case56,2021-01-23 07:02:11
Case57,2021-01-23 08:01:41
Case58,2021-01-23 09:56:06
Case59,2021-01-23 10:25:01
Case60,2021-01-23 12:09:58
Case61,2021-01-23 12:58:24
Case62,2021-01-23 13:24:16
Case63,2021-01-23 15:48:02
Case64,2021-01-23 16:28:20
Case65,2021-01-23 18:05:18
Case66,2021-01-23 18:46:44
Case67,2021-01-23 19:20:29
Case68,2021-01-23 21:31:34
Case69,2021-01-24 05:19:33
Case70,2021-01-24 08:18:23
Case71,2021-01-24 11:25:56
Case72,2021-01-24 12:20:36
Case73,2021-01-24 14:27:05
Case74,2021-01-24 15:35:13
Case75,2021-01-24 16:37:33
Case76,2021-01-24 17:19:07
Case77,2021-01-24 18:27:45
Case78,2021-01-24 21:04:59
Case79,2021-01-24 23:35:43
Case80,2021-01-25 04:57:30
Case81,2021-01-25 05:58:18
Case82,2021-01-25 08:00:50
Case83,2021-01-25 09:02:09
Case84,2021-01-25 10:43:42
Case85,2021-01-25 11:39:43
Case86,2021-01-25 12:58:14
Case87,2021-01-25 13:14:16
Case88,2021-01-25 14:16:22
Case89,2021-01-25 15:48:24
Case90,2021-01-25 16:18:37
Case91,2021-01-25 17:12:13
Case92,2021-01-25 18:09:34
Case93,2021-01-25 18:33:41
Case94,2021-01-25 20:08:56
Case95,2021-01-25 21:07:56
Case96,2021-01-25 22:08:54
Case97,2021-01-26 02:48:11
Case98,2021-01-26 04:03:39
Case99,2021-01-26 04:12:31
Case100,2021-01-26 06:40:21
Case101,2021-01-26 07:24:44
Case102,2021-01-26 08:30:17
Case103,2021-01-26 09:26:05
Case104,2021-01-26 10:32:15
Case105,2021-01-26 11:45:41
Case106,2021-01-26 12:20:05
Case107,2021-01-26 12:26:42
Case108,2021-01-26 13:16:39
Case109,2021-01-26 14:55:11
Case110,2021-01-26 15:12:16
Case111,2021-01-26 16:17:05
Case112,2021-01-26 18:07:57
Case113,2021-01-26 18:36:09
Case114,2021-01-26 19:16:51
Case115,2021-01-26 20:22:22
Case116,2021-01-27 00:48:03
Case117,2021-01-27 04:43:02
Case118,2021-01-27 06:06:11
Case119,2021-01-27 06:39:56
Case120,2021-01-27 10:49:45
Case121,2021-01-27 11:49:40
Case122,2021-01-27 12:32:13
Case123,2021-01-27 13:40:04
Case124,2021-01-27 14:39:41
Case125,2021-01-27 15:40:29
Case126,2021-01-27 16:23:26
Case127,2021-01-27 17:45:36
Case128,2021-01-27 18:30:52
Case129,2021-01-27 19:35:37
Case130,2021-01-27 21:10:20
Case131,2021-01-27 21:30:35
Case132,2021-01-27 23:11:37
Case133,2021-01-27 23:49:20
Case134,2021-01-28 00:24:20
Case135,2021-01-28 02:53:57
Case136,2021-01-28 05:18:14
Case137,2021-01-28 07:22:29
Case138,2021-01-28 09:05:33
Case139,2021-01-28 10:34:33
Case140,2021-01-28 11:55:52
Case141,2021-01-28 12:51:57
Case142,2021-01-28 13:23:27
Case143,2021-01-28 14:28:36
Case144,2021-01-28 15:14:02
Case145,2021-01-28 16:34:25
Case146,2021-01-28 17:16:10
Case147,2021-01-28 17:21:46
Case148,2021-01-28 18:18:19
Case149,2021-01-28 19:31:31
Case150,2021-01-28 21:40:56
Case151,2021-01-29 02:25:09
Case152,2021-01-29 04:08:08
Case153,2021-01-29 05:05:40
Case154,2021-01-29 06:49:09
Case155,2021-01-29 07:32:55
Case156,2021-01-29 08:46:04
Case157,2021-01-29 10:20:47
Case158,2021-01-29 11:55:08
Case159,2021-01-29 12:36:05
Case160,2021-01-29 13:33:35
Case161,2021-01-29 14:50:45
Case162,2021-01-29 15:32:35
Case163,2021-01-29 16:16:34
Case164,2021-01-29 18:07:33
Case165,2021-01-29 18:54:58
Case166,2021-01-29 19:28:38
Case167,2021-01-29 20:38:22
Case168,2021-01-29 21:27:51
Case169,2021-01-29 22:37:41
Case170,2021-01-30 00:04:51
Case171,2021-01-30 03:18:05
Case172,2021-01-30 05:04:41
Case173,2021-01-30 05:47:31
Case174,2021-01-30 07:28:17
Case175,2021-01-30 11:04:26
Case176,2021-01-30 13:29:43
Case177,2021-01-30 14:26:01
Case178,2021-01-30 15:52:51
Case179,2021-01-30 17:31:05
Case180,2021-01-30 18:38:02
Case181,2021-01-30 19:27:45
Case182,2021-01-30 23:09:07
Case183,2021-01-31 03:24:41
Case184,2021-01-31 10:46:49
Case185,2021-01-31 13:03:00
Case186,2021-01-31 13:46:01
Case187,2021-01-31 14:52:57
Case188,2021-01-31 15:58:06
Case189,2021-01-31 16:23:24
Case190,2021-01-31 17:31:16
Case191,2021-01-31 18:23:00
Case192,2021-01-31 19:25:00
Case193,2021-01-31 20:53:44
Case194,2021-01-31 22:01:02
Case195,2021-01-31 22:45:29
Case196,2021-01-31 23:38:53
Case197,2021-02-01 01:07:17
Case198,2021-02-01 01:52:57
Case199,2021-02-01 03:22:50
Case200,2021-02-01 06:01:43
Case201,2021-02-01 07:36:32
Case202,2021-02-01 11:09:40
Case203,2021-02-01 11:58:10
Case204,2021-02-01 12:20:55
Case205,2021-02-01 13:14:37
Case206,2021-02-01 14:52:15
Case207,2021-02-01 15:42:11
Case208,2021-02-01 16:15:22
Case209,2021-02-01 18:03:29
Case210,2021-02-01 18:36:52
Case211,2021-02-01 20:29:52
Case212,2021-02-02 00:05:16
Case213,2021-02-02 00:40:03
Case214,2021-02-02 02:47:11
Case215,2021-02-02 07:06:45
Case216,2021-02-02 09:10:45
Case217,2021-02-02 10:04:55
Case218,2021-02-02 11:00:21
Case219,2021-02-02 11:31:15
Case220,2021-02-02 12:22:38
