caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case10,Prescription received,res_630c9059-8f87-4bb5-8070-f88fc105c699,Role 1,2019-05-14 09:36:03,568,0,2019-05-14 09:34:33
Case17,Prescription received,res_0cfb5944-e798-4051-bde1-a0cfc6bc52e9,Role 1,2019-05-14 09:41:55,569,0,2019-05-14 09:40:25
Case14,Prescription received,res_0cfb5944-e798-4051-bde1-a0cfc6bc52e9,Role 1,2019-05-14 09:51:33,570,0,2019-05-14 09:50:03
Case12,Prescription received,res_0cfb5944-e798-4051-bde1-a0cfc6bc52e9,Role 1,2019-05-14 10:03:15,571,0,2019-05-14 10:01:45
Case9,Prescription received,res_c61105eb-4bec-46ce-8797-502912a3dfba,Role 1,2019-05-14 10:04:37,572,1,2019-05-14 10:03:06
Case1,Prescription received,res_c61105eb-4bec-46ce-8797-502912a3dfba,Role 1,2019-05-14 10:05:05,573,1,2019-05-14 10:03:34
Case2,Prescription received,res_c61105eb-4bec-46ce-8797-502912a3dfba,Role 1,2019-05-14 10:05:33,574,2,2019-05-14 10:04:02
Case5,Process drop-off,res_630c9059-8f87-4bb5-8070-f88fc105c699,Role 1,2019-05-14 10:05:57,575,0,2019-05-14 10:04:26
Case6,Prescription received,res_630c9059-8f87-4bb5-8070-f88fc105c699,Role 1,2019-05-14 10:07:18,576,0,2019-05-14 10:05:48
Case4,Prescription received,res_c61105eb-4bec-46ce-8797-502912a3dfba,Role 1,2019-05-14 10:09:18,577,0,2019-05-14 10:07:48
Case16,Prescription received,res_0cfb5944-e798-4051-bde1-a0cfc6bc52e9,Role 1,2019-05-14 10:25:37,578,0,2019-05-14 10:24:07
Case15,Process drop-off,res_c61105eb-4bec-46ce-8797-502912a3dfba,Role 1,2019-05-14 10:28:56,579,0,2019-05-14 10:27:35
Case11,Prescription received,res_0cfb5944-e798-4051-bde1-a0cfc6bc52e9,Role 1,2019-05-14 10:31:41,580,0,2019-05-14 10:30:11
Case7,Prescription received,res_0cfb5944-e798-4051-bde1-a0cfc6bc52e9,Role 1,2019-05-14 10:31:43,581,1,2019-05-14 10:30:12
Case8,Prescription received,res_c61105eb-4bec-46ce-8797-502912a3dfba,Role 1,2019-05-14 10:33:22,582,0,2019-05-14 10:31:52
