caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case8,Prescription received,res_6d4d36b8-b04f-4ece-8c9b-d75a34ff7e38,Role 1,2019-05-14 09:42:30,568,0,2019-05-14 09:41:00
Case13,Prescription received,res_6d4d36b8-b04f-4ece-8c9b-d75a34ff7e38,Role 1,2019-05-14 09:45:01,569,0,2019-05-14 09:43:31
Case17,Prescription received,res_6d4d36b8-b04f-4ece-8c9b-d75a34ff7e38,Role 1,2019-05-14 09:45:38,570,1,2019-05-14 09:44:07
Case15,Prescription received,res_6d4d36b8-b04f-4ece-8c9b-d75a34ff7e38,Role 1,2019-05-14 09:45:50,571,2,2019-05-14 09:44:19
Case7,Prescription received,res_6d4d36b8-b04f-4ece-8c9b-d75a34ff7e38,Role 1,2019-05-14 09:46:26,572,3,2019-05-14 09:44:54
Case4,Prescription received,res_e92832e6-3fa5-4218-88d0-11dcde189c1b,Role 1,2019-05-14 09:53:21,573,0,2019-05-14 09:51:51
Case9,Prescription received,res_0d59c218-57d4-4a59-a659-292410d544c6,Role 1,2019-05-14 09:55:02,574,0,2019-05-14 09:53:32
Case18,Process drop-off,res_0d59c218-57d4-4a59-a659-292410d544c6,Role 1,2019-05-14 09:56:40,575,0,2019-05-14 09:55:20
Case6,Prescription received,res_e92832e6-3fa5-4218-88d0-11dcde189c1b,Role 1,2019-05-14 09:59:19,576,0,2019-05-14 09:57:49
Case20,Prescription received,res_e92832e6-3fa5-4218-88d0-11dcde189c1b,Role 1,2019-05-14 10:03:00,577,0,2019-05-14 10:01:30
Case19,Process drop-off,res_e92832e6-3fa5-4218-88d0-11dcde189c1b,Role 1,2019-05-14 10:05:45,578,0,2019-05-14 10:04:25
Case12,Prescription received,res_e92832e6-3fa5-4218-88d0-11dcde189c1b,Role 1,2019-05-14 10:07:06,579,0,2019-05-14 10:05:36
Case16,Prescription received,res_e92832e6-3fa5-4218-88d0-11dcde189c1b,Role 1,2019-05-14 10:07:28,580,1,2019-05-14 10:05:57
Case14,Prescription received,res_6d4d36b8-b04f-4ece-8c9b-d75a34ff7e38,Role 1,2019-05-14 10:10:50,581,0,2019-05-14 10:09:20
Case1,Prescription received,res_6d4d36b8-b04f-4ece-8c9b-d75a34ff7e38,Role 1,2019-05-14 10:15:43,582,0,2019-05-14 10:14:13
Case21,Process drop-off,res_6d4d36b8-b04f-4ece-8c9b-d75a34ff7e38,Role 1,2019-05-14 10:16:30,583,0,2019-05-14 10:15:02
Case10,Prescription received,res_6d4d36b8-b04f-4ece-8c9b-d75a34ff7e38,Role 1,2019-05-14 10:16:34,584,1,2019-05-14 10:15:03
Case11,Prescription received,res_6d4d36b8-b04f-4ece-8c9b-d75a34ff7e38,Role 1,2019-05-14 10:17:26,585,1,2019-05-14 10:15:55
Case5,Process drop-off,res_e92832e6-3fa5-4218-88d0-11dcde189c1b,Role 1,2019-05-14 10:22:20,586,0,2019-05-14 10:20:59
