caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case1,A_SUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-05 14:35:40,101,0,2022-07-05 14:02:00
Case1,A_PARTLYSUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-05 15:40:31,101,0,2022-07-05 15:19:52
Case2,A_SUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-05 16:17:51,102,0,2022-07-05 15:44:10
Case2,A_PARTLYSUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-05 17:22:19,103,0,2022-07-05 17:02:02
Case3,A_SUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-05 17:25:01,103,0,2022-07-05 16:51:18
Case3,A_PARTLYSUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-05 18:29:42,103,0,2022-07-05 18:09:11
Case4,A_SUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-05 18:51:17,104,0,2022-07-05 18:17:26
Case4,A_PARTLYSUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-05 19:55:16,105,0,2022-07-05 19:35:25
Case5,A_SUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-05 20:00:40,105,0,2022-07-05 19:26:54
Case6,A_SUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-05 20:34:54,106,0,2022-07-05 20:01:07
Case5,A_PARTLYSUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-05 21:05:11,106,0,2022-07-05 20:44:47
Case6,A_PARTLYSUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-05 21:39:23,106,0,2022-07-05 21:19:00
Case7,A_SUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-05 23:07:54,107,0,2022-07-05 22:34:02
Case8,A_SUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 00:02:07,108,0,2022-07-05 23:28:13
Case7,A_PARTLYSUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 00:12:04,108,0,2022-07-05 23:51:58
Case8,A_PARTLYSUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 01:06:53,108,0,2022-07-06 00:46:03
Case9,A_SUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 01:37:22,109,0,2022-07-06 01:02:27
Case9,A_PARTLYSUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 02:42:03,110,0,2022-07-06 02:21:18
Case10,A_SUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 02:50:11,110,0,2022-07-06 02:14:52
Case10,A_PARTLYSUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 03:55:18,110,0,2022-07-06 03:34:05
Case11,A_SUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 06:31:36,111,0,2022-07-06 05:56:16
Case12,A_SUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 06:38:55,112,1,2022-07-06 06:03:36
Case11,A_PARTLYSUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-06 07:36:28,112,0,2022-07-06 07:15:27
Case12,A_PARTLYSUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-06 07:43:16,112,1,2022-07-06 07:22:47
Case13,A_SUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-06 08:21:56,113,0,2022-07-06 07:46:35
Case14,A_SUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-06 09:23:03,114,0,2022-07-06 08:47:41
Case13,A_PARTLYSUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-06 09:26:45,115,0,2022-07-06 09:05:47
Case15,A_SUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-06 09:38:19,115,1,2022-07-06 09:02:50
Case14,A_PARTLYSUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 10:27:43,115,0,2022-07-06 10:06:50
Case15,A_PARTLYSUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 10:42:37,116,1,2022-07-06 10:22:07
Case16,A_SUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 10:48:50,116,0,2022-07-06 10:13:28
Case16,A_PARTLYSUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-06 11:53:08,116,0,2022-07-06 11:32:37
Case17,A_SUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 13:17:20,117,0,2022-07-06 12:41:52
Case18,A_SUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 13:39:05,118,1,2022-07-06 13:03:24
Case17,A_PARTLYSUBMITTED,res_1b7b2d31-809e-45fb-9bb6-2a7553ba0e08,Role 1,2022-07-06 14:21:48,118,0,2022-07-06 14:01:04
Case18,A_PARTLYSUBMITTED,res_9b957869-ffbc-47ad-95ed-5257a81d97a1,Role 1,2022-07-06 14:43:06,118,0,2022-07-06 14:22:50
