caseid,task,start_timestamp,end_timestamp,resource
0,Start,2016-10-24 09:08:48.0,2016-10-24 09:08:48.0,SYSTEM
1,Start,2016-10-24 10:04:28.464,2016-10-24 10:04:28.464,SYSTEM
2,Start,2016-10-24 10:17:41.107,2016-10-24 10:17:41.107,SYSTEM
3,Start,2016-10-24 10:19:32.245,2016-10-24 10:19:32.245,SYSTEM
4,Start,2016-10-24 10:37:12.526,2016-10-24 10:37:12.526,SYSTEM
5,Start,2016-10-24 11:46:42.814,2016-10-24 11:46:42.814,SYSTEM
6,Start,2016-10-24 12:01:25.381,2016-10-24 12:01:25.381,SYSTEM
7,Start,2016-10-24 12:02:15.037,2016-10-24 12:02:15.037,SYSTEM
8,Start,2016-10-24 13:10:07.094,2016-10-24 13:10:07.094,SYSTEM
9,Start,2016-10-24 13:25:18.631,2016-10-24 13:25:18.631,SYSTEM
10,Start,2016-10-24 13:30:52.309,2016-10-24 13:30:52.309,SYSTEM
11,Start,2016-10-24 13:58:09.205,2016-10-24 13:58:09.205,SYSTEM
12,Start,2016-10-24 14:00:53.561,2016-10-24 14:00:53.561,SYSTEM
13,Start,2016-10-24 15:22:14.194,2016-10-24 15:22:14.194,SYSTEM
14,Start,2016-10-24 15:54:30.369,2016-10-24 15:54:30.369,SYSTEM
15,Start,2016-10-24 15:56:20.926,2016-10-24 15:56:20.926,SYSTEM
16,Start,2016-10-24 16:52:10.193,2016-10-24 16:52:10.193,SYSTEM
9,W_Complete application,2016-10-24 13:25:18.631,2016-10-25 06:00:03.3,Role 1
13,W_Handle leads,2016-10-24 15:22:14.194,2016-10-25 06:00:10.367,Role 1
16,W_Complete application,2016-10-24 16:52:10.193,2016-10-25 06:00:14.341,Role 1
10,W_Handle leads,2016-10-24 13:30:52.309,2016-10-25 06:00:15.345,Role 1
13,W_Complete application,2016-10-25 06:00:10.367,2016-10-25 06:00:18.971,Role 1
2,W_Handle leads,2016-10-24 10:17:41.107,2016-10-25 06:00:19.653,Role 1
5,W_Handle leads,2016-10-24 11:46:42.814,2016-10-25 06:00:21.663,Role 1
2,W_Complete application,2016-10-25 06:00:19.653,2016-10-25 06:00:22.554,Role 1
16,W_Call after offers,2016-10-25 06:00:14.341,2016-10-25 06:00:34.527,Role 1
10,W_Complete application,2016-10-25 06:00:15.345,2016-10-25 06:00:39.601,Role 1
14,W_Complete application,2016-10-24 15:54:30.369,2016-10-25 06:00:42.029,Role 1
14,W_Call after offers,2016-10-25 06:00:42.029,2016-10-25 06:00:46.003,Role 1
0,W_Handle leads,2016-10-24 09:08:48.0,2016-10-25 06:00:47.428,Role 1
0,W_Complete application,2016-10-25 06:00:47.428,2016-10-25 06:00:48.266,Role 1
0,W_Call after offers,2016-10-25 06:00:48.266,2016-10-25 06:00:48.587,Role 1
