caseid,timestamp
Case1,2019-05-14 09:33:19
Case2,2019-05-14 09:45:59
Case3,2019-05-14 09:51:19
Case4,2019-05-14 09:51:55
Case5,2019-05-14 09:54:42
Case6,2019-05-14 09:55:00
Case7,2019-05-14 09:55:09
Case8,2019-05-14 09:57:18
Case9,2019-05-14 09:57:47
Case10,2019-05-14 10:01:28
Case11,2019-05-14 10:01:56
Case12,2019-05-14 10:07:54
Case13,2019-05-14 10:09:43
Case14,2019-05-14 10:14:53
Case15,2019-05-14 10:17:22
Case16,2019-05-14 10:18:42
Case17,2019-05-14 10:19:13
Case18,2019-05-14 10:27:03
Case19,2019-05-14 10:31:13
Case20,2019-05-14 10:44:24
Case21,2019-05-14 10:45:53
Case22,2019-05-14 10:47:08
Case23,2019-05-14 10:57:00
Case24,2019-05-14 10:58:05
Case25,2019-05-14 10:58:28
Case26,2019-05-14 10:59:31
Case27,2019-05-14 11:03:12
Case28,2019-05-14 11:04:32
Case29,2019-05-14 11:06:05
Case30,2019-05-14 11:06:58
Case31,2019-05-14 11:08:08
Case32,2019-05-14 11:08:19
Case33,2019-05-14 11:14:47
Case34,2019-05-14 11:26:39
Case35,2019-05-14 11:28:27
Case36,2019-05-14 11:29:55
Case37,2019-05-14 11:33:34
Case38,2019-05-14 11:38:18
Case39,2019-05-14 11:41:32
Case40,2019-05-14 11:41:42
Case41,2019-05-14 11:41:43
Case42,2019-05-14 11:46:14
Case43,2019-05-14 11:49:37
Case44,2019-05-14 11:53:39
Case45,2019-05-14 11:55:26
Case46,2019-05-14 11:57:24
Case47,2019-05-14 12:03:04
Case48,2019-05-14 12:11:44
Case49,2019-05-14 12:16:32
Case50,2019-05-14 12:16:52
Case51,2019-05-14 12:23:48
Case52,2019-05-14 12:25:55
Case53,2019-05-14 12:27:15
Case54,2019-05-14 12:31:09
Case55,2019-05-14 12:32:53
Case56,2019-05-14 12:38:43
Case57,2019-05-14 12:38:51
Case58,2019-05-14 12:42:31
Case59,2019-05-14 12:52:34
Case60,2019-05-14 12:53:34
Case61,2019-05-14 12:55:32
Case62,2019-05-14 13:08:20
Case63,2019-05-14 13:08:21
Case64,2019-05-14 13:11:40
Case65,2019-05-14 13:17:08
Case66,2019-05-14 13:22:40
Case67,2019-05-14 13:24:38
Case68,2019-05-14 13:38:01
Case69,2019-05-14 13:41:04
Case70,2019-05-14 13:42:01
Case71,2019-05-14 13:44:24
Case72,2019-05-14 13:44:40
Case73,2019-05-14 13:45:45
Case74,2019-05-14 13:51:51
Case75,2019-05-14 13:53:53
Case76,2019-05-14 14:00:36
Case77,2019-05-14 14:04:25
Case78,2019-05-14 14:05:14
Case79,2019-05-14 14:05:48
Case80,2019-05-14 14:06:59
Case81,2019-05-14 14:12:21
Case82,2019-05-14 14:12:23
Case83,2019-05-14 14:15:43
Case84,2019-05-14 14:20:37
Case85,2019-05-14 14:24:54
Case86,2019-05-14 14:31:03
Case87,2019-05-14 14:40:02
Case88,2019-05-14 14:40:16
Case89,2019-05-14 14:40:43
Case90,2019-05-14 14:52:22
Case91,2019-05-14 14:53:30
Case92,2019-05-14 14:58:55
Case93,2019-05-14 15:09:17
Case94,2019-05-14 15:11:33
Case95,2019-05-14 15:14:45
Case96,2019-05-14 15:17:43
Case97,2019-05-14 15:19:10
Case98,2019-05-14 15:22:37
Case99,2019-05-14 15:26:39
Case100,2019-05-14 15:27:28
Case101,2019-05-14 15:29:10
Case102,2019-05-14 15:41:19
Case103,2019-05-14 15:42:55
Case104,2019-05-14 15:43:53
Case105,2019-05-14 15:44:15
Case106,2019-05-14 15:46:23
Case107,2019-05-14 15:46:32
Case108,2019-05-14 15:49:00
Case109,2019-05-14 15:52:50
Case110,2019-05-14 15:55:57
