caseid,task,start_timestamp,end_timestamp,resource
0,Start,2012-02-13 20:34:51.0,2012-02-13 20:34:51.0,SYSTEM
2,Start,2012-02-13 20:52:29.065,2012-02-13 20:52:29.065,SYSTEM
3,Start,2012-02-13 20:59:53.325,2012-02-13 20:59:53.325,SYSTEM
3,End,2012-02-13 20:59:53.325,2012-02-13 20:59:53.325,SYSTEM
6,Start,2012-02-13 21:17:36.853,2012-02-13 21:17:36.853,SYSTEM
6,End,2012-02-13 21:17:36.853,2012-02-13 21:17:36.853,SYSTEM
9,Start,2012-02-13 21:51:33.812,2012-02-13 21:51:33.812,SYSTEM
11,Start,2012-02-13 22:26:42.62,2012-02-13 22:26:42.62,SYSTEM
11,End,2012-02-13 22:26:42.62,2012-02-13 22:26:42.62,SYSTEM
12,Start,2012-02-13 23:06:58.063,2012-02-13 23:06:58.063,SYSTEM
13,Start,2012-02-13 23:30:55.49,2012-02-13 23:30:55.49,SYSTEM
14,Start,2012-02-14 05:49:56.112,2012-02-14 05:49:56.112,SYSTEM
18,Start,2012-02-14 07:48:28.162,2012-02-14 07:48:28.162,SYSTEM
14,W_Nabellen offertes,2012-02-14 05:49:56.112,2012-02-14 09:00:02.276,Role 1
16,W_Completeren aanvraag,2012-02-14 06:06:21.92,2012-02-14 09:00:06.529,Role 1
19,W_Completeren aanvraag,2012-02-14 08:03:49.14,2012-02-14 09:00:08.081,Role 1
19,Start,2012-02-14 09:00:08.081,2012-02-14 09:00:08.081,SYSTEM
17,W_Completeren aanvraag,2012-02-14 07:38:40.699,2012-02-14 09:00:22.386,Role 1
17,Start,2012-02-14 09:00:22.386,2012-02-14 09:00:22.386,SYSTEM
17,W_Completeren aanvraag,2012-02-14 09:00:22.386,2012-02-14 09:00:24.735,Role 1
17,Start,2012-02-14 09:00:24.735,2012-02-14 09:00:24.735,SYSTEM
4,W_Completeren aanvraag,2012-02-13 21:01:08.773,2012-02-14 09:00:30.358,Role 1
19,W_Nabellen offertes,2012-02-14 09:00:08.081,2012-02-14 09:00:30.689,Role 1
13,W_Beoordelen fraude,2012-02-13 23:30:55.49,2012-02-14 09:00:31.172,Role 3
13,End,2012-02-14 09:00:31.172,2012-02-14 09:00:31.172,SYSTEM
9,W_Beoordelen fraude,2012-02-13 21:51:33.812,2012-02-14 09:00:33.167,Role 3
9,End,2012-02-14 09:00:33.167,2012-02-14 09:00:33.167,SYSTEM
4,W_Nabellen offertes,2012-02-14 09:00:30.358,2012-02-14 09:00:33.642,Role 1
1,W_Afhandelen leads,2012-02-13 20:46:47.881,2012-02-14 09:00:40.377,Role 1
1,End,2012-02-14 09:00:40.377,2012-02-14 09:00:40.377,SYSTEM
7,W_Completeren aanvraag,2012-02-13 21:26:48.605,2012-02-14 09:00:46.0,Role 1
7,Start,2012-02-14 09:00:46.0,2012-02-14 09:00:46.0,SYSTEM
18,W_Nabellen offertes,2012-02-14 07:48:28.162,2012-02-14 09:01:00.848,Role 1
2,W_Afhandelen leads,2012-02-13 20:52:29.065,2012-02-14 09:01:06.395,Role 1
2,End,2012-02-14 09:01:06.395,2012-02-14 09:01:06.395,SYSTEM
20,W_Afhandelen leads,2012-02-14 08:06:44.225,2012-02-14 09:01:11.229,Role 1
20,End,2012-02-14 09:01:11.229,2012-02-14 09:01:11.229,SYSTEM
7,W_Beoordelen fraude,2012-02-14 09:00:46.0,2012-02-14 09:01:14.258,Role 3
7,End,2012-02-14 09:01:14.258,2012-02-14 09:01:14.258,SYSTEM
15,W_Completeren aanvraag,2012-02-14 05:57:18.822,2012-02-14 09:01:36.834,Role 1
15,End,2012-02-14 09:01:36.834,2012-02-14 09:01:36.834,SYSTEM
18,W_Valideren aanvraag,2012-02-14 09:01:00.848,2012-02-14 09:01:48.852,Role 2
18,End,2012-02-14 09:01:48.852,2012-02-14 09:01:48.852,SYSTEM
0,W_Afhandelen leads,2012-02-13 20:34:51.0,2012-02-14 09:01:50.95,Role 1
0,End,2012-02-14 09:01:50.95,2012-02-14 09:01:50.95,SYSTEM
8,W_Afhandelen leads,2012-02-13 21:36:39.692,2012-02-14 09:02:27.862,Role 1
8,End,2012-02-14 09:02:27.862,2012-02-14 09:02:27.862,SYSTEM
22,W_Completeren aanvraag,2012-02-14 08:35:55.071,2012-02-14 09:03:11.974,Role 1
22,End,2012-02-14 09:03:11.974,2012-02-14 09:03:11.974,SYSTEM
19,W_Valideren aanvraag,2012-02-14 09:00:30.689,2012-02-14 09:04:02.062,Role 2
19,W_Nabellen incomplete dossiers,2012-02-14 09:04:02.062,2012-02-14 09:04:07.11,Role 1
21,W_Afhandelen leads,2012-02-14 08:09:26.946,2012-02-14 09:04:08.014,Role 1
21,End,2012-02-14 09:04:08.014,2012-02-14 09:04:08.014,SYSTEM
14,W_Valideren aanvraag,2012-02-14 09:00:02.276,2012-02-14 09:04:28.938,Role 2
14,End,2012-02-14 09:04:28.938,2012-02-14 09:04:28.938,SYSTEM
12,W_Afhandelen leads,2012-02-13 23:06:58.063,2012-02-14 09:04:31.876,Role 1
12,End,2012-02-14 09:04:31.876,2012-02-14 09:04:31.876,SYSTEM
16,W_Nabellen offertes,2012-02-14 09:00:06.529,2012-02-14 09:04:55.341,Role 1
16,W_Valideren aanvraag,2012-02-14 09:04:55.341,2012-02-14 09:07:34.082,Role 2
16,W_Nabellen incomplete dossiers,2012-02-14 09:07:34.082,2012-02-14 09:08:05.445,Role 1
16,W_Valideren aanvraag,2012-02-14 09:08:05.445,2012-02-14 09:09:09.189,Role 2
16,W_Nabellen incomplete dossiers,2012-02-14 09:09:09.189,2012-02-14 09:09:46.596,Role 1
16,End,2012-02-14 09:09:46.596,2012-02-14 09:09:46.596,SYSTEM
5,W_Completeren aanvraag,2012-02-13 21:10:10.483,2012-02-14 09:09:50.147,Role 1
5,Start,2012-02-14 09:09:50.147,2012-02-14 09:09:50.147,SYSTEM
5,W_Nabellen offertes,2012-02-14 09:09:50.147,2012-02-14 09:10:44.354,Role 1
5,W_Valideren aanvraag,2012-02-14 09:10:44.354,2012-02-14 09:12:40.423,Role 2
5,W_Nabellen incomplete dossiers,2012-02-14 09:12:40.423,2012-02-14 09:15:08.017,Role 1
5,End,2012-02-14 09:15:08.017,2012-02-14 09:15:08.017,SYSTEM
17,W_Nabellen offertes,2012-02-14 09:00:24.735,2012-02-14 09:30:54.259,Role 1
23,Start,2012-02-14 09:33:35.648,2012-02-14 09:33:35.648,SYSTEM
23,End,2012-02-14 09:33:35.648,2012-02-14 09:33:35.648,SYSTEM
19,W_Valideren aanvraag,2012-02-14 09:04:07.11,2012-02-14 09:33:36.407,Role 2
19,W_Nabellen incomplete dossiers,2012-02-14 09:33:36.407,2012-02-14 09:33:42.107,Role 1
24,W_Completeren aanvraag,2012-02-14 09:34:53.348,2012-02-14 09:37:53.98,Role 1
24,End,2012-02-14 09:37:53.98,2012-02-14 09:37:53.98,SYSTEM
10,W_Afhandelen leads,2012-02-13 21:59:47.333,2012-02-14 09:38:20.951,Role 1
10,W_Completeren aanvraag,2012-02-14 09:38:20.951,2012-02-14 09:38:23.825,Role 1
10,W_Nabellen offertes,2012-02-14 09:38:23.825,2012-02-14 09:40:24.362,Role 1
10,W_Valideren aanvraag,2012-02-14 09:40:24.362,2012-02-14 09:41:05.204,Role 2
10,End,2012-02-14 09:41:05.204,2012-02-14 09:41:05.204,SYSTEM
17,W_Valideren aanvraag,2012-02-14 09:30:54.259,2012-02-14 09:51:07.233,Role 2
17,End,2012-02-14 09:51:07.233,2012-02-14 09:51:07.233,SYSTEM
19,W_Valideren aanvraag,2012-02-14 09:33:42.107,2012-02-14 09:52:28.091,Role 2
19,W_Nabellen incomplete dossiers,2012-02-14 09:52:28.091,2012-02-14 09:53:14.09,Role 1
19,W_Valideren aanvraag,2012-02-14 09:53:14.09,2012-02-14 10:00:15.872,Role 2
19,End,2012-02-14 10:00:15.872,2012-02-14 10:00:15.872,SYSTEM
26,Start,2012-02-14 10:05:08.814,2012-02-14 10:05:08.814,SYSTEM
26,W_Completeren aanvraag,2012-02-14 10:05:08.814,2012-02-14 10:05:32.217,Role 1
26,End,2012-02-14 10:05:32.217,2012-02-14 10:05:32.217,SYSTEM
25,W_Completeren aanvraag,2012-02-14 09:55:09.878,2012-02-14 10:05:48.479,Role 1
25,Start,2012-02-14 10:05:48.479,2012-02-14 10:05:48.479,SYSTEM
25,End,2012-02-14 10:05:48.479,2012-02-14 10:05:48.479,SYSTEM
4,W_Valideren aanvraag,2012-02-14 09:00:33.642,2012-02-14 10:43:15.111,Role 2
4,End,2012-02-14 10:43:15.111,2012-02-14 10:43:15.111,SYSTEM
27,Start,2012-02-14 10:55:22.217,2012-02-14 10:55:22.217,SYSTEM
27,W_Afhandelen leads,2012-02-14 10:55:22.217,2012-02-14 10:59:49.878,Role 1
27,W_Completeren aanvraag,2012-02-14 10:59:49.878,2012-02-14 11:12:58.749,Role 1
27,Start,2012-02-14 11:12:58.749,2012-02-14 11:12:58.749,SYSTEM
28,W_Completeren aanvraag,2012-02-14 11:39:51.083,2012-02-14 11:39:51.555,Role 1
28,Start,2012-02-14 11:39:51.555,2012-02-14 11:39:51.555,SYSTEM
28,W_Completeren aanvraag,2012-02-14 11:39:51.555,2012-02-14 11:40:30.742,Role 1
28,End,2012-02-14 11:40:30.742,2012-02-14 11:40:30.742,SYSTEM
29,W_Completeren aanvraag,2012-02-14 11:45:15.855,2012-02-14 11:50:25.766,Role 1
29,W_Nabellen offertes,2012-02-14 11:50:25.766,2012-02-14 11:50:32.085,Role 1
29,End,2012-02-14 11:50:32.085,2012-02-14 11:50:32.085,SYSTEM
27,W_Afhandelen leads,2012-02-14 11:12:58.749,2012-02-14 11:50:51.058,Role 1
27,W_Completeren aanvraag,2012-02-14 11:50:51.058,2012-02-14 11:51:10.364,Role 1
27,End,2012-02-14 11:51:10.364,2012-02-14 11:51:10.364,SYSTEM
30,W_Afhandelen leads,2012-02-14 11:53:03.632,2012-02-14 11:53:15.805,Role 1
30,Start,2012-02-14 11:53:15.805,2012-02-14 11:53:15.805,SYSTEM
30,W_Completeren aanvraag,2012-02-14 11:53:15.805,2012-02-14 11:53:44.884,Role 1
30,End,2012-02-14 11:53:44.884,2012-02-14 11:53:44.884,SYSTEM
31,Start,2012-02-14 11:57:41.837,2012-02-14 11:57:41.837,SYSTEM
31,W_Completeren aanvraag,2012-02-14 11:57:41.837,2012-02-14 11:58:35.701,Role 1
31,W_Nabellen offertes,2012-02-14 11:58:35.701,2012-02-14 12:01:42.599,Role 1
32,W_Afhandelen leads,2012-02-14 12:08:51.725,2012-02-14 12:09:40.112,Role 1
32,Start,2012-02-14 12:09:40.112,2012-02-14 12:09:40.112,SYSTEM
34,Start,2012-02-14 12:11:42.898,2012-02-14 12:11:42.898,SYSTEM
34,End,2012-02-14 12:11:42.898,2012-02-14 12:11:42.898,SYSTEM
33,W_Completeren aanvraag,2012-02-14 12:10:56.064,2012-02-14 12:11:44.298,Role 1
33,End,2012-02-14 12:11:44.298,2012-02-14 12:11:44.298,SYSTEM
35,W_Afhandelen leads,2012-02-14 12:12:40.885,2012-02-14 12:16:47.767,Role 1
35,End,2012-02-14 12:16:47.767,2012-02-14 12:16:47.767,SYSTEM
32,W_Afhandelen leads,2012-02-14 12:09:40.112,2012-02-14 12:20:43.497,Role 1
32,Start,2012-02-14 12:20:43.497,2012-02-14 12:20:43.497,SYSTEM
32,End,2012-02-14 12:20:43.497,2012-02-14 12:20:43.497,SYSTEM
36,W_Afhandelen leads,2012-02-14 12:19:29.06,2012-02-14 12:20:52.12,Role 1
36,W_Completeren aanvraag,2012-02-14 12:20:52.12,2012-02-14 12:20:56.705,Role 1
36,Start,2012-02-14 12:20:56.705,2012-02-14 12:20:56.705,SYSTEM
36,W_Completeren aanvraag,2012-02-14 12:20:56.705,2012-02-14 12:27:13.514,Role 1
36,End,2012-02-14 12:27:13.514,2012-02-14 12:27:13.514,SYSTEM
37,W_Completeren aanvraag,2012-02-14 12:42:45.387,2012-02-14 12:46:17.489,Role 1
37,End,2012-02-14 12:46:17.489,2012-02-14 12:46:17.489,SYSTEM
31,W_Valideren aanvraag,2012-02-14 12:01:42.599,2012-02-14 13:07:30.071,Role 2
31,End,2012-02-14 13:07:30.071,2012-02-14 13:07:30.071,SYSTEM
39,Start,2012-02-14 13:08:44.41,2012-02-14 13:08:44.41,SYSTEM
39,W_Beoordelen fraude,2012-02-14 13:08:44.41,2012-02-14 13:08:48.821,Role 3
39,End,2012-02-14 13:08:48.821,2012-02-14 13:08:48.821,SYSTEM
40,W_Completeren aanvraag,2012-02-14 13:11:19.542,2012-02-14 13:11:28.156,Role 1
40,End,2012-02-14 13:11:28.156,2012-02-14 13:11:28.156,SYSTEM
42,W_Completeren aanvraag,2012-02-14 13:30:43.458,2012-02-14 13:32:20.538,Role 1
42,End,2012-02-14 13:32:20.538,2012-02-14 13:32:20.538,SYSTEM
43,Start,2012-02-14 13:35:30.357,2012-02-14 13:35:30.357,SYSTEM
43,End,2012-02-14 13:35:30.357,2012-02-14 13:35:30.357,SYSTEM
41,W_Afhandelen leads,2012-02-14 13:26:44.637,2012-02-14 13:39:19.12,Role 1
44,W_Completeren aanvraag,2012-02-14 13:41:44.952,2012-02-14 13:46:05.807,Role 1
44,End,2012-02-14 13:46:05.807,2012-02-14 13:46:05.807,SYSTEM
41,W_Completeren aanvraag,2012-02-14 13:39:19.12,2012-02-14 13:46:15.562,Role 1
41,Start,2012-02-14 13:46:15.562,2012-02-14 13:46:15.562,SYSTEM
41,W_Completeren aanvraag,2012-02-14 13:46:15.562,2012-02-14 13:46:21.794,Role 1
41,End,2012-02-14 13:46:21.794,2012-02-14 13:46:21.794,SYSTEM
38,W_Afhandelen leads,2012-02-14 12:44:40.413,2012-02-14 13:51:51.415,Role 1
38,End,2012-02-14 13:51:51.415,2012-02-14 13:51:51.415,SYSTEM
