caseid,task,start_timestamp,end_timestamp,resource
0,Start,2012-02-13 20:34:51.0,2012-02-13 20:34:51.0,SYSTEM
0,End,2012-02-13 20:34:51.0,2012-02-13 20:34:51.0,SYSTEM
7,Start,2012-02-13 22:49:42.774,2012-02-13 22:49:42.774,SYSTEM
7,End,2012-02-13 22:49:42.774,2012-02-13 22:49:42.774,SYSTEM
10,Start,2012-02-14 00:31:18.252,2012-02-14 00:31:18.252,SYSTEM
11,Start,2012-02-14 01:06:45.992,2012-02-14 01:06:45.992,SYSTEM
11,End,2012-02-14 01:06:45.992,2012-02-14 01:06:45.992,SYSTEM
14,Start,2012-02-14 03:05:27.494,2012-02-14 03:05:27.494,SYSTEM
16,Start,2012-02-14 03:33:50.772,2012-02-14 03:33:50.772,SYSTEM
17,Start,2012-02-14 03:35:22.811,2012-02-14 03:35:22.811,SYSTEM
17,End,2012-02-14 03:35:22.811,2012-02-14 03:35:22.811,SYSTEM
18,Start,2012-02-14 03:59:44.661,2012-02-14 03:59:44.661,SYSTEM
18,End,2012-02-14 03:59:44.661,2012-02-14 03:59:44.661,SYSTEM
19,Start,2012-02-14 04:46:44.884,2012-02-14 04:46:44.884,SYSTEM
19,End,2012-02-14 04:46:44.884,2012-02-14 04:46:44.884,SYSTEM
24,Start,2012-02-14 06:57:14.261,2012-02-14 06:57:14.261,SYSTEM
25,Start,2012-02-14 07:09:41.79,2012-02-14 07:09:41.79,SYSTEM
25,End,2012-02-14 07:09:41.79,2012-02-14 07:09:41.79,SYSTEM
28,Start,2012-02-14 07:47:36.687,2012-02-14 07:47:36.687,SYSTEM
32,Start,2012-02-14 08:49:27.022,2012-02-14 08:49:27.022,SYSTEM
23,W_Completeren aanvraag,2012-02-14 06:23:27.291,2012-02-14 09:00:00.041,Role 1
23,Start,2012-02-14 09:00:00.041,2012-02-14 09:00:00.041,SYSTEM
13,W_Afhandelen leads,2012-02-14 02:20:04.157,2012-02-14 09:00:04.239,Role 1
13,End,2012-02-14 09:00:04.239,2012-02-14 09:00:04.239,SYSTEM
