caseid,timestamp
Case1,2012-03-13 01:50:32
Case2,2012-03-13 02:04:04
Case3,2012-03-13 03:44:57
Case4,2012-03-13 04:55:01
Case5,2012-03-13 06:25:16
Case6,2012-03-13 07:30:30
Case7,2012-03-13 08:59:30
Case8,2012-03-13 10:03:27
Case9,2012-03-13 11:52:00
Case10,2012-03-13 13:17:59
Case11,2012-03-13 14:05:30
Case12,2012-03-13 15:04:31
Case13,2012-03-13 16:19:49
Case14,2012-03-13 17:18:05
Case15,2012-03-13 18:35:51
Case16,2012-03-13 20:32:46
Case17,2012-03-13 23:58:42
Case18,2012-03-14 00:01:22
Case19,2012-03-14 01:50:26
Case20,2012-03-14 02:54:34
Case21,2012-03-14 05:59:04
Case22,2012-03-14 06:58:14
Case23,2012-03-14 07:33:45
Case24,2012-03-14 08:45:41
Case25,2012-03-14 10:50:52
Case26,2012-03-14 11:37:25
Case27,2012-03-14 12:38:26
Case28,2012-03-14 13:59:16
Case29,2012-03-14 14:32:27
Case30,2012-03-14 16:43:00
Case31,2012-03-14 17:49:38
Case32,2012-03-14 18:42:14
Case33,2012-03-14 20:43:00
Case34,2012-03-14 23:09:35
Case35,2012-03-15 00:24:44
Case36,2012-03-15 01:30:05
Case37,2012-03-15 02:41:57
Case38,2012-03-15 03:21:24
Case39,2012-03-15 04:49:20
Case40,2012-03-15 05:21:52
Case41,2012-03-15 06:58:11
Case42,2012-03-15 07:06:11
Case43,2012-03-15 08:26:26
Case44,2012-03-15 09:37:41
Case45,2012-03-15 11:19:04
