caseid,timestamp
Case1,2022-07-05 14:05:39
Case2,2022-07-05 16:53:27
Case3,2022-07-05 17:41:26
Case4,2022-07-05 18:13:16
Case5,2022-07-05 19:53:57
Case6,2022-07-05 20:32:14
Case7,2022-07-05 21:24:26
Case8,2022-07-05 22:22:16
Case9,2022-07-05 23:30:08
Case10,2022-07-06 01:51:01
Case11,2022-07-06 02:30:53
Case12,2022-07-06 03:33:01
Case13,2022-07-06 05:52:07
Case14,2022-07-06 06:41:15
Case15,2022-07-06 07:29:43
Case16,2022-07-06 08:50:58
Case17,2022-07-06 09:58:48
Case18,2022-07-06 10:49:19
Case19,2022-07-06 11:08:35
Case20,2022-07-06 12:41:48
Case21,2022-07-06 13:26:49
Case22,2022-07-06 14:49:27
Case23,2022-07-06 15:22:51
Case24,2022-07-06 16:29:45
Case25,2022-07-06 17:02:03
Case26,2022-07-06 18:43:30
Case27,2022-07-06 19:53:48
Case28,2022-07-06 20:06:04
Case29,2022-07-06 21:47:42
Case30,2022-07-06 22:34:37
Case31,2022-07-06 23:50:56
Case32,2022-07-07 01:50:07
Case33,2022-07-07 02:35:21
Case34,2022-07-07 03:49:29
Case35,2022-07-07 04:43:40
Case36,2022-07-07 05:34:14
Case37,2022-07-07 06:45:56
Case38,2022-07-07 07:18:30
Case39,2022-07-07 08:16:58
Case40,2022-07-07 09:11:16
Case41,2022-07-07 10:43:25
Case42,2022-07-07 11:10:56
Case43,2022-07-07 12:57:12
Case44,2022-07-07 13:31:32
Case45,2022-07-07 14:07:28
Case46,2022-07-07 15:08:15
Case47,2022-07-07 16:44:00
Case48,2022-07-07 17:37:02
Case49,2022-07-07 18:35:54
Case50,2022-07-07 19:19:14
Case51,2022-07-07 21:06:17
Case52,2022-07-07 22:07:56
Case53,2022-07-07 23:39:56
Case54,2022-07-08 00:40:13
Case55,2022-07-08 01:00:34
Case56,2022-07-08 03:22:57
Case57,2022-07-08 04:53:16
Case58,2022-07-08 05:53:34
Case59,2022-07-08 06:17:30
Case60,2022-07-08 07:54:22
Case61,2022-07-08 09:01:27
Case62,2022-07-08 10:31:46
Case63,2022-07-08 11:00:18
Case64,2022-07-08 12:28:46
Case65,2022-07-08 13:25:28
Case66,2022-07-08 14:53:49
Case67,2022-07-08 15:49:25
Case68,2022-07-08 17:21:14
Case69,2022-07-08 18:09:51
Case70,2022-07-08 19:56:44
Case71,2022-07-08 20:06:53
Case72,2022-07-08 21:55:05
Case73,2022-07-08 22:19:42
Case74,2022-07-08 23:45:42
Case75,2022-07-09 00:30:18
Case76,2022-07-09 01:54:55
Case77,2022-07-09 02:11:57
Case78,2022-07-09 03:18:43
Case79,2022-07-09 04:54:01
Case80,2022-07-09 05:29:12
Case81,2022-07-09 06:15:24
Case82,2022-07-09 08:14:14
Case83,2022-07-09 10:10:38
Case84,2022-07-09 11:30:06
Case85,2022-07-09 12:15:01
Case86,2022-07-09 14:15:14
Case87,2022-07-09 15:57:39
Case88,2022-07-09 18:51:19
Case89,2022-07-09 19:09:33
Case90,2022-07-09 20:44:45
Case91,2022-07-09 21:11:41
Case92,2022-07-09 22:25:00
Case93,2022-07-10 00:31:44
Case94,2022-07-10 01:46:04
Case95,2022-07-10 02:17:42
Case96,2022-07-10 03:17:27
Case97,2022-07-10 07:04:29
Case98,2022-07-10 08:08:02
Case99,2022-07-10 10:31:46
Case100,2022-07-10 11:45:57
Case101,2022-07-10 12:39:05
Case102,2022-07-10 13:54:15
Case103,2022-07-10 14:21:11
Case104,2022-07-10 15:13:59
Case105,2022-07-10 16:43:21
Case106,2022-07-10 17:55:51
Case107,2022-07-10 18:16:43
Case108,2022-07-10 19:19:54
Case109,2022-07-10 20:22:43
Case110,2022-07-10 21:13:21
Case111,2022-07-10 22:09:19
Case112,2022-07-10 23:56:51
Case113,2022-07-11 00:33:20
Case114,2022-07-11 01:42:14
Case115,2022-07-11 02:26:18
Case116,2022-07-11 04:40:13
Case117,2022-07-11 05:35:24
Case118,2022-07-11 06:39:52
Case119,2022-07-11 07:57:57
Case120,2022-07-11 08:09:03
Case121,2022-07-11 09:21:17
Case122,2022-07-11 10:52:30
Case123,2022-07-11 11:37:23
Case124,2022-07-11 13:53:54
Case125,2022-07-11 14:26:53
Case126,2022-07-11 15:28:35
Case127,2022-07-11 16:59:15
Case128,2022-07-11 17:08:31
Case129,2022-07-11 18:52:01
Case130,2022-07-11 18:59:48
Case131,2022-07-11 20:52:14
Case132,2022-07-11 21:59:12
Case133,2022-07-11 22:18:28
Case134,2022-07-11 23:03:18
Case135,2022-07-12 00:19:20
Case136,2022-07-12 01:37:58
Case137,2022-07-12 02:05:28
Case138,2022-07-12 03:42:44
Case139,2022-07-12 04:48:47
Case140,2022-07-12 06:09:41
Case141,2022-07-12 07:04:35
Case142,2022-07-12 08:00:32
Case143,2022-07-12 09:17:11
Case144,2022-07-12 10:57:13
Case145,2022-07-12 11:33:23
Case146,2022-07-12 12:15:07
Case147,2022-07-12 13:59:01
Case148,2022-07-12 14:14:56
Case149,2022-07-12 14:59:56
Case150,2022-07-12 16:19:13
Case151,2022-07-12 17:20:42
Case152,2022-07-12 18:35:45
Case153,2022-07-12 19:02:15
Case154,2022-07-12 20:18:00
Case155,2022-07-12 21:01:55
Case156,2022-07-12 22:22:08
Case157,2022-07-12 23:24:21
Case158,2022-07-13 00:34:31
Case159,2022-07-13 01:49:11
Case160,2022-07-13 02:41:47
Case161,2022-07-13 03:23:12
Case162,2022-07-13 04:54:46
Case163,2022-07-13 05:09:19
Case164,2022-07-13 06:08:08
Case165,2022-07-13 08:46:59
Case166,2022-07-13 09:16:33
Case167,2022-07-13 10:31:59
Case168,2022-07-13 11:04:01
Case169,2022-07-13 12:43:39
Case170,2022-07-13 13:09:58
Case171,2022-07-13 14:25:43
Case172,2022-07-13 16:24:58
Case173,2022-07-13 18:49:18
Case174,2022-07-13 19:06:40
Case175,2022-07-13 20:15:17
Case176,2022-07-13 21:56:08
Case177,2022-07-13 22:56:10
Case178,2022-07-14 00:45:23
Case179,2022-07-14 01:39:25
Case180,2022-07-14 02:55:11
Case181,2022-07-14 03:23:19
Case182,2022-07-14 06:45:11
