caseid,timestamp
Case1,2016-10-24 09:08:51
Case2,2016-10-24 09:09:08
Case3,2016-10-24 09:27:54
Case4,2016-10-24 09:38:19
Case5,2016-10-24 09:40:33
Case6,2016-10-24 09:40:57
Case7,2016-10-24 09:42:54
Case8,2016-10-24 09:43:06
Case9,2016-10-24 09:47:44
Case10,2016-10-24 09:53:07
Case11,2016-10-24 10:00:22
Case12,2016-10-24 10:08:12
Case13,2016-10-24 10:08:59
Case14,2016-10-24 10:18:43
Case15,2016-10-24 10:19:59
Case16,2016-10-24 10:20:52
Case17,2016-10-24 10:25:56
Case18,2016-10-24 10:26:03
Case19,2016-10-24 10:35:49
Case20,2016-10-24 10:39:01
Case21,2016-10-24 10:58:50
Case22,2016-10-24 11:04:08
Case23,2016-10-24 11:14:56
Case24,2016-10-24 11:30:19
Case25,2016-10-24 11:30:42
Case26,2016-10-24 11:54:27
Case27,2016-10-24 12:03:19
Case28,2016-10-24 12:04:15
Case29,2016-10-24 12:05:12
Case30,2016-10-24 12:16:03
Case31,2016-10-24 12:17:12
Case32,2016-10-24 12:19:45
Case33,2016-10-24 12:25:38
Case34,2016-10-24 12:26:15
Case35,2016-10-24 12:32:33
Case36,2016-10-24 12:33:31
Case37,2016-10-24 12:46:59
Case38,2016-10-24 12:47:16
Case39,2016-10-24 12:49:29
Case40,2016-10-24 12:51:33
Case41,2016-10-24 12:55:35
Case42,2016-10-24 12:56:14
Case43,2016-10-24 12:56:16
Case44,2016-10-24 13:15:29
Case45,2016-10-24 13:20:46
Case46,2016-10-24 13:23:09
Case47,2016-10-24 13:37:04
Case48,2016-10-24 14:01:09
Case49,2016-10-24 14:02:48
Case50,2016-10-24 14:05:18
Case51,2016-10-24 14:08:55
Case52,2016-10-24 14:09:36
Case53,2016-10-24 14:11:55
Case54,2016-10-24 14:15:06
Case55,2016-10-24 14:26:23
Case56,2016-10-24 14:27:52
Case57,2016-10-24 14:39:57
Case58,2016-10-24 14:41:40
Case59,2016-10-24 14:44:35
Case60,2016-10-24 15:07:58
Case61,2016-10-24 15:12:18
Case62,2016-10-24 15:13:56
Case63,2016-10-24 15:25:33
Case64,2016-10-24 15:40:46
Case65,2016-10-24 15:48:02
Case66,2016-10-24 15:48:34
Case67,2016-10-24 16:01:45
Case68,2016-10-24 16:04:17
Case69,2016-10-24 16:22:42
Case70,2016-10-24 16:25:01
Case71,2016-10-24 16:40:21
Case72,2016-10-24 16:40:51
Case73,2016-10-24 16:49:31
Case74,2016-10-24 17:02:19
Case75,2016-10-24 17:14:45
Case76,2016-10-24 17:51:15
Case77,2016-10-24 17:57:11
Case78,2016-10-24 18:16:10
Case79,2016-10-24 18:36:17
Case80,2016-10-24 18:45:06
Case81,2016-10-24 18:45:37
Case82,2016-10-24 18:55:49
Case83,2016-10-24 19:33:38
Case84,2016-10-24 20:33:33
Case85,2016-10-24 20:51:17
Case86,2016-10-24 20:52:30
Case87,2016-10-24 21:03:24
Case88,2016-10-24 21:16:29
Case89,2016-10-24 21:23:56
Case90,2016-10-24 21:56:13
Case91,2016-10-24 22:53:25
Case92,2016-10-25 00:26:27
Case93,2016-10-25 01:08:43
Case94,2016-10-25 01:23:00
Case95,2016-10-25 02:05:01
Case96,2016-10-25 02:06:18
Case97,2016-10-25 02:18:21
Case98,2016-10-25 02:34:14
Case99,2016-10-25 02:36:14
Case100,2016-10-25 03:02:08
Case101,2016-10-25 03:02:44
Case102,2016-10-25 03:06:28
Case103,2016-10-25 04:19:48
Case104,2016-10-25 04:26:51
Case105,2016-10-25 04:50:31
Case106,2016-10-25 04:59:29
Case107,2016-10-25 05:08:34
Case108,2016-10-25 06:06:28
Case109,2016-10-25 06:09:00
Case110,2016-10-25 06:33:41
Case111,2016-10-25 06:34:31
Case112,2016-10-25 07:02:17
Case113,2016-10-25 07:04:06
Case114,2016-10-25 07:12:17
Case115,2016-10-25 07:21:50
Case116,2016-10-25 07:25:41
Case117,2016-10-25 07:25:54
Case118,2016-10-25 07:34:29
Case119,2016-10-25 07:35:50
Case120,2016-10-25 07:43:58
Case121,2016-10-25 08:12:13
Case122,2016-10-25 08:12:34
Case123,2016-10-25 08:22:06
Case124,2016-10-25 08:22:32
Case125,2016-10-25 08:41:37
Case126,2016-10-25 08:51:52
Case127,2016-10-25 08:53:11
Case128,2016-10-25 09:02:01
Case129,2016-10-25 09:05:06
Case130,2016-10-25 09:10:08
Case131,2016-10-25 09:15:43
Case132,2016-10-25 09:19:43
Case133,2016-10-25 09:24:18
Case134,2016-10-25 09:33:11
Case135,2016-10-25 09:39:59
Case136,2016-10-25 09:51:37
Case137,2016-10-25 10:02:56
Case138,2016-10-25 10:05:09
Case139,2016-10-25 10:07:04
Case140,2016-10-25 10:07:28
Case141,2016-10-25 10:13:17
Case142,2016-10-25 10:15:51
Case143,2016-10-25 10:18:19
Case144,2016-10-25 10:19:13
Case145,2016-10-25 10:30:15
Case146,2016-10-25 10:38:31
Case147,2016-10-25 10:38:55
Case148,2016-10-25 10:41:37
Case149,2016-10-25 10:49:00
Case150,2016-10-25 10:53:44
Case151,2016-10-25 10:58:06
Case152,2016-10-25 11:07:11
Case153,2016-10-25 11:11:49
Case154,2016-10-25 11:20:15
Case155,2016-10-25 11:33:23
Case156,2016-10-25 11:34:30
Case157,2016-10-25 11:34:42
Case158,2016-10-25 11:38:43
Case159,2016-10-25 12:03:08
Case160,2016-10-25 12:08:50
Case161,2016-10-25 12:12:59
Case162,2016-10-25 12:24:24
Case163,2016-10-25 12:25:03
Case164,2016-10-25 12:46:38
Case165,2016-10-25 12:52:30
Case166,2016-10-25 13:00:29
Case167,2016-10-25 13:05:46
Case168,2016-10-25 13:23:53
Case169,2016-10-25 13:31:27
Case170,2016-10-25 13:42:44
Case171,2016-10-25 13:49:30
Case172,2016-10-25 13:54:21
Case173,2016-10-25 14:08:46
Case174,2016-10-25 14:14:33
Case175,2016-10-25 14:21:29
Case176,2016-10-25 14:23:47
Case177,2016-10-25 14:48:11
Case178,2016-10-25 15:28:03
Case179,2016-10-25 15:28:12
Case180,2016-10-25 15:34:22
Case181,2016-10-25 16:13:38
Case182,2016-10-25 16:23:52
Case183,2016-10-25 16:42:32
Case184,2016-10-25 16:56:09
Case185,2016-10-25 17:32:05
Case186,2016-10-25 17:43:46
Case187,2016-10-25 17:45:58
Case188,2016-10-25 17:53:18
Case189,2016-10-25 18:01:55
Case190,2016-10-25 18:08:39
Case191,2016-10-25 18:11:30
Case192,2016-10-25 18:18:57
Case193,2016-10-25 18:21:13
Case194,2016-10-25 18:27:52
Case195,2016-10-25 18:39:37
Case196,2016-10-25 18:52:15
Case197,2016-10-25 19:07:13
Case198,2016-10-25 19:14:41
Case199,2016-10-25 19:44:43
Case200,2016-10-25 19:46:50
Case201,2016-10-25 19:54:03
Case202,2016-10-25 20:21:20
Case203,2016-10-25 20:22:36
Case204,2016-10-25 20:25:33
Case205,2016-10-25 20:35:24
Case206,2016-10-25 22:02:59
Case207,2016-10-26 01:35:21
Case208,2016-10-26 02:03:21
Case209,2016-10-26 02:42:42
Case210,2016-10-26 04:47:25
Case211,2016-10-26 06:33:16
Case212,2016-10-26 06:40:11
Case213,2016-10-26 07:00:06
Case214,2016-10-26 07:11:19
Case215,2016-10-26 07:15:07
Case216,2016-10-26 07:19:49
Case217,2016-10-26 07:24:27
Case218,2016-10-26 07:29:04
Case219,2016-10-26 07:41:18
Case220,2016-10-26 07:44:01
Case221,2016-10-26 07:45:13
Case222,2016-10-26 07:49:18
Case223,2016-10-26 07:50:17
Case224,2016-10-26 08:09:28
Case225,2016-10-26 08:17:41
Case226,2016-10-26 08:28:21
Case227,2016-10-26 08:31:50
Case228,2016-10-26 08:32:58
Case229,2016-10-26 08:47:58
Case230,2016-10-26 08:51:26
Case231,2016-10-26 09:09:49
