caseid,task,start_timestamp,end_timestamp,resource
0,Start,2012-03-13 07:00:00.0,2012-03-13 07:00:00.0,SYSTEM
0,Change Version,2012-03-13 07:00:00.0,2012-03-13 07:00:00.0,SYSTEM
0,Final Inspection Q.C.,2012-03-13 07:00:00.0,2012-03-13 07:15:12.145,Role 3
0,Packing,2012-03-13 07:15:12.145,2012-03-13 08:15:12.145,Role 5
0,Fix,2012-03-13 08:15:12.145,2012-03-13 08:15:12.145,SYSTEM
0,Packing,2012-03-13 08:15:12.145,2012-03-13 09:15:12.145,Role 5
0,Final Inspection Q.C.,2012-03-13 09:15:12.145,2012-03-13 14:25:24.033,Role 3
0,Round Grinding,2012-03-13 14:25:24.033,2012-03-13 15:52:39.14,Role 2
0,Laser Marking,2012-03-13 15:52:39.14,2012-03-13 15:53:31.385,Role 6
0,Flat Grinding,2012-03-13 15:53:31.385,2012-03-13 15:55:40.344,Role 6
0,Lapping,2012-03-13 15:55:40.344,2012-03-13 17:44:28.687,Role 6
0,Turning Rework,2012-03-13 17:44:28.687,2012-03-13 17:44:28.687,SYSTEM
0,Lapping,2012-03-13 17:44:28.687,2012-03-13 21:22:34.626,Role 6
0,Turning Rework,2012-03-13 21:22:34.626,2012-03-13 21:22:34.626,SYSTEM
0,Lapping,2012-03-13 21:22:34.626,2012-03-13 22:10:15.274,Role 6
0,Laser Marking,2012-03-13 22:10:15.274,2012-03-13 23:40:35.145,Role 6
0,Final Inspection Q.C.,2012-03-13 23:40:35.145,2012-03-14 00:47:05.937,Role 3
0,Grinding Rework,2012-03-14 00:47:05.937,2012-03-14 04:02:05.937,Role 2
0,Final Inspection Q.C.,2012-03-14 04:02:05.937,2012-03-14 04:59:34.121,Role 3
0,Grinding Rework,2012-03-14 04:59:34.121,2012-03-14 08:14:34.121,Role 2
0,Packing,2012-03-14 08:14:34.121,2012-03-14 09:14:34.121,Role 5
0,Final Inspection Q.C.,2012-03-14 09:14:34.121,2012-03-14 10:06:17.404,Role 3
0,End,2012-03-14 10:06:17.404,2012-03-14 10:06:17.404,SYSTEM
1,Rework Milling,2012-03-14 14:08:00.0,2012-03-14 14:08:00.0,SYSTEM
1,Start,2012-03-14 14:08:00.0,2012-03-14 14:08:00.0,SYSTEM
1,Turning & Milling Q.C.,2012-03-14 14:08:00.0,2012-03-14 15:52:22.446,Role 3
1,Turning & Milling,2012-03-14 15:52:22.446,2012-03-14 16:38:29.043,Role 1
1,Laser Marking,2012-03-14 16:38:29.043,2012-03-14 17:27:28.024,Role 6
1,Lapping,2012-03-14 17:27:28.024,2012-03-14 20:23:25.384,Role 6
1,Final Inspection Q.C.,2012-03-14 20:23:25.384,2012-03-15 02:12:54.666,Role 3
1,Round Grinding,2012-03-15 02:12:54.666,2012-03-15 04:44:19.626,Role 2
1,Laser Marking,2012-03-15 04:44:19.626,2012-03-15 04:58:00.582,Role 6
1,Final Inspection Q.C.,2012-03-15 04:58:00.582,2012-03-15 07:44:17.602,Role 3
1,End,2012-03-15 07:44:17.602,2012-03-15 07:44:17.602,SYSTEM
2,Turning & Milling,2012-03-17 18:16:00.0,2012-03-17 22:44:00.734,Role 1
2,Turning & Milling Q.C.,2012-03-17 22:44:00.734,2012-03-17 22:56:29.526,Role 3
2,Flat Grinding,2012-03-17 22:56:29.526,2012-03-18 01:00:21.475,Role 6
2,Laser Marking,2012-03-18 01:00:21.475,2012-03-18 01:23:31.694,Role 6
2,Round Grinding,2012-03-18 01:23:31.694,2012-03-18 03:26:50.997,Role 2
2,Packing,2012-03-18 03:26:50.997,2012-03-18 04:26:50.997,Role 5
2,Fix,2012-03-18 04:26:50.997,2012-03-18 04:26:50.997,SYSTEM
2,Packing,2012-03-18 04:26:50.997,2012-03-18 05:26:50.997,Role 5
2,Fix,2012-03-18 05:26:50.997,2012-03-18 05:26:50.997,SYSTEM
2,Packing,2012-03-18 05:26:50.997,2012-03-18 06:26:50.997,Role 5
2,Fix,2012-03-18 06:26:50.997,2012-03-19 16:00:00.0,SYSTEM
2,Packing,2012-03-19 16:00:00.0,2012-03-19 17:00:00.0,Role 5
2,Final Inspection Q.C.,2012-03-19 17:00:00.0,2012-03-19 23:03:17.655,Role 3
2,End,2012-03-19 23:03:17.655,2012-03-20 07:00:00.0,SYSTEM
3,Rework Milling,2012-03-20 21:22:00.0,2012-03-20 21:22:00.0,SYSTEM
3,Start,2012-03-20 21:22:00.0,2012-03-20 21:22:00.0,SYSTEM
3,Turning,2012-03-20 21:22:00.0,2012-03-20 21:22:00.0,SYSTEM
3,Turning Q.C.,2012-03-20 21:22:00.0,2012-03-20 21:22:00.0,SYSTEM
3,Turning & Milling,2012-03-20 21:22:00.0,2012-03-21 01:23:24.738,Role 1
3,Turning & Milling Q.C.,2012-03-21 01:23:24.738,2012-03-21 03:03:08.733,Role 3
3,Stress Relief,2012-03-21 03:03:08.733,2012-03-21 03:03:08.733,SYSTEM
3,Turning & Milling,2012-03-21 03:03:08.733,2012-03-21 04:16:33.021,Role 1
3,Start,2012-03-21 04:16:33.021,2012-03-21 07:00:00.0,SYSTEM
3,Turning & Milling,2012-03-21 07:00:00.0,2012-03-21 08:04:32.621,Role 1
3,Laser Marking,2012-03-21 08:04:32.621,2012-03-21 08:16:49.54,Role 6
3,Round Grinding,2012-03-21 08:16:49.54,2012-03-21 12:41:16.688,Role 2
3,Laser Marking,2012-03-21 12:41:16.688,2012-03-21 15:16:58.376,Role 6
3,Lapping,2012-03-21 15:16:58.376,2012-03-21 15:54:46.84,Role 6
3,Final Inspection Q.C.,2012-03-21 15:54:46.84,2012-03-21 17:35:31.464,Role 3
3,End,2012-03-21 17:35:31.464,2012-03-21 17:35:31.464,SYSTEM
4,Turning & Milling,2012-03-23 13:32:00.0,2012-03-24 01:23:00.565,Role 1
