caseid,task,start_timestamp,end_timestamp,resource
0,Rework Milling,2012-03-13 07:00:00.0,2012-03-13 07:00:00.0,SYSTEM
0,Start,2012-03-13 07:00:00.0,2012-03-13 07:00:00.0,SYSTEM
0,Turning & Milling Q.C.,2012-03-13 07:00:00.0,2012-03-13 07:01:39.6,Role 3
0,Flat Grinding,2012-03-13 07:01:39.6,2012-03-13 08:02:06.186,Role 6
0,Lapping,2012-03-13 08:02:06.186,2012-03-13 08:58:53.946,Role 6
0,Laser Marking,2012-03-13 08:58:53.946,2012-03-13 09:04:53.53,Role 6
0,Lapping,2012-03-13 09:04:53.53,2012-03-13 09:40:02.199,Role 6
0,Round Grinding,2012-03-13 09:40:02.199,2012-03-13 11:14:23.605,Role 2
0,Packing,2012-03-13 11:14:23.605,2012-03-13 12:14:23.605,Role 5
0,Final Inspection Q.C.,2012-03-13 12:14:23.605,2012-03-13 14:11:46.928,Role 3
0,Grinding Rework,2012-03-13 14:11:46.928,2012-03-13 17:26:46.928,Role 2
0,Packing,2012-03-13 17:26:46.928,2012-03-13 18:26:46.928,Role 5
0,Round  Q.C.,2012-03-13 18:26:46.928,2012-03-13 18:26:46.928,SYSTEM
0,Packing,2012-03-13 18:26:46.928,2012-03-13 19:26:46.928,Role 5
0,End,2012-03-13 19:26:46.928,2012-03-13 21:00:00.0,SYSTEM
1,Start,2012-03-14 14:08:00.0,2012-03-14 14:08:00.0,SYSTEM
1,Change Version,2012-03-14 14:08:00.0,2012-03-14 14:08:00.0,SYSTEM
1,Final Inspection Q.C.,2012-03-14 14:08:00.0,2012-03-14 14:17:40.483,Role 3
1,Grinding Rework,2012-03-14 14:17:40.483,2012-03-14 17:32:40.483,Role 2
1,Packing,2012-03-14 17:32:40.483,2012-03-14 18:32:40.483,Role 5
1,Final Inspection Q.C.,2012-03-14 18:32:40.483,2012-03-14 19:25:33.965,Role 3
1,Round Grinding,2012-03-14 19:25:33.965,2012-03-14 22:15:56.445,Role 2
1,Packing,2012-03-14 22:15:56.445,2012-03-14 23:15:56.445,Role 5
1,Fix,2012-03-14 23:15:56.445,2012-03-15 07:00:00.0,SYSTEM
1,Packing,2012-03-15 07:00:00.0,2012-03-15 08:00:00.0,Role 5
1,Fix,2012-03-15 08:00:00.0,2012-03-15 14:00:00.0,SYSTEM
1,Packing,2012-03-15 14:00:00.0,2012-03-15 15:00:00.0,Role 5
1,Fix,2012-03-15 15:00:00.0,2012-03-16 07:00:00.0,SYSTEM
1,Packing,2012-03-16 07:00:00.0,2012-03-16 08:00:00.0,Role 5
1,Final Inspection Q.C.,2012-03-16 08:00:00.0,2012-03-16 10:35:50.585,Role 3
1,Round Grinding,2012-03-16 10:35:50.585,2012-03-16 12:19:52.949,Role 2
1,Packing,2012-03-16 12:19:52.949,2012-03-16 13:19:52.949,Role 5
1,Fix,2012-03-16 13:19:52.949,2012-03-16 13:19:52.949,SYSTEM
1,Packing,2012-03-16 13:19:52.949,2012-03-16 14:19:52.949,Role 5
1,Final Inspection Q.C.,2012-03-16 14:19:52.949,2012-03-16 15:24:36.95,Role 3
1,Round Grinding,2012-03-16 15:24:36.95,2012-03-16 16:22:24.514,Role 2
1,Final Inspection Q.C.,2012-03-16 16:22:24.514,2012-03-16 18:25:19.357,Role 3
1,Packing,2012-03-16 18:25:19.357,2012-03-16 19:25:19.357,Role 5
1,Final Inspection Q.C.,2012-03-16 19:25:19.357,2012-03-16 20:48:11.923,Role 3
1,Round Grinding,2012-03-16 20:48:11.923,2012-03-16 23:14:12.229,Role 2
1,Final Inspection Q.C.,2012-03-16 23:14:12.229,2012-03-17 00:40:46.529,Role 3
1,Packing,2012-03-17 00:40:46.529,2012-03-17 01:40:46.529,Role 5
1,Final Inspection Q.C.,2012-03-17 01:40:46.529,2012-03-17 02:35:56.324,Role 3
1,Packing,2012-03-17 02:35:56.324,2012-03-17 03:35:56.324,Role 5
1,End,2012-03-17 03:35:56.324,2012-03-17 18:00:00.0,SYSTEM
2,Rework Milling,2012-03-17 18:16:00.0,2012-03-17 18:16:00.0,SYSTEM
2,Start,2012-03-17 18:16:00.0,2012-03-17 18:16:00.0,SYSTEM
2,Turning & Milling,2012-03-17 18:16:00.0,2012-03-17 18:53:32.944,Role 1
2,Laser Marking,2012-03-17 18:53:32.944,2012-03-17 19:24:10.366,Role 6
2,Round Grinding,2012-03-17 19:24:10.366,2012-03-17 21:22:03.952,Role 2
2,Lapping,2012-03-17 21:22:03.952,2012-03-17 21:48:50.139,Role 6
2,Round Grinding,2012-03-17 21:48:50.139,2012-03-18 01:41:41.049,Role 2
2,Packing,2012-03-18 01:41:41.049,2012-03-18 02:41:41.049,Role 5
2,End,2012-03-18 02:41:41.049,2012-03-19 16:00:00.0,SYSTEM
3,Start,2012-03-20 21:22:00.0,2012-03-20 21:22:00.0,SYSTEM
3,Turning & Milling,2012-03-20 21:22:00.0,2012-03-20 23:28:53.326,Role 1
3,Milling,2012-03-20 23:28:53.326,2012-03-21 00:00:00.0,SYSTEM
3,Final Inspection Q.C.,2012-03-21 00:00:00.0,2012-03-21 01:52:51.431,Role 3
3,Packing,2012-03-21 01:52:51.431,2012-03-21 02:52:51.431,Role 5
3,End,2012-03-21 02:52:51.431,2012-03-21 03:00:00.0,SYSTEM
4,Rework Milling,2012-03-23 13:32:00.0,2012-03-23 13:32:00.0,SYSTEM
4,Start,2012-03-23 13:32:00.0,2012-03-23 13:32:00.0,SYSTEM
4,Change Version,2012-03-23 13:32:00.0,2012-03-23 13:32:00.0,SYSTEM
4,Final Inspection Q.C.,2012-03-23 13:32:00.0,2012-03-23 14:46:36.776,Role 3
4,Round Grinding,2012-03-23 14:46:36.776,2012-03-23 17:42:04.01,Role 2
4,Turning & Milling Q.C.,2012-03-23 17:42:04.01,2012-03-23 17:48:39.036,Role 3
4,Flat Grinding,2012-03-23 17:48:39.036,2012-03-23 17:51:52.699,Role 6
4,Lapping,2012-03-23 17:51:52.699,2012-03-23 18:00:02.415,Role 6
4,Round Grinding,2012-03-23 18:00:02.415,2012-03-23 22:33:30.685,Role 2
4,Laser Marking,2012-03-23 22:33:30.685,2012-03-23 23:06:28.593,Role 6
