caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case000,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case000,Analyze Purchase Requisition,Role 4,2011-06-20 12:39:34,2011-06-20 13:01:56
Case000,end,Role 4,2011-06-20 17:41:44,2011-06-20 18:01:40
Case001,start,start,2011-06-20 17:41:44,2011-06-20 17:41:44
Case001,Create Purchase Requisition,Role 1,2011-06-20 23:17:35,2011-06-20 23:39:23
Case001,Analyze Purchase Requisition,Role 4,2011-06-21 05:00:39,2011-06-21 05:21:08
Case001,Create Request for Quotation,Role 4,2011-06-21 12:04:50,2011-06-21 12:22:07
Case001,Analyze Request for Quotation,Role 3,2011-06-21 19:24:27,2011-06-21 19:40:54
Case001,Send Request for Quotation to Supplier,Role 1,2011-06-22 02:51:16,2011-06-22 03:07:29
Case001,Create Quotation comparison Map,Role 3,2011-06-22 09:43:32,2011-06-22 10:01:43
Case001,Analyze Quotation Comparison Map,Role 1,2011-06-22 16:45:46,2011-06-22 17:04:12
Case001,Choose best option,Role 1,2011-06-23 00:07:20,2011-06-23 00:24:58
Case001,Settle Conditions With Supplier,Role 3,2011-06-23 07:32:57,2011-06-23 07:49:04
Case001,Create Purchase Order,Role 3,2011-06-23 15:16:25,2011-06-23 15:29:20
Case001,Confirm Purchase Order,Role 2,2011-06-23 22:58:29,2011-06-23 23:10:54
Case001,Deliver Goods Services,Role 2,2011-06-24 07:20:22,2011-06-24 07:35:58
Case001,Release Purchase Order,Role 1,2011-06-24 16:13:28,2011-06-24 16:29:18
Case001,Settle Dispute With Supplier,Role 3,2011-06-25 01:10:18,2011-06-25 01:25:17
Case001,Release Purchase Order,Role 1,2011-06-25 10:18:40,2011-06-25 10:35:13
Case001,Approve Purchase Order for payment,Role 3,2011-06-25 19:00:20,2011-06-25 19:14:28
Case001,Send Invoice,Role 2,2011-06-26 03:11:46,2011-06-26 03:24:33
Case001,Release Supplier's Invoice,Role 5,2011-06-26 11:51:53,2011-06-26 12:05:56
Case001,Authorize Supplier's Invoice payment,Role 5,2011-06-26 19:48:34,2011-06-26 20:00:05
Case001,Pay Invoice,Role 5,2011-06-27 02:58:48,2011-06-27 03:08:34
Case001,end,end,2011-06-27 09:38:36,2011-06-27 09:49:23
Case002,start,start,2011-06-27 09:38:36,2011-06-27 09:38:36
Case002,Create Purchase Requisition,Role 1,2011-06-27 14:57:18,2011-06-27 15:20:08
Case002,Analyze Purchase Requisition,Role 4,2011-06-27 20:21:34,2011-06-27 20:42:58
Case002,Create Request for Quotation,Role 4,2011-06-28 01:42:47,2011-06-28 02:02:02
Case002,Analyze Request for Quotation,Role 3,2011-06-28 08:34:18,2011-06-28 08:50:26
Case002,end,Role 4,2011-06-28 15:50:18,2011-06-28 16:05:45
Case003,start,start,2011-06-28 15:50:18,2011-06-28 15:50:18
Case003,Create Purchase Requisition,Role 1,2011-06-28 23:30:59,2011-06-28 23:49:32
Case003,Analyze Purchase Requisition,Role 1,2011-06-29 07:28:01,2011-06-29 07:46:23
Case003,Analyze Request for Quotation,Role 3,2011-06-29 14:29:39,2011-06-29 14:50:50
Case003,Send Request for Quotation to Supplier,Role 3,2011-06-29 21:12:54,2011-06-29 21:35:05
Case003,Create Quotation comparison Map,Role 3,2011-06-30 03:49:34,2011-06-30 04:12:17
Case003,Analyze Quotation Comparison Map,Role 1,2011-06-30 10:30:12,2011-06-30 10:52:58
Case003,Choose best option,Role 1,2011-06-30 17:51:10,2011-06-30 18:11:48
Case003,Settle Conditions With Supplier,Role 3,2011-07-01 01:53:08,2011-07-01 02:11:54
Case003,Create Purchase Order,Role 3,2011-07-01 10:45:08,2011-07-01 11:04:06
Case003,Confirm Purchase Order,Role 2,2011-07-01 19:45:24,2011-07-01 20:00:46
Case003,Deliver Goods Services,Role 2,2011-07-02 04:17:53,2011-07-02 04:31:13
Case003,Release Purchase Order,Role 1,2011-07-02 13:05:26,2011-07-02 13:19:59
Case003,Approve Purchase Order for payment,Role 3,2011-07-02 21:13:27,2011-07-02 21:26:02
Case003,Send Invoice,Role 2,2011-07-03 04:47:08,2011-07-03 04:58:28
Case003,Release Supplier's Invoice,Role 5,2011-07-03 12:37:07,2011-07-03 12:48:46
Case003,Authorize Supplier's Invoice payment,Role 5,2011-07-03 19:38:51,2011-07-03 19:48:15
Case003,Pay Invoice,Role 5,2011-07-04 02:13:28,2011-07-04 02:21:54
Case003,end,end,2011-07-04 08:54:05,2011-07-04 09:04:45
Case004,start,start,2011-07-04 08:54:05,2011-07-04 08:54:05
Case004,Create Purchase Requisition,Role 1,2011-07-04 14:11:08,2011-07-04 14:34:04
Case004,Analyze Purchase Requisition,Role 1,2011-07-04 19:33:27,2011-07-04 19:54:56
Case004,Analyze Request for Quotation,Role 3,2011-07-05 00:52:59,2011-07-05 01:12:17
Case004,end,end,2011-07-05 07:43:58,2011-07-05 08:00:07
Case005,start,start,2011-07-05 07:43:58,2011-07-05 07:43:58
Case005,Create Purchase Requisition,Role 1,2011-07-05 15:19:39,2011-07-05 15:38:53
Case005,Create Request for Quotation,Role 4,2011-07-05 23:13:21,2011-07-05 23:32:17
Case005,Create Request for Quotation,Role 4,2011-07-06 06:54:17,2011-07-06 07:13:04
Case005,Analyze Request for Quotation,Role 3,2011-07-06 13:36:57,2011-07-06 13:58:29
Case005,Send Request for Quotation to Supplier,end,2011-07-06 20:06:49,2011-07-06 20:29:19
Case005,Create Quotation comparison Map,Role 3,2011-07-07 02:40:35,2011-07-07 03:03:32
Case005,Analyze Quotation Comparison Map,Role 1,2011-07-07 09:31:19,2011-07-07 09:54:14
Case005,Choose best option,Role 1,2011-07-07 17:12:41,2011-07-07 17:33:13
Case005,Settle Conditions With Supplier,Role 3,2011-07-08 01:36:42,2011-07-08 01:55:09
Case005,Create Purchase Order,Role 3,2011-07-08 10:27:27,2011-07-08 10:44:25
Case005,Confirm Purchase Order,Role 2,2011-07-08 19:19:17,2011-07-08 19:34:23
Case005,Deliver Goods Services,Role 2,2011-07-09 03:51:55,2011-07-09 04:05:21
Case005,Release Purchase Order,Role 1,2011-07-09 12:40:31,2011-07-09 12:55:11
Case005,Settle Dispute With Supplier,Role 3,2011-07-09 20:50:00,2011-07-09 21:02:39
Case005,Release Purchase Order,Role 2,2011-07-10 04:24:46,2011-07-10 04:36:09
Case005,Approve Purchase Order for payment,Role 3,2011-07-10 12:14:37,2011-07-10 12:26:21
Case005,Send Invoice,Role 2,2011-07-10 19:17:39,2011-07-10 19:27:07
Case005,Release Supplier's Invoice,Role 5,2011-07-11 01:52:57,2011-07-11 02:01:25
Case005,Pay Invoice,Role 5,2011-07-11 08:33:25,2011-07-11 08:44:09
Case005,Pay Invoice,Role 5,2011-07-11 15:19:27,2011-07-11 15:31:39
Case005,end,end,2011-07-11 22:24:37,2011-07-11 22:38:11
Case006,start,start,2011-07-11 22:24:37,2011-07-11 22:24:37
Case006,Create Purchase Requisition,Role 1,2011-07-12 04:10:15,2011-07-12 04:31:31
Case006,Analyze Purchase Requisition,Role 1,2011-07-12 11:34:12,2011-07-12 11:52:49
Case006,Analyze Request for Quotation,Role 3,2011-07-12 19:03:58,2011-07-12 19:21:40
Case006,Send Request for Quotation to Supplier,Role 3,2011-07-13 02:32:51,2011-07-13 02:50:15
Case006,Create Quotation comparison Map,Role 3,2011-07-13 09:14:39,2011-07-13 09:34:20
Case006,Analyze Quotation Comparison Map,Role 1,2011-07-13 15:55:47,2011-07-13 16:16:11
Case006,Choose best option,Role 1,2011-07-13 22:53:30,2011-07-13 23:13:26
Case006,Settle Conditions With Supplier,Role 3,2011-07-14 06:15:16,2011-07-14 06:34:28
Case006,Create Purchase Order,Role 3,2011-07-14 13:50:36,2011-07-14 14:08:06
Case006,Confirm Purchase Order,Role 2,2011-07-14 21:31:05,2011-07-14 21:44:28
Case006,Deliver Goods Services,Role 2,2011-07-15 05:33:54,2011-07-15 05:49:51
Case006,Release Purchase Order,Role 1,2011-07-15 14:05:20,2011-07-15 14:21:19
Case006,Approve Purchase Order for payment,Role 3,2011-07-15 22:43:14,2011-07-15 22:57:59
Case006,Send Invoice,Role 2,2011-07-16 07:50:29,2011-07-16 08:05:57
Case006,Release Supplier's Invoice,Role 5,2011-07-16 16:37:34,2011-07-16 16:51:58
Case006,Authorize Supplier's Invoice payment,Role 5,2011-07-17 00:40:16,2011-07-17 00:52:52
Case006,Pay Invoice,Role 5,2011-07-17 08:37:54,2011-07-17 08:50:05
Case006,end,end,2011-07-17 16:42:56,2011-07-17 16:54:52
Case007,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case007,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case007,Analyze Purchase Requisition,Role 4,2011-06-20 12:39:34,2011-06-20 13:01:56
Case007,end,Role 4,2011-06-20 17:41:44,2011-06-20 18:01:40
Case008,start,start,2011-06-20 17:41:44,2011-06-20 17:41:44
Case008,Create Purchase Requisition,Role 1,2011-06-20 23:17:35,2011-06-20 23:39:23
Case008,Analyze Purchase Requisition,Role 1,2011-06-21 05:00:39,2011-06-21 05:21:08
Case008,Analyze Request for Quotation,Role 3,2011-06-21 12:04:50,2011-06-21 12:22:07
Case008,Send Request for Quotation to Supplier,end,2011-06-21 19:24:27,2011-06-21 19:40:54
Case008,Create Quotation comparison Map,Role 3,2011-06-22 02:51:16,2011-06-22 03:07:29
Case008,Analyze Quotation Comparison Map,Role 1,2011-06-22 09:43:32,2011-06-22 10:01:43
Case008,Choose best option,Role 1,2011-06-22 16:45:46,2011-06-22 17:04:12
Case008,Settle Conditions With Supplier,Role 3,2011-06-23 00:07:20,2011-06-23 00:24:58
Case008,Create Purchase Order,Role 3,2011-06-23 07:32:57,2011-06-23 07:49:04
Case008,Confirm Purchase Order,Role 2,2011-06-23 15:16:25,2011-06-23 15:29:20
