caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case000,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case000,Create Request for Quotation,Role 4,2011-06-20 12:39:34,2011-06-20 13:01:56
Case000,end,Role 4,2011-06-20 17:41:44,2011-06-20 18:01:40
Case001,start,start,2011-06-20 17:41:44,2011-06-20 17:41:44
Case001,Create Purchase Requisition,Role 1,2011-06-20 23:17:35,2011-06-20 23:39:23
Case001,Analyze Purchase Requisition,Role 4,2011-06-21 05:00:39,2011-06-21 05:21:08
Case001,Create Request for Quotation,Role 4,2011-06-21 12:04:50,2011-06-21 12:22:07
Case001,Analyze Request for Quotation,Role 3,2011-06-21 19:24:27,2011-06-21 19:40:54
Case001,Amend Request for Quotation,Role 3,2011-06-22 02:51:16,2011-06-22 03:07:29
Case001,Analyze Request for Quotation,Role 3,2011-06-22 09:43:32,2011-06-22 10:01:43
Case001,Send Request for Quotation to Supplier,Role 1,2011-06-22 16:45:46,2011-06-22 17:04:12
Case001,Create Quotation comparison Map,Role 1,2011-06-23 00:07:20,2011-06-23 00:24:58
Case001,Analyze Quotation Comparison Map,Role 1,2011-06-23 07:32:57,2011-06-23 07:49:04
Case001,Choose best option,Role 1,2011-06-23 15:16:25,2011-06-23 15:29:20
Case001,Settle Conditions With Supplier,Role 3,2011-06-23 22:58:29,2011-06-23 23:10:54
Case001,Create Purchase Order,Role 3,2011-06-24 07:20:22,2011-06-24 07:35:58
Case001,Confirm Purchase Order,Role 2,2011-06-24 16:13:28,2011-06-24 16:29:18
Case001,Deliver Goods Services,Role 2,2011-06-25 01:10:18,2011-06-25 01:25:17
Case001,Release Purchase Order,Role 1,2011-06-25 10:18:40,2011-06-25 10:35:13
Case001,Approve Purchase Order for payment,Role 3,2011-06-25 19:00:20,2011-06-25 19:14:28
Case001,Send Invoice,Role 2,2011-06-26 03:11:46,2011-06-26 03:24:33
Case001,Release Supplier's Invoice,Role 5,2011-06-26 11:51:53,2011-06-26 12:05:56
Case001,Settle Dispute With Supplier,Role 5,2011-06-26 19:48:34,2011-06-26 20:00:05
Case001,Authorize Supplier's Invoice payment,Role 5,2011-06-27 02:58:48,2011-06-27 03:08:34
Case001,Pay Invoice,Role 5,2011-06-27 09:38:36,2011-06-27 09:49:23
Case001,end,end,2011-06-27 16:15:17,2011-06-27 16:27:20
Case002,start,start,2011-06-27 16:15:17,2011-06-27 16:15:17
Case002,Create Purchase Requisition,Role 1,2011-06-27 21:48:06,2011-06-27 22:10:05
Case002,Analyze Purchase Requisition,Role 1,2011-06-28 03:28:12,2011-06-28 03:48:50
Case002,Create Request for Quotation,Role 3,2011-06-28 10:31:02,2011-06-28 10:48:23
Case002,Analyze Request for Quotation,Role 4,2011-06-28 17:50:14,2011-06-28 18:06:41
Case002,Amend Request for Quotation,Role 3,2011-06-29 01:17:27,2011-06-29 01:33:39
Case002,Analyze Request for Quotation,Role 3,2011-06-29 08:08:28,2011-06-29 08:26:42
Case002,Amend Request for Quotation,Role 3,2011-06-29 15:08:35,2011-06-29 15:27:01
Case002,Analyze Request for Quotation,Role 3,2011-06-29 22:26:48,2011-06-29 22:44:27
Case002,Send Request for Quotation to Supplier,Role 1,2011-06-30 06:03:58,2011-06-30 06:20:25
Case002,Create Quotation comparison Map,Role 3,2011-06-30 13:42:00,2011-06-30 13:56:09
Case002,Analyze Quotation Comparison Map,Role 1,2011-06-30 21:13:27,2011-06-30 21:26:42
Case002,Choose best option,Role 1,2011-07-01 05:12:18,2011-07-01 05:28:22
Case002,Settle Conditions With Supplier,Role 3,2011-07-01 13:41:03,2011-07-01 13:57:20
Case002,Create Purchase Order,Role 3,2011-07-01 22:21:43,2011-07-01 22:36:54
Case002,Confirm Purchase Order,Role 2,2011-07-02 07:31:20,2011-07-02 07:47:11
Case002,Deliver Goods Services,Role 2,2011-07-02 16:21:29,2011-07-02 16:36:08
Case002,Release Purchase Order,Role 1,2011-07-03 00:26:50,2011-07-03 00:39:34
Case002,Approve Purchase Order for payment,Role 3,2011-07-03 08:26:57,2011-07-03 08:39:15
Case002,Send Invoice,Role 2,2011-07-03 16:34:04,2011-07-03 16:46:06
Case002,Release Supplier's Invoice,Role 5,2011-07-03 23:50:38,2011-07-04 00:00:19
Case002,Authorize Supplier's Invoice payment,Role 5,2011-07-04 06:41:55,2011-07-04 06:50:41
Case002,Pay Invoice,Role 5,2011-07-04 13:39:21,2011-07-04 13:50:22
Case002,end,end,2011-07-04 20:41:59,2011-07-04 20:54:36
Case003,start,start,2011-07-04 20:41:59,2011-07-04 20:41:59
Case003,Create Purchase Requisition,Role 1,2011-07-05 02:24:09,2011-07-05 02:45:36
Case003,Analyze Purchase Requisition,Role 4,2011-07-05 09:46:38,2011-07-05 10:05:24
Case003,end,Role 4,2011-07-05 17:15:26,2011-07-05 17:33:14
Case004,start,start,2011-07-05 17:15:26,2011-07-05 17:15:26
Case004,Create Purchase Requisition,Role 1,2011-07-06 00:56:56,2011-07-06 01:15:22
Case004,Analyze Purchase Requisition,Role 1,2011-07-06 08:08:25,2011-07-06 08:29:43
Case004,Analyze Request for Quotation,Role 4,2011-07-06 15:04:50,2011-07-06 15:27:03
Case004,end,Role 3,2011-07-06 21:53:26,2011-07-06 22:16:09
Case005,start,start,2011-07-06 21:53:26,2011-07-06 21:53:26
Case005,Create Purchase Requisition,Role 1,2011-07-07 05:10:21,2011-07-07 05:29:31
Case005,Create Request for Quotation,Role 1,2011-07-07 12:46:08,2011-07-07 13:06:56
Case005,Analyze Request for Quotation,Role 3,2011-07-07 20:30:24,2011-07-07 20:50:46
Case005,Send Request for Quotation to Supplier,Role 3,2011-07-08 04:09:55,2011-07-08 04:29:44
Case005,Create Quotation comparison Map,Role 3,2011-07-08 11:36:04,2011-07-08 11:57:12
Case005,Analyze Quotation Comparison Map,Role 1,2011-07-08 19:26:50,2011-07-08 19:46:48
Case005,Choose best option,Role 1,2011-07-09 03:45:08,2011-07-09 04:03:51
Case005,Settle Conditions With Supplier,Role 3,2011-07-09 12:12:47,2011-07-09 12:30:38
Case005,Create Purchase Order,Role 3,2011-07-09 20:35:46,2011-07-09 20:50:43
Case005,Confirm Purchase Order,Role 2,2011-07-10 04:16:47,2011-07-10 04:28:17
Case005,Deliver Goods Services,Role 2,2011-07-10 12:08:23,2011-07-10 12:19:47
Case005,Release Purchase Order,Role 1,2011-07-10 19:09:44,2011-07-10 19:18:56
Case005,Settle Dispute With Supplier,Role 3,2011-07-11 01:44:16,2011-07-11 01:52:35
Case005,Release Purchase Order,Role 2,2011-07-11 08:25:41,2011-07-11 08:36:05
Case005,Approve Purchase Order for payment,Role 3,2011-07-11 15:09:48,2011-07-11 15:21:45
Case005,Send Invoice,Role 2,2011-07-11 22:11:47,2011-07-11 22:25:08
Case005,Release Supplier's Invoice,Role 5,2011-07-12 05:22:46,2011-07-12 05:38:09
Case005,Pay Invoice,Role 5,2011-07-12 13:45:38,2011-07-12 13:58:09
Case005,Pay Invoice,Role 5,2011-07-12 22:04:28,2011-07-12 22:16:14
Case005,end,end,2011-07-13 06:14:52,2011-07-13 06:26:31
Case006,start,start,2011-07-13 06:14:52,2011-07-13 06:14:52
Case006,Create Purchase Requisition,Role 1,2011-07-13 13:13:45,2011-07-13 13:34:19
Case006,Analyze Purchase Requisition,Role 4,2011-07-13 20:35:16,2011-07-13 20:56:35
Case006,end,Role 4,2011-07-14 03:50:49,2011-07-14 04:12:57
Case007,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case007,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case007,Create Request for Quotation,Role 4,2011-06-20 12:39:34,2011-06-20 13:01:56
Case007,Create Request for Quotation,Role 4,2011-06-20 17:41:44,2011-06-20 18:01:40
Case007,Analyze Request for Quotation,Role 3,2011-06-20 22:50:26,2011-06-20 23:08:17
Case007,Amend Request for Quotation,Role 3,2011-06-21 04:08:27,2011-06-21 04:24:54
Case007,Analyze Request for Quotation,Role 3,2011-06-21 10:58:11,2011-06-21 11:12:30
Case007,end,Role 3,2011-06-21 18:14:34,2011-06-21 18:28:43
Case008,start,start,2011-06-21 18:14:34,2011-06-21 18:14:34
Case008,Create Purchase Requisition,Role 1,2011-06-22 01:56:38,2011-06-22 02:15:00
Case008,Analyze Purchase Requisition,Role 4,2011-06-22 09:09:18,2011-06-22 09:30:30
Case008,Create Request for Quotation,Role 4,2011-06-22 16:06:51,2011-06-22 16:28:59
Case008,Analyze Request for Quotation,Role 3,2011-06-22 22:56:04,2011-06-22 23:18:44
Case008,end,Role 3,2011-06-23 05:43:30,2011-06-23 06:06:33
Case009,start,start,2011-06-23 05:43:30,2011-06-23 05:43:30
Case009,Create Purchase Requisition,Role 1,2011-06-23 13:11:35,2011-06-23 13:31:28
Case009,Create Request for Quotation,Role 4,2011-06-23 21:20:08,2011-06-23 21:39:44
Case009,Create Request for Quotation,Role 4,2011-06-24 05:32:50,2011-06-24 05:52:17
Case009,Analyze Request for Quotation,Role 3,2011-06-24 13:19:49,2011-06-24 13:41:16
Case009,end,Role 3,2011-06-24 21:18:05,2011-06-24 21:38:59
Case010,start,start,2011-06-24 21:18:05,2011-06-24 21:18:05
Case010,Create Purchase Requisition,Role 1,2011-06-25 04:37:59,2011-06-25 04:56:49
Case010,Analyze Purchase Requisition,Role 4,2011-06-25 11:59:38,2011-06-25 12:18:56
Case010,Create Request for Quotation,Role 4,2011-06-25 19:03:44,2011-06-25 19:22:09
Case010,Analyze Request for Quotation,Role 3,2011-06-26 01:50:25,2011-06-26 02:07:51
Case010,Send Request for Quotation to Supplier,Role 3,2011-06-26 08:20:30,2011-06-26 08:38:33
Case010,Create Quotation comparison Map,Role 3,2011-06-26 15:00:03,2011-06-26 15:17:02
Case010,Analyze Quotation Comparison Map,Role 1,2011-06-26 21:54:53,2011-06-26 22:10:33
