caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case000,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case000,Create Request for Quotation,Role 1,2011-06-20 12:39:34,2011-06-20 13:01:56
Case000,Analyze Request for Quotation,Role 3,2011-06-20 17:41:44,2011-06-20 18:01:40
Case000,Amend Request for Quotation,end,2011-06-20 22:50:26,2011-06-20 23:08:17
Case000,Analyze Request for Quotation,Role 3,2011-06-21 04:08:27,2011-06-21 04:24:54
Case000,Amend Request for Quotation,Role 1,2011-06-21 10:58:11,2011-06-21 11:12:30
Case000,Analyze Request for Quotation,Role 3,2011-06-21 18:14:34,2011-06-21 18:28:43
Case000,Amend Request for Quotation,Role 4,2011-06-22 01:47:27,2011-06-22 02:01:54
Case000,Analyze Request for Quotation,Role 3,2011-06-22 08:44:24,2011-06-22 09:00:13
Case000,Amend Request for Quotation,Role 3,2011-06-22 15:42:02,2011-06-22 15:57:08
Case000,Analyze Request for Quotation,Role 3,2011-06-22 23:15:12,2011-06-22 23:29:30
Case000,Amend Request for Quotation,Role 1,2011-06-23 07:06:58,2011-06-23 07:21:13
Case000,Analyze Request for Quotation,Role 3,2011-06-23 14:43:24,2011-06-23 14:57:14
Case000,Amend Request for Quotation,Role 3,2011-06-23 22:18:30,2011-06-23 22:31:49
Case000,Analyze Request for Quotation,Role 3,2011-06-24 06:23:08,2011-06-24 06:39:30
Case000,Send Request for Quotation to Supplier,Role 1,2011-06-24 14:56:32,2011-06-24 15:12:57
Case000,Create Quotation comparison Map,Role 3,2011-06-24 23:40:27,2011-06-24 23:55:41
Case000,Analyze Quotation Comparison Map,Role 1,2011-06-25 08:52:31,2011-06-25 09:08:21
Case000,Choose best option,Role 1,2011-06-25 17:44:06,2011-06-25 17:58:48
Case000,Settle Conditions With Supplier,Role 3,2011-06-26 01:50:03,2011-06-26 02:02:52
Case000,Create Purchase Order,Role 3,2011-06-26 09:50:17,2011-06-26 10:02:35
Case000,Confirm Purchase Order,Role 2,2011-06-26 17:56:00,2011-06-26 18:07:53
Case000,Deliver Goods Services,Role 2,2011-06-27 01:11:26,2011-06-27 01:21:03
Case000,Release Purchase Order,Role 1,2011-06-27 07:56:01,2011-06-27 08:06:08
Case000,Approve Purchase Order for payment,Role 3,2011-06-27 14:46:16,2011-06-27 14:57:11
Case000,Send Invoice,Role 2,2011-06-27 21:50:20,2011-06-27 22:01:57
Case000,Release Supplier's Invoice,Role 5,2011-06-28 05:02:19,2011-06-28 05:14:15
Case000,Authorize Supplier's Invoice payment,Role 5,2011-06-28 13:12:40,2011-06-28 13:25:07
Case000,Pay Invoice,Role 5,2011-06-28 21:24:54,2011-06-28 21:36:36
Case000,end,end,2011-06-29 05:26:55,2011-06-29 05:38:28
Case001,start,start,2011-06-29 05:26:55,2011-06-29 05:26:55
Case001,Create Purchase Requisition,Role 1,2011-06-29 12:24:45,2011-06-29 12:45:23
Case001,Analyze Purchase Requisition,Role 4,2011-06-29 19:45:21,2011-06-29 20:06:44
Case001,Create Request for Quotation,Role 4,2011-06-30 03:00:02,2011-06-30 03:22:12
Case001,Analyze Request for Quotation,Role 3,2011-06-30 09:52:43,2011-06-30 10:15:38
Case001,Amend Request for Quotation,Role 1,2011-06-30 16:50:05,2011-06-30 17:11:24
Case001,Analyze Request for Quotation,Role 3,2011-06-30 23:53:17,2011-07-01 00:12:54
Case001,Amend Request for Quotation,Role 1,2011-07-01 07:12:55,2011-07-01 07:30:57
Case001,Analyze Request for Quotation,Role 3,2011-07-01 15:13:38,2011-07-01 15:32:13
Case001,Send Request for Quotation to Supplier,Role 3,2011-07-02 00:20:17,2011-07-02 00:38:04
Case001,Create Quotation comparison Map,Role 3,2011-07-02 09:30:47,2011-07-02 09:46:40
Case001,Analyze Quotation Comparison Map,Role 1,2011-07-02 18:03:20,2011-07-02 18:16:46
Case001,Choose best option,Role 1,2011-07-03 02:09:20,2011-07-03 02:21:35
Case001,Settle Conditions With Supplier,Role 3,2011-07-03 10:51:56,2011-07-03 11:05:30
Case001,Create Purchase Order,Role 3,2011-07-03 18:43:05,2011-07-03 18:54:10
Case001,Confirm Purchase Order,Role 2,2011-07-04 01:49:38,2011-07-04 01:59:12
Case001,Deliver Goods Services,Role 2,2011-07-04 08:26:59,2011-07-04 08:37:39
Case001,Release Purchase Order,Role 1,2011-07-04 15:00:14,2011-07-04 15:12:15
Case001,Approve Purchase Order for payment,Role 3,2011-07-04 21:54:00,2011-07-04 22:07:39
Case001,Send Invoice,Role 2,2011-07-05 04:48:41,2011-07-05 05:03:58
Case001,Release Supplier's Invoice,Role 5,2011-07-05 13:04:00,2011-07-05 13:16:29
Case001,Settle Dispute With Supplier,Role 5,2011-07-05 21:17:07,2011-07-05 21:28:50
Case001,Authorize Supplier's Invoice payment,Role 5,2011-07-06 05:20:32,2011-07-06 05:32:03
Case001,Pay Invoice,Role 5,2011-07-06 13:04:35,2011-07-06 13:16:47
Case001,end,end,2011-07-06 20:23:37,2011-07-06 20:35:43
Case002,start,start,2011-07-06 20:23:37,2011-07-06 20:23:37
Case002,Create Purchase Requisition,Role 1,2011-07-07 03:38:59,2011-07-07 03:58:16
Case002,Analyze Purchase Requisition,Role 4,2011-07-07 11:13:24,2011-07-07 11:34:20
Case002,Create Request for Quotation,Role 4,2011-07-07 18:57:21,2011-07-07 19:17:51
Case002,Analyze Request for Quotation,Role 3,2011-07-08 02:37:54,2011-07-08 02:57:49
Case002,Amend Request for Quotation,end,2011-07-08 10:03:33,2011-07-08 10:24:52
Case002,Analyze Request for Quotation,Role 3,2011-07-08 17:53:43,2011-07-08 18:13:54
Case002,Amend Request for Quotation,Role 3,2011-07-09 02:10:50,2011-07-09 02:29:46
Case002,Analyze Request for Quotation,Role 3,2011-07-09 10:37:46,2011-07-09 10:55:53
Case002,Send Request for Quotation to Supplier,Role 1,2011-07-09 19:03:10,2011-07-09 19:18:18
Case002,Create Quotation comparison Map,Role 3,2011-07-10 02:48:24,2011-07-10 03:00:00
Case002,Analyze Quotation Comparison Map,Role 1,2011-07-10 10:42:59,2011-07-10 10:54:37
Case002,Choose best option,Role 1,2011-07-10 17:47:14,2011-07-10 17:56:33
Case002,Settle Conditions With Supplier,Role 3,2011-07-11 00:22:26,2011-07-11 00:30:47
Case002,Create Purchase Order,Role 3,2011-07-11 07:01:00,2011-07-11 07:11:32
Case002,Confirm Purchase Order,Role 2,2011-07-11 13:39:57,2011-07-11 13:51:55
Case002,Deliver Goods Services,Role 2,2011-07-11 20:36:58,2011-07-11 20:50:25
Case002,Release Purchase Order,Role 1,2011-07-12 03:37:49,2011-07-12 03:53:07
Case002,Settle Dispute With Supplier,Role 3,2011-07-12 11:55:58,2011-07-12 12:08:26
Case002,Release Purchase Order,Role 1,2011-07-12 20:12:45,2011-07-12 20:24:30
Case002,Approve Purchase Order for payment,Role 3,2011-07-13 04:19:24,2011-07-13 04:31:01
Case002,Send Invoice,Role 2,2011-07-13 12:03:17,2011-07-13 12:15:39
Case002,Release Supplier's Invoice,Role 5,2011-07-13 19:18:45,2011-07-13 19:31:00
Case002,Settle Dispute With Supplier,Role 5,2011-07-14 02:02:48,2011-07-14 02:18:36
Case002,Authorize Supplier's Invoice payment,Role 5,2011-07-14 09:20:40,2011-07-14 09:35:57
Case002,Pay Invoice,Role 5,2011-07-14 16:58:58,2011-07-14 17:12:43
Case002,end,end,2011-07-15 00:45:36,2011-07-15 00:58:45
Case003,start,start,2011-07-15 00:45:36,2011-07-15 00:45:36
Case003,Create Purchase Requisition,Role 1,2011-07-15 07:42:17,2011-07-15 08:03:13
Case003,Create Request for Quotation,Role 4,2011-07-15 15:12:09,2011-07-15 15:32:28
Case003,end,Role 4,2011-07-15 22:45:03,2011-07-15 23:05:02
Case004,start,start,2011-07-15 22:45:03,2011-07-15 22:45:03
Case004,Create Purchase Requisition,Role 1,2011-07-16 06:06:14,2011-07-16 06:24:57
Case004,Analyze Purchase Requisition,Role 4,2011-07-16 13:28:54,2011-07-16 13:48:04
Case004,Create Request for Quotation,Role 4,2011-07-16 20:32:47,2011-07-16 20:51:06
Case004,Analyze Request for Quotation,Role 3,2011-07-17 03:18:18,2011-07-17 03:35:41
Case004,Amend Request for Quotation,Role 3,2011-07-17 09:48:07,2011-07-17 10:06:04
Case004,Analyze Request for Quotation,Role 3,2011-07-17 16:27:52,2011-07-17 16:44:43
Case004,Send Request for Quotation to Supplier,Role 3,2011-07-17 23:23:28,2011-07-17 23:39:01
Case004,Create Quotation comparison Map,Role 3,2011-07-18 06:38:45,2011-07-18 06:53:17
Case004,Analyze Quotation Comparison Map,Role 1,2011-07-18 13:39:59,2011-07-18 13:57:34
Case004,Choose best option,Role 1,2011-07-18 20:54:12,2011-07-18 21:08:50
Case004,Settle Conditions With Supplier,Role 3,2011-07-19 04:06:13,2011-07-19 04:23:51
Case004,Create Purchase Order,Role 3,2011-07-19 12:37:17,2011-07-19 12:51:12
Case004,Confirm Purchase Order,Role 2,2011-07-19 21:04:41,2011-07-19 21:17:26
Case004,Deliver Goods Services,Role 2,2011-07-20 05:19:36,2011-07-20 05:31:51
Case004,Release Purchase Order,Role 1,2011-07-20 13:21:25,2011-07-20 13:34:15
Case004,Approve Purchase Order for payment,Role 3,2011-07-20 20:58:36,2011-07-20 21:10:43
Case004,Send Invoice,Role 2,2011-07-21 04:11:56,2011-07-21 04:23:39
Case004,Release Supplier's Invoice,Role 5,2011-07-21 11:25:06,2011-07-21 11:40:16
Case004,Authorize Supplier's Invoice payment,Role 5,2011-07-21 19:03:27,2011-07-21 19:17:06
Case004,Pay Invoice,Role 5,2011-07-22 02:51:00,2011-07-22 03:04:05
Case004,end,end,2011-07-22 11:18:26,2011-07-22 11:35:34
Case005,start,start,2011-07-22 11:18:26,2011-07-22 11:18:26
Case005,Create Purchase Requisition,Role 1,2011-07-22 18:28:02,2011-07-22 18:47:48
