caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case000,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case000,Analyze Purchase Requisition,Role 4,2011-06-20 12:39:34,2011-06-20 13:01:56
Case000,Create Request for Quotation,Role 4,2011-06-20 17:41:44,2011-06-20 18:01:40
Case000,Analyze Request for Quotation,Role 3,2011-06-20 22:50:26,2011-06-20 23:08:17
Case000,Amend Request for Quotation,Role 1,2011-06-21 04:08:27,2011-06-21 04:24:54
Case000,Analyze Request for Quotation,Role 3,2011-06-21 10:58:11,2011-06-21 11:12:30
Case000,Amend Request for Quotation,Role 1,2011-06-21 18:14:34,2011-06-21 18:28:43
Case000,Analyze Request for Quotation,Role 3,2011-06-22 01:47:27,2011-06-22 02:01:54
Case000,Send Request for Quotation to Supplier,Role 1,2011-06-22 08:44:24,2011-06-22 09:00:13
Case000,Create Quotation comparison Map,Role 3,2011-06-22 15:42:02,2011-06-22 15:57:08
Case000,Analyze Quotation Comparison Map,Role 1,2011-06-22 23:15:12,2011-06-22 23:29:30
Case000,Choose best option,Role 1,2011-06-23 07:06:58,2011-06-23 07:21:13
Case000,Settle Conditions With Supplier,Role 3,2011-06-23 14:43:24,2011-06-23 14:57:14
Case000,Create Purchase Order,Role 3,2011-06-23 22:18:30,2011-06-23 22:31:49
Case000,Confirm Purchase Order,Role 2,2011-06-24 06:23:08,2011-06-24 06:39:30
Case000,Deliver Goods Services,Role 2,2011-06-24 14:56:32,2011-06-24 15:12:57
Case000,Release Purchase Order,Role 1,2011-06-24 23:40:27,2011-06-24 23:55:41
Case000,Approve Purchase Order for payment,Role 3,2011-06-25 08:52:31,2011-06-25 09:08:21
Case000,Send Invoice,Role 2,2011-06-25 17:44:06,2011-06-25 17:58:48
Case000,Release Supplier's Invoice,Role 5,2011-06-26 01:50:03,2011-06-26 02:02:52
Case000,Authorize Supplier's Invoice payment,Role 5,2011-06-26 09:50:17,2011-06-26 10:02:35
Case000,Pay Invoice,Role 5,2011-06-26 17:56:00,2011-06-26 18:07:53
Case000,end,end,2011-06-27 01:11:26,2011-06-27 01:21:03
Case001,start,start,2011-06-27 01:11:26,2011-06-27 01:11:26
Case001,Create Purchase Requisition,Role 1,2011-06-27 06:10:18,2011-06-27 06:34:21
Case001,Analyze Purchase Requisition,Role 1,2011-06-27 11:10:24,2011-06-27 11:32:59
Case001,Analyze Request for Quotation,Role 4,2011-06-27 16:08:34,2011-06-27 16:28:40
Case001,Amend Request for Quotation,Role 3,2011-06-27 21:14:08,2011-06-27 21:32:05
Case001,Analyze Request for Quotation,Role 3,2011-06-28 02:29:21,2011-06-28 02:45:51
Case001,Amend Request for Quotation,Role 1,2011-06-28 09:18:07,2011-06-28 09:32:27
Case001,Analyze Request for Quotation,Role 3,2011-06-28 16:32:38,2011-06-28 16:46:51
Case001,end,Role 1,2011-06-29 00:01:16,2011-06-29 00:15:52
Case002,start,start,2011-06-29 00:01:16,2011-06-29 00:01:16
Case002,Create Purchase Requisition,Role 1,2011-06-29 06:51:30,2011-06-29 07:12:43
Case002,Analyze Purchase Requisition,Role 4,2011-06-29 14:05:10,2011-06-29 14:27:06
Case002,end,Role 1,2011-06-29 21:14:54,2011-06-29 21:37:26
Case003,start,start,2011-06-29 21:14:54,2011-06-29 21:14:54
Case003,Create Purchase Requisition,Role 1,2011-06-30 04:31:09,2011-06-30 04:50:22
Case003,Create Request for Quotation,Role 1,2011-06-30 12:06:22,2011-06-30 12:27:13
Case003,Analyze Request for Quotation,Role 3,2011-06-30 19:50:28,2011-06-30 20:10:53
Case003,Send Request for Quotation to Supplier,Role 1,2011-07-01 03:30:23,2011-07-01 03:50:15
Case003,Create Quotation comparison Map,Role 3,2011-07-01 10:56:22,2011-07-01 11:17:35
Case003,Analyze Quotation Comparison Map,Role 1,2011-07-01 18:46:58,2011-07-01 19:07:02
Case003,Choose best option,Role 1,2011-07-02 03:04:45,2011-07-02 03:23:33
Case003,Settle Conditions With Supplier,Role 3,2011-07-02 11:32:07,2011-07-02 11:50:04
Case003,Create Purchase Order,Role 3,2011-07-02 19:56:11,2011-07-02 20:11:13
Case003,Confirm Purchase Order,Role 2,2011-07-03 03:39:05,2011-07-03 03:50:38
Case003,Deliver Goods Services,Role 2,2011-07-03 11:31:59,2011-07-03 11:43:29
Case003,Release Purchase Order,Role 1,2011-07-03 18:34:32,2011-07-03 18:43:47
Case003,Approve Purchase Order for payment,Role 3,2011-07-04 01:09:18,2011-07-04 01:17:38
Case003,Send Invoice,Role 2,2011-07-04 07:49:30,2011-07-04 07:59:57
Case003,Release Supplier's Invoice,Role 5,2011-07-04 14:31:18,2011-07-04 14:43:15
Case003,Authorize Supplier's Invoice payment,Role 5,2011-07-04 21:31:09,2011-07-04 21:44:32
Case003,Pay Invoice,Role 5,2011-07-05 04:37:50,2011-07-05 04:53:11
Case003,end,end,2011-07-05 12:58:43,2011-07-05 13:11:12
Case004,start,start,2011-07-05 12:58:43,2011-07-05 12:58:43
Case004,Create Purchase Requisition,Role 1,2011-07-05 20:37:43,2011-07-05 20:56:30
Case004,Analyze Purchase Requisition,Role 4,2011-07-06 04:33:32,2011-07-06 04:52:05
Case004,Create Request for Quotation,Role 4,2011-07-06 11:32:37,2011-07-06 11:53:58
Case004,Analyze Request for Quotation,Role 3,2011-07-06 18:14:16,2011-07-06 18:36:34
Case004,Amend Request for Quotation,Role 1,2011-07-07 00:51:45,2011-07-07 01:14:29
Case004,Analyze Request for Quotation,Role 3,2011-07-07 07:32:54,2011-07-07 07:55:43
Case004,Send Request for Quotation to Supplier,end,2011-07-07 14:54:57,2011-07-07 15:15:43
Case004,Create Quotation comparison Map,Role 3,2011-07-07 22:55:04,2011-07-07 23:14:01
Case004,Analyze Quotation Comparison Map,Role 1,2011-07-08 07:36:49,2011-07-08 07:54:16
Case004,Choose best option,Role 1,2011-07-08 16:37:25,2011-07-08 16:53:04
Case004,Settle Conditions With Supplier,Role 3,2011-07-09 01:27:46,2011-07-09 01:42:04
Case004,Create Purchase Order,Role 3,2011-07-09 10:30:21,2011-07-09 10:46:06
Case004,Confirm Purchase Order,Role 2,2011-07-09 19:04:41,2011-07-09 19:18:17
Case004,Deliver Goods Services,Role 2,2011-07-10 03:09:22,2011-07-10 03:21:45
Case004,Release Purchase Order,Role 1,2011-07-10 11:44:17,2011-07-10 11:57:58
Case004,Approve Purchase Order for payment,Role 3,2011-07-10 19:35:28,2011-07-10 19:46:46
Case004,Send Invoice,Role 2,2011-07-11 02:42:16,2011-07-11 02:51:56
Case004,Release Supplier's Invoice,Role 5,2011-07-11 09:20:48,2011-07-11 09:31:31
Case004,Authorize Supplier's Invoice payment,Role 5,2011-07-11 15:58:05,2011-07-11 16:10:08
Case004,Pay Invoice,Role 5,2011-07-11 22:57:29,2011-07-11 23:11:07
Case004,end,end,2011-07-12 06:00:13,2011-07-12 06:15:35
Case005,start,start,2011-07-12 06:00:13,2011-07-12 06:00:13
Case005,Create Purchase Requisition,Role 1,2011-07-12 13:34:45,2011-07-12 13:54:08
Case005,Analyze Purchase Requisition,Role 4,2011-07-12 21:27:48,2011-07-12 21:46:52
Case005,Create Request for Quotation,Role 4,2011-07-13 05:08:27,2011-07-13 05:27:19
Case005,Analyze Request for Quotation,Role 3,2011-07-13 11:50:21,2011-07-13 12:11:58
Case005,Send Request for Quotation to Supplier,Role 1,2011-07-13 18:19:30,2011-07-13 18:42:06
Case005,Create Quotation comparison Map,Role 3,2011-07-14 00:53:14,2011-07-14 01:16:13
Case005,Analyze Quotation Comparison Map,Role 1,2011-07-14 07:42:59,2011-07-14 08:05:54
Case005,Choose best option,Role 1,2011-07-14 15:21:44,2011-07-14 15:42:19
Case005,Settle Conditions With Supplier,Role 3,2011-07-14 23:39:30,2011-07-14 23:57:55
Case005,Create Purchase Order,Role 3,2011-07-15 08:17:52,2011-07-15 08:33:27
Case005,Confirm Purchase Order,Role 2,2011-07-15 17:13:17,2011-07-15 17:28:32
Case005,Deliver Goods Services,Role 2,2011-07-16 02:01:06,2011-07-16 02:15:11
Case005,Release Purchase Order,Role 1,2011-07-16 11:02:53,2011-07-16 11:18:31
Case005,Settle Dispute With Supplier,Role 3,2011-07-16 19:35:35,2011-07-16 19:49:08
Case005,Release Purchase Order,Role 2,2011-07-17 03:38:59,2011-07-17 03:51:22
Case005,Approve Purchase Order for payment,Role 3,2011-07-17 12:13:56,2011-07-17 12:27:36
Case005,Send Invoice,Role 2,2011-07-17 20:04:59,2011-07-17 20:16:15
Case005,Release Supplier's Invoice,Role 5,2011-07-18 03:12:12,2011-07-18 03:21:51
Case005,Authorize Supplier's Invoice payment,Role 5,2011-07-18 09:51:38,2011-07-18 10:02:22
Case005,Pay Invoice,Role 5,2011-07-18 16:31:30,2011-07-18 16:43:34
Case005,end,end,2011-07-18 23:33:09,2011-07-18 23:46:45
Case006,start,start,2011-07-18 23:33:09,2011-07-18 23:33:09
Case006,Create Purchase Requisition,Role 1,2011-07-19 05:21:03,2011-07-19 05:42:11
Case006,Create Request for Quotation,Role 4,2011-07-19 12:45:56,2011-07-19 13:04:28
Case006,Create Request for Quotation,Role 4,2011-07-19 20:16:19,2011-07-19 20:33:58
Case006,Analyze Request for Quotation,Role 3,2011-07-20 03:45:15,2011-07-20 04:02:38
Case006,Amend Request for Quotation,end,2011-07-20 10:27:36,2011-07-20 10:47:15
Case006,Analyze Request for Quotation,Role 3,2011-07-20 17:09:37,2011-07-20 17:29:58
Case006,Amend Request for Quotation,end,2011-07-21 00:08:12,2011-07-21 00:28:08
Case006,Analyze Request for Quotation,Role 3,2011-07-21 07:20:00,2011-07-21 07:38:55
Case006,Amend Request for Quotation,Role 1,2011-07-21 15:06:00,2011-07-21 15:22:01
Case006,Analyze Request for Quotation,Role 3,2011-07-21 22:56:16,2011-07-21 23:08:50
