caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case000,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case000,Analyze Purchase Requisition,Role 4,2011-06-20 12:39:34,2011-06-20 13:01:56
Case000,Create Request for Quotation,end,2011-06-20 17:41:44,2011-06-20 18:01:40
Case000,Analyze Request for Quotation,Role 3,2011-06-20 22:50:26,2011-06-20 23:08:17
Case000,Amend Request for Quotation,Role 3,2011-06-21 04:08:27,2011-06-21 04:24:54
Case000,Analyze Request for Quotation,Role 3,2011-06-21 10:58:11,2011-06-21 11:12:30
Case000,Amend Request for Quotation,Role 1,2011-06-21 18:14:34,2011-06-21 18:28:43
Case000,Analyze Request for Quotation,Role 3,2011-06-22 01:47:27,2011-06-22 02:01:54
Case000,end,Role 1,2011-06-22 08:44:24,2011-06-22 09:00:13
Case001,start,start,2011-06-22 08:44:24,2011-06-22 08:44:24
Case001,Create Purchase Requisition,Role 1,2011-06-22 15:46:25,2011-06-22 16:06:44
Case001,Create Request for Quotation,Role 4,2011-06-22 23:10:43,2011-06-22 23:31:49
Case001,end,end,2011-06-23 06:28:53,2011-06-23 06:50:53
Case002,start,start,2011-06-23 06:28:53,2011-06-23 06:28:53
Case002,Create Purchase Requisition,Role 1,2011-06-23 13:57:49,2011-06-23 14:17:38
Case002,Create Request for Quotation,Role 4,2011-06-23 22:06:50,2011-06-23 22:26:21
Case002,Create Request for Quotation,end,2011-06-24 06:19:25,2011-06-24 06:38:48
Case002,Analyze Request for Quotation,Role 3,2011-06-24 14:07:08,2011-06-24 14:28:28
Case002,Send Request for Quotation to Supplier,end,2011-06-24 22:05:40,2011-06-24 22:26:27
Case002,Create Quotation comparison Map,Role 3,2011-06-25 06:15:29,2011-06-25 06:35:26
Case002,Analyze Quotation Comparison Map,Role 1,2011-06-25 14:23:22,2011-06-25 14:43:28
Case002,Choose best option,Role 1,2011-06-25 22:32:58,2011-06-25 22:50:33
Case002,Settle Conditions With Supplier,Role 3,2011-06-26 06:35:35,2011-06-26 06:49:55
Case002,Create Purchase Order,Role 3,2011-06-26 14:29:44,2011-06-26 14:41:06
Case002,Confirm Purchase Order,Role 2,2011-06-26 21:28:22,2011-06-26 21:37:28
Case002,Deliver Goods Services,Role 2,2011-06-27 04:02:56,2011-06-27 04:11:13
Case002,Release Purchase Order,Role 1,2011-06-27 10:48:44,2011-06-27 10:59:00
Case002,Settle Dispute With Supplier,Role 3,2011-06-27 17:40:38,2011-06-27 17:52:32
Case002,Release Purchase Order,Role 1,2011-06-28 00:48:34,2011-06-28 01:01:42
Case002,Approve Purchase Order for payment,Role 3,2011-06-28 09:13:10,2011-06-28 09:27:15
Case002,Send Invoice,Role 2,2011-06-28 17:57:16,2011-06-28 18:10:08
Case002,Release Supplier's Invoice,Role 5,2011-06-29 02:31:13,2011-06-29 02:43:24
Case002,Settle Dispute With Supplier,Role 5,2011-06-29 10:35:35,2011-06-29 10:48:54
Case002,Authorize Supplier's Invoice payment,Role 5,2011-06-29 18:18:00,2011-06-29 18:30:34
Case002,Pay Invoice,Role 5,2011-06-30 01:32:43,2011-06-30 01:44:49
Case002,end,end,2011-06-30 08:23:36,2011-06-30 08:39:20
Case003,start,start,2011-06-30 08:23:36,2011-06-30 08:23:36
Case003,Create Purchase Requisition,Role 1,2011-06-30 15:54:39,2011-06-30 16:14:16
Case003,Create Request for Quotation,Role 1,2011-07-01 00:04:31,2011-07-01 00:23:51
Case003,Analyze Request for Quotation,Role 3,2011-07-01 07:43:56,2011-07-01 08:05:26
Case003,end,Role 1,2011-07-01 15:29:17,2011-07-01 15:50:23
Case004,start,start,2011-07-01 15:29:17,2011-07-01 15:29:17
Case004,Create Purchase Requisition,Role 1,2011-07-01 22:43:22,2011-07-01 23:02:44
Case004,Analyze Purchase Requisition,Role 4,2011-07-02 06:28:02,2011-07-02 06:46:48
Case004,Amend Purchase Requisition,Role 4,2011-07-02 13:47:56,2011-07-02 14:07:28
Case004,Analyze Request for Quotation,Role 3,2011-07-02 20:43:18,2011-07-02 21:01:51
Case004,Send Request for Quotation to Supplier,Role 3,2011-07-03 03:24:07,2011-07-03 03:40:55
Case004,Create Quotation comparison Map,Role 3,2011-07-03 10:12:56,2011-07-03 10:29:17
Case004,Analyze Quotation Comparison Map,Role 1,2011-07-03 17:16:26,2011-07-03 17:30:44
Case004,Choose best option,Role 1,2011-07-04 00:30:08,2011-07-04 00:42:32
Case004,Settle Conditions With Supplier,Role 3,2011-07-04 07:32:18,2011-07-04 07:46:18
Case004,Create Purchase Order,Role 3,2011-07-04 14:33:25,2011-07-04 14:45:37
Case004,Confirm Purchase Order,Role 2,2011-07-04 21:39:11,2011-07-04 21:52:10
Case004,Deliver Goods Services,Role 2,2011-07-05 04:57:44,2011-07-05 05:12:58
Case004,Release Purchase Order,Role 1,2011-07-05 13:18:07,2011-07-05 13:30:20
Case004,Approve Purchase Order for payment,Role 3,2011-07-05 21:31:40,2011-07-05 21:43:12
Case004,Send Invoice,Role 2,2011-07-06 05:33:51,2011-07-06 05:45:19
Case004,Release Supplier's Invoice,Role 5,2011-07-06 13:13:50,2011-07-06 13:26:05
Case004,Authorize Supplier's Invoice payment,Role 5,2011-07-06 20:27:43,2011-07-06 20:39:55
Case004,Pay Invoice,Role 5,2011-07-07 03:17:16,2011-07-07 03:32:57
Case004,end,end,2011-07-07 10:41:12,2011-07-07 10:56:27
Case005,start,start,2011-07-07 10:41:12,2011-07-07 10:41:12
Case005,Create Purchase Requisition,Role 1,2011-07-07 18:14:38,2011-07-07 18:34:01
Case005,Analyze Purchase Requisition,Role 4,2011-07-08 02:25:32,2011-07-08 02:44:40
Case005,Create Request for Quotation,Role 4,2011-07-08 10:08:00,2011-07-08 10:29:10
Case005,Analyze Request for Quotation,Role 3,2011-07-08 17:55:26,2011-07-08 18:16:13
Case005,Amend Request for Quotation,Role 1,2011-07-09 01:46:14,2011-07-09 02:06:16
Case005,Analyze Request for Quotation,Role 3,2011-07-09 09:23:53,2011-07-09 09:43:58
Case005,end,Role 3,2011-07-09 17:00:31,2011-07-09 17:18:20
Case006,start,start,2011-07-09 17:00:31,2011-07-09 17:00:31
Case006,Create Purchase Requisition,Role 1,2011-07-10 00:06:05,2011-07-10 00:24:30
Case006,Create Request for Quotation,Role 4,2011-07-10 06:48:42,2011-07-10 07:08:20
Case006,Create Request for Quotation,Role 4,2011-07-10 13:25:24,2011-07-10 13:45:05
Case006,Analyze Request for Quotation,Role 3,2011-07-10 19:59:14,2011-07-10 20:19:01
Case006,end,Role 1,2011-07-11 02:37:26,2011-07-11 02:57:11
Case007,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case007,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case007,Create Request for Quotation,Role 1,2011-06-20 12:39:34,2011-06-20 13:01:56
Case007,Analyze Request for Quotation,Role 3,2011-06-20 17:41:44,2011-06-20 18:01:40
Case007,Amend Request for Quotation,Role 1,2011-06-20 22:50:26,2011-06-20 23:08:17
Case007,Analyze Request for Quotation,Role 3,2011-06-21 04:08:27,2011-06-21 04:24:54
Case007,Send Request for Quotation to Supplier,Role 3,2011-06-21 10:58:11,2011-06-21 11:12:30
Case007,Create Quotation comparison Map,Role 3,2011-06-21 18:14:34,2011-06-21 18:28:43
Case007,Analyze Quotation Comparison Map,Role 1,2011-06-22 01:47:27,2011-06-22 02:01:54
Case007,Choose best option,Role 1,2011-06-22 08:44:24,2011-06-22 09:00:13
Case007,Settle Conditions With Supplier,Role 3,2011-06-22 15:42:02,2011-06-22 15:57:08
Case007,Create Purchase Order,Role 3,2011-06-22 23:15:12,2011-06-22 23:29:30
Case007,Confirm Purchase Order,Role 2,2011-06-23 07:06:58,2011-06-23 07:21:13
Case007,Deliver Goods Services,Role 2,2011-06-23 14:43:24,2011-06-23 14:57:14
Case007,Release Purchase Order,Role 1,2011-06-23 22:18:30,2011-06-23 22:31:49
Case007,Approve Purchase Order for payment,Role 3,2011-06-24 06:23:08,2011-06-24 06:39:30
Case007,Send Invoice,Role 2,2011-06-24 14:56:32,2011-06-24 15:12:57
Case007,Release Supplier's Invoice,Role 5,2011-06-24 23:40:27,2011-06-24 23:55:41
Case007,Authorize Supplier's Invoice payment,Role 5,2011-06-25 08:52:31,2011-06-25 09:08:21
Case007,Pay Invoice,Role 5,2011-06-25 17:44:06,2011-06-25 17:58:48
Case007,end,end,2011-06-26 01:50:03,2011-06-26 02:02:52
Case008,start,start,2011-06-26 01:50:03,2011-06-26 01:50:03
Case008,Create Purchase Requisition,Role 1,2011-06-26 08:29:39,2011-06-26 08:50:06
Case008,Analyze Purchase Requisition,Role 1,2011-06-26 15:27:40,2011-06-26 15:47:39
Case008,Analyze Request for Quotation,Role 3,2011-06-26 22:21:10,2011-06-26 22:41:02
Case008,Amend Request for Quotation,Role 3,2011-06-27 05:11:27,2011-06-27 05:31:18
Case008,Analyze Request for Quotation,Role 3,2011-06-27 09:41:01,2011-06-27 10:07:12
Case008,Amend Request for Quotation,Role 1,2011-06-27 14:02:01,2011-06-27 14:28:27
Case008,Analyze Request for Quotation,Role 3,2011-06-27 19:11:39,2011-06-27 19:36:11
Case008,Amend Request for Quotation,Role 1,2011-06-28 01:26:01,2011-06-28 01:47:29
Case008,Analyze Request for Quotation,Role 3,2011-06-28 09:50:11,2011-06-28 10:05:55
Case008,Send Request for Quotation to Supplier,Role 1,2011-06-28 17:57:36,2011-06-28 18:09:21
Case008,Create Quotation comparison Map,Role 3,2011-06-29 02:07:46,2011-06-29 02:18:54
Case008,Analyze Quotation Comparison Map,Role 1,2011-06-29 09:47:26,2011-06-29 09:58:43
Case008,Choose best option,Role 1,2011-06-29 17:03:39,2011-06-29 17:14:53
Case008,Settle Conditions With Supplier,Role 3,2011-06-30 00:07:20,2011-06-30 00:21:46
