caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case000,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case000,Analyze Purchase Requisition,Role 1,2011-06-20 12:39:34,2011-06-20 13:01:56
Case000,Analyze Request for Quotation,Role 4,2011-06-20 17:41:44,2011-06-20 18:01:40
Case000,Send Request for Quotation to Supplier,Role 3,2011-06-20 22:50:26,2011-06-20 23:08:17
Case000,Create Quotation comparison Map,Role 3,2011-06-21 04:08:27,2011-06-21 04:24:54
Case000,Analyze Quotation Comparison Map,Role 1,2011-06-21 10:58:11,2011-06-21 11:12:30
Case000,Choose best option,Role 1,2011-06-21 18:14:34,2011-06-21 18:28:43
Case000,Settle Conditions With Supplier,Role 3,2011-06-22 01:47:27,2011-06-22 02:01:54
Case000,Create Purchase Order,Role 3,2011-06-22 08:44:24,2011-06-22 09:00:13
Case000,Confirm Purchase Order,Role 2,2011-06-22 15:42:02,2011-06-22 15:57:08
Case000,Deliver Goods Services,Role 2,2011-06-22 23:15:12,2011-06-22 23:29:30
Case000,Release Purchase Order,Role 1,2011-06-23 07:06:58,2011-06-23 07:21:13
Case000,Approve Purchase Order for payment,Role 3,2011-06-23 14:43:24,2011-06-23 14:57:14
Case000,Send Invoice,Role 2,2011-06-23 22:18:30,2011-06-23 22:31:49
Case000,Release Supplier's Invoice,Role 5,2011-06-24 06:23:08,2011-06-24 06:39:30
Case000,Authorize Supplier's Invoice payment,Role 5,2011-06-24 14:56:32,2011-06-24 15:12:57
Case000,Pay Invoice,Role 5,2011-06-24 23:40:27,2011-06-24 23:55:41
Case000,end,end,2011-06-25 08:52:31,2011-06-25 09:08:21
Case001,start,start,2011-06-25 08:52:31,2011-06-25 08:52:31
Case001,Create Purchase Requisition,Role 1,2011-06-25 15:51:50,2011-06-25 16:10:56
Case001,Analyze Purchase Requisition,Role 4,2011-06-25 23:00:02,2011-06-25 23:17:58
Case001,Create Request for Quotation,Role 4,2011-06-26 05:50:33,2011-06-26 06:07:57
Case001,Analyze Request for Quotation,Role 3,2011-06-26 12:10:48,2011-06-26 12:29:38
Case001,end,end,2011-06-26 18:29:37,2011-06-26 18:48:34
Case002,start,start,2011-06-26 18:29:37,2011-06-26 18:29:37
Case002,Create Purchase Requisition,Role 1,2011-06-27 01:32:43,2011-06-27 01:51:28
Case002,Create Request for Quotation,Role 1,2011-06-27 06:43:11,2011-06-27 07:06:54
Case002,Analyze Request for Quotation,Role 3,2011-06-27 11:25:29,2011-06-27 11:48:34
Case002,Amend Request for Quotation,Role 1,2011-06-27 16:10:00,2011-06-27 16:31:02
Case002,Analyze Request for Quotation,Role 3,2011-06-27 21:11:20,2011-06-27 21:30:06
Case002,Amend Request for Quotation,Role 3,2011-06-28 02:37:35,2011-06-28 02:54:33
Case002,Analyze Request for Quotation,Role 3,2011-06-28 09:49:05,2011-06-28 10:03:20
Case002,Amend Request for Quotation,Role 1,2011-06-28 17:34:23,2011-06-28 17:47:58
Case002,Analyze Request for Quotation,Role 3,2011-06-29 01:33:35,2011-06-29 01:46:18
Case002,Amend Request for Quotation,end,2011-06-29 08:48:41,2011-06-29 09:00:03
Case002,Analyze Request for Quotation,Role 3,2011-06-29 15:26:15,2011-06-29 15:41:14
Case002,Amend Request for Quotation,Role 1,2011-06-29 22:48:38,2011-06-29 23:02:57
Case002,Analyze Request for Quotation,Role 3,2011-06-30 06:32:41,2011-06-30 06:47:03
Case002,Send Request for Quotation to Supplier,Role 1,2011-06-30 14:04:33,2011-06-30 14:18:38
Case002,Create Quotation comparison Map,Role 3,2011-06-30 21:36:19,2011-06-30 21:49:54
Case002,Analyze Quotation Comparison Map,Role 1,2011-07-01 05:33:54,2011-07-01 05:50:10
Case002,Choose best option,Role 1,2011-07-01 14:04:18,2011-07-01 14:20:51
Case002,Settle Conditions With Supplier,Role 3,2011-07-01 22:49:28,2011-07-01 23:04:53
Case002,Create Purchase Order,Role 3,2011-07-02 08:03:45,2011-07-02 08:19:46
Case002,Confirm Purchase Order,Role 2,2011-07-02 16:57:48,2011-07-02 17:12:36
Case002,Deliver Goods Services,Role 2,2011-07-03 01:04:40,2011-07-03 01:17:29
Case002,Release Purchase Order,Role 1,2011-07-03 09:05:36,2011-07-03 09:17:55
Case002,Settle Dispute With Supplier,Role 3,2011-07-03 17:12:17,2011-07-03 17:24:15
Case002,Release Purchase Order,Role 1,2011-07-04 00:28:02,2011-07-04 00:37:41
Case002,Approve Purchase Order for payment,Role 3,2011-07-04 07:11:51,2011-07-04 07:21:58
Case002,Send Invoice,Role 2,2011-07-04 13:59:43,2011-07-04 14:10:38
Case002,Release Supplier's Invoice,Role 5,2011-07-04 21:01:07,2011-07-04 21:12:42
Case002,Authorize Supplier's Invoice payment,Role 5,2011-07-05 04:10:56,2011-07-05 04:22:50
Case002,Pay Invoice,Role 5,2011-07-05 12:18:15,2011-07-05 12:30:40
Case002,end,end,2011-07-05 20:29:02,2011-07-05 20:40:44
Case003,start,start,2011-07-05 20:29:02,2011-07-05 20:29:02
Case003,Create Purchase Requisition,Role 1,2011-07-06 04:12:19,2011-07-06 04:30:31
Case003,Create Request for Quotation,Role 4,2011-07-06 11:27:30,2011-07-06 11:48:31
Case003,Create Request for Quotation,Role 4,2011-07-06 18:27:31,2011-07-06 18:49:30
Case003,Analyze Request for Quotation,Role 3,2011-07-07 01:18:03,2011-07-07 01:40:37
Case003,Send Request for Quotation to Supplier,Role 3,2011-07-07 07:55:50,2011-07-07 08:18:45
Case003,Create Quotation comparison Map,Role 3,2011-07-07 14:58:28,2011-07-07 15:19:21
Case003,Analyze Quotation Comparison Map,Role 1,2011-07-07 22:28:43,2011-07-07 22:47:51
Case003,Choose best option,Role 1,2011-07-08 06:32:51,2011-07-08 06:50:34
Case003,Settle Conditions With Supplier,Role 3,2011-07-08 15:22:57,2011-07-08 15:40:34
Case003,Create Purchase Order,Role 3,2011-07-09 00:21:09,2011-07-09 00:35:49
Case003,Confirm Purchase Order,Role 2,2011-07-09 09:24:32,2011-07-09 09:40:23
Case003,Deliver Goods Services,Role 2,2011-07-09 18:00:14,2011-07-09 18:13:51
Case003,Release Purchase Order,Role 1,2011-07-10 02:06:53,2011-07-10 02:19:16
Case003,Approve Purchase Order for payment,Role 3,2011-07-10 10:44:39,2011-07-10 10:58:22
Case003,Send Invoice,Role 2,2011-07-10 18:36:44,2011-07-10 18:48:03
Case003,Release Supplier's Invoice,Role 5,2011-07-11 01:43:43,2011-07-11 01:53:23
Case003,Authorize Supplier's Invoice payment,Role 5,2011-07-11 08:21:16,2011-07-11 08:32:01
Case003,Pay Invoice,end,2011-07-11 14:54:28,2011-07-11 15:06:34
Case003,end,end,2011-07-11 21:48:59,2011-07-11 22:02:41
Case004,start,start,2011-07-11 21:48:59,2011-07-11 21:48:59
Case004,Create Purchase Requisition,Role 1,2011-07-12 03:33:25,2011-07-12 03:54:45
Case004,Analyze Purchase Requisition,Role 4,2011-07-12 10:56:52,2011-07-12 11:15:32
Case004,Create Request for Quotation,Role 4,2011-07-12 18:26:18,2011-07-12 18:44:02
Case004,Analyze Request for Quotation,Role 3,2011-07-13 01:55:08,2011-07-13 02:12:33
Case004,Send Request for Quotation to Supplier,end,2011-07-13 08:36:36,2011-07-13 08:56:19
Case004,Create Quotation comparison Map,Role 3,2011-07-13 15:17:25,2011-07-13 15:37:50
Case004,Analyze Quotation Comparison Map,Role 1,2011-07-13 22:14:36,2011-07-13 22:34:33
Case004,Choose best option,Role 1,2011-07-14 05:35:24,2011-07-14 05:54:36
Case004,Settle Conditions With Supplier,Role 3,2011-07-14 13:09:11,2011-07-14 13:26:44
Case004,Create Purchase Order,Role 3,2011-07-14 20:47:57,2011-07-14 21:01:24
Case004,Confirm Purchase Order,Role 2,2011-07-15 04:47:11,2011-07-15 05:03:06
Case004,Deliver Goods Services,Role 2,2011-07-15 13:16:04,2011-07-15 13:32:09
Case004,Release Purchase Order,Role 1,2011-07-15 21:54:35,2011-07-15 22:09:31
Case004,Approve Purchase Order for payment,Role 3,2011-07-16 07:02:02,2011-07-16 07:17:40
Case004,Send Invoice,Role 2,2011-07-16 15:50:05,2011-07-16 16:04:34
Case004,Release Supplier's Invoice,Role 5,2011-07-16 23:54:01,2011-07-17 00:06:39
Case004,Authorize Supplier's Invoice payment,Role 5,2011-07-17 07:24:10,2011-07-17 07:35:34
Case004,Pay Invoice,Role 5,2011-07-17 15:12:34,2011-07-17 15:24:03
Case004,end,end,2011-07-17 22:12:54,2011-07-17 22:22:13
Case005,start,start,2011-07-17 22:12:54,2011-07-17 22:12:54
Case005,Create Purchase Requisition,Role 1,2011-07-18 05:20:02,2011-07-18 05:38:28
Case005,Create Request for Quotation,Role 4,2011-07-18 10:41:33,2011-07-18 11:04:42
Case005,Create Request for Quotation,Role 4,2011-07-18 15:35:09,2011-07-18 15:57:42
Case005,Analyze Request for Quotation,Role 3,2011-07-18 20:31:49,2011-07-18 20:52:28
Case005,end,Role 1,2011-07-19 01:44:57,2011-07-19 02:03:29
Case006,start,start,2011-07-19 01:44:57,2011-07-19 01:44:57
Case006,Create Purchase Requisition,Role 1,2011-07-19 09:16:23,2011-07-19 09:36:10
Case006,Analyze Purchase Requisition,Role 1,2011-07-19 17:07:51,2011-07-19 17:27:18
Case006,Analyze Request for Quotation,Role 3,2011-07-20 00:47:25,2011-07-20 01:06:33
Case006,Amend Request for Quotation,Role 3,2011-07-20 07:25:59,2011-07-20 07:47:56
Case006,Analyze Request for Quotation,Role 3,2011-07-20 13:52:11,2011-07-20 14:15:09
Case006,end,Role 3,2011-07-20 20:24:11,2011-07-20 20:47:30
Case007,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case007,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case007,Analyze Purchase Requisition,Role 1,2011-06-20 12:39:34,2011-06-20 13:01:56
