caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case000,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case000,Analyze Purchase Requisition,Role 1,2011-06-20 12:39:34,2011-06-20 13:01:56
Case000,Create Request for Quotation,Role 3,2011-06-20 17:41:44,2011-06-20 18:01:40
Case000,Analyze Request for Quotation,Role 3,2011-06-20 22:50:26,2011-06-20 23:08:17
Case000,Create Quotation comparison Map,Role 3,2011-06-21 04:08:27,2011-06-21 04:24:54
Case000,Create Quotation comparison Map,Role 1,2011-06-21 10:58:11,2011-06-21 11:12:30
Case000,Analyze Quotation Comparison Map,Role 1,2011-06-21 18:14:34,2011-06-21 18:28:43
Case000,Choose best option,Role 1,2011-06-22 01:47:27,2011-06-22 02:01:54
Case000,Settle Conditions With Supplier,Role 3,2011-06-22 08:44:24,2011-06-22 09:00:13
Case000,Create Purchase Order,Role 3,2011-06-22 15:42:02,2011-06-22 15:57:08
Case000,Confirm Purchase Order,Role 2,2011-06-22 23:15:12,2011-06-22 23:29:30
Case000,Deliver Goods Services,Role 2,2011-06-23 07:06:58,2011-06-23 07:21:13
Case000,Release Purchase Order,Role 1,2011-06-23 14:43:24,2011-06-23 14:57:14
Case000,Approve Purchase Order for payment,Role 3,2011-06-23 22:18:30,2011-06-23 22:31:49
Case000,Send Invoice,Role 2,2011-06-24 06:23:08,2011-06-24 06:39:30
Case000,Release Supplier's Invoice,Role 5,2011-06-24 14:56:32,2011-06-24 15:12:57
Case000,Pay Invoice,Role 5,2011-06-24 23:40:27,2011-06-24 23:55:41
Case000,Pay Invoice,Role 5,2011-06-25 08:52:31,2011-06-25 09:08:21
Case000,end,end,2011-06-25 17:44:06,2011-06-25 17:58:48
Case001,start,start,2011-06-25 17:44:06,2011-06-25 17:44:06
Case001,Create Purchase Requisition,Role 1,2011-06-26 00:50:11,2011-06-26 01:08:33
Case001,Analyze Purchase Requisition,Role 1,2011-06-26 07:33:50,2011-06-26 07:53:23
Case001,Analyze Request for Quotation,Role 3,2011-06-26 14:11:29,2011-06-26 14:31:05
Case001,end,Role 3,2011-06-26 20:46:19,2011-06-26 21:06:00
Case002,start,start,2011-06-26 20:46:19,2011-06-26 20:46:19
Case002,Create Purchase Requisition,Role 1,2011-06-27 03:51:55,2011-06-27 04:10:28
Case002,Analyze Purchase Requisition,Role 4,2011-06-27 09:09:15,2011-06-27 09:32:37
Case002,end,Role 4,2011-06-27 13:58:39,2011-06-27 14:21:24
Case003,start,start,2011-06-27 13:58:39,2011-06-27 13:58:39
Case003,Create Purchase Requisition,Role 1,2011-06-27 19:26:46,2011-06-27 19:49:02
Case003,Analyze Purchase Requisition,Role 4,2011-06-28 01:01:44,2011-06-28 01:22:37
Case003,Create Request for Quotation,Role 4,2011-06-28 08:02:34,2011-06-28 08:20:02
Case003,Analyze Request for Quotation,Role 3,2011-06-28 15:20:39,2011-06-28 15:37:10
Case003,Amend Request for Quotation,Role 3,2011-06-28 22:48:26,2011-06-28 23:04:39
Case003,Analyze Request for Quotation,Role 3,2011-06-29 06:22:52,2011-06-29 06:39:08
Case003,Amend Request for Quotation,Role 3,2011-06-29 13:23:51,2011-06-29 13:41:52
Case003,Analyze Request for Quotation,Role 3,2011-06-29 20:31:08,2011-06-29 20:48:54
Case003,Amend Request for Quotation,Role 3,2011-06-30 03:51:50,2011-06-30 04:08:28
Case003,Analyze Request for Quotation,Role 3,2011-06-30 11:19:51,2011-06-30 11:34:26
Case003,Amend Request for Quotation,Role 4,2011-06-30 18:49:56,2011-06-30 19:03:34
Case003,Analyze Request for Quotation,Role 3,2011-07-01 02:47:39,2011-07-01 03:03:35
Case003,Amend Request for Quotation,end,2011-07-01 11:34:24,2011-07-01 11:51:19
Case003,Analyze Request for Quotation,Role 3,2011-07-01 20:30:21,2011-07-01 20:45:48
Case003,Amend Request for Quotation,Role 1,2011-07-02 05:08:17,2011-07-02 05:22:03
Case003,Analyze Request for Quotation,Role 3,2011-07-02 14:00:32,2011-07-02 14:15:32
Case003,Amend Request for Quotation,Role 1,2011-07-02 22:10:56,2011-07-02 22:23:49
Case003,Analyze Request for Quotation,Role 3,2011-07-03 05:47:13,2011-07-03 05:58:47
Case003,Amend Request for Quotation,end,2011-07-03 13:40:20,2011-07-03 13:52:07
Case003,Analyze Request for Quotation,Role 3,2011-07-03 20:44:13,2011-07-03 20:53:40
Case003,Amend Request for Quotation,Role 1,2011-07-04 03:20:33,2011-07-04 03:29:01
Case003,Analyze Request for Quotation,Role 3,2011-07-04 10:03:37,2011-07-04 10:14:15
Case003,Send Request for Quotation to Supplier,Role 1,2011-07-04 16:54:13,2011-07-04 17:06:26
Case003,Create Quotation comparison Map,Role 3,2011-07-05 00:03:23,2011-07-05 00:16:53
Case003,Analyze Quotation Comparison Map,Role 1,2011-07-05 08:27:50,2011-07-05 08:42:04
Case003,Choose best option,Role 1,2011-07-05 17:15:01,2011-07-05 17:28:00
Case003,Settle Conditions With Supplier,Role 3,2011-07-06 01:50:38,2011-07-06 02:02:52
Case003,Create Purchase Order,Role 3,2011-07-06 09:53:29,2011-07-06 10:06:50
Case003,Confirm Purchase Order,Role 2,2011-07-06 17:35:46,2011-07-06 17:48:25
Case003,Deliver Goods Services,Role 2,2011-07-07 00:49:24,2011-07-07 01:01:35
Case003,Release Purchase Order,Role 1,2011-07-07 07:32:27,2011-07-07 07:48:18
Case003,Settle Dispute With Supplier,Role 3,2011-07-07 14:58:47,2011-07-07 15:13:16
Case003,Release Purchase Order,Role 1,2011-07-07 22:34:00,2011-07-07 22:47:41
Case003,Approve Purchase Order for payment,Role 3,2011-07-08 06:36:25,2011-07-08 06:51:59
Case003,Send Invoice,Role 2,2011-07-08 15:22:28,2011-07-08 15:38:48
Case003,Release Supplier's Invoice,Role 5,2011-07-09 00:26:15,2011-07-09 00:41:52
Case003,Settle Dispute With Supplier,Role 5,2011-07-09 09:39:26,2011-07-09 09:56:23
Case003,Authorize Supplier's Invoice payment,Role 5,2011-07-09 18:25:58,2011-07-09 18:40:16
Case003,Pay Invoice,Role 5,2011-07-10 02:41:07,2011-07-10 02:53:58
Case003,Pay Invoice,end,2011-07-10 11:25:03,2011-07-10 11:39:11
Case003,end,end,2011-07-10 19:21:49,2011-07-10 19:33:21
Case004,start,start,2011-07-10 19:21:49,2011-07-10 19:21:49
Case004,Create Purchase Requisition,Role 1,2011-07-11 02:25:53,2011-07-11 02:44:33
Case004,Analyze Purchase Requisition,Role 4,2011-07-11 07:39:01,2011-07-11 08:02:36
Case004,Create Request for Quotation,Role 4,2011-07-11 12:24:06,2011-07-11 12:47:03
Case004,Analyze Request for Quotation,Role 3,2011-07-11 17:11:20,2011-07-11 17:32:16
Case004,Amend Request for Quotation,Role 1,2011-07-11 22:15:40,2011-07-11 22:34:22
Case004,Analyze Request for Quotation,Role 3,2011-07-12 03:44:41,2011-07-12 04:01:36
Case004,end,Role 1,2011-07-12 10:57:22,2011-07-12 11:11:35
Case005,start,start,2011-07-12 10:57:22,2011-07-12 10:57:22
Case005,Create Purchase Requisition,Role 1,2011-07-12 18:35:06,2011-07-12 18:54:03
Case005,Analyze Purchase Requisition,Role 1,2011-07-13 02:30:00,2011-07-13 02:48:41
Case005,Analyze Request for Quotation,Role 4,2011-07-13 09:27:00,2011-07-13 09:48:30
Case005,end,Role 3,2011-07-13 16:07:08,2011-07-13 16:29:33
Case006,start,start,2011-07-13 16:07:08,2011-07-13 16:07:08
Case006,Create Purchase Requisition,Role 1,2011-07-13 23:17:53,2011-07-13 23:37:31
Case006,Create Request for Quotation,Role 1,2011-07-14 06:49:58,2011-07-14 07:10:32
Case006,Analyze Request for Quotation,Role 3,2011-07-14 14:07:29,2011-07-14 14:29:21
Case006,Send Request for Quotation to Supplier,Role 3,2011-07-14 21:24:11,2011-07-14 21:45:05
Case006,Create Quotation comparison Map,Role 3,2011-07-15 04:36:28,2011-07-15 04:56:06
Case006,Analyze Quotation Comparison Map,Role 1,2011-07-15 11:52:00,2011-07-15 12:12:23
Case006,Choose best option,Role 1,2011-07-15 19:49:50,2011-07-15 20:08:30
Case006,Settle Conditions With Supplier,Role 3,2011-07-16 04:30:25,2011-07-16 04:47:39
Case006,Create Purchase Order,Role 3,2011-07-16 13:20:42,2011-07-16 13:36:56
Case006,Confirm Purchase Order,Role 2,2011-07-16 21:33:01,2011-07-16 21:45:49
Case006,Deliver Goods Services,Role 2,2011-07-17 05:05:21,2011-07-17 05:16:34
Case006,Release Purchase Order,Role 1,2011-07-17 12:53:49,2011-07-17 13:05:02
Case006,Approve Purchase Order for payment,Role 3,2011-07-17 19:53:12,2011-07-17 20:02:21
Case006,Send Invoice,Role 2,2011-07-18 02:27:07,2011-07-18 02:35:26
Case006,Release Supplier's Invoice,Role 5,2011-07-18 09:09:17,2011-07-18 09:19:42
Case006,Authorize Supplier's Invoice payment,Role 5,2011-07-18 15:56:07,2011-07-18 16:08:09
Case006,Pay Invoice,Role 5,2011-07-18 23:01:34,2011-07-18 23:14:59
Case006,end,end,2011-07-19 06:18:49,2011-07-19 06:34:22
Case007,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case007,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case007,Analyze Purchase Requisition,Role 1,2011-06-20 12:39:34,2011-06-20 13:01:56
Case007,Analyze Request for Quotation,Role 3,2011-06-20 17:41:44,2011-06-20 18:01:40
Case007,Send Request for Quotation to Supplier,Role 1,2011-06-20 22:50:26,2011-06-20 23:08:17
Case007,Create Quotation comparison Map,Role 3,2011-06-21 04:08:27,2011-06-21 04:24:54
Case007,Analyze Quotation Comparison Map,Role 1,2011-06-21 10:58:11,2011-06-21 11:12:30
Case007,Choose best option,Role 1,2011-06-21 18:14:34,2011-06-21 18:28:43
Case007,Settle Conditions With Supplier,Role 3,2011-06-22 01:47:27,2011-06-22 02:01:54
