caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case000,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case000,Analyze Purchase Requisition,Role 4,2011-06-20 12:39:34,2011-06-20 13:01:56
Case000,Create Request for Quotation,Role 1,2011-06-20 17:41:44,2011-06-20 18:01:40
Case000,Analyze Request for Quotation,Role 3,2011-06-20 22:50:26,2011-06-20 23:08:17
Case000,Amend Request for Quotation,Role 3,2011-06-21 04:08:27,2011-06-21 04:24:54
Case000,Analyze Request for Quotation,Role 3,2011-06-21 10:58:11,2011-06-21 11:12:30
Case000,Amend Request for Quotation,end,2011-06-21 18:14:34,2011-06-21 18:28:43
Case000,Analyze Request for Quotation,Role 3,2011-06-22 01:47:27,2011-06-22 02:01:54
Case000,Amend Request for Quotation,Role 1,2011-06-22 08:44:24,2011-06-22 09:00:13
Case000,Analyze Request for Quotation,Role 3,2011-06-22 15:42:02,2011-06-22 15:57:08
Case000,Send Request for Quotation to Supplier,Role 1,2011-06-22 23:15:12,2011-06-22 23:29:30
Case000,Create Quotation comparison Map,Role 3,2011-06-23 07:06:58,2011-06-23 07:21:13
Case000,Analyze Quotation Comparison Map,Role 1,2011-06-23 14:43:24,2011-06-23 14:57:14
Case000,Choose best option,Role 1,2011-06-23 22:18:30,2011-06-23 22:31:49
Case000,Settle Conditions With Supplier,Role 3,2011-06-24 06:23:08,2011-06-24 06:39:30
Case000,Create Purchase Order,Role 3,2011-06-24 14:56:32,2011-06-24 15:12:57
Case000,Confirm Purchase Order,Role 2,2011-06-24 23:40:27,2011-06-24 23:55:41
Case000,Deliver Goods Services,Role 2,2011-06-25 08:52:31,2011-06-25 09:08:21
Case000,Release Purchase Order,Role 1,2011-06-25 17:44:06,2011-06-25 17:58:48
Case000,Approve Purchase Order for payment,Role 3,2011-06-26 01:50:03,2011-06-26 02:02:52
Case000,Send Invoice,Role 2,2011-06-26 09:50:17,2011-06-26 10:02:35
Case000,Release Supplier's Invoice,Role 5,2011-06-26 17:56:00,2011-06-26 18:07:53
Case000,Authorize Supplier's Invoice payment,Role 5,2011-06-27 01:11:26,2011-06-27 01:21:03
Case000,Pay Invoice,Role 5,2011-06-27 07:56:01,2011-06-27 08:06:08
Case000,end,end,2011-06-27 14:46:16,2011-06-27 14:57:11
Case001,start,start,2011-06-27 14:46:16,2011-06-27 14:46:16
Case001,Create Purchase Requisition,Role 1,2011-06-27 20:16:03,2011-06-27 20:38:13
Case001,Analyze Purchase Requisition,Role 4,2011-06-28 01:52:51,2011-06-28 02:13:39
Case001,Create Request for Quotation,Role 4,2011-06-28 08:54:25,2011-06-28 09:11:50
Case001,Analyze Request for Quotation,Role 3,2011-06-28 16:12:56,2011-06-28 16:29:25
Case001,Send Request for Quotation to Supplier,Role 3,2011-06-28 23:40:31,2011-06-28 23:56:44
Case001,Create Quotation comparison Map,Role 3,2011-06-29 07:14:40,2011-06-29 07:30:55
Case001,Analyze Quotation Comparison Map,Role 1,2011-06-29 14:16:43,2011-06-29 14:34:42
Case001,Choose best option,Role 1,2011-06-29 21:26:00,2011-06-29 21:43:44
Case001,Settle Conditions With Supplier,Role 3,2011-06-30 04:49:08,2011-06-30 05:05:44
Case001,Create Purchase Order,Role 3,2011-06-30 12:20:40,2011-06-30 12:35:08
Case001,Confirm Purchase Order,Role 2,2011-06-30 19:53:59,2011-06-30 20:07:33
Case001,Deliver Goods Services,Role 2,2011-07-01 03:58:06,2011-07-01 04:14:08
Case001,Release Purchase Order,Role 1,2011-07-01 12:49:46,2011-07-01 13:06:36
Case001,Approve Purchase Order for payment,Role 3,2011-07-01 21:47:14,2011-07-01 22:02:34
Case001,Send Invoice,Role 2,2011-07-02 06:22:40,2011-07-02 06:36:11
Case001,Release Supplier's Invoice,Role 5,2011-07-02 15:12:56,2011-07-02 15:27:45
Case001,Authorize Supplier's Invoice payment,Role 5,2011-07-02 23:20:19,2011-07-02 23:33:07
Case001,Pay Invoice,Role 5,2011-07-03 06:53:38,2011-07-03 07:05:09
Case001,end,end,2011-07-03 14:44:38,2011-07-03 14:56:17
Case002,start,start,2011-07-03 14:44:38,2011-07-03 14:44:38
Case002,Create Purchase Requisition,Role 1,2011-07-03 21:43:23,2011-07-03 22:02:28
Case002,Create Request for Quotation,Role 4,2011-07-04 04:59:49,2011-07-04 05:18:23
Case002,Create Request for Quotation,Role 4,2011-07-04 09:59:36,2011-07-04 10:23:27
Case002,Analyze Request for Quotation,Role 3,2011-07-04 14:34:44,2011-07-04 14:58:18
Case002,Amend Request for Quotation,Role 1,2011-07-04 19:25:03,2011-07-04 19:46:41
Case002,Analyze Request for Quotation,Role 3,2011-07-05 00:49:46,2011-07-05 01:09:11
Case002,Amend Request for Quotation,end,2011-07-05 08:19:13,2011-07-05 08:35:12
Case002,Analyze Request for Quotation,Role 3,2011-07-05 16:30:56,2011-07-05 16:45:32
Case002,Amend Request for Quotation,Role 1,2011-07-06 01:06:50,2011-07-06 01:20:04
Case002,Analyze Request for Quotation,Role 3,2011-07-06 08:53:22,2011-07-06 09:04:53
Case002,Send Request for Quotation to Supplier,Role 1,2011-07-06 16:10:53,2011-07-06 16:22:09
Case002,Create Quotation comparison Map,Role 3,2011-07-06 23:15:44,2011-07-06 23:30:13
Case002,Analyze Quotation Comparison Map,Role 1,2011-07-07 06:49:58,2011-07-07 07:04:22
Case002,Choose best option,Role 1,2011-07-07 14:15:33,2011-07-07 14:29:50
Case002,Settle Conditions With Supplier,Role 3,2011-07-07 21:41:14,2011-07-07 21:55:01
Case002,Create Purchase Order,Role 3,2011-07-08 05:29:11,2011-07-08 05:45:12
Case002,Confirm Purchase Order,Role 2,2011-07-08 13:54:30,2011-07-08 14:11:06
Case002,Deliver Goods Services,Role 2,2011-07-08 22:38:49,2011-07-08 22:54:19
Case002,Release Purchase Order,Role 1,2011-07-09 07:53:47,2011-07-09 08:09:51
Case002,Approve Purchase Order for payment,Role 3,2011-07-09 16:48:46,2011-07-09 17:03:36
Case002,Send Invoice,Role 2,2011-07-10 00:57:10,2011-07-10 01:10:01
Case002,Release Supplier's Invoice,Role 5,2011-07-10 08:58:15,2011-07-10 09:10:33
Case002,Authorize Supplier's Invoice payment,Role 5,2011-07-10 17:04:47,2011-07-10 17:16:44
Case002,Pay Invoice,Role 5,2011-07-11 00:20:29,2011-07-11 00:30:08
Case002,end,end,2011-07-11 07:04:09,2011-07-11 07:14:16
Case003,start,start,2011-07-11 07:04:09,2011-07-11 07:04:09
Case003,Create Purchase Requisition,Role 1,2011-07-11 12:17:00,2011-07-11 12:40:11
Case003,Analyze Purchase Requisition,Role 1,2011-07-11 17:34:23,2011-07-11 17:56:07
Case003,Create Request for Quotation,Role 3,2011-07-11 22:49:21,2011-07-11 23:08:49
Case003,Analyze Request for Quotation,Role 4,2011-07-12 04:07:55,2011-07-12 04:25:34
Case003,Release Supplier's Invoice,Role 3,2011-07-12 10:58:55,2011-07-12 11:13:59
Case003,Create Quotation comparison Map,Role 1,2011-07-12 18:18:01,2011-07-12 18:32:42
Case003,Send Request for Quotation to Supplier,Role 1,2011-07-13 01:57:41,2011-07-13 02:12:23
Case003,Choose best option,Role 1,2011-07-13 09:09:56,2011-07-13 09:26:06
Case003,Choose best option,Role 1,2011-07-13 16:32:21,2011-07-13 16:48:10
Case003,Settle Conditions With Supplier,Role 3,2011-07-14 00:08:15,2011-07-14 00:22:50
Case003,Create Purchase Order,Role 3,2011-07-14 07:39:23,2011-07-14 07:53:19
Case003,Confirm Purchase Order,Role 2,2011-07-14 15:15:27,2011-07-14 15:28:13
Case003,Deliver Goods Services,Role 2,2011-07-14 22:56:43,2011-07-14 23:09:19
Case003,Release Purchase Order,Role 1,2011-07-15 07:14:48,2011-07-15 07:30:33
Case003,Approve Purchase Order for payment,Role 3,2011-07-15 16:06:12,2011-07-15 16:22:19
Case003,Send Invoice,Role 2,2011-07-16 01:07:22,2011-07-16 01:22:45
Case003,Release Supplier's Invoice,Role 5,2011-07-16 10:18:14,2011-07-16 10:35:06
Case003,Settle Dispute With Supplier,Role 5,2011-07-16 19:02:25,2011-07-16 19:16:43
Case003,Authorize Supplier's Invoice payment,Role 5,2011-07-17 03:16:03,2011-07-17 03:28:56
Case003,Pay Invoice,Role 5,2011-07-17 11:57:54,2011-07-17 12:12:01
Case003,end,end,2011-07-17 19:55:10,2011-07-17 20:06:42
Case004,start,start,2011-07-17 19:55:10,2011-07-17 19:55:10
Case004,Create Purchase Requisition,Role 1,2011-07-18 02:59:51,2011-07-18 03:18:28
Case004,Analyze Purchase Requisition,Role 1,2011-07-18 08:14:39,2011-07-18 08:38:09
Case004,Analyze Request for Quotation,Role 3,2011-07-18 13:01:28,2011-07-18 13:24:20
Case004,end,Role 3,2011-07-18 17:50:32,2011-07-18 18:11:25
Case005,start,start,2011-07-18 17:50:32,2011-07-18 17:50:32
Case005,Create Purchase Requisition,Role 1,2011-07-18 23:26:42,2011-07-18 23:48:29
Case005,Analyze Purchase Requisition,Role 4,2011-07-19 05:10:03,2011-07-19 05:30:31
Case005,Create Request for Quotation,Role 4,2011-07-19 12:14:21,2011-07-19 12:31:37
Case005,Analyze Request for Quotation,Role 3,2011-07-19 19:34:00,2011-07-19 19:50:27
Case005,Amend Request for Quotation,end,2011-07-20 03:00:47,2011-07-20 03:17:00
Case005,Analyze Request for Quotation,Role 3,2011-07-20 09:53:11,2011-07-20 10:11:22
Case005,Send Request for Quotation to Supplier,Role 3,2011-07-20 16:55:38,2011-07-20 17:14:04
Case005,Create Quotation comparison Map,Role 3,2011-07-21 00:17:30,2011-07-21 00:35:08
Case005,Analyze Quotation Comparison Map,Role 1,2011-07-21 07:43:35,2011-07-21 07:59:42
Case005,Choose best option,Role 1,2011-07-21 15:27:30,2011-07-21 15:40:24
Case005,Settle Conditions With Supplier,Role 3,2011-07-21 23:09:56,2011-07-21 23:22:20
