caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case000,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case000,Create Request for Quotation,Role 1,2011-06-20 12:39:34,2011-06-20 13:01:56
Case000,Analyze Request for Quotation,Role 3,2011-06-20 17:41:44,2011-06-20 18:01:40
Case000,end,end,2011-06-20 22:50:26,2011-06-20 23:08:17
Case001,start,start,2011-06-20 22:50:26,2011-06-20 22:50:26
Case001,Create Purchase Requisition,Role 1,2011-06-21 04:36:56,2011-06-21 04:58:09
Case001,Analyze Purchase Requisition,Role 4,2011-06-21 12:01:14,2011-06-21 12:19:49
Case001,end,Role 4,2011-06-21 19:31:14,2011-06-21 19:48:55
Case002,start,start,2011-06-21 19:31:14,2011-06-21 19:31:14
Case002,Create Purchase Requisition,Role 1,2011-06-22 03:14:00,2011-06-22 03:32:16
Case002,Analyze Purchase Requisition,Role 4,2011-06-22 10:28:07,2011-06-22 10:49:12
Case002,Create Request for Quotation,Role 4,2011-06-22 17:27:05,2011-06-22 17:49:08
Case002,Analyze Request for Quotation,Role 3,2011-06-23 00:17:05,2011-06-23 00:39:41
Case002,Amend Request for Quotation,Role 1,2011-06-23 06:54:46,2011-06-23 07:17:45
Case002,Analyze Request for Quotation,Role 3,2011-06-23 13:57:58,2011-06-23 14:18:57
Case002,Amend Request for Quotation,Role 1,2011-06-23 21:29:16,2011-06-23 21:48:32
Case002,Analyze Request for Quotation,Role 3,2011-06-24 05:34:01,2011-06-24 05:51:55
Case002,end,Role 1,2011-06-24 14:22:57,2011-06-24 14:40:50
Case003,start,start,2011-06-24 14:22:57,2011-06-24 14:22:57
Case003,Create Purchase Requisition,Role 1,2011-06-24 21:35:53,2011-06-24 21:55:21
Case003,Analyze Purchase Requisition,Role 1,2011-06-25 05:19:33,2011-06-25 05:38:25
Case003,Analyze Request for Quotation,Role 3,2011-06-25 12:39:14,2011-06-25 12:58:52
Case003,Send Request for Quotation to Supplier,Role 3,2011-06-25 19:35:10,2011-06-25 19:53:46
Case003,Create Quotation comparison Map,Role 3,2011-06-26 02:17:33,2011-06-26 02:34:23
Case003,Analyze Quotation Comparison Map,Role 1,2011-06-26 09:06:29,2011-06-26 09:22:56
Case003,Choose best option,Role 1,2011-06-26 16:09:11,2011-06-26 16:23:33
Case003,Settle Conditions With Supplier,Role 3,2011-06-26 23:22:01,2011-06-26 23:34:28
Case003,Create Purchase Order,Role 3,2011-06-27 06:47:50,2011-06-27 06:59:20
Case003,Confirm Purchase Order,Role 2,2011-06-27 13:55:49,2011-06-27 14:08:09
Case003,Deliver Goods Services,Role 2,2011-06-27 20:59:10,2011-06-27 21:13:37
Case003,Release Purchase Order,Role 1,2011-06-28 04:05:41,2011-06-28 04:23:18
Case003,Approve Purchase Order for payment,Role 3,2011-06-28 12:34:10,2011-06-28 12:48:09
Case003,Send Invoice,Role 2,2011-06-28 21:01:17,2011-06-28 21:14:08
Case003,Release Supplier's Invoice,Role 5,2011-06-29 05:15:36,2011-06-29 05:27:54
Case003,Authorize Supplier's Invoice payment,Role 5,2011-06-29 13:19:22,2011-06-29 13:32:22
Case003,Pay Invoice,Role 5,2011-06-29 20:58:47,2011-06-29 21:11:01
Case003,end,end,2011-06-30 04:14:19,2011-06-30 04:26:07
Case004,start,start,2011-06-30 04:14:19,2011-06-30 04:14:19
Case004,Create Purchase Requisition,Role 1,2011-06-30 11:40:39,2011-06-30 12:00:42
Case004,Create Request for Quotation,Role 4,2011-06-30 19:48:13,2011-06-30 20:07:59
Case004,Create Request for Quotation,Role 4,2011-07-01 04:01:08,2011-07-01 04:20:43
Case004,Analyze Request for Quotation,Role 3,2011-07-01 11:46:31,2011-07-01 12:08:11
Case004,Amend Request for Quotation,Role 3,2011-07-01 19:44:11,2011-07-01 20:05:20
Case004,Analyze Request for Quotation,Role 3,2011-07-02 03:53:26,2011-07-02 04:13:43
Case004,end,Role 1,2011-07-02 11:59:03,2011-07-02 12:19:34
Case005,start,start,2011-07-02 11:59:03,2011-07-02 11:59:03
Case005,Create Purchase Requisition,Role 1,2011-07-02 19:00:57,2011-07-02 19:19:47
Case005,Create Request for Quotation,Role 1,2011-07-03 02:10:03,2011-07-03 02:27:47
Case005,Analyze Request for Quotation,Role 3,2011-07-03 08:40:42,2011-07-03 08:59:51
Case005,Amend Request for Quotation,Role 3,2011-07-03 15:06:54,2011-07-03 15:26:11
Case005,Analyze Request for Quotation,Role 3,2011-07-03 21:34:42,2011-07-03 21:54:01
Case005,Amend Request for Quotation,Role 3,2011-07-04 04:12:17,2011-07-04 04:31:41
Case005,Analyze Request for Quotation,Role 1,2011-07-04 09:22:32,2011-07-04 09:48:08
Case005,Send Request for Quotation to Supplier,Role 3,2011-07-04 14:55:28,2011-07-04 15:21:04
Case005,Create Quotation comparison Map,Role 3,2011-07-04 21:41:14,2011-07-04 22:03:21
Case005,Analyze Quotation Comparison Map,Role 1,2011-07-05 05:12:16,2011-07-05 05:27:44
Case005,Choose best option,Role 1,2011-07-05 13:23:28,2011-07-05 13:35:47
Case005,Settle Conditions With Supplier,Role 3,2011-07-05 21:23:57,2011-07-05 21:35:35
Case005,Create Purchase Order,Role 3,2011-07-06 05:33:23,2011-07-06 05:44:37
Case005,Confirm Purchase Order,Role 2,2011-07-06 13:12:00,2011-07-06 13:23:27
Case005,Deliver Goods Services,Role 2,2011-07-06 20:28:23,2011-07-06 20:39:52
Case005,Release Purchase Order,Role 1,2011-07-07 03:35:45,2011-07-07 03:50:34
Case005,Approve Purchase Order for payment,Role 3,2011-07-07 10:58:22,2011-07-07 11:12:53
Case005,Send Invoice,Role 2,2011-07-07 18:36:47,2011-07-07 18:50:07
Case005,Release Supplier's Invoice,Role 5,2011-07-08 02:25:28,2011-07-08 02:38:24
Case005,Pay Invoice,Role 5,2011-07-08 11:00:01,2011-07-08 11:17:22
Case005,Pay Invoice,Role 5,2011-07-08 19:57:31,2011-07-08 20:13:26
Case005,end,end,2011-07-09 04:44:17,2011-07-09 04:58:37
Case006,start,start,2011-07-09 04:44:17,2011-07-09 04:44:17
Case006,Create Purchase Requisition,Role 1,2011-07-09 11:39:57,2011-07-09 11:59:25
Case006,Create Request for Quotation,Role 4,2011-07-09 18:46:08,2011-07-09 19:04:23
Case006,Create Request for Quotation,Role 4,2011-07-10 01:37:48,2011-07-10 01:55:24
Case006,Analyze Request for Quotation,Role 3,2011-07-10 07:56:47,2011-07-10 08:15:57
Case006,Send Request for Quotation to Supplier,Role 3,2011-07-10 14:13:38,2011-07-10 14:32:57
Case006,Create Quotation comparison Map,Role 3,2011-07-10 20:39:00,2011-07-10 20:58:25
Case006,Analyze Quotation Comparison Map,Role 1,2011-07-11 03:21:08,2011-07-11 03:41:00
Case006,Choose best option,Role 1,2011-07-11 08:52:21,2011-07-11 09:19:03
Case006,Settle Conditions With Supplier,Role 3,2011-07-11 14:57:40,2011-07-11 15:23:21
Case006,Create Purchase Order,Role 3,2011-07-11 22:04:24,2011-07-11 22:22:17
Case006,Confirm Purchase Order,Role 2,2011-07-12 05:27:55,2011-07-12 05:43:02
Case006,Deliver Goods Services,Role 2,2011-07-12 13:38:37,2011-07-12 13:50:56
Case006,Release Purchase Order,Role 1,2011-07-12 21:37:21,2011-07-12 21:48:58
Case006,Approve Purchase Order for payment,Role 3,2011-07-13 05:45:23,2011-07-13 05:56:39
Case006,Send Invoice,Role 2,2011-07-13 13:23:25,2011-07-13 13:34:58
Case006,Release Supplier's Invoice,Role 5,2011-07-13 20:38:40,2011-07-13 20:50:15
Case006,Authorize Supplier's Invoice payment,Role 5,2011-07-14 03:41:36,2011-07-14 03:56:33
Case006,Pay Invoice,Role 5,2011-07-14 11:04:30,2011-07-14 11:19:08
Case006,end,end,2011-07-14 18:44:35,2011-07-14 18:57:57
Case007,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case007,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case007,Analyze Purchase Requisition,Role 4,2011-06-20 12:39:34,2011-06-20 13:01:56
Case007,Create Request for Quotation,Role 4,2011-06-20 17:41:44,2011-06-20 18:01:40
Case007,Analyze Request for Quotation,Role 3,2011-06-20 22:50:26,2011-06-20 23:08:17
Case007,Amend Request for Quotation,end,2011-06-21 04:08:27,2011-06-21 04:24:54
Case007,Analyze Request for Quotation,Role 3,2011-06-21 10:58:11,2011-06-21 11:12:30
Case007,Amend Request for Quotation,end,2011-06-21 18:14:34,2011-06-21 18:28:43
Case007,Analyze Request for Quotation,Role 3,2011-06-22 01:47:27,2011-06-22 02:01:54
Case007,end,Role 1,2011-06-22 08:44:24,2011-06-22 09:00:13
Case008,start,start,2011-06-22 08:44:24,2011-06-22 08:44:24
Case008,Create Purchase Requisition,Role 1,2011-06-22 15:46:25,2011-06-22 16:06:44
Case008,Analyze Purchase Requisition,Role 4,2011-06-22 23:10:43,2011-06-22 23:31:49
Case008,Create Request for Quotation,Role 4,2011-06-23 06:28:53,2011-06-23 06:50:53
Case008,Analyze Request for Quotation,Role 3,2011-06-23 13:22:35,2011-06-23 13:45:19
Case008,Amend Request for Quotation,end,2011-06-23 20:17:15,2011-06-23 20:38:19
Case008,Analyze Request for Quotation,Role 3,2011-06-24 03:15:27,2011-06-24 03:34:42
Case008,Amend Request for Quotation,Role 1,2011-06-24 10:34:37,2011-06-24 10:54:12
Case008,Analyze Request for Quotation,Role 3,2011-06-24 18:50:43,2011-06-24 19:08:43
Case008,end,Role 3,2011-06-25 04:00:20,2011-06-25 04:17:11
Case009,start,start,2011-06-25 04:00:20,2011-06-25 04:00:20
Case009,Create Purchase Requisition,Role 1,2011-06-25 10:55:21,2011-06-25 11:14:53
Case009,Analyze Purchase Requisition,Role 4,2011-06-25 18:01:08,2011-06-25 18:19:27
Case009,Create Request for Quotation,Role 4,2011-06-26 00:52:57,2011-06-26 01:10:35
