caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2011-06-20 02:33:00,2011-06-20 02:33:00
Case000,Create Purchase Requisition,Role 1,2011-06-20 07:35:15,2011-06-20 07:59:05
Case000,Create Request for Quotation,Role 1,2011-06-20 12:39:34,2011-06-20 13:01:56
Case000,Analyze Request for Quotation,Role 3,2011-06-20 17:41:44,2011-06-20 18:01:40
Case000,end,Role 3,2011-06-20 22:50:26,2011-06-20 23:08:17
Case001,start,start,2011-06-20 22:50:26,2011-06-20 22:50:26
Case001,Create Purchase Requisition,Role 1,2011-06-21 04:36:56,2011-06-21 04:58:09
Case001,Analyze Purchase Requisition,Role 1,2011-06-21 12:01:14,2011-06-21 12:19:49
Case001,Analyze Request for Quotation,Role 3,2011-06-21 19:31:14,2011-06-21 19:48:55
Case001,Amend Request for Quotation,Role 1,2011-06-22 03:00:08,2011-06-22 03:17:31
Case001,Analyze Request for Quotation,Role 3,2011-06-22 09:42:09,2011-06-22 10:01:49
Case001,Amend Request for Quotation,Role 3,2011-06-22 16:23:38,2011-06-22 16:44:01
Case001,Analyze Request for Quotation,Role 3,2011-06-22 23:21:43,2011-06-22 23:41:39
Case001,Amend Request for Quotation,Role 1,2011-06-23 06:44:11,2011-06-23 07:03:24
Case001,Analyze Request for Quotation,Role 3,2011-06-23 14:20:50,2011-06-23 14:38:19
Case001,Amend Request for Quotation,Role 1,2011-06-23 22:02:31,2011-06-23 22:15:51
Case001,Analyze Request for Quotation,Role 1,2011-06-24 06:08:07,2011-06-24 06:24:05
Case001,Amend Request for Quotation,Role 1,2011-06-24 14:41:26,2011-06-24 14:57:22
Case001,Analyze Request for Quotation,Role 3,2011-06-24 23:18:51,2011-06-24 23:33:29
Case001,Amend Request for Quotation,Role 1,2011-06-25 08:25:55,2011-06-25 08:41:16
Case001,Analyze Request for Quotation,Role 3,2011-06-25 17:12:18,2011-06-25 17:26:39
Case001,Send Request for Quotation to Supplier,end,2011-06-26 01:14:11,2011-06-26 01:26:46
Case001,Create Quotation comparison Map,Role 3,2011-06-26 09:11:11,2011-06-26 09:23:20
Case001,Analyze Quotation Comparison Map,Role 1,2011-06-26 17:15:16,2011-06-26 17:27:07
Case001,Choose best option,Role 1,2011-06-27 00:30:28,2011-06-27 00:40:06
Case001,Settle Conditions With Supplier,Role 3,2011-06-27 07:15:14,2011-06-27 07:25:23
Case001,Create Purchase Order,Role 3,2011-06-27 14:04:58,2011-06-27 14:15:55
Case001,Confirm Purchase Order,Role 2,2011-06-27 21:08:08,2011-06-27 21:19:46
Case001,Deliver Goods Services,Role 2,2011-06-28 04:18:56,2011-06-28 04:30:51
Case001,Release Purchase Order,Role 1,2011-06-28 12:27:51,2011-06-28 12:40:17
Case001,Approve Purchase Order for payment,Role 3,2011-06-28 20:39:23,2011-06-28 20:51:05
Case001,Send Invoice,Role 2,2011-06-29 04:40:18,2011-06-29 04:51:51
Case001,Release Supplier's Invoice,Role 5,2011-06-29 12:22:21,2011-06-29 12:34:49
Case001,Authorize Supplier's Invoice payment,Role 5,2011-06-29 19:37:38,2011-06-29 19:49:56
Case001,Pay Invoice,Role 5,2011-06-30 02:25:14,2011-06-30 02:41:03
Case001,end,end,2011-06-30 09:46:56,2011-06-30 10:02:17
Case002,start,start,2011-06-30 09:46:56,2011-06-30 09:46:56
Case002,Create Purchase Requisition,Role 1,2011-06-30 17:19:27,2011-06-30 17:38:55
Case002,Create Request for Quotation,Role 4,2011-07-01 01:29:55,2011-07-01 01:49:08
Case002,Create Request for Quotation,Role 4,2011-07-01 09:11:19,2011-07-01 09:32:37
Case002,Analyze Request for Quotation,Role 3,2011-07-01 16:58:01,2011-07-01 17:18:55
Case002,Amend Request for Quotation,Role 3,2011-07-02 00:48:38,2011-07-02 01:08:48
Case002,Analyze Request for Quotation,Role 3,2011-07-02 08:25:57,2011-07-02 08:46:12
Case002,Amend Request for Quotation,end,2011-07-02 16:03:04,2011-07-02 16:21:01
Case002,Analyze Request for Quotation,Role 3,2011-07-02 23:42:51,2011-07-02 23:57:53
Case002,Send Request for Quotation to Supplier,Role 1,2011-07-03 07:13:52,2011-07-03 07:25:50
Case002,Create Quotation comparison Map,Role 3,2011-07-03 14:17:16,2011-07-03 14:26:38
Case002,Analyze Quotation Comparison Map,Role 1,2011-07-03 20:43:59,2011-07-03 20:52:13
Case002,Choose best option,Role 1,2011-07-04 03:21:13,2011-07-04 03:30:06
Case002,Settle Conditions With Supplier,Role 3,2011-07-04 09:57:50,2011-07-04 10:09:31
Case002,Create Purchase Order,Role 3,2011-07-04 16:42:41,2011-07-04 16:57:19
Case002,Confirm Purchase Order,Role 2,2011-07-04 23:30:17,2011-07-04 23:48:06
Case002,Deliver Goods Services,Role 2,2011-07-05 07:07:07,2011-07-05 07:22:55
Case002,Release Purchase Order,Role 1,2011-07-05 15:39:47,2011-07-05 15:52:25
Case002,Approve Purchase Order for payment,Role 3,2011-07-06 00:04:30,2011-07-06 00:16:19
Case002,Send Invoice,Role 2,2011-07-06 08:04:03,2011-07-06 08:16:47
Case002,Release Supplier's Invoice,Role 5,2011-07-06 15:48:05,2011-07-06 16:00:10
Case002,Pay Invoice,Role 5,2011-07-06 23:10:35,2011-07-06 23:22:27
Case002,Pay Invoice,Role 5,2011-07-07 06:30:35,2011-07-07 06:45:57
Case002,end,end,2011-07-07 14:09:39,2011-07-07 14:24:37
Case003,start,start,2011-07-07 14:09:39,2011-07-07 14:09:39
Case003,Create Purchase Requisition,Role 1,2011-07-07 21:46:06,2011-07-07 22:05:10
Case003,Analyze Purchase Requisition,Role 1,2011-07-08 05:58:21,2011-07-08 06:17:11
Case003,Analyze Request for Quotation,Role 3,2011-07-08 13:44:26,2011-07-08 14:05:11
Case003,end,Role 3,2011-07-08 21:34:11,2011-07-08 21:54:33
Case004,start,start,2011-07-08 21:34:11,2011-07-08 21:34:11
Case004,Create Purchase Requisition,Role 1,2011-07-09 04:54:19,2011-07-09 05:13:08
Case004,Create Request for Quotation,Role 1,2011-07-09 12:16:09,2011-07-09 12:35:25
Case004,Analyze Request for Quotation,Role 3,2011-07-09 19:20:12,2011-07-09 19:38:35
Case004,Send Request for Quotation to Supplier,Role 1,2011-07-10 02:06:39,2011-07-10 02:24:04
Case004,Create Quotation comparison Map,Role 3,2011-07-10 08:36:41,2011-07-10 08:54:43
Case004,Analyze Quotation Comparison Map,Role 1,2011-07-10 15:16:19,2011-07-10 15:33:16
Case004,Choose best option,Role 1,2011-07-10 22:11:18,2011-07-10 22:26:56
Case004,Settle Conditions With Supplier,Role 3,2011-07-11 05:25:28,2011-07-11 05:40:05
Case004,Create Purchase Order,Role 3,2011-07-11 12:21:15,2011-07-11 12:38:58
Case004,Confirm Purchase Order,Role 2,2011-07-11 19:30:59,2011-07-11 19:45:44
Case004,Deliver Goods Services,Role 2,2011-07-12 02:33:45,2011-07-12 02:51:15
Case004,Release Purchase Order,Role 1,2011-07-12 11:00:46,2011-07-12 11:14:39
Case004,Approve Purchase Order for payment,Role 3,2011-07-12 19:26:52,2011-07-12 19:39:37
Case004,Send Invoice,Role 2,2011-07-13 03:38:36,2011-07-13 03:50:47
Case004,Release Supplier's Invoice,Role 5,2011-07-13 11:40:00,2011-07-13 11:52:57
Case004,Authorize Supplier's Invoice payment,Role 5,2011-07-13 19:17:04,2011-07-13 19:29:16
Case004,Pay Invoice,Role 5,2011-07-14 02:29:07,2011-07-14 02:40:55
Case004,end,end,2011-07-14 09:31:16,2011-07-14 09:46:30
Case005,start,start,2011-07-14 09:31:16,2011-07-14 09:31:16
Case005,Create Purchase Requisition,Role 1,2011-07-14 17:03:31,2011-07-14 17:23:01
Case005,Analyze Purchase Requisition,Role 1,2011-07-15 01:13:53,2011-07-15 01:33:07
Case005,Analyze Request for Quotation,Role 3,2011-07-15 08:54:56,2011-07-15 09:16:16
Case005,Amend Request for Quotation,Role 1,2011-07-15 16:41:25,2011-07-15 17:02:21
Case005,Analyze Request for Quotation,Role 3,2011-07-16 00:31:59,2011-07-16 00:52:11
Case005,Amend Request for Quotation,Role 3,2011-07-16 08:09:16,2011-07-16 08:29:33
Case005,Analyze Request for Quotation,Role 3,2011-07-16 15:46:28,2011-07-16 16:04:28
Case005,Amend Request for Quotation,Role 1,2011-07-16 23:26:44,2011-07-16 23:41:49
Case005,Analyze Request for Quotation,Role 3,2011-07-17 06:58:23,2011-07-17 07:10:22
Case005,Amend Request for Quotation,Role 4,2011-07-17 14:02:26,2011-07-17 14:11:49
Case005,Analyze Request for Quotation,Role 3,2011-07-17 20:29:25,2011-07-17 20:37:40
Case005,Send Request for Quotation to Supplier,Role 1,2011-07-18 03:06:31,2011-07-18 03:15:25
Case005,Create Quotation comparison Map,Role 3,2011-07-18 09:42:17,2011-07-18 09:53:59
Case005,Analyze Quotation Comparison Map,Role 1,2011-07-18 16:25:58,2011-07-18 16:40:39
Case005,Choose best option,Role 1,2011-07-18 23:11:14,2011-07-18 23:29:02
Case005,Settle Conditions With Supplier,Role 3,2011-07-19 06:46:33,2011-07-19 07:02:19
Case005,Create Purchase Order,Role 3,2011-07-19 15:18:17,2011-07-19 15:30:53
Case005,Confirm Purchase Order,Role 2,2011-07-19 23:42:26,2011-07-19 23:54:14
Case005,Deliver Goods Services,Role 2,2011-07-20 07:59:31,2011-07-20 08:11:14
Case005,Release Purchase Order,Role 1,2011-07-20 15:46:05,2011-07-20 15:58:05
Case005,Approve Purchase Order for payment,Role 3,2011-07-20 23:08:56,2011-07-20 23:20:56
Case005,Send Invoice,Role 2,2011-07-21 06:25:09,2011-07-21 06:40:43
Case005,Release Supplier's Invoice,Role 5,2011-07-21 14:02:40,2011-07-21 14:17:44
Case005,Authorize Supplier's Invoice payment,Role 5,2011-07-21 21:51:02,2011-07-21 22:04:25
Case005,Pay Invoice,Role 5,2011-07-22 05:46:21,2011-07-22 05:59:12
Case005,end,end,2011-07-22 14:33:17,2011-07-22 14:50:24
