caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case1,A,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 14:46:29,4,0,2020-08-17 14:40:56
Case1,B,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 15:09:09,4,0,2020-08-17 15:04:38
Case1,E,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 15:36:02,4,0,2020-08-17 15:32:17
Case1,F,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 15:40:09,4,0,2020-08-17 15:36:02
Case1,C,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 15:47:04,4,0,2020-08-17 15:40:09
Case1,D,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 15:56:02,4,0,2020-08-17 15:47:04
Case2,A,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 15:59:16,5,0,2020-08-17 15:53:52
Case1,H,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 16:00:43,5,0,2020-08-17 15:56:02
Case1,G,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 16:02:00,5,0,2020-08-17 16:00:43
Case2,B,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 16:28:16,5,0,2020-08-17 16:23:56
Case3,A,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 16:50:41,6,0,2020-08-17 16:45:08
Case2,E,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 16:58:36,6,0,2020-08-17 16:54:54
Case2,F,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 17:02:40,6,0,2020-08-17 16:58:36
Case2,C,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 17:09:49,6,0,2020-08-17 17:02:40
Case3,B,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 17:14:36,6,0,2020-08-17 17:10:14
Case2,D,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 17:18:58,6,0,2020-08-17 17:09:49
Case2,H,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 17:23:25,6,0,2020-08-17 17:18:58
Case2,G,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 17:24:41,6,0,2020-08-17 17:23:27
Case1,I,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 17:32:09,6,0,2020-08-17 17:22:27
Case3,E,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 17:47:59,6,0,2020-08-17 17:44:18
Case3,F,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 17:52:02,6,0,2020-08-17 17:47:59
Case4,A,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 17:53:49,7,0,2020-08-17 17:48:25
Case3,C,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 17:58:39,7,0,2020-08-17 17:52:02
Case1,J,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 18:02:04,7,0,2020-08-17 17:58:32
Case3,D,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 18:06:56,7,0,2020-08-17 17:58:39
Case3,H,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 18:11:29,7,0,2020-08-17 18:06:56
Case3,G,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 18:12:47,8,0,2020-08-17 18:11:30
Case5,A,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 18:14:56,8,0,2020-08-17 18:09:32
Case1,K,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 18:16:07,8,0,2020-08-17 18:12:36
Case4,B,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 18:24:23,8,0,2020-08-17 18:20:04
Case1,M,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 18:30:26,8,0,2020-08-17 18:27:05
Case5,B,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 18:46:21,8,0,2020-08-17 18:42:00
Case2,I,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 18:54:47,8,0,2020-08-17 18:44:36
Case4,E,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 18:56:49,8,0,2020-08-17 18:53:13
Case4,F,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 19:00:53,8,0,2020-08-17 18:56:49
Case4,C,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 19:08:22,8,0,2020-08-17 19:00:53
Case4,D,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 19:18:12,8,0,2020-08-17 19:08:22
Case2,J,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 19:22:05,8,0,2020-08-17 19:18:47
Case4,H,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 19:22:55,8,0,2020-08-17 19:18:12
Case4,G,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 19:23:50,8,0,2020-08-17 19:22:58
Case5,E,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 19:33:46,8,0,2020-08-17 19:30:04
Case2,P,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 19:35:37,8,0,2020-08-17 19:32:10
Case5,F,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 19:37:48,8,0,2020-08-17 19:33:46
Case3,I,res_6411fcfe-b356-40af-88e1-3463f321849b,Role 5,2020-08-17 19:44:52,8,0,2020-08-17 19:36:12
Case5,C,res_6411fcfe-b356-40af-88e1-3463f321849b,Role 5,2020-08-17 19:44:52,8,0,2020-08-17 19:37:48
Case2,Q,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 2,2020-08-17 19:48:51,8,0,2020-08-17 19:39:58
Case5,D,res_63b9a09a-0470-4962-a0a3-6074e38b0cd7,Role 5,2020-08-17 19:53:44,8,0,2020-08-17 19:44:52
Case1,U,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 4,2020-08-17 19:54:41,8,0,2020-08-17 18:31:44
Case2,R,res_2f0b4101-6275-4e07-848c-f352cd1cab71,Role 2,2020-08-17 19:55:49,8,0,2020-08-17 19:50:58
Case5,H,res_6411fcfe-b356-40af-88e1-3463f321849b,Role 5,2020-08-17 19:58:20,8,0,2020-08-17 19:53:44
Case5,G,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 5,2020-08-17 19:59:58,9,0,2020-08-17 19:58:32
Case2,S,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 2,2020-08-17 19:59:59,9,0,2020-08-17 19:56:40
Case1,V,res_ed1937a3-2f7a-4ca8-8339-51db9d1a1d25,Role 4,2020-08-17 20:00:10,8,0,2020-08-17 19:54:41
Case6,A,res_f48d8de9-3051-479a-9806-7d6c8c0569bd,Role 5,2020-08-17 20:01:46,9,0,2020-08-17 19:56:18
Case2,T,res_f48d8de9-3051-479a-9806-7d6c8c0569bd,Role 2,2020-08-17 20:02:19,9,0,2020-08-17 20:00:20
