caseid,timestamp
Case1,2022-07-05 14:20:46
Case2,2022-07-05 15:14:07
Case3,2022-07-05 16:16:17
Case4,2022-07-05 17:39:46
Case5,2022-07-05 18:18:15
Case6,2022-07-05 19:34:26
Case7,2022-07-05 20:35:17
Case8,2022-07-05 21:09:03
Case9,2022-07-05 22:06:41
Case10,2022-07-05 23:26:29
Case11,2022-07-06 00:44:57
Case12,2022-07-06 01:05:02
Case13,2022-07-06 02:22:51
Case14,2022-07-06 03:04:58
Case15,2022-07-06 04:05:28
Case16,2022-07-06 05:19:15
Case17,2022-07-06 06:57:39
Case18,2022-07-06 07:00:59
Case19,2022-07-06 07:59:40
Case20,2022-07-06 09:11:58
Case21,2022-07-06 10:21:55
Case22,2022-07-06 11:29:03
Case23,2022-07-06 12:19:09
Case24,2022-07-06 13:58:36
Case25,2022-07-06 14:17:46
Case26,2022-07-06 15:25:00
Case27,2022-07-06 16:47:58
Case28,2022-07-06 17:21:56
Case29,2022-07-06 18:03:43
Case30,2022-07-06 19:51:25
Case31,2022-07-06 20:30:05
Case32,2022-07-06 21:53:41
Case33,2022-07-06 22:06:33
Case34,2022-07-06 23:50:32
Case35,2022-07-07 00:20:44
Case36,2022-07-07 02:30:17
Case37,2022-07-07 03:58:40
Case38,2022-07-07 04:29:02
Case39,2022-07-07 05:56:17
Case40,2022-07-07 06:20:11
Case41,2022-07-07 08:03:03
Case42,2022-07-07 09:58:32
Case43,2022-07-07 10:27:04
Case44,2022-07-07 11:53:51
Case45,2022-07-07 12:54:31
Case46,2022-07-07 14:45:32
Case47,2022-07-07 15:44:18
Case48,2022-07-07 16:05:36
Case49,2022-07-07 17:52:00
Case50,2022-07-07 18:06:51
Case51,2022-07-07 19:19:21
Case52,2022-07-07 21:59:21
Case53,2022-07-07 22:37:57
Case54,2022-07-07 23:53:05
Case55,2022-07-08 00:33:15
Case56,2022-07-08 02:46:30
Case57,2022-07-08 03:36:53
Case58,2022-07-08 04:43:15
Case59,2022-07-08 05:43:22
Case60,2022-07-08 06:36:44
Case61,2022-07-08 07:34:41
Case62,2022-07-08 09:02:10
Case63,2022-07-08 10:34:07
Case64,2022-07-08 11:56:38
Case65,2022-07-08 12:08:22
Case66,2022-07-08 13:07:26
Case67,2022-07-08 16:49:41
Case68,2022-07-08 17:19:48
Case69,2022-07-08 18:05:57
Case70,2022-07-08 19:22:11
Case71,2022-07-08 20:45:12
Case72,2022-07-08 21:19:35
Case73,2022-07-08 22:00:23
Case74,2022-07-08 23:09:20
Case75,2022-07-09 01:23:42
Case76,2022-07-09 02:10:17
Case77,2022-07-09 03:45:24
Case78,2022-07-09 04:27:57
Case79,2022-07-09 05:34:52
Case80,2022-07-09 06:24:37
Case81,2022-07-09 07:31:59
Case82,2022-07-09 08:27:55
Case83,2022-07-09 09:55:44
