caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case3,W_Completeren aanvraag,res_33037979-3523-4b10-8307-20fe1557f763,Role 1,2012-02-13 20:56:59,290,1,0.0,2012-02-13 20:54:10
Case6,W_Afhandelen leads,res_33037979-3523-4b10-8307-20fe1557f763,Role 1,2012-02-13 20:57:17,291,1,0.030303030303030304,2012-02-13 20:54:25
Case4,W_Afhandelen leads,res_61c1319b-732a-4a1a-8d21-9868630088ec,Role 1,2012-02-13 21:21:12,291,1,0.0,2012-02-13 21:18:21
Case2,W_Afhandelen leads,res_61c1319b-732a-4a1a-8d21-9868630088ec,Role 1,2012-02-13 21:23:13,292,2,0.030303030303030304,2012-02-13 21:20:24
Case9,W_Afhandelen leads,res_135daa8e-660f-4977-84cb-5f01969faaba,Role 1,2012-02-13 21:48:21,292,1,0.0,2012-02-13 21:45:30
Case3,W_Nabellen offertes,res_135daa8e-660f-4977-84cb-5f01969faaba,Role 1,2012-02-13 21:49:48,292,0,0.030303030303030304,2012-02-13 21:47:20
Case7,W_Afhandelen leads,res_434f1a6c-043b-4e15-80c5-f1e629835dc4,Role 1,2012-02-13 21:55:46,291,1,0.0,2012-02-13 21:52:55
Case8,W_Nabellen offertes,res_1bc6d0ec-98fd-4347-b6b7-1ef530715d1e,Role 1,2012-02-13 22:15:25,292,0,0.0,2012-02-13 22:12:35
Case2,W_Completeren aanvraag,res_b3c3e1f7-82f7-4cf0-99f3-794dc219b3ab,Role 1,2012-02-13 22:35:34,292,1,0.0,2012-02-13 22:33:00
Case11,W_Afhandelen leads,res_580c89e6-0d89-42dd-afb5-f42b3a6bbfcc,Role 1,2012-02-13 23:02:32,292,1,0.0,2012-02-13 22:59:41
Case10,W_Completeren aanvraag,res_580c89e6-0d89-42dd-afb5-f42b3a6bbfcc,Role 1,2012-02-13 23:05:12,293,1,0.030303030303030304,2012-02-13 23:02:23
Case7,W_Completeren aanvraag,res_434f1a6c-043b-4e15-80c5-f1e629835dc4,Role 1,2012-02-13 23:08:08,292,1,0.0,2012-02-13 23:05:33
Case13,W_Afhandelen leads,res_6654126a-e854-495d-8a7b-0c33796313f6,Role 1,2012-02-13 23:31:57,292,1,0.0,2012-02-13 23:29:07
Case14,W_Completeren aanvraag,res_a008c679-7ce1-409f-aa88-58e2ca189a7f,Role 1,2012-02-13 23:46:04,293,1,0.0,2012-02-13 23:43:16
Case11,W_Completeren aanvraag,res_5c7dc7a4-86f9-440b-bfc5-988f31c5cf19,Role 1,2012-02-14 00:14:01,292,1,0.0,2012-02-14 00:11:25
Case15,W_Completeren aanvraag,res_c7538e23-2569-433e-bf60-cd307bda1b9c,Role 1,2012-02-14 00:29:15,293,1,0.0,2012-02-14 00:26:24
Case13,W_Completeren aanvraag,res_b2d8bd22-0736-4ff1-971b-31e04059df09,Role 1,2012-02-14 00:44:23,293,1,0.0,2012-02-14 00:41:47
Case16,W_Beoordelen fraude,res_852d8cd6-b8c0-4c83-b8d1-2a6c7cb4709a,Role 6,2012-02-14 01:19:04,293,0,0.0,2012-02-14 01:16:14
