caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case1,W_Afhandelen leads,res_7c375bad-c501-480e-8558-824e553b7f33,Role 1,2012-02-13 20:49:22,290,1,0.0,2012-02-13 20:46:31
Case5,W_Afhandelen leads,res_fca4ff09-b2d3-44c6-afc2-a9fa6eec23dc,Role 1,2012-02-13 20:51:18,291,2,0.030303030303030304,2012-02-13 20:48:28
Case4,W_Completeren aanvraag,res_fca4ff09-b2d3-44c6-afc2-a9fa6eec23dc,Role 1,2012-02-13 20:53:42,292,1,0.030303030303030304,2012-02-13 20:50:52
Case3,W_Beoordelen fraude,res_b196a5af-2e10-47f6-a631-be086151bbb9,Role 6,2012-02-13 20:56:44,292,0,0.0,2012-02-13 20:53:52
Case2,W_Afhandelen leads,res_ace1306d-ad66-4768-86fc-c94c226478ed,Role 1,2012-02-13 21:23:56,292,1,0.0,2012-02-13 21:21:05
Case6,W_Afhandelen leads,res_f2c3aace-531e-4881-a519-c5022e6ea3eb,Role 1,2012-02-13 21:53:48,292,1,0.0,2012-02-13 21:50:57
Case7,W_Afhandelen leads,res_f2c3aace-531e-4881-a519-c5022e6ea3eb,Role 1,2012-02-13 21:54:07,293,2,0.030303030303030304,2012-02-13 21:51:18
Case5,W_Completeren aanvraag,res_c310431b-61a0-402a-993a-6ccca4253b43,Role 1,2012-02-13 22:02:43,292,1,0.0,2012-02-13 22:00:09
Case8,W_Afhandelen leads,res_a679d0ae-0669-47cf-b119-f560724d7ed0,Role 1,2012-02-13 22:29:59,292,1,0.0,2012-02-13 22:27:08
Case7,W_Completeren aanvraag,res_8594f091-9156-47bc-81c2-d93e3c2012e3,Role 1,2012-02-13 23:06:30,292,1,0.0,2012-02-13 23:03:57
Case9,W_Completeren aanvraag,res_20d69c18-566e-41bc-b4e6-ce8e7550f254,Role 1,2012-02-13 23:11:06,292,1,0.0,2012-02-13 23:08:17
Case1,W_Beoordelen fraude,res_b196a5af-2e10-47f6-a631-be086151bbb9,Role 6,2012-02-13 23:25:20,292,0,0.0,2012-02-13 23:22:17
Case14,W_Completeren aanvraag,res_ace1306d-ad66-4768-86fc-c94c226478ed,Role 1,2012-02-13 23:39:49,292,1,0.0,2012-02-13 23:37:01
Case8,W_Completeren aanvraag,res_ace1306d-ad66-4768-86fc-c94c226478ed,Role 1,2012-02-13 23:42:22,292,2,0.030303030303030304,2012-02-13 23:39:49
Case10,W_Completeren aanvraag,res_24d6f940-a4ee-49db-beca-9be1fd379c68,Role 1,2012-02-13 23:53:44,292,1,0.0,2012-02-13 23:50:56
Case11,W_Completeren aanvraag,res_24d6f940-a4ee-49db-beca-9be1fd379c68,Role 1,2012-02-13 23:55:01,293,2,0.030303030303030304,2012-02-13 23:52:14
Case15,W_Nabellen offertes,res_b54f2e37-c061-4f2b-bb16-8ba766fdc751,Role 1,2012-02-14 00:11:30,293,0,0.0,2012-02-14 00:08:36
Case12,W_Completeren aanvraag,res_b54f2e37-c061-4f2b-bb16-8ba766fdc751,Role 1,2012-02-14 00:14:21,294,1,0.030303030303030304,2012-02-14 00:11:30
