caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case1,W_Completeren aanvraag,res_93736a75-8b44-4f08-a5d4-3bad1e6ecc7e,Role 1,2012-02-13 21:14:18,290,1,0.0,2012-02-13 21:11:29
Case3,W_Completeren aanvraag,res_5b594371-f368-4a28-9b83-3f02a3a030be,Role 1,2012-02-13 21:38:16,291,1,0.0,2012-02-13 21:35:27
Case4,W_Completeren aanvraag,res_912b743f-9693-4a59-952c-4ba45a85dcbd,Role 1,2012-02-13 22:01:02,292,1,0.0,2012-02-13 21:58:13
Case2,W_Beoordelen fraude,res_912b743f-9693-4a59-952c-4ba45a85dcbd,Role 6,2012-02-13 22:02:00,293,0,0.0,2012-02-13 21:59:08
Case5,W_Nabellen offertes,res_b072bf68-4c18-470c-9dab-2e8fcd53b65a,Role 1,2012-02-13 22:18:08,293,0,0.0,2012-02-13 22:15:18
Case7,W_Completeren aanvraag,res_481e7334-364a-45b4-b178-4e720e10d90e,Role 1,2012-02-13 22:48:07,294,1,0.0,2012-02-13 22:45:18
Case8,W_Completeren aanvraag,res_1533f207-748b-4c6c-8240-e91c7803a6cb,Role 1,2012-02-13 22:56:18,295,1,0.0,2012-02-13 22:53:29
Case6,W_Completeren aanvraag,res_1533f207-748b-4c6c-8240-e91c7803a6cb,Role 1,2012-02-13 22:57:27,296,2,0.030303030303030304,2012-02-13 22:54:40
Case1,W_Beoordelen fraude,res_912b743f-9693-4a59-952c-4ba45a85dcbd,Role 6,2012-02-13 23:45:20,295,0,0.0,2012-02-13 23:42:18
Case7,W_Completeren aanvraag,res_17ea808c-5d9a-4866-8281-3195e15d1b15,Role 1,2012-02-14 00:00:34,294,1,0.0,2012-02-13 23:58:02
Case3,W_Beoordelen fraude,res_912b743f-9693-4a59-952c-4ba45a85dcbd,Role 6,2012-02-14 00:09:14,294,0,0.0,2012-02-14 00:06:17
Case4,W_Beoordelen fraude,res_912b743f-9693-4a59-952c-4ba45a85dcbd,Role 6,2012-02-14 00:32:00,293,0,0.0,2012-02-14 00:29:03
Case10,W_Completeren aanvraag,res_d7f9040c-9217-4b34-9cf3-ee0c7715a320,Role 1,2012-02-14 01:24:45,293,1,0.0,2012-02-14 01:21:55
Case6,W_Beoordelen fraude,res_912b743f-9693-4a59-952c-4ba45a85dcbd,Role 6,2012-02-14 01:28:26,292,0,0.0,2012-02-14 01:25:29
Case9,W_Completeren aanvraag,res_d7f9040c-9217-4b34-9cf3-ee0c7715a320,Role 1,2012-02-14 01:37:31,292,1,0.0,2012-02-14 01:34:41
Case12,W_Completeren aanvraag,res_f2fe043c-bc7b-4afb-b8d9-6125f370186a,Role 1,2012-02-14 03:10:04,293,1,0.0,2012-02-14 03:07:14
Case13,W_Afhandelen leads,res_6e16e8ac-9647-455b-8452-8a6b60e578a6,Role 1,2012-02-14 03:25:13,294,1,0.0,2012-02-14 03:22:22
Case15,W_Afhandelen leads,res_4163059d-2da5-423f-8c85-a476be381a28,Role 1,2012-02-14 04:01:35,295,1,0.0,2012-02-14 03:58:44
Case14,W_Completeren aanvraag,res_cb1cccbd-b12c-40c8-bf6e-5656a7aa35e7,Role 1,2012-02-14 04:07:26,296,1,0.0,2012-02-14 04:04:36
Case13,W_Completeren aanvraag,res_17ea808c-5d9a-4866-8281-3195e15d1b15,Role 1,2012-02-14 04:23:23,296,1,0.030303030303030304,2012-02-14 04:20:46
Case17,W_Afhandelen leads,res_17ea808c-5d9a-4866-8281-3195e15d1b15,Role 1,2012-02-14 04:23:35,296,1,0.0,2012-02-14 04:20:44
Case16,W_Nabellen offertes,res_17829527-4d27-4ef3-841a-9f644ed79009,Role 1,2012-02-14 04:32:02,295,0,0.0,2012-02-14 04:29:10
Case15,W_Completeren aanvraag,res_43ffff50-0ef9-4bd3-99d6-ec50866b5680,Role 1,2012-02-14 04:59:47,295,1,0.0,2012-02-14 04:57:10
Case18,W_Afhandelen leads,res_912b743f-9693-4a59-952c-4ba45a85dcbd,Role 1,2012-02-14 05:37:17,296,1,0.0,2012-02-14 05:34:26
Case19,W_Beoordelen fraude,res_912b743f-9693-4a59-952c-4ba45a85dcbd,Role 6,2012-02-14 05:37:45,297,0,0.0,2012-02-14 05:34:55
Case20,W_Afhandelen leads,res_b100892b-2a41-4cba-9df2-4f975514efc9,Role 1,2012-02-14 06:29:58,296,1,0.0,2012-02-14 06:27:07
Case21,W_Completeren aanvraag,res_09f6a64a-2149-4dac-9c26-e1ec61cb94f1,Role 1,2012-02-14 08:49:11,296,1,0.0,2012-02-14 08:46:23
Case23,W_Completeren aanvraag,res_5ea835b0-6ce0-4563-b492-25649cba25e4,Role 1,2012-02-14 09:05:32,297,1,0.0,2012-02-14 09:02:44
Case25,W_Completeren aanvraag,res_f2fe043c-bc7b-4afb-b8d9-6125f370186a,Role 1,2012-02-14 09:13:53,298,1,0.0,2012-02-14 09:11:05
Case24,W_Completeren aanvraag,res_17ea808c-5d9a-4866-8281-3195e15d1b15,Role 1,2012-02-14 09:30:50,299,1,0.0,2012-02-14 09:28:02
Case29,W_Completeren aanvraag,res_17829527-4d27-4ef3-841a-9f644ed79009,Role 1,2012-02-14 10:02:03,300,1,0.0,2012-02-14 09:59:15
Case27,W_Afhandelen leads,res_17829527-4d27-4ef3-841a-9f644ed79009,Role 1,2012-02-14 10:03:00,301,1,0.030303030303030304,2012-02-14 10:00:10
Case30,W_Completeren aanvraag,res_5ea835b0-6ce0-4563-b492-25649cba25e4,Role 1,2012-02-14 10:08:28,301,1,0.0,2012-02-14 10:05:40
