caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case2,W_Completeren aanvraag,res_91e0358e-cd7f-4ebe-8ffd-95fb1f5c486c,Role 1,2012-02-13 20:41:05,290,1,0.0,2012-02-13 20:38:16
Case1,W_Completeren aanvraag,res_27447cc3-a930-49ed-867c-f649a4ae7b0c,Role 1,2012-02-13 20:53:47,290,1,0.0,2012-02-13 20:50:58
Case3,W_Completeren aanvraag,res_cf731256-c6ac-4284-8ea8-fdf9f76ffabd,Role 1,2012-02-13 21:01:11,291,1,0.0,2012-02-13 20:58:22
Case5,W_Completeren aanvraag,res_b811d358-1025-4a40-82a2-2d0c64024a0f,Role 1,2012-02-13 21:32:14,292,1,0.0,2012-02-13 21:29:25
Case4,W_Completeren aanvraag,res_b811d358-1025-4a40-82a2-2d0c64024a0f,Role 1,2012-02-13 21:34:51,293,2,0.030303030303030304,2012-02-13 21:32:03
Case7,W_Afhandelen leads,res_dfd49024-d171-4a97-84d1-cfac38166ab7,Role 1,2012-02-13 21:44:00,293,1,0.0,2012-02-13 21:41:09
Case8,W_Beoordelen fraude,res_59a072f1-c650-4490-84ad-3b0f2d1e68df,Role 6,2012-02-13 21:56:45,294,0,0.0,2012-02-13 21:53:53
Case6,W_Afhandelen leads,res_1372ec17-04d6-4b75-8209-b4ac980d41d7,Role 1,2012-02-13 22:23:26,294,1,0.0,2012-02-13 22:20:35
Case7,W_Completeren aanvraag,res_5c968c04-b8cc-45da-84d2-1b85044688a2,Role 1,2012-02-13 22:56:27,294,1,0.0,2012-02-13 22:53:52
Case9,W_Afhandelen leads,res_5e5def7f-e93b-40aa-9be7-3a29ee42a53a,Role 1,2012-02-13 23:24:24,294,1,0.0,2012-02-13 23:21:34
Case1,W_Nabellen offertes,res_ea183ae3-97fe-441d-b931-06d2da887a05,Role 1,2012-02-13 23:34:50,294,0,0.0,2012-02-13 23:32:23
Case6,W_Completeren aanvraag,res_ea183ae3-97fe-441d-b931-06d2da887a05,Role 1,2012-02-13 23:35:55,294,1,0.030303030303030304,2012-02-13 23:33:21
Case3,W_Nabellen offertes,res_ea183ae3-97fe-441d-b931-06d2da887a05,Role 1,2012-02-13 23:42:49,293,0,0.0,2012-02-13 23:40:22
Case4,W_Nabellen offertes,res_d6a04f02-baf8-44ab-b269-3d04a9d8883e,Role 1,2012-02-14 00:17:09,293,0,0.0,2012-02-14 00:14:38
Case10,W_Completeren aanvraag,res_48cece9f-9e4d-40f0-b369-269c208c038d,Role 1,2012-02-14 00:31:27,293,1,0.0,2012-02-14 00:28:36
Case9,W_Completeren aanvraag,res_09a26ca6-2ea4-45d3-9a5e-9c54f36c0e9a,Role 1,2012-02-14 00:36:55,293,1,0.0,2012-02-14 00:34:19
Case13,W_Completeren aanvraag,res_1fe3111a-bcc7-4050-95c8-175132d4ec13,Role 1,2012-02-14 00:47:55,294,1,0.0,2012-02-14 00:45:04
Case11,W_Afhandelen leads,res_68c7dfb8-43c5-4918-92f3-9602865d23c1,Role 1,2012-02-14 00:54:40,295,1,0.0,2012-02-14 00:51:48
Case14,W_Completeren aanvraag,res_d6a04f02-baf8-44ab-b269-3d04a9d8883e,Role 1,2012-02-14 01:03:28,295,1,0.0,2012-02-14 01:00:38
Case10,W_Afhandelen leads,res_8f106818-8d33-41fa-a137-d74c06aece17,Role 1,2012-02-14 01:08:45,295,1,0.0,2012-02-14 01:06:03
Case12,W_Afhandelen leads,res_8f106818-8d33-41fa-a137-d74c06aece17,Role 1,2012-02-14 01:23:34,295,1,0.0,2012-02-14 01:20:42
Case15,W_Afhandelen leads,res_e7625279-8a24-462b-abbd-235b9b0d83f5,Role 1,2012-02-14 01:55:21,295,1,0.0,2012-02-14 01:52:29
Case16,W_Completeren aanvraag,res_cf731256-c6ac-4284-8ea8-fdf9f76ffabd,Role 1,2012-02-14 02:05:18,295,1,0.0,2012-02-14 02:02:28
Case17,W_Afhandelen leads,res_91e0358e-cd7f-4ebe-8ffd-95fb1f5c486c,Role 1,2012-02-14 02:36:21,296,1,0.0,2012-02-14 02:33:30
Case18,W_Beoordelen fraude,res_59a072f1-c650-4490-84ad-3b0f2d1e68df,Role 6,2012-02-14 02:52:21,296,0,0.0,2012-02-14 02:49:31
Case21,W_Nabellen offertes,res_1372ec17-04d6-4b75-8209-b4ac980d41d7,Role 1,2012-02-14 04:01:39,296,0,0.0,2012-02-14 03:58:47
Case19,W_Beoordelen fraude,res_952d00d6-6eb6-42ed-aa50-fdc16bad3d15,Role 6,2012-02-14 04:11:30,297,0,0.0,2012-02-14 04:08:40
Case20,W_Completeren aanvraag,res_952d00d6-6eb6-42ed-aa50-fdc16bad3d15,Role 1,2012-02-14 04:13:30,298,1,0.0,2012-02-14 04:10:40
Case22,W_Afhandelen leads,res_b811d358-1025-4a40-82a2-2d0c64024a0f,Role 1,2012-02-14 04:31:15,297,1,0.0,2012-02-14 04:28:24
Case24,W_Afhandelen leads,res_ee0676f8-d96a-438a-898f-9b298977f3f7,Role 1,2012-02-14 04:47:32,297,1,0.0,2012-02-14 04:44:41
Case25,W_Completeren aanvraag,res_952d00d6-6eb6-42ed-aa50-fdc16bad3d15,Role 1,2012-02-14 04:54:26,297,1,0.0,2012-02-14 04:51:36
Case26,W_Nabellen offertes,res_b082c034-8210-482c-aa4d-8b25018426bd,Role 1,2012-02-14 05:15:14,298,0,0.0,2012-02-14 05:12:22
Case23,W_Completeren aanvraag,res_2836cc0d-fe43-4aac-9431-d6938875a036,Role 1,2012-02-14 05:26:08,299,1,0.0,2012-02-14 05:23:19
Case29,W_Completeren aanvraag,res_17496081-8ed5-453f-b9d7-7a78145d405c,Role 1,2012-02-14 06:26:46,300,1,0.0,2012-02-14 06:23:57
Case27,W_Completeren aanvraag,res_17496081-8ed5-453f-b9d7-7a78145d405c,Role 1,2012-02-14 06:28:51,301,2,0.030303030303030304,2012-02-14 06:26:03
Case25,W_Beoordelen fraude,res_59a072f1-c650-4490-84ad-3b0f2d1e68df,Role 6,2012-02-14 06:53:33,300,0,0.0,2012-02-14 06:50:38
Case30,W_Completeren aanvraag,res_1372ec17-04d6-4b75-8209-b4ac980d41d7,Role 1,2012-02-14 07:17:46,300,1,0.0,2012-02-14 07:14:57
Case31,W_Afhandelen leads,res_5e5def7f-e93b-40aa-9be7-3a29ee42a53a,Role 1,2012-02-14 08:03:40,301,1,0.0,2012-02-14 08:00:50
Case35,W_Afhandelen leads,res_eb56ad48-b3b5-47c9-b829-3c6280ac135d,Role 1,2012-02-14 09:38:44,301,1,0.0,2012-02-14 09:35:54
Case33,W_Afhandelen leads,res_17496081-8ed5-453f-b9d7-7a78145d405c,Role 1,2012-02-14 09:56:00,302,1,0.0,2012-02-14 09:53:10
Case34,W_Afhandelen leads,res_3b0aa2b9-5022-4137-809c-ca3d98638b60,Role 1,2012-02-14 10:32:24,303,1,0.0,2012-02-14 10:29:34
Case44,W_Beoordelen fraude,res_59a072f1-c650-4490-84ad-3b0f2d1e68df,Role 6,2012-02-14 10:42:58,303,0,0.0,2012-02-14 10:40:07
Case46,W_Afhandelen leads,res_2e84e609-0da6-4fc5-b4d2-3e1b34a39889,Role 1,2012-02-14 10:54:26,303,1,0.0,2012-02-14 10:51:36
Case42,W_Completeren aanvraag,res_3b0aa2b9-5022-4137-809c-ca3d98638b60,Role 1,2012-02-14 11:00:23,304,1,0.0,2012-02-14 10:57:35
Case39,W_Beoordelen fraude,res_59a072f1-c650-4490-84ad-3b0f2d1e68df,Role 6,2012-02-14 11:10:28,305,0,0.0,2012-02-14 11:07:37
Case43,W_Afhandelen leads,res_07dbf750-4ae9-45c7-9841-0d05ebcc4066,Role 1,2012-02-14 11:18:38,305,1,0.0,2012-02-14 11:15:49
Case38,W_Completeren aanvraag,res_bb89ba00-089f-4cf8-b640-81e061e8db9a,Role 1,2012-02-14 11:22:41,306,1,0.0,2012-02-14 11:19:53
Case41,W_Afhandelen leads,res_bb89ba00-089f-4cf8-b640-81e061e8db9a,Role 1,2012-02-14 11:24:15,307,1,0.030303030303030304,2012-02-14 11:21:25
Case45,W_Afhandelen leads,res_3b0aa2b9-5022-4137-809c-ca3d98638b60,Role 1,2012-02-14 11:28:37,306,1,0.0,2012-02-14 11:25:48
Case46,W_Afhandelen leads,res_952d00d6-6eb6-42ed-aa50-fdc16bad3d15,Role 1,2012-02-14 11:31:45,306,1,0.0,2012-02-14 11:29:08
Case40,W_Completeren aanvraag,res_bb89ba00-089f-4cf8-b640-81e061e8db9a,Role 1,2012-02-14 11:36:20,307,1,0.0,2012-02-14 11:33:33
Case47,W_Completeren aanvraag,res_dfd49024-d171-4a97-84d1-cfac38166ab7,Role 1,2012-02-14 11:40:34,307,1,0.0,2012-02-14 11:37:47
Case50,W_Completeren aanvraag,res_3ce176dd-2a5b-4159-823b-b5852532d3f8,Role 1,2012-02-14 11:49:05,308,1,0.0,2012-02-14 11:46:18
Case43,W_Afhandelen leads,res_5c968c04-b8cc-45da-84d2-1b85044688a2,Role 1,2012-02-14 11:55:59,308,1,0.0,2012-02-14 11:53:22
Case51,W_Afhandelen leads,res_eb56ad48-b3b5-47c9-b829-3c6280ac135d,Role 1,2012-02-14 12:05:17,308,1,0.0,2012-02-14 12:02:28
Case48,W_Afhandelen leads,res_5c968c04-b8cc-45da-84d2-1b85044688a2,Role 1,2012-02-14 12:37:24,309,1,0.0,2012-02-14 12:34:35
Case55,W_Afhandelen leads,res_27447cc3-a930-49ed-867c-f649a4ae7b0c,Role 1,2012-02-14 12:49:42,310,1,0.0,2012-02-14 12:46:53
Case46,W_Completeren aanvraag,res_d6a04f02-baf8-44ab-b269-3d04a9d8883e,Role 1,2012-02-14 12:55:47,309,1,0.0,2012-02-14 12:53:23
Case42,W_Beoordelen fraude,res_59a072f1-c650-4490-84ad-3b0f2d1e68df,Role 6,2012-02-14 12:59:29,309,0,0.0,2012-02-14 12:56:32
Case51,W_Completeren aanvraag,res_c6025b34-8ee6-45dc-a417-f7c9476be9eb,Role 1,2012-02-14 13:03:59,308,1,0.0,2012-02-14 13:01:27
Case54,W_Afhandelen leads,res_c6025b34-8ee6-45dc-a417-f7c9476be9eb,Role 1,2012-02-14 13:04:32,309,1,0.030303030303030304,2012-02-14 13:01:43
Case56,W_Completeren aanvraag,res_e7625279-8a24-462b-abbd-235b9b0d83f5,Role 1,2012-02-14 13:24:37,309,1,0.0,2012-02-14 13:21:50
Case52,W_Completeren aanvraag,res_5c968c04-b8cc-45da-84d2-1b85044688a2,Role 1,2012-02-14 13:29:25,309,1,0.0,2012-02-14 13:26:38
Case48,W_Completeren aanvraag,res_1372ec17-04d6-4b75-8209-b4ac980d41d7,Role 1,2012-02-14 13:36:08,308,1,0.0,2012-02-14 13:33:36
Case54,W_Completeren aanvraag,res_32e1064d-1d98-407d-8c41-3c0e96207f37,Role 1,2012-02-14 14:03:13,308,1,0.0,2012-02-14 14:00:42
Case57,W_Completeren aanvraag,res_bb89ba00-089f-4cf8-b640-81e061e8db9a,Role 1,2012-02-14 14:15:30,308,1,0.0,2012-02-14 14:12:43
Case64,W_Afhandelen leads,res_68c7dfb8-43c5-4918-92f3-9602865d23c1,Role 1,2012-02-14 14:41:26,309,1,0.0,2012-02-14 14:38:37
Case63,W_Completeren aanvraag,res_952d00d6-6eb6-42ed-aa50-fdc16bad3d15,Role 1,2012-02-14 14:48:36,310,1,0.0,2012-02-14 14:45:50
Case61,W_Afhandelen leads,res_3b0aa2b9-5022-4137-809c-ca3d98638b60,Role 1,2012-02-14 14:50:14,311,1,0.030303030303030304,2012-02-14 14:47:25
Case62,W_Completeren aanvraag,res_3b0aa2b9-5022-4137-809c-ca3d98638b60,Role 1,2012-02-14 14:51:41,312,1,0.030303030303030304,2012-02-14 14:48:54
Case60,W_Completeren aanvraag,res_745bb132-22b5-428a-8493-001b42b79147,Role 1,2012-02-14 15:03:19,313,1,0.0,2012-02-14 15:00:33
Case65,W_Afhandelen leads,res_5e5def7f-e93b-40aa-9be7-3a29ee42a53a,Role 1,2012-02-14 15:28:34,313,1,0.0,2012-02-14 15:25:46
Case65,W_Afhandelen leads,res_59a072f1-c650-4490-84ad-3b0f2d1e68df,Role 1,2012-02-14 16:05:58,313,1,0.0,2012-02-14 16:03:23
Case66,W_Beoordelen fraude,res_59a072f1-c650-4490-84ad-3b0f2d1e68df,Role 6,2012-02-14 16:06:25,314,0,0.0,2012-02-14 16:03:34
Case67,W_Afhandelen leads,res_ee0676f8-d96a-438a-898f-9b298977f3f7,Role 1,2012-02-14 16:12:15,314,1,0.0,2012-02-14 16:09:27
Case72,W_Afhandelen leads,res_d6a04f02-baf8-44ab-b269-3d04a9d8883e,Role 1,2012-02-14 16:38:50,315,1,0.0,2012-02-14 16:36:02
Case71,W_Completeren aanvraag,res_e8088f7b-f94d-4f62-a7ac-17b99d4c4a81,Role 1,2012-02-14 16:48:14,316,1,0.0,2012-02-14 16:45:28
Case69,W_Completeren aanvraag,res_952d00d6-6eb6-42ed-aa50-fdc16bad3d15,Role 1,2012-02-14 16:52:08,317,1,0.0,2012-02-14 16:49:22
Case70,W_Afhandelen leads,res_68c7dfb8-43c5-4918-92f3-9602865d23c1,Role 1,2012-02-14 17:04:49,318,1,0.0,2012-02-14 17:02:01
Case67,W_Completeren aanvraag,res_1fe3111a-bcc7-4050-95c8-175132d4ec13,Role 1,2012-02-14 17:11:10,318,1,0.0,2012-02-14 17:08:41
Case68,W_Afhandelen leads,res_eb56ad48-b3b5-47c9-b829-3c6280ac135d,Role 1,2012-02-14 17:21:25,319,1,0.0,2012-02-14 17:18:37
Case65,W_Completeren aanvraag,res_952d00d6-6eb6-42ed-aa50-fdc16bad3d15,Role 1,2012-02-14 17:30:45,318,1,0.0,2012-02-14 17:28:24
Case72,W_Completeren aanvraag,res_2e84e609-0da6-4fc5-b4d2-3e1b34a39889,Role 1,2012-02-14 17:37:47,318,1,0.0,2012-02-14 17:35:18
Case70,W_Completeren aanvraag,res_dfd49024-d171-4a97-84d1-cfac38166ab7,Role 1,2012-02-14 18:03:53,318,1,0.0,2012-02-14 18:01:25
Case73,W_Afhandelen leads,res_91e0358e-cd7f-4ebe-8ffd-95fb1f5c486c,Role 1,2012-02-14 18:29:05,318,1,0.0,2012-02-14 18:26:18
Case74,W_Beoordelen fraude,res_59a072f1-c650-4490-84ad-3b0f2d1e68df,Role 6,2012-02-14 19:23:04,319,0,0.0,2012-02-14 19:20:12
Case73,W_Completeren aanvraag,res_2e84e609-0da6-4fc5-b4d2-3e1b34a39889,Role 1,2012-02-14 19:28:08,318,1,0.0,2012-02-14 19:25:41
Case75,W_Completeren aanvraag,res_2e84e609-0da6-4fc5-b4d2-3e1b34a39889,Role 1,2012-02-14 19:30:46,319,2,0.030303030303030304,2012-02-14 19:28:03
Case76,W_Afhandelen leads,res_3ce176dd-2a5b-4159-823b-b5852532d3f8,Role 1,2012-02-14 19:57:18,318,1,0.0,2012-02-14 19:54:31
Case77,W_Afhandelen leads,res_bb89ba00-089f-4cf8-b640-81e061e8db9a,Role 1,2012-02-14 20:27:43,318,1,0.0,2012-02-14 20:24:56
Case78,W_Afhandelen leads,res_bb89ba00-089f-4cf8-b640-81e061e8db9a,Role 1,2012-02-14 20:27:53,319,2,0.030303030303030304,2012-02-14 20:25:08
Case79,W_Completeren aanvraag,res_91e0358e-cd7f-4ebe-8ffd-95fb1f5c486c,Role 1,2012-02-14 20:44:45,318,1,0.0,2012-02-14 20:42:01
Case80,W_Afhandelen leads,res_17496081-8ed5-453f-b9d7-7a78145d405c,Role 1,2012-02-14 21:22:56,319,1,0.0,2012-02-14 21:20:10
Case81,W_Afhandelen leads,res_68c7dfb8-43c5-4918-92f3-9602865d23c1,Role 1,2012-02-14 21:46:03,320,1,0.0,2012-02-14 21:43:17
Case82,W_Completeren aanvraag,res_dfd49024-d171-4a97-84d1-cfac38166ab7,Role 1,2012-02-14 22:01:43,320,1,0.0,2012-02-14 21:58:59
Case83,W_Completeren aanvraag,res_ea183ae3-97fe-441d-b931-06d2da887a05,Role 1,2012-02-14 22:04:46,321,1,0.0,2012-02-14 22:02:03
Case63,W_Nabellen offertes,res_ea183ae3-97fe-441d-b931-06d2da887a05,Role 1,2012-02-14 22:05:39,321,0,0.030303030303030304,2012-02-14 22:03:24
Case61,W_Nabellen offertes,res_c6025b34-8ee6-45dc-a417-f7c9476be9eb,Role 1,2012-02-14 22:08:09,321,0,0.0,2012-02-14 22:05:51
Case80,W_Completeren aanvraag,res_32e1064d-1d98-407d-8c41-3c0e96207f37,Role 1,2012-02-14 22:22:00,320,1,0.0,2012-02-14 22:19:35
Case84,W_Completeren aanvraag,res_ea183ae3-97fe-441d-b931-06d2da887a05,Role 1,2012-02-14 23:34:08,320,1,0.0,2012-02-14 23:31:25
Case21,W_Valideren aanvraag,res_87ccf624-7452-4c06-b070-5ac0ae7abcc9,Role 2,2012-02-15 02:59:38,319,1,0.0,2012-02-15 02:54:52
Case26,W_Valideren aanvraag,res_eeb9d1d9-a852-4075-b696-f9fb09ea79e7,Role 2,2012-02-15 04:16:38,318,1,0.0,2012-02-15 04:11:55
Case83,W_Nabellen offertes,res_27447cc3-a930-49ed-867c-f649a4ae7b0c,Role 1,2012-02-15 05:30:22,317,0,0.0,2012-02-15 05:27:43
Case86,W_Afhandelen leads,res_07dbf750-4ae9-45c7-9841-0d05ebcc4066,Role 1,2012-02-15 07:03:10,318,1,0.0,2012-02-15 07:00:02
Case85,W_Completeren aanvraag,res_e8088f7b-f94d-4f62-a7ac-17b99d4c4a81,Role 1,2012-02-15 07:23:44,319,1,0.0,2012-02-15 07:20:39
Case3,W_Valideren aanvraag,res_6ad2b5de-38f6-48aa-8ab6-b7e614f62c63,Role 2,2012-02-15 08:12:51,319,1,0.0,2012-02-15 08:09:21
Case3,W_Nabellen incomplete dossiers,res_b082c034-8210-482c-aa4d-8b25018426bd,Role 1,2012-02-15 08:55:10,319,1,0.0,2012-02-15 08:53:05
Case87,W_Afhandelen leads,res_e7625279-8a24-462b-abbd-235b9b0d83f5,Role 1,2012-02-15 09:15:35,320,1,0.0,2012-02-15 09:12:28
Case88,W_Completeren aanvraag,res_e7625279-8a24-462b-abbd-235b9b0d83f5,Role 1,2012-02-15 09:18:26,321,1,0.030303030303030304,2012-02-15 09:15:21
Case91,W_Afhandelen leads,res_1372ec17-04d6-4b75-8209-b4ac980d41d7,Role 1,2012-02-15 09:41:14,321,1,0.0,2012-02-15 09:38:07
Case3,W_Valideren aanvraag,res_1372ec17-04d6-4b75-8209-b4ac980d41d7,Role 2,2012-02-15 09:41:14,320,1,0.0,2012-02-15 09:36:47
Case90,W_Completeren aanvraag,res_1372ec17-04d6-4b75-8209-b4ac980d41d7,Role 1,2012-02-15 09:43:17,322,1,0.030303030303030304,2012-02-15 09:40:12
Case89,W_Afhandelen leads,res_bb89ba00-089f-4cf8-b640-81e061e8db9a,Role 1,2012-02-15 10:12:20,322,1,0.0,2012-02-15 10:09:13
Case87,W_Completeren aanvraag,res_dfd49024-d171-4a97-84d1-cfac38166ab7,Role 1,2012-02-15 10:23:36,322,1,0.0,2012-02-15 10:20:48
Case94,W_Completeren aanvraag,res_890fa175-135c-4639-8303-67cc2c53ab75,Role 1,2012-02-15 10:40:40,322,1,0.0,2012-02-15 10:37:35
Case3,W_Nabellen incomplete dossiers,res_2e84e609-0da6-4fc5-b4d2-3e1b34a39889,Role 1,2012-02-15 10:43:49,321,1,0.0,2012-02-15 10:41:44
Case91,W_Completeren aanvraag,res_48cece9f-9e4d-40f0-b369-269c208c038d,Role 1,2012-02-15 10:49:17,320,1,0.0,2012-02-15 10:46:29
