caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case3,W_Completeren aanvraag,res_307f661c-0e7f-4aa2-81b4-a28159a8fc8b,Role 1,2012-02-13 21:44:08,290,1,0.0,2012-02-13 21:41:19
Case2,W_Nabellen offertes,res_b5a9dd9b-53d1-4d62-9710-3d5fb93f547c,Role 1,2012-02-13 21:48:49,291,0,0.0,2012-02-13 21:45:59
Case4,W_Afhandelen leads,res_cde960b1-bd6a-4efb-9379-347038204a4b,Role 1,2012-02-13 22:05:25,292,1,0.0,2012-02-13 22:02:34
Case5,W_Afhandelen leads,res_b079f38a-6f81-4e42-bfd5-5921c9023e1e,Role 1,2012-02-13 22:26:18,292,1,0.0,2012-02-13 22:23:27
Case6,W_Beoordelen fraude,res_02aa1502-9d28-4dd8-bd2c-c48a80fa2256,Role 6,2012-02-13 22:42:55,293,0,0.0,2012-02-13 22:40:03
Case3,W_Completeren aanvraag,res_cde960b1-bd6a-4efb-9379-347038204a4b,Role 1,2012-02-13 22:56:26,292,1,0.0,2012-02-13 22:53:53
Case5,W_Afhandelen leads,res_48bd85e1-8305-4779-b50b-60989507e690,Role 1,2012-02-13 23:29:45,291,1,0.0,2012-02-13 23:27:06
Case7,W_Completeren aanvraag,res_b5a9dd9b-53d1-4d62-9710-3d5fb93f547c,Role 1,2012-02-14 00:14:19,292,1,0.0,2012-02-14 00:11:28
Case5,W_Completeren aanvraag,res_fb70cf7e-58a4-47c4-908b-18dc1481f31f,Role 1,2012-02-14 01:01:11,291,1,0.0,2012-02-14 00:58:42
Case8,W_Completeren aanvraag,res_48bd85e1-8305-4779-b50b-60989507e690,Role 1,2012-02-14 01:25:12,292,1,0.0,2012-02-14 01:22:22
Case9,W_Nabellen offertes,res_26610ed7-10f0-41b9-ae9c-5097e1774522,Role 1,2012-02-14 01:46:25,293,0,0.0,2012-02-14 01:43:32
Case10,W_Beoordelen fraude,res_02aa1502-9d28-4dd8-bd2c-c48a80fa2256,Role 6,2012-02-14 03:28:12,293,0,0.0,2012-02-14 03:25:22
Case11,W_Completeren aanvraag,res_b079f38a-6f81-4e42-bfd5-5921c9023e1e,Role 1,2012-02-14 04:23:21,293,1,0.0,2012-02-14 04:20:31
Case13,W_Afhandelen leads,res_4a7beff2-a4a8-4ddb-bd2c-4454656221a0,Role 1,2012-02-14 04:55:14,294,1,0.0,2012-02-14 04:52:23
Case12,W_Completeren aanvraag,res_7da908d9-6ead-42c4-a21e-bd7c50f450f2,Role 1,2012-02-14 05:20:55,295,1,0.0,2012-02-14 05:18:06
Case13,W_Completeren aanvraag,res_a77003da-3d07-4ec4-a73b-8845e80c40da,Role 1,2012-02-14 05:53:23,294,1,0.0,2012-02-14 05:50:47
Case14,W_Nabellen offertes,res_da8ccb80-3ea8-44db-9678-c2aa8de24d0b,Role 1,2012-02-14 07:05:44,295,0,0.0,2012-02-14 07:02:53
Case13,W_Afhandelen leads,res_b079f38a-6f81-4e42-bfd5-5921c9023e1e,Role 1,2012-02-14 07:19:30,295,1,0.0,2012-02-14 07:16:59
Case13,W_Afhandelen leads,res_c4ab144b-b9da-4209-b992-b18549af56e9,Role 1,2012-02-14 09:17:35,295,1,0.0,2012-02-14 09:15:09
Case17,W_Completeren aanvraag,res_fbb7372d-d6b7-458a-96cf-8136877c0356,Role 1,2012-02-14 09:22:32,296,1,0.0,2012-02-14 09:19:44
Case24,W_Completeren aanvraag,res_da8ccb80-3ea8-44db-9678-c2aa8de24d0b,Role 1,2012-02-14 09:55:52,297,1,0.0,2012-02-14 09:53:04
Case20,W_Afhandelen leads,res_6a9a73c9-0f66-406c-b1b7-a737e743a435,Role 1,2012-02-14 09:59:38,297,1,0.0,2012-02-14 09:56:48
Case23,W_Completeren aanvraag,res_6a9a73c9-0f66-406c-b1b7-a737e743a435,Role 1,2012-02-14 10:01:55,298,1,0.030303030303030304,2012-02-14 09:59:07
Case21,W_Afhandelen leads,res_4a7beff2-a4a8-4ddb-bd2c-4454656221a0,Role 1,2012-02-14 10:07:12,298,1,0.0,2012-02-14 10:04:22
Case19,W_Completeren aanvraag,res_695828b6-b6d9-40a2-b9a0-1285cc821083,Role 1,2012-02-14 10:09:27,299,1,0.030303030303030304,2012-02-14 10:06:39
Case18,W_Completeren aanvraag,res_695828b6-b6d9-40a2-b9a0-1285cc821083,Role 1,2012-02-14 10:11:27,300,2,0.030303030303030304,2012-02-14 10:08:40
Case22,W_Nabellen offertes,res_695828b6-b6d9-40a2-b9a0-1285cc821083,Role 1,2012-02-14 10:27:49,299,0,0.0,2012-02-14 10:24:59
Case25,W_Completeren aanvraag,res_077007ca-bf6c-4659-a13e-589ab921705e,Role 1,2012-02-14 10:37:33,300,1,0.0,2012-02-14 10:34:45
Case32,W_Afhandelen leads,res_da8ccb80-3ea8-44db-9678-c2aa8de24d0b,Role 1,2012-02-14 10:50:24,301,1,0.0,2012-02-14 10:47:34
Case20,W_Completeren aanvraag,res_cca4f3dc-594c-4444-af6b-b5cd3d9b68b2,Role 1,2012-02-14 10:55:35,300,1,0.0,2012-02-14 10:53:01
Case28,W_Afhandelen leads,res_cca4f3dc-594c-4444-af6b-b5cd3d9b68b2,Role 1,2012-02-14 10:56:12,301,1,0.030303030303030304,2012-02-14 10:53:22
Case21,W_Completeren aanvraag,res_cf6579d8-b84f-4371-8dbf-a37971e4751b,Role 1,2012-02-14 11:03:10,300,1,0.0,2012-02-14 11:00:37
Case27,W_Completeren aanvraag,res_b5a9dd9b-53d1-4d62-9710-3d5fb93f547c,Role 1,2012-02-14 11:06:54,301,1,0.0,2012-02-14 11:04:06
Case26,W_Afhandelen leads,res_fbb7372d-d6b7-458a-96cf-8136877c0356,Role 1,2012-02-14 11:16:58,302,1,0.0,2012-02-14 11:14:08
Case31,W_Afhandelen leads,res_5de81291-240d-400f-980f-a75dee22613e,Role 1,2012-02-14 11:20:34,303,1,0.0,2012-02-14 11:17:44
Case29,W_Nabellen offertes,res_48bd85e1-8305-4779-b50b-60989507e690,Role 1,2012-02-14 11:25:53,303,0,0.0,2012-02-14 11:23:04
Case30,W_Completeren aanvraag,res_71417cf9-eceb-4913-8aca-48551f62c07f,Role 1,2012-02-14 11:37:01,303,1,0.0,2012-02-14 11:34:13
Case39,W_Afhandelen leads,res_94c47ade-9000-4b75-bb90-17a422f95461,Role 1,2012-02-14 11:45:51,304,1,0.0,2012-02-14 11:43:02
Case13,W_Completeren aanvraag,res_94c47ade-9000-4b75-bb90-17a422f95461,Role 1,2012-02-14 11:46:53,304,1,0.030303030303030304,2012-02-14 11:44:37
Case34,W_Completeren aanvraag,res_4a7beff2-a4a8-4ddb-bd2c-4454656221a0,Role 1,2012-02-14 11:55:07,305,1,0.0,2012-02-14 11:52:20
Case33,W_Completeren aanvraag,res_4a7beff2-a4a8-4ddb-bd2c-4454656221a0,Role 1,2012-02-14 11:55:44,306,2,0.030303030303030304,2012-02-14 11:52:58
Case35,W_Beoordelen fraude,res_02aa1502-9d28-4dd8-bd2c-c48a80fa2256,Role 6,2012-02-14 12:06:09,307,0,0.0,2012-02-14 12:03:18
Case26,W_Completeren aanvraag,res_077007ca-bf6c-4659-a13e-589ab921705e,Role 1,2012-02-14 12:15:25,306,1,0.0,2012-02-14 12:12:52
Case20,W_Afhandelen leads,res_86acde75-6884-42d7-9e84-697f9b97dcfe,Role 1,2012-02-14 12:19:22,305,1,0.0,2012-02-14 12:16:54
Case38,W_Afhandelen leads,res_b7ea8d02-a6e3-4855-a39c-f59f560e443b,Role 1,2012-02-14 12:32:19,306,1,0.0,2012-02-14 12:29:30
Case40,W_Beoordelen fraude,res_02aa1502-9d28-4dd8-bd2c-c48a80fa2256,Role 6,2012-02-14 12:56:34,307,0,0.0,2012-02-14 12:53:43
Case42,W_Nabellen offertes,res_8a96bac7-01f3-42a9-bb63-726119626be3,Role 1,2012-02-14 13:05:45,307,0,0.0,2012-02-14 13:02:57
Case2,W_Valideren aanvraag,res_847ea699-6930-4ad8-b67a-b69c9276fa9a,Role 2,2012-02-14 13:24:56,307,1,0.0,2012-02-14 13:21:12
Case38,W_Completeren aanvraag,res_86acde75-6884-42d7-9e84-697f9b97dcfe,Role 1,2012-02-14 13:30:55,306,1,0.0,2012-02-14 13:28:23
Case43,W_Completeren aanvraag,res_86acde75-6884-42d7-9e84-697f9b97dcfe,Role 1,2012-02-14 13:31:33,307,2,0.030303030303030304,2012-02-14 13:28:48
Case39,W_Beoordelen fraude,res_02aa1502-9d28-4dd8-bd2c-c48a80fa2256,Role 6,2012-02-14 13:45:21,307,0,0.0,2012-02-14 13:42:22
Case45,W_Afhandelen leads,res_ebfc2e44-28b2-4c32-8c2b-ba6a7176dc77,Role 1,2012-02-14 14:06:17,307,1,0.0,2012-02-14 14:03:28
Case44,W_Afhandelen leads,res_71417cf9-eceb-4913-8aca-48551f62c07f,Role 1,2012-02-14 14:11:05,308,1,0.0,2012-02-14 14:08:16
Case20,W_Completeren aanvraag,res_5de81291-240d-400f-980f-a75dee22613e,Role 1,2012-02-14 14:28:17,308,1,0.0,2012-02-14 14:26:00
Case48,W_Completeren aanvraag,res_5de81291-240d-400f-980f-a75dee22613e,Role 1,2012-02-14 14:30:25,309,2,0.030303030303030304,2012-02-14 14:27:40
Case47,W_Completeren aanvraag,res_02aa1502-9d28-4dd8-bd2c-c48a80fa2256,Role 1,2012-02-14 14:35:53,310,1,0.0,2012-02-14 14:33:07
Case46,W_Beoordelen fraude,res_02aa1502-9d28-4dd8-bd2c-c48a80fa2256,Role 6,2012-02-14 14:37:27,311,0,0.0,2012-02-14 14:34:36
Case45,W_Completeren aanvraag,res_48bd85e1-8305-4779-b50b-60989507e690,Role 1,2012-02-14 15:04:55,310,1,0.0,2012-02-14 15:02:24
Case50,W_Afhandelen leads,res_23dad49c-560e-454d-b0a4-7294cf110280,Role 1,2012-02-14 15:17:22,311,1,0.0,2012-02-14 15:14:34
Case49,W_Nabellen offertes,res_cf6579d8-b84f-4371-8dbf-a37971e4751b,Role 1,2012-02-14 15:37:21,311,0,0.0,2012-02-14 15:34:34
Case51,W_Afhandelen leads,res_cf6579d8-b84f-4371-8dbf-a37971e4751b,Role 1,2012-02-14 15:38:34,312,1,0.030303030303030304,2012-02-14 15:35:46
Case38,W_Completeren aanvraag,res_7da908d9-6ead-42c4-a21e-bd7c50f450f2,Role 1,2012-02-14 15:59:17,311,1,0.0,2012-02-14 15:56:57
Case54,W_Beoordelen fraude,res_7da908d9-6ead-42c4-a21e-bd7c50f450f2,Role 6,2012-02-14 15:59:37,311,0,0.0,2012-02-14 15:56:46
Case53,W_Afhandelen leads,res_48bd85e1-8305-4779-b50b-60989507e690,Role 1,2012-02-14 16:04:42,310,1,0.0,2012-02-14 16:01:54
Case44,W_Beoordelen fraude,res_02aa1502-9d28-4dd8-bd2c-c48a80fa2256,Role 6,2012-02-14 16:10:12,310,0,0.0,2012-02-14 16:07:12
Case52,W_Beoordelen fraude,res_02aa1502-9d28-4dd8-bd2c-c48a80fa2256,Role 6,2012-02-14 16:16:13,310,0,0.0,2012-02-14 16:13:22
