caseid,task,start_timestamp,end_timestamp,resource
0,Start,2021-01-20 11:12:04.0,2021-01-20 11:12:04.0,SYSTEM
0,B,2021-01-20 11:12:04.0,2021-01-20 11:32:37.314,Role 5
0,G,2021-01-20 11:32:37.314,2021-01-20 11:34:58.499,Role 5
0,F,2021-01-20 11:34:58.499,2021-01-20 11:40:42.707,Role 5
1,Start,2021-01-20 12:00:54.057,2021-01-20 12:00:54.057,SYSTEM
0,D,2021-01-20 11:40:42.707,2021-01-20 12:14:08.945,Role 5
1,B,2021-01-20 12:14:08.945,2021-01-20 12:21:48.732,Role 5
0,H,2021-01-20 12:21:48.732,2021-01-20 12:35:22.976,Role 5
1,G,2021-01-20 12:35:22.976,2021-01-20 12:40:30.875,Role 5
0,C,2021-01-20 12:40:30.875,2021-01-20 12:42:26.515,Role 5
1,F,2021-01-20 12:42:26.515,2021-01-20 12:42:26.85,Role 5
0,E,2021-01-20 12:42:26.85,2021-01-20 12:42:57.891,Role 5
1,D,2021-01-20 12:42:57.891,2021-01-20 12:47:00.415,Role 5
0,I,2021-01-20 12:47:00.415,2021-01-20 12:48:00.415,Role 5
1,H,2021-01-20 12:48:00.415,2021-01-20 12:51:04.824,Role 5
0,J,2021-01-20 12:51:04.824,2021-01-20 13:03:50.269,Role 5
1,C,2021-01-20 13:03:50.269,2021-01-20 13:12:37.195,Role 5
0,K,2021-01-20 13:12:37.195,2021-01-20 13:12:39.195,Role 5
1,E,2021-01-20 13:12:39.195,2021-01-20 13:17:16.522,Role 5
0,M,2021-01-20 13:17:16.522,2021-01-20 13:23:48.878,Role 5
1,I,2021-01-20 13:23:48.878,2021-01-20 13:24:48.878,Role 5
0,U,2021-01-20 13:23:48.878,2021-01-20 13:37:46.015,Role 4
1,J,2021-01-20 13:24:48.878,2021-01-20 13:37:58.982,Role 5
1,P,2021-01-20 13:37:58.982,2021-01-20 13:40:15.168,Role 5
1,Q,2021-01-20 13:40:15.168,2021-01-20 15:28:03.533,Role 2
0,V,2021-01-20 13:37:46.015,2021-01-20 15:40:44.918,Role 4
2,A,2021-01-20 15:43:31.922,2021-01-20 16:02:51.879,Role 5
0,X,2021-01-20 15:40:44.918,2021-01-20 16:04:42.128,Role 4
2,B,2021-01-20 16:02:51.879,2021-01-20 16:04:57.071,Role 5
2,G,2021-01-20 16:04:57.071,2021-01-20 16:07:26.538,Role 5
2,F,2021-01-20 16:07:26.538,2021-01-20 16:07:36.71,Role 5
0,R,2021-01-20 16:04:42.128,2021-01-20 16:14:08.883,Role 2
0,S,2021-01-20 16:14:08.883,2021-01-20 16:25:16.004,Role 2
2,D,2021-01-20 16:07:36.71,2021-01-20 16:28:26.07,Role 5
2,H,2021-01-20 16:28:26.07,2021-01-20 16:34:03.569,Role 5
0,T,2021-01-20 16:25:16.004,2021-01-20 16:36:02.625,Role 2
0,End,2021-01-20 16:36:02.625,2021-01-20 16:36:02.625,SYSTEM
2,C,2021-01-20 16:34:03.569,2021-01-20 16:43:04.684,Role 5
2,E,2021-01-20 16:43:04.684,2021-01-20 16:50:53.475,Role 5
2,I,2021-01-20 16:50:53.475,2021-01-20 16:51:53.475,Role 5
2,J,2021-01-20 16:51:53.475,2021-01-20 17:24:20.325,Role 5
2,K,2021-01-20 17:24:20.325,2021-01-20 17:24:22.325,Role 5
3,Start,2021-01-20 17:35:02.76,2021-01-20 17:35:02.76,SYSTEM
2,L,2021-01-20 17:24:22.325,2021-01-20 17:47:39.127,Role 5
2,End,2021-01-20 17:47:39.127,2021-01-20 17:47:39.127,SYSTEM
3,B,2021-01-20 17:47:39.127,2021-01-20 17:52:32.486,Role 5
3,G,2021-01-20 17:52:32.486,2021-01-20 17:57:35.376,Role 5
3,F,2021-01-20 17:57:35.376,2021-01-20 17:57:42.463,Role 5
3,D,2021-01-20 17:57:42.463,2021-01-20 18:07:19.343,Role 5
3,H,2021-01-20 18:07:19.343,2021-01-20 18:15:24.644,Role 5
3,C,2021-01-20 18:15:24.644,2021-01-20 18:17:09.364,Role 5
3,E,2021-01-20 18:17:09.364,2021-01-20 18:18:24.758,Role 5
3,I,2021-01-20 18:18:24.758,2021-01-20 18:19:24.758,Role 5
3,J,2021-01-20 18:19:24.758,2021-01-20 18:22:38.677,Role 5
3,K,2021-01-20 18:22:38.677,2021-01-20 18:22:40.677,Role 5
3,M,2021-01-20 18:22:40.677,2021-01-20 18:26:32.816,Role 5
3,U,2021-01-20 18:26:32.816,2021-01-20 18:40:38.94,Role 4
1,R,2021-01-20 15:28:03.533,2021-01-20 19:35:31.571,Role 2
1,S,2021-01-20 19:35:31.571,2021-01-20 19:45:30.343,Role 2
1,T,2021-01-20 19:45:30.343,2021-01-20 19:46:00.917,Role 2
1,I,2021-01-20 19:46:00.917,2021-01-20 19:47:00.917,Role 5
1,J,2021-01-20 19:47:00.917,2021-01-20 20:00:37.108,Role 5
1,P,2021-01-20 20:00:37.108,2021-01-20 20:02:12.397,Role 5
4,A,2021-01-20 20:15:46.855,2021-01-20 20:25:36.187,Role 5
4,B,2021-01-20 20:25:36.187,2021-01-20 20:25:36.962,Role 5
4,G,2021-01-20 20:25:36.962,2021-01-20 20:27:36.618,Role 5
