caseid,task,role,start_timestamp,end_timestamp,dur_raw,dur,wait_raw,wait
Case0000,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0000,W_Afhandelen leads,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165452793240547,223.0,0.017605796456336975,45295.0
Case0000,W_Completeren aanvraag,Role 1,2012-02-16 08:23:42.110,2012-02-16 08:25:07.110,0.0003476673737168312,85.0,0.02695065177977085,69337.0
Case0000,W_Nabellen offertes,end,2012-02-17 02:44:56.110,2012-02-17 02:44:56.110,0.0,0.0,0.025649115443229675,65989.0
Case0000,W_Completeren aanvraag,Role 1,2012-02-18 02:21:56.110,2012-02-18 02:23:40.110,0.0004277527332305908,104.0,0.033046599477529526,85020.0
Case0000,W_Nabellen offertes,Role 1,2012-02-19 01:20:36.110,2012-02-19 01:27:48.110,0.0017772777937352657,432.0,0.03211217373609543,82616.0
Case0000,W_Nabellen offertes,end,2012-02-20 00:07:06.110,2012-02-20 00:18:17.110,0.0027589332312345505,671.0,0.031700991094112396,81558.0
Case0000,W_Nabellen offertes,Role 1,2012-02-21 00:40:32.110,2012-02-21 00:52:13.110,0.002881268970668316,701.0,0.03410167992115021,87735.0
Case0000,W_Completeren aanvraag,Role 1,2012-02-22 01:43:39.110,2012-02-22 01:57:57.110,0.003528372384607792,858.0,0.03478240221738815,89486.0
Case0000,W_Nabellen offertes,Role 1,2012-02-22 21:59:08.110,2012-02-22 22:14:10.110,0.0037099048495292664,902.0,0.028013233095407486,72071.0
Case0000,W_Nabellen offertes,Role 1,2012-02-23 17:38:47.110,2012-02-23 17:52:14.110,0.003316684626042843,807.0,0.027160609140992165,69877.0
Case0000,W_Nabellen offertes,Role 1,2012-02-24 12:17:58.110,2012-02-24 12:27:05.110,0.002249356359243393,547.0,0.0257874745875597,66344.0
Case0000,W_Completeren aanvraag,Role 1,2012-02-25 06:32:03.110,2012-02-25 06:36:33.110,0.0011095521040260792,270.0,0.02530292607843876,65098.0
Case0000,W_Nabellen offertes,Role 1,2012-02-25 22:00:26.110,2012-02-25 22:00:26.110,0.0,0.0,0.02154637686908245,55433.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.01350705698132515,34750.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-16 03:22:31.110,2012-02-16 03:22:31.110,0.0,0.0,0.02411188930273056,62034.0
Case0001,W_Nabellen offertes,Role 1,2012-02-16 23:49:02.110,2012-02-16 23:49:02.110,0.0,0.0,0.028604062274098396,73591.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-17 22:02:56.110,2012-02-17 22:02:56.110,0.0,0.0,0.03110833652317524,80034.0
Case0001,W_Nabellen offertes,Role 1,2012-02-18 17:19:52.110,2012-02-18 17:19:52.110,0.0,0.0,0.026981251314282417,69416.0
Case0001,W_Nabellen offertes,Role 1,2012-02-19 13:50:04.110,2012-02-19 13:50:04.110,0.0,0.0,0.02869001217186451,73812.0
Case0001,W_Nabellen offertes,Role 1,2012-02-20 09:58:26.110,2012-02-20 09:58:26.110,0.0,0.0,0.028181012719869614,72502.0
Case0001,W_Nabellen incomplete dossiers,Role 1,2012-02-21 05:48:51.110,2012-02-21 05:48:51.110,0.0,0.0,0.02776203490793705,71425.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-21 23:52:02.110,2012-02-21 23:52:02.110,0.0,0.0,0.025261303409934044,64991.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-22 15:55:28.110,2012-02-22 15:55:28.110,0.0,0.0,0.02246883511543274,57806.0
Case0001,W_Nabellen offertes,Role 1,2012-02-23 07:35:12.110,2012-02-23 07:35:12.110,0.0,0.0,0.021915990859270096,56384.0
Case0002,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0002,W_Completeren aanvraag,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165452793240547,223.0,0.017605796456336975,45295.0
Case0003,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0003,W_Completeren aanvraag,end,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165452793240547,223.0,0.017605796456336975,45295.0
Case0004,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0004,W_Completeren aanvraag,end,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.01350705698132515,34750.0
Case0005,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0005,W_Nabellen offertes,end,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.01350705698132515,34750.0
Case0005,W_Completeren aanvraag,end,2012-02-16 07:27:08.110,2012-02-16 07:27:08.110,0.0,0.0,0.029816867783665657,76711.0
