caseid,task,role,start_timestamp,end_timestamp,dur_raw,dur,wait_raw,wait
Case0000,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0001,W_Completeren aanvraag,end,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.01350705698132515,34750.0
Case0001,W_Nabellen offertes,Role 1,2012-02-16 06:30:07.110,2012-02-16 06:30:07.110,0.0,0.0,0.028487127274274826,73290.0
Case0001,W_Nabellen offertes,Role 1,2012-02-17 08:37:54.110,2012-02-17 08:49:33.110,0.00287620909512043,699.0,0.03656278923153877,94067.0
Case0001,W_Completeren aanvraag,Role 1,2012-02-18 09:48:06.110,2012-02-18 09:56:04.110,0.0019659646786749363,478.0,0.034948304295539856,89913.0
Case0001,W_Nabellen offertes,Role 1,2012-02-19 06:18:58.110,2012-02-19 06:29:09.110,0.002513599582016468,611.0,0.02851993963122368,73374.0
Case0001,W_Nabellen offertes,Role 1,2012-02-20 02:49:27.110,2012-02-20 02:58:12.110,0.002160790376365185,525.0,0.028459032997488976,73218.0
Case0002,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0002,W_Completeren aanvraag,end,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.01350705698132515,34750.0
Case0003,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0004,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0004,W_Afhandelen leads,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165452793240547,223.0,0.017605796456336975,45295.0
Case0004,W_Nabellen offertes,Role 1,2012-02-16 08:23:42.110,2012-02-16 08:25:07.110,0.0003476673737168312,85.0,0.02695065177977085,69337.0
Case0004,W_Afhandelen leads,Role 1,2012-02-17 05:10:17.110,2012-02-17 05:10:17.110,0.0,0.0,0.029039060696959496,74710.0
Case0005,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024691056460142136,600.0,0.015255941078066826,39250.0
Case0005,W_Completeren aanvraag,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165452793240547,223.0,0.017605796456336975,45295.0
Case0005,W_Completeren aanvraag,Role 1,2012-02-16 04:56:20.110,2012-02-16 04:56:20.110,0.0,0.0,0.022114671766757965,56895.0
Case0005,W_Nabellen offertes,Role 1,2012-02-16 23:55:57.110,2012-02-16 23:55:57.110,0.0,0.0,0.026577439159154892,68377.0
Case0005,W_Completeren aanvraag,Role 1,2012-02-17 21:08:29.110,2012-02-17 21:08:29.110,0.0,0.0,0.02967744879424572,76352.0
Case0005,W_Nabellen offertes,Role 1,2012-02-18 15:48:07.110,2012-02-18 15:48:07.110,0.0,0.0,0.02611151896417141,67178.0
Case0005,W_Nabellen offertes,end,2012-02-19 11:56:07.110,2012-02-19 11:56:07.110,0.0,0.0,0.02817218005657196,72480.0
Case0005,W_Completeren aanvraag,Role 1,2012-02-20 10:03:24.110,2012-02-20 10:06:44.110,0.0008218721486628056,200.0,0.030954094603657722,79637.0
