caseid,timestamp
Case1,2016-10-24 09:10:31
Case2,2016-10-24 09:24:22
Case3,2016-10-24 09:24:32
Case4,2016-10-24 09:33:12
Case5,2016-10-24 09:44:27
Case6,2016-10-24 09:48:25
Case7,2016-10-24 10:03:31
Case8,2016-10-24 10:04:46
Case9,2016-10-24 10:15:10
Case10,2016-10-24 10:15:22
Case11,2016-10-24 10:19:56
Case12,2016-10-24 10:20:08
Case13,2016-10-24 10:29:12
Case14,2016-10-24 10:40:19
Case15,2016-10-24 10:42:26
Case16,2016-10-24 10:50:14
Case17,2016-10-24 10:57:13
Case18,2016-10-24 11:01:17
Case19,2016-10-24 11:02:31
Case20,2016-10-24 11:06:31
Case21,2016-10-24 11:19:30
Case22,2016-10-24 11:21:41
Case23,2016-10-24 11:31:07
Case24,2016-10-24 11:41:47
Case25,2016-10-24 11:42:06
Case26,2016-10-24 11:48:47
Case27,2016-10-24 11:54:18
Case28,2016-10-24 11:56:30
Case29,2016-10-24 12:03:20
Case30,2016-10-24 12:03:22
Case31,2016-10-24 12:04:42
Case32,2016-10-24 12:08:45
Case33,2016-10-24 12:14:01
Case34,2016-10-24 12:25:56
Case35,2016-10-24 12:32:56
Case36,2016-10-24 12:45:18
Case37,2016-10-24 12:49:05
Case38,2016-10-24 12:50:52
Case39,2016-10-24 12:52:16
Case40,2016-10-24 13:01:32
Case41,2016-10-24 13:03:39
Case42,2016-10-24 13:05:56
Case43,2016-10-24 13:06:05
Case44,2016-10-24 13:10:15
Case45,2016-10-24 13:10:27
Case46,2016-10-24 13:15:49
Case47,2016-10-24 13:18:38
Case48,2016-10-24 13:24:23
Case49,2016-10-24 13:27:13
Case50,2016-10-24 13:29:00
Case51,2016-10-24 13:29:10
Case52,2016-10-24 13:31:29
Case53,2016-10-24 13:40:22
Case54,2016-10-24 13:47:29
Case55,2016-10-24 14:01:35
Case56,2016-10-24 14:04:05
Case57,2016-10-24 14:08:48
Case58,2016-10-24 14:20:19
Case59,2016-10-24 14:23:57
Case60,2016-10-24 14:30:49
Case61,2016-10-24 14:34:36
Case62,2016-10-24 14:38:31
Case63,2016-10-24 14:47:30
Case64,2016-10-24 14:52:29
Case65,2016-10-24 14:53:00
Case66,2016-10-24 14:58:29
Case67,2016-10-24 15:06:15
Case68,2016-10-24 15:09:13
Case69,2016-10-24 15:10:06
Case70,2016-10-24 15:21:03
Case71,2016-10-24 15:25:15
Case72,2016-10-24 15:26:27
Case73,2016-10-24 15:26:59
Case74,2016-10-24 15:42:15
Case75,2016-10-24 15:42:46
Case76,2016-10-24 15:52:23
Case77,2016-10-24 16:26:51
Case78,2016-10-24 16:31:25
Case79,2016-10-24 16:32:35
Case80,2016-10-24 16:37:22
Case81,2016-10-24 16:51:51
Case82,2016-10-24 16:52:46
Case83,2016-10-24 17:26:22
Case84,2016-10-24 17:31:38
Case85,2016-10-24 17:35:27
Case86,2016-10-24 17:53:20
Case87,2016-10-24 17:53:57
Case88,2016-10-24 18:02:21
Case89,2016-10-24 18:33:45
Case90,2016-10-24 18:42:20
Case91,2016-10-24 18:57:02
Case92,2016-10-24 18:58:51
Case93,2016-10-24 19:01:05
Case94,2016-10-24 19:09:15
Case95,2016-10-24 19:12:34
Case96,2016-10-24 19:12:41
Case97,2016-10-24 19:18:43
Case98,2016-10-24 19:21:52
Case99,2016-10-24 19:24:06
Case100,2016-10-24 20:05:22
Case101,2016-10-24 20:10:23
Case102,2016-10-24 20:14:46
Case103,2016-10-24 20:15:31
Case104,2016-10-24 20:21:02
Case105,2016-10-24 20:44:14
Case106,2016-10-24 21:40:53
Case107,2016-10-24 21:46:48
Case108,2016-10-24 21:55:21
Case109,2016-10-24 22:10:40
Case110,2016-10-24 23:04:58
Case111,2016-10-25 02:26:42
Case112,2016-10-25 02:45:01
Case113,2016-10-25 02:59:09
Case114,2016-10-25 03:58:17
Case115,2016-10-25 04:44:53
Case116,2016-10-25 05:35:00
Case117,2016-10-25 05:54:13
Case118,2016-10-25 06:04:18
Case119,2016-10-25 06:42:14
Case120,2016-10-25 06:47:57
Case121,2016-10-25 06:52:55
Case122,2016-10-25 06:56:19
Case123,2016-10-25 07:20:34
Case124,2016-10-25 07:28:46
Case125,2016-10-25 07:34:27
Case126,2016-10-25 07:48:16
Case127,2016-10-25 08:05:44
Case128,2016-10-25 08:17:38
Case129,2016-10-25 08:17:44
Case130,2016-10-25 08:18:57
Case131,2016-10-25 08:20:40
Case132,2016-10-25 08:26:37
Case133,2016-10-25 08:30:48
Case134,2016-10-25 08:30:54
Case135,2016-10-25 08:37:42
Case136,2016-10-25 08:50:50
Case137,2016-10-25 08:51:40
Case138,2016-10-25 09:12:04
Case139,2016-10-25 09:17:38
Case140,2016-10-25 09:23:46
Case141,2016-10-25 10:05:02
Case142,2016-10-25 10:05:52
Case143,2016-10-25 10:07:46
Case144,2016-10-25 10:11:58
Case145,2016-10-25 10:12:29
Case146,2016-10-25 10:16:31
Case147,2016-10-25 10:25:05
Case148,2016-10-25 10:25:44
Case149,2016-10-25 10:36:00
Case150,2016-10-25 10:36:51
Case151,2016-10-25 10:58:02
Case152,2016-10-25 11:01:23
Case153,2016-10-25 11:02:20
Case154,2016-10-25 11:15:45
Case155,2016-10-25 11:29:35
Case156,2016-10-25 11:30:33
Case157,2016-10-25 11:42:55
Case158,2016-10-25 11:44:02
Case159,2016-10-25 11:44:14
Case160,2016-10-25 11:47:10
Case161,2016-10-25 11:54:26
Case162,2016-10-25 11:54:51
Case163,2016-10-25 12:01:15
Case164,2016-10-25 12:28:41
Case165,2016-10-25 12:33:53
Case166,2016-10-25 12:36:02
Case167,2016-10-25 12:36:54
Case168,2016-10-25 12:47:23
Case169,2016-10-25 12:54:17
Case170,2016-10-25 12:57:32
Case171,2016-10-25 12:58:29
Case172,2016-10-25 13:11:59
Case173,2016-10-25 13:13:21
Case174,2016-10-25 13:18:57
Case175,2016-10-25 13:23:10
Case176,2016-10-25 13:36:35
Case177,2016-10-25 13:41:54
Case178,2016-10-25 13:45:15
Case179,2016-10-25 14:04:40
Case180,2016-10-25 14:04:46
Case181,2016-10-25 14:15:12
Case182,2016-10-25 14:34:35
Case183,2016-10-25 14:35:26
Case184,2016-10-25 14:59:39
Case185,2016-10-25 15:04:55
Case186,2016-10-25 15:10:25
Case187,2016-10-25 15:16:06
Case188,2016-10-25 15:25:31
Case189,2016-10-25 15:36:12
Case190,2016-10-25 15:38:00
Case191,2016-10-25 15:50:53
Case192,2016-10-25 15:52:28
Case193,2016-10-25 16:32:00
Case194,2016-10-25 16:50:50
Case195,2016-10-25 16:51:12
Case196,2016-10-25 16:52:19
Case197,2016-10-25 17:00:31
Case198,2016-10-25 17:07:03
Case199,2016-10-25 17:27:46
Case200,2016-10-25 18:04:01
Case201,2016-10-25 18:14:28
Case202,2016-10-25 18:19:24
Case203,2016-10-25 18:20:51
Case204,2016-10-25 18:21:43
Case205,2016-10-25 18:36:37
Case206,2016-10-25 18:50:41
Case207,2016-10-25 18:58:57
Case208,2016-10-25 20:25:34
