caseid,task,start_timestamp,end_timestamp,resource
0,Start,2012-02-14 09:00:00.0,2012-02-14 09:00:00.0,SYSTEM
0,W_Afhandelen leads,2012-02-14 09:00:00.0,2012-02-14 09:01:55.596,Role 1
0,End,2012-02-14 09:01:55.596,2012-02-14 09:01:55.596,SYSTEM
1,Start,2012-02-14 09:09:55.888,2012-02-14 09:09:55.888,SYSTEM
2,Start,2012-02-14 09:17:40.941,2012-02-14 09:17:40.941,SYSTEM
2,W_Beoordelen fraude,2012-02-14 09:17:40.941,2012-02-14 09:17:42.904,Role 3
2,W_Afhandelen leads,2012-02-14 09:17:42.904,2012-02-14 09:19:50.071,Role 1
2,W_Completeren aanvraag,2012-02-14 09:19:50.071,2012-02-14 09:19:56.247,Role 1
1,W_Afhandelen leads,2012-02-14 09:09:55.888,2012-02-14 09:19:56.544,Role 1
1,W_Completeren aanvraag,2012-02-14 09:19:56.544,2012-02-14 09:21:18.496,Role 1
2,W_Completeren aanvraag,2012-02-14 09:19:56.247,2012-02-14 09:23:04.162,Role 1
1,W_Completeren aanvraag,2012-02-14 09:21:18.496,2012-02-14 09:28:04.819,Role 1
2,W_Completeren aanvraag,2012-02-14 09:23:04.162,2012-02-14 09:31:17.19,Role 1
2,W_Nabellen offertes,2012-02-14 09:31:17.19,2012-02-14 09:32:05.654,Role 1
2,W_Valideren aanvraag,2012-02-14 09:32:05.654,2012-02-14 09:32:05.654,SYSTEM
2,W_Nabellen incomplete dossiers,2012-02-14 09:32:05.654,2012-02-14 09:32:16.812,Role 1
2,W_Valideren aanvraag,2012-02-14 09:32:16.812,2012-02-14 09:32:16.812,SYSTEM
1,W_Completeren aanvraag,2012-02-14 09:28:04.819,2012-02-14 09:32:50.281,Role 1
1,W_Completeren aanvraag,2012-02-14 09:32:50.281,2012-02-14 09:32:52.962,Role 1
1,W_Nabellen offertes,2012-02-14 09:32:52.962,2012-02-14 09:32:54.735,Role 1
1,W_Valideren aanvraag,2012-02-14 09:32:54.735,2012-02-14 09:32:54.735,SYSTEM
