caseid,task,role,start_timestamp,end_timestamp,dur_raw,dur,wait_raw,wait
Case00,Laser Marking,Role 1,2012-03-13 00:47:25,2012-03-13 03:40:43,0.12558454,10398.0,0.000575563870370388,2845.0
Case00,Turning & Milling Q.C.,Role 2,2012-03-13 04:51:22,2012-03-13 06:55:22,0.089860156,7440.0,0.0008576775435358286,4239.0
Case00,Grinding Rework,Role 1,2012-03-13 09:53:44,2012-03-13 11:29:30,0.06939413,5746.0,0.002165380399674177,10702.0
Case00,Laser Marking,Role 2,2012-03-13 13:06:07,2012-03-13 15:05:50,0.086750664,7183.0,0.0011728028766810894,5797.0
Case00,Round Grinding,Role 7,2012-03-13 17:34:34,2012-03-13 19:14:02,0.07207307,5968.0,0.001805663574486971,8924.0
Case00,Round Grinding,Role 2,2012-03-13 20:56:03,2012-03-13 22:48:46,0.081674226,6763.0,0.0012384733418002725,6121.0
Case00,Laser Marking,Role 2,2012-03-13 23:49:06,2012-03-14 01:48:14,0.08632363,7148.0,0.0007324898615479469,3620.0
Case00,Round Grinding,Role 7,2012-03-14 04:00:56,2012-03-14 05:42:51,0.07385766,6115.0,0.00161099957767874,7962.0
Case00,Round Grinding,Role 2,2012-03-14 06:43:59,2012-03-14 08:45:45,0.08823681,7306.0,0.000742137897759676,3668.0
Case00,Final Inspection Q.C.,Role 3,2012-03-14 09:08:55,2012-03-14 11:21:55,0.09637295,7980.0,0.0002813073806464672,1390.0
Case00,Final Inspection Q.C.,Role 2,2012-03-14 14:57:42,2012-03-14 16:14:06,0.05536832,4584.0,0.00261964974924922,12947.0
Case00,Round Grinding,Role 2,2012-03-14 18:39:09,2012-03-14 19:55:58,0.055661447,4609.0,0.0017608748748898506,8703.0
Case00,Round Grinding,Role 2,2012-03-14 20:50:49,2012-03-14 22:29:17,0.07135752,5908.0,0.0006658716592937708,3291.0
Case00,Packing,Role 3,2012-03-14 23:16:21,2012-03-15 01:04:15,0.07819409,6474.0,0.0005714530125260353,2824.0
Case00,Final Inspection Q.C.,Role 3,2012-03-15 04:58:01,2012-03-15 05:55:21,0.041539952,3440.0,0.002837932202965021,14026.0
