caseid,task,role,start_timestamp,end_timestamp,dur_raw,dur,wait_raw,wait
Case00,Turning & Milling,Role 1,2012-03-13 00:47:25,2012-03-13 03:40:43,0.12558454,10398.0,0.000575563870370388,2845.0
Case00,Turning & Milling,Role 1,2012-03-13 05:11:43,2012-03-13 07:25:36,0.09701587,8033.0,0.0011047637090086937,5460.0
Case00,Turning & Milling,Role 1,2012-03-13 08:58:20,2012-03-13 11:12:21,0.09711956,8041.0,0.0011258168378844857,5564.0
Case00,Turning & Milling,Role 1,2012-03-13 12:49:37,2012-03-13 15:00:15,0.09466359,7838.0,0.001180708291940391,5836.0
Case00,Turning & Milling,Role 3,2012-03-13 16:55:32,2012-03-13 19:03:44,0.09290078,7692.0,0.0013994695618748665,6917.0
Case00,Laser Marking,Role 3,2012-03-14 03:17:26,2012-03-14 04:36:03,0.056968797,4717.0,0.005993482656776905,29622.0
Case00,Laser Marking,Role 3,2012-03-14 14:41:30,2012-03-14 15:34:03,0.03808398,3153.0,0.007350049912929535,36327.0
Case00,Laser Marking,Role 7,2012-03-15 01:44:41,2012-03-15 02:32:51,0.034904126,2890.0,0.007412976119667292,36638.0
Case00,Round Grinding,Role 7,2012-03-15 07:21:05,2012-03-15 08:26:37,0.047487333,3932.0,0.0034989947453141212,17294.0
Case00,Round Grinding,Role 7,2012-03-15 10:11:58,2012-03-15 11:38:46,0.06290136,5208.0,0.001278960146009922,6321.0
Case00,Round Grinding,Role 2,2012-03-15 12:42:24,2012-03-15 14:31:26,0.07900831,6542.0,0.0007724470924586058,3818.0
Case00,Round Grinding,Role 2,2012-03-15 15:29:31,2012-03-15 17:31:20,0.08827869,7309.0,0.0007050910498946905,3485.0
Case00,Lapping,Role 2,2012-03-15 18:13:01,2012-03-15 20:28:22,0.09808232,8121.0,0.0005061107221990824,2501.0
Case00,Turning & Milling Q.C.,Role 2,2012-03-15 21:55:47,2012-03-15 23:53:20,0.085181765,7053.0,0.0010612806072458625,5245.0
Case00,Round Grinding,Role 5,2012-03-16 01:52:19,2012-03-16 03:34:47,0.0742543,6148.0,0.0014445047127082944,7139.0
Case00,Final Inspection Q.C.,Role 3,2012-03-16 04:19:33,2012-03-16 06:12:02,0.081511125,6749.0,0.0005434113554656506,2686.0
Case00,Round Grinding,Role 5,2012-03-16 08:55:35,2012-03-16 10:08:43,0.052998494,4388.0,0.001985505223274231,9813.0
