caseid,task,role,start_timestamp,end_timestamp,dur_raw,dur,wait_raw,wait
Case00,Turning & Milling,Role 3,2012-03-13 00:47:25,2012-03-13 03:40:43,0.12558454,10398.0,0.00057556387,2845.0
Case00,Turning,Role 3,2012-03-13 09:10:58,2012-03-13 10:45:20,0.068378404,5662.0,0.00400908,19815.0
Case00,Laser Marking,Role 3,2012-03-13 16:14:47,2012-03-13 17:39:28,0.06136615,5081.0,0.0039994,19767.0
Case00,Final Inspection Q.C.,Role 2,2012-03-14 01:00:28,2012-03-14 01:58:50,0.042297114,3502.0,0.0053536743,26460.0
Case00,Final Inspection Q.C.,Role 5,2012-03-14 08:17:15,2012-03-14 09:19:10,0.044863444,3715.0,0.004593875,22705.0
Case00,Final Inspection Q.C.,Role 7,2012-03-14 14:49:15,2012-03-14 15:48:00,0.04256771,3525.0,0.004007209,19805.0
Case00,Lapping,end,2012-03-14 19:10:58,2012-03-14 20:20:01,0.05003866,4143.0,0.0024639198,12178.0
Case00,Final Inspection Q.C.,Role 2,2012-03-14 23:42:58,2012-03-15 00:58:57,0.055057913,4559.0,0.0024638334,12177.0
Case00,Turning & Milling Q.C.,end,2012-03-15 03:48:01,2012-03-15 05:10:00,0.059411045,4919.0,0.0020523584,10144.0
Case00,Final Inspection Q.C.,Role 4,2012-03-15 09:29:21,2012-03-15 10:53:08,0.0607087,5027.0,0.003148446,15561.0
Case00,Lapping,Role 12,2012-03-15 15:09:08,2012-03-15 16:34:27,0.061818007,5119.0,0.0031078518,15360.0
Case00,Final Inspection Q.C.,Role 4,2012-03-15 19:17:51,2012-03-15 20:43:05,0.06176144,5114.0,0.0019835855,9804.0
Case00,Final Inspection Q.C.,Role 4,2012-03-16 00:34:24,2012-03-16 02:07:32,0.0674933,5588.0,0.0028080945,13879.0
Case00,Laser Marking,Role 9,2012-03-16 05:33:16,2012-03-16 07:05:07,0.066557325,5511.0,0.0024974737,12344.0
Case00,Final Inspection Q.C.,Role 4,2012-03-16 09:46:12,2012-03-16 11:19:12,0.067396015,5580.0,0.0019554417,9665.0
Case00,Laser Marking,Role 4,2012-03-16 14:34:21,2012-03-16 16:07:13,0.06729175,5572.0,0.0023691156,11709.0
Case00,Round Grinding,Role 4,2012-03-16 19:11:46,2012-03-16 20:45:27,0.06788427,5621.0,0.00224043,11073.0
Case00,Final Inspection Q.C.,Role 9,2012-03-16 22:08:45,2012-03-16 23:27:24,0.056990687,4719.0,0.0010112764,4998.0
