caseid,task,role,start_timestamp,end_timestamp,dur_raw,dur,wait_raw,wait
Case00,Turning & Milling,Role 1,2012-03-13 00:47:25,2012-03-13 03:40:43,0.12558454,10398.0,0.000575563870370388,2845.0
Case00,Turning & Milling,Role 1,2012-03-13 05:11:43,2012-03-13 07:25:36,0.09701587,8033.0,0.0011047637090086937,5460.0
Case00,Turning & Milling,Role 1,2012-03-13 08:58:20,2012-03-13 11:12:21,0.09711956,8041.0,0.0011258168378844857,5564.0
Case00,Turning & Milling,Role 1,2012-03-13 12:49:37,2012-03-13 15:00:15,0.09466359,7838.0,0.001180708291940391,5836.0
Case00,Turning & Milling,Role 1,2012-03-13 16:55:32,2012-03-13 19:03:44,0.09290078,7692.0,0.0013994695618748665,6917.0
Case00,Turning & Milling,Role 3,2012-03-13 21:50:09,2012-03-13 23:56:36,0.09162475,7587.0,0.0020202200394123793,9985.0
Case00,Turning & Milling Q.C.,Role 7,2012-03-14 08:16:05,2012-03-14 09:34:11,0.056599066,4686.0,0.006063669919967651,29969.0
Case00,Flat Grinding,Role 7,2012-03-14 15:34:39,2012-03-14 16:38:02,0.0459329,3803.0,0.004375962074846029,21628.0
Case00,Lapping,Role 7,2012-03-14 21:27:37,2012-03-14 22:43:58,0.055321366,4581.0,0.0035155178047716618,17375.0
Case00,Lapping,Role 7,2012-03-15 02:07:31,2012-03-15 03:31:52,0.061129168,5061.0,0.0024709796998649836,12213.0
Case00,Round Grinding,Role 3,2012-03-15 06:11:07,2012-03-15 07:42:21,0.06611658,5474.0,0.0019333460368216038,9555.0
Case00,Round Grinding,Role 5,2012-03-15 10:21:54,2012-03-15 12:00:02,0.07111415,5888.0,0.0019369972869753838,9573.0
Case00,Lapping,Role 3,2012-03-15 12:49:05,2012-03-15 14:37:25,0.078498974,6500.0,0.0005954073276370764,2943.0
Case00,Round Grinding,Role 3,2012-03-15 17:46:44,2012-03-15 19:05:53,0.05735484,4749.0,0.0022982717491686344,11359.0
Case00,Round Grinding,Role 3,2012-03-15 21:33:01,2012-03-15 22:53:07,0.058049053,4806.0,0.0017861176747828722,8828.0
Case00,Round Grinding,Role 3,2012-03-16 01:14:30,2012-03-16 02:34:48,0.058182776,4818.0,0.0017162610311061144,8483.0
Case00,Round Grinding,Role 3,2012-03-16 05:06:55,2012-03-16 06:28:40,0.05923868,4905.0,0.0018466751789674163,9127.0
