caseid,timestamp
Case1,2016-05-18 22:39:15
Case2,2016-05-18 23:39:47
Case3,2016-05-19 00:29:36
Case4,2016-05-19 01:41:21
Case5,2016-05-19 02:24:01
Case6,2016-05-19 07:24:38
Case7,2016-05-19 12:29:26
Case8,2016-05-19 13:24:20
Case9,2016-05-19 17:28:52
Case10,2016-05-19 19:26:09
Case11,2016-05-19 20:04:12
Case12,2016-05-19 21:44:00
Case13,2016-05-19 22:18:52
Case14,2016-05-19 23:15:44
Case15,2016-05-19 23:56:26
Case16,2016-05-20 01:54:41
Case17,2016-05-20 04:19:58
Case18,2016-05-20 05:01:18
Case19,2016-05-20 07:38:44
Case20,2016-05-20 09:32:54
Case21,2016-05-20 10:13:15
Case22,2016-05-20 13:28:18
Case23,2016-05-20 15:44:31
Case24,2016-05-20 16:43:21
Case25,2016-05-20 17:09:48
Case26,2016-05-20 18:49:31
Case27,2016-05-20 19:53:12
Case28,2016-05-20 20:20:14
Case29,2016-05-20 21:28:15
Case30,2016-05-20 23:19:50
Case31,2016-05-21 00:52:22
Case32,2016-05-21 14:03:41
Case33,2016-05-21 19:23:13
Case34,2016-05-21 22:58:13
Case35,2016-05-22 04:10:33
Case36,2016-05-22 12:45:04
Case37,2016-05-22 12:59:43
Case38,2016-05-22 14:15:52
Case39,2016-05-22 16:38:17
Case40,2016-05-22 17:20:00
Case41,2016-05-22 19:31:36
Case42,2016-05-22 22:44:07
Case43,2016-05-23 00:29:04
Case44,2016-05-23 01:25:29
Case45,2016-05-23 04:22:03
Case46,2016-05-23 06:59:17
Case47,2016-05-23 09:14:16
Case48,2016-05-23 14:34:42
Case49,2016-05-23 15:15:21
Case50,2016-05-23 20:34:49
Case51,2016-05-23 23:57:45
Case52,2016-05-24 01:55:35
Case53,2016-05-24 02:22:33
Case54,2016-05-24 03:23:03
Case55,2016-05-24 10:51:47
Case56,2016-05-24 11:37:42
Case57,2016-05-24 14:39:09
Case58,2016-05-24 15:59:13
Case59,2016-05-24 17:26:27
Case60,2016-05-24 18:00:05
Case61,2016-05-24 20:20:23
Case62,2016-05-25 00:06:24
Case63,2016-05-25 01:34:55
Case64,2016-05-25 04:21:52
Case65,2016-05-25 09:29:35
Case66,2016-05-25 11:47:34
Case67,2016-05-25 12:51:06
Case68,2016-05-25 17:53:38
Case69,2016-05-25 18:07:39
Case70,2016-05-25 19:53:36
Case71,2016-05-25 20:31:02
Case72,2016-05-25 21:49:38
Case73,2016-05-25 22:25:56
Case74,2016-05-25 22:45:32
Case75,2016-05-26 00:26:53
Case76,2016-05-26 04:52:27
Case77,2016-05-26 05:41:13
Case78,2016-05-26 06:36:33
Case79,2016-05-26 07:55:26
Case80,2016-05-26 08:11:33
Case81,2016-05-26 12:55:46
Case82,2016-05-26 13:52:59
Case83,2016-05-26 16:52:05
Case84,2016-05-26 17:21:31
