caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2020-08-17 14:00:26.766,2020-08-17 14:00:26.766
Case000,A,Role 5,2020-08-17 14:01:05.766,2020-08-17 14:06:32.766
Case000,B,Role 5,2020-08-17 14:23:34.766,2020-08-17 14:27:06.766
Case000,E,Role 5,2020-08-17 14:54:21.766,2020-08-17 14:55:49.766
Case000,F,Role 5,2020-08-17 14:55:49.766,2020-08-17 14:56:57.766
Case000,C,Role 5,2020-08-17 14:56:57.766,2020-08-17 14:59:19.766
Case000,D,Role 5,2020-08-17 14:59:19.766,2020-08-17 15:04:07.766
Case000,H,Role 5,2020-08-17 15:04:07.766,2020-08-17 15:10:26.766
Case000,G,Role 5,2020-08-17 15:10:26.766,2020-08-17 15:13:03.766
Case000,I,Role 5,2020-08-17 16:44:45.766,2020-08-17 16:47:49.766
Case000,J,Role 5,2020-08-17 17:43:20.766,2020-08-17 17:51:28.766
Case000,K,Role 5,2020-08-17 19:06:04.766,2020-08-17 19:06:58.766
Case000,O,Role 5,2020-08-17 20:10:56.766,2020-08-17 20:18:40.766
Case000,BB,Role 3,2020-08-17 20:19:38.766,2020-08-17 20:25:16.766
Case000,M,Role 5,2020-08-17 20:25:23.766,2020-08-17 21:03:52.766
Case000,CC,Role 3,2020-08-17 21:03:52.766,2020-08-17 21:18:10.766
Case000,Y,Role 1,2020-08-17 21:18:18.766,2020-08-17 21:41:08.766
Case000,Z,Role 3,2020-08-17 21:41:08.766,2020-08-17 22:00:16.766
Case000,Z,Role 4,2020-08-17 22:00:25.766,2020-08-17 22:12:48.766
Case000,DD,Role 4,2020-08-17 22:15:50.766,2020-08-17 22:28:23.766
Case000,R,Role 2,2020-08-17 22:28:23.766,2020-08-17 23:44:54.766
Case000,S,Role 2,2020-08-17 23:44:54.766,2020-08-17 23:49:09.766
Case000,T,Role 2,2020-08-17 23:49:09.766,2020-08-17 23:53:22.766
Case000,I,end,2020-08-17 23:53:22.766,2020-08-17 23:54:08.766
Case000,J,Role 5,2020-08-17 23:54:58.766,2020-08-18 00:05:37.766
Case000,K,Role 5,2020-08-18 00:06:33.766,2020-08-18 00:08:48.766
Case000,M,Role 5,2020-08-18 00:08:48.766,2020-08-18 00:15:39.766
Case000,U,Role 1,2020-08-18 00:15:39.766,2020-08-18 00:20:57.766
Case000,V,Role 5,2020-08-18 00:20:57.766,2020-08-18 00:50:06.766
Case000,X,Role 1,2020-08-18 00:50:06.766,2020-08-18 00:54:49.766
Case000,Y,Role 2,2020-08-18 00:54:49.766,2020-08-18 01:27:56.766
Case000,Y,Role 2,2020-08-18 01:27:57.766,2020-08-18 01:32:44.766
Case000,T,Role 2,2020-08-18 01:32:49.766,2020-08-18 01:39:10.766
Case000,I,end,2020-08-18 01:39:10.766,2020-08-18 01:40:15.766
Case000,J,Role 5,2020-08-18 01:40:15.766,2020-08-18 01:49:18.766
Case000,K,Role 5,2020-08-18 01:49:18.766,2020-08-18 01:51:33.766
Case000,M,Role 5,2020-08-18 01:51:33.766,2020-08-18 01:56:51.766
Case000,L,Role 1,2020-08-18 01:56:51.766,2020-08-18 02:01:11.766
