caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2020-08-17 14:00:26.766,2020-08-17 14:00:26.766
Case000,A,Role 5,2020-08-17 14:01:05.766,2020-08-17 14:06:32.766
Case000,B,Role 5,2020-08-17 14:23:34.766,2020-08-17 14:27:06.766
Case000,E,Role 5,2020-08-17 14:54:21.766,2020-08-17 14:55:49.766
Case000,F,Role 5,2020-08-17 14:55:49.766,2020-08-17 14:56:57.766
Case000,C,Role 5,2020-08-17 14:56:57.766,2020-08-17 14:59:19.766
Case000,D,Role 5,2020-08-17 14:59:19.766,2020-08-17 15:04:07.766
Case000,H,Role 5,2020-08-17 15:04:07.766,2020-08-17 15:10:26.766
Case000,G,Role 5,2020-08-17 15:10:26.766,2020-08-17 15:13:03.766
Case000,I,Role 5,2020-08-17 16:44:45.766,2020-08-17 16:47:49.766
Case000,J,Role 5,2020-08-17 17:43:20.766,2020-08-17 17:51:28.766
Case000,K,Role 5,2020-08-17 19:06:04.766,2020-08-17 19:06:58.766
Case000,O,Role 5,2020-08-17 20:10:56.766,2020-08-17 20:18:40.766
Case000,N,Role 3,2020-08-17 20:19:38.766,2020-08-17 20:25:16.766
Case000,BB,Role 3,2020-08-17 20:25:35.766,2020-08-17 20:55:58.766
Case000,DD,Role 3,2020-08-17 20:55:58.766,2020-08-17 21:13:03.766
Case000,R,Role 2,2020-08-17 21:13:03.766,2020-08-17 21:49:20.766
Case000,S,Role 2,2020-08-17 21:49:20.766,2020-08-17 21:54:20.766
Case000,T,Role 2,2020-08-17 21:54:20.766,2020-08-17 21:58:02.766
Case000,end,Role 5,2020-08-17 21:58:02.766,2020-08-17 21:58:12.766
Case001,start,start,2020-08-17 21:58:02.766,2020-08-17 21:58:02.766
Case001,A,Role 5,2020-08-17 22:01:25.766,2020-08-17 22:06:25.766
Case001,B,Role 5,2020-08-17 22:32:10.766,2020-08-17 22:35:18.766
Case001,E,Role 5,2020-08-17 23:08:34.766,2020-08-17 23:09:53.766
Case001,F,Role 5,2020-08-17 23:09:55.766,2020-08-17 23:11:05.766
Case001,C,Role 5,2020-08-17 23:11:05.766,2020-08-17 23:13:39.766
Case001,D,Role 5,2020-08-17 23:13:39.766,2020-08-17 23:18:41.766
Case001,H,Role 5,2020-08-17 23:18:41.766,2020-08-17 23:24:29.766
Case001,G,Role 5,2020-08-17 23:24:29.766,2020-08-17 23:26:37.766
Case001,I,Role 5,2020-08-18 01:01:43.766,2020-08-18 01:05:35.766
Case001,J,Role 5,2020-08-18 01:37:07.766,2020-08-18 01:45:37.766
Case001,K,Role 5,2020-08-18 02:18:55.766,2020-08-18 02:20:10.766
Case001,O,Role 5,2020-08-18 02:42:57.766,2020-08-18 02:51:14.766
Case001,BB,Role 3,2020-08-18 02:51:14.766,2020-08-18 02:57:18.766
Case001,CC,Role 3,2020-08-18 02:57:18.766,2020-08-18 03:25:31.766
Case001,DD,Role 3,2020-08-18 03:25:31.766,2020-08-18 03:36:39.766
Case001,R,Role 2,2020-08-18 03:37:13.766,2020-08-18 04:37:44.766
Case001,S,Role 2,2020-08-18 04:37:44.766,2020-08-18 04:42:32.766
