caseid,task,role,start_timestamp,end_timestamp
Case000,start,start,2020-08-17 14:00:26.766,2020-08-17 14:00:26.766
Case000,A,Role 5,2020-08-17 14:01:05.766,2020-08-17 14:06:32.766
Case000,B,Role 5,2020-08-17 14:23:34.766,2020-08-17 14:27:06.766
Case000,E,Role 5,2020-08-17 14:54:21.766,2020-08-17 14:55:49.766
Case000,F,Role 5,2020-08-17 14:55:49.766,2020-08-17 14:56:57.766
Case000,C,Role 5,2020-08-17 14:56:57.766,2020-08-17 14:59:19.766
Case000,D,Role 5,2020-08-17 14:59:19.766,2020-08-17 15:04:07.766
Case000,H,Role 5,2020-08-17 15:04:07.766,2020-08-17 15:10:26.766
Case000,G,Role 5,2020-08-17 15:10:26.766,2020-08-17 15:13:03.766
Case000,I,Role 5,2020-08-17 16:44:45.766,2020-08-17 16:47:49.766
Case000,J,Role 5,2020-08-17 17:43:20.766,2020-08-17 17:51:28.766
Case000,K,Role 5,2020-08-17 19:06:04.766,2020-08-17 19:06:58.766
Case000,M,Role 5,2020-08-17 20:10:56.766,2020-08-17 20:18:40.766
Case000,U,Role 1,2020-08-17 20:18:40.766,2020-08-17 20:26:00.766
Case000,V,Role 5,2020-08-17 20:26:00.766,2020-08-17 21:18:50.766
Case000,X,Role 1,2020-08-17 21:18:50.766,2020-08-17 21:26:14.766
Case000,Y,Role 2,2020-08-17 21:26:24.766,2020-08-17 22:14:50.766
Case000,S,Role 2,2020-08-17 22:14:50.766,2020-08-17 22:21:38.766
Case000,T,Role 2,2020-08-17 22:21:38.766,2020-08-17 22:25:34.766
Case000,end,end,2020-08-17 22:25:34.766,2020-08-17 22:26:18.766
Case001,start,start,2020-08-17 22:25:34.766,2020-08-17 22:25:34.766
Case001,A,Role 5,2020-08-17 22:29:08.766,2020-08-17 22:34:06.766
Case001,B,Role 5,2020-08-17 23:00:25.766,2020-08-17 23:03:32.766
Case001,E,Role 5,2020-08-17 23:37:13.766,2020-08-17 23:38:32.766
Case001,F,Role 5,2020-08-17 23:38:35.766,2020-08-17 23:39:45.766
Case001,C,Role 5,2020-08-17 23:39:45.766,2020-08-17 23:42:19.766
Case001,D,Role 5,2020-08-17 23:42:19.766,2020-08-17 23:47:22.766
Case001,H,Role 5,2020-08-17 23:47:22.766,2020-08-17 23:53:09.766
Case001,G,Role 5,2020-08-17 23:53:09.766,2020-08-17 23:55:16.766
Case001,I,Role 5,2020-08-18 01:30:28.766,2020-08-18 01:34:23.766
Case001,J,Role 5,2020-08-18 02:06:18.766,2020-08-18 02:14:48.766
Case001,K,Role 5,2020-08-18 02:48:46.766,2020-08-18 02:50:01.766
Case001,N,Role 5,2020-08-18 03:13:22.766,2020-08-18 03:21:40.766
Case001,Y,Role 4,2020-08-18 03:21:40.766,2020-08-18 03:28:47.766
Case001,Z,Role 4,2020-08-18 03:28:47.766,2020-08-18 05:01:27.766
Case001,AA,Role 4,2020-08-18 05:01:27.766,2020-08-18 05:08:43.766
Case001,R,Role 2,2020-08-18 05:09:43.766,2020-08-18 06:48:25.766
Case001,S,Role 2,2020-08-18 06:48:33.766,2020-08-18 06:52:01.766
