caseid,timestamp
Case1,2019-05-14 09:35:35
Case2,2019-05-14 09:42:25
Case3,2019-05-14 09:48:10
Case4,2019-05-14 09:50:02
Case5,2019-05-14 09:50:53
Case6,2019-05-14 09:52:27
Case7,2019-05-14 09:54:29
Case8,2019-05-14 09:55:14
Case9,2019-05-14 10:02:50
Case10,2019-05-14 10:05:19
Case11,2019-05-14 10:08:16
Case12,2019-05-14 10:13:55
Case13,2019-05-14 10:15:11
Case14,2019-05-14 10:17:09
Case15,2019-05-14 10:19:02
Case16,2019-05-14 10:22:47
Case17,2019-05-14 10:23:08
Case18,2019-05-14 10:27:50
Case19,2019-05-14 10:28:53
Case20,2019-05-14 10:37:34
Case21,2019-05-14 10:38:47
Case22,2019-05-14 10:41:45
Case23,2019-05-14 10:44:31
Case24,2019-05-14 10:45:02
Case25,2019-05-14 10:53:35
Case26,2019-05-14 10:53:36
Case27,2019-05-14 11:02:08
Case28,2019-05-14 11:07:50
Case29,2019-05-14 11:11:09
Case30,2019-05-14 11:11:23
Case31,2019-05-14 11:11:23
Case32,2019-05-14 11:19:27
Case33,2019-05-14 11:20:33
Case34,2019-05-14 11:20:53
Case35,2019-05-14 11:25:20
Case36,2019-05-14 11:26:59
Case37,2019-05-14 11:30:28
Case38,2019-05-14 11:33:39
Case39,2019-05-14 11:44:31
Case40,2019-05-14 11:46:54
Case41,2019-05-14 11:58:14
Case42,2019-05-14 12:01:56
Case43,2019-05-14 12:02:32
Case44,2019-05-14 12:08:52
Case45,2019-05-14 12:08:54
Case46,2019-05-14 12:09:57
Case47,2019-05-14 12:15:32
Case48,2019-05-14 12:16:48
Case49,2019-05-14 12:17:03
Case50,2019-05-14 12:24:10
Case51,2019-05-14 12:25:41
Case52,2019-05-14 12:37:55
Case53,2019-05-14 12:38:24
Case54,2019-05-14 12:47:51
Case55,2019-05-14 12:49:34
Case56,2019-05-14 12:52:46
Case57,2019-05-14 12:53:00
Case58,2019-05-14 12:54:43
Case59,2019-05-14 13:01:40
Case60,2019-05-14 13:04:04
Case61,2019-05-14 13:05:04
Case62,2019-05-14 13:11:27
Case63,2019-05-14 13:13:52
Case64,2019-05-14 13:24:01
Case65,2019-05-14 13:29:39
Case66,2019-05-14 13:30:22
Case67,2019-05-14 13:31:59
Case68,2019-05-14 13:37:56
Case69,2019-05-14 13:38:48
Case70,2019-05-14 13:40:26
Case71,2019-05-14 13:46:30
Case72,2019-05-14 13:47:23
Case73,2019-05-14 13:49:22
Case74,2019-05-14 13:57:31
Case75,2019-05-14 14:01:12
Case76,2019-05-14 14:03:36
Case77,2019-05-14 14:07:05
Case78,2019-05-14 14:19:54
Case79,2019-05-14 14:21:09
Case80,2019-05-14 14:29:13
Case81,2019-05-14 14:31:38
Case82,2019-05-14 14:32:02
Case83,2019-05-14 14:33:59
Case84,2019-05-14 14:35:14
Case85,2019-05-14 14:35:46
Case86,2019-05-14 14:43:59
Case87,2019-05-14 14:48:29
Case88,2019-05-14 15:07:22
Case89,2019-05-14 15:07:28
Case90,2019-05-14 15:13:27
Case91,2019-05-14 15:14:38
Case92,2019-05-14 15:16:13
Case93,2019-05-14 15:17:10
Case94,2019-05-14 15:18:08
Case95,2019-05-14 15:22:54
Case96,2019-05-14 15:27:45
Case97,2019-05-14 15:29:57
Case98,2019-05-14 15:37:49
Case99,2019-05-14 15:43:11
Case100,2019-05-14 15:45:46
Case101,2019-05-14 15:47:11
Case102,2019-05-14 15:47:46
Case103,2019-05-14 15:49:58
Case104,2019-05-14 15:50:46
Case105,2019-05-14 15:52:36
Case106,2019-05-14 15:53:52
Case107,2019-05-14 15:55:20
Case108,2019-05-14 16:04:17
Case109,2019-05-14 16:10:27
Case110,2019-05-14 16:15:39
Case111,2019-05-14 16:20:18
Case112,2019-05-14 16:23:46
Case113,2019-05-14 16:26:04
Case114,2019-05-14 16:28:45
Case115,2019-05-14 16:33:48
Case116,2019-05-14 16:37:00
Case117,2019-05-14 16:38:49
Case118,2019-05-14 16:41:09
Case119,2019-05-14 16:41:53
Case120,2019-05-14 16:44:00
Case121,2019-05-14 16:44:46
Case122,2019-05-14 16:51:01
Case123,2019-05-14 16:52:30
Case124,2019-05-14 16:57:18
Case125,2019-05-14 16:57:43
Case126,2019-05-14 17:01:06
Case127,2019-05-14 17:01:59
Case128,2019-05-14 17:02:10
Case129,2019-05-14 17:03:21
Case130,2019-05-14 17:11:16
Case131,2019-05-14 17:12:46
Case132,2019-05-14 17:14:02
Case133,2019-05-14 17:19:53
Case134,2019-05-14 17:22:40
Case135,2019-05-14 17:28:36
Case136,2019-05-14 17:29:01
Case137,2019-05-14 17:30:54
Case138,2019-05-14 17:31:09
Case139,2019-05-14 17:33:25
Case140,2019-05-14 17:34:48
Case141,2019-05-14 17:35:08
Case142,2019-05-14 17:39:30
Case143,2019-05-14 17:43:03
Case144,2019-05-14 17:46:08
Case145,2019-05-14 17:47:12
Case146,2019-05-14 17:49:47
Case147,2019-05-14 17:51:51
Case148,2019-05-14 17:52:41
Case149,2019-05-14 17:55:33
Case150,2019-05-14 17:59:25
Case151,2019-05-14 18:01:03
Case152,2019-05-14 18:10:10
Case153,2019-05-14 18:12:55
Case154,2019-05-14 18:18:17
Case155,2019-05-14 18:21:57
Case156,2019-05-14 18:23:28
Case157,2019-05-14 18:31:17
Case158,2019-05-14 18:32:04
Case159,2019-05-14 18:36:05
Case160,2019-05-14 18:37:40
Case161,2019-05-14 18:38:00
Case162,2019-05-14 18:43:31
Case163,2019-05-14 18:44:15
Case164,2019-05-14 18:46:51
Case165,2019-05-14 18:46:54
Case166,2019-05-14 18:49:11
Case167,2019-05-14 18:50:25
Case168,2019-05-14 18:53:49
Case169,2019-05-14 18:57:43
Case170,2019-05-14 18:59:03
Case171,2019-05-14 19:02:21
Case172,2019-05-14 19:15:57
Case173,2019-05-14 19:16:32
Case174,2019-05-14 19:17:08
Case175,2019-05-14 19:18:23
Case176,2019-05-14 19:19:39
Case177,2019-05-14 19:30:12
Case178,2019-05-14 19:36:22
Case179,2019-05-14 19:46:07
Case180,2019-05-14 19:59:24
Case181,2019-05-14 20:12:48
Case182,2019-05-14 20:26:53
Case183,2019-05-14 20:45:10
Case184,2019-05-14 21:20:45
Case185,2019-05-14 21:42:12
Case186,2019-05-14 21:50:50
Case187,2019-05-14 21:53:25
