caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case1,W_Completeren aanvraag,res_0230a635-f272-4efa-86d2-9f535098e871,Role 1,2012-02-13 20:44:37,290,1,0.0,2012-02-13 20:41:48
Case4,W_Afhandelen leads,res_692be194-293d-42f0-8cb5-1e952038d156,Role 1,2012-02-13 21:07:43,291,1,0.0,2012-02-13 21:04:52
Case2,W_Afhandelen leads,res_07ff1a11-a62e-4d5e-a4a2-b71084ddffab,Role 1,2012-02-13 21:32:08,292,1,0.0,2012-02-13 21:29:17
Case3,W_Completeren aanvraag,res_07ff1a11-a62e-4d5e-a4a2-b71084ddffab,Role 1,2012-02-13 21:34:13,293,1,0.030303030303030304,2012-02-13 21:31:23
Case5,W_Completeren aanvraag,res_6ffebfe2-6a65-4f62-8486-ac89a94d3b52,Role 1,2012-02-13 22:11:04,294,1,0.0,2012-02-13 22:08:15
Case6,W_Beoordelen fraude,res_600f916c-b117-4e4b-8c66-b910d97a0fe6,Role 6,2012-02-13 22:16:15,295,0,0.0,2012-02-13 22:13:23
Case4,W_Completeren aanvraag,res_7f81f03d-b0b3-4391-b74e-a82b279e7408,Role 1,2012-02-13 22:20:05,295,1,0.0,2012-02-13 22:17:30
Case7,W_Completeren aanvraag,res_94c83584-fbed-4f5b-905b-56c5b085681c,Role 1,2012-02-13 22:43:24,296,1,0.0,2012-02-13 22:40:35
Case2,W_Completeren aanvraag,res_94c83584-fbed-4f5b-905b-56c5b085681c,Role 1,2012-02-13 22:43:34,296,2,0.030303030303030304,2012-02-13 22:41:01
Case9,W_Afhandelen leads,res_692be194-293d-42f0-8cb5-1e952038d156,Role 1,2012-02-13 22:51:46,297,1,0.0,2012-02-13 22:48:55
Case10,W_Completeren aanvraag,res_07af85b3-be28-4e3d-bc8a-b0ad9091906a,Role 1,2012-02-13 23:00:32,298,1,0.0,2012-02-13 22:57:43
Case6,W_Afhandelen leads,res_600f916c-b117-4e4b-8c66-b910d97a0fe6,Role 1,2012-02-13 23:19:34,298,1,0.0,2012-02-13 23:17:05
