caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case2,W_Beoordelen fraude,res_27876ccd-4ee2-4bec-a98d-84311776aa8e,Role 6,2012-02-13 20:46:22,290,0,0.0,2012-02-13 20:43:30
Case3,W_Beoordelen fraude,res_27876ccd-4ee2-4bec-a98d-84311776aa8e,Role 6,2012-02-13 21:11:00,291,0,0.0,2012-02-13 21:08:08
Case1,W_Beoordelen fraude,res_27876ccd-4ee2-4bec-a98d-84311776aa8e,Role 6,2012-02-13 21:11:54,292,1,1.0,2012-02-13 21:09:07
Case6,W_Beoordelen fraude,res_0a2ef184-6728-40f4-a9e3-e28468e20d91,Role 6,2012-02-13 21:47:18,293,0,0.0,2012-02-13 21:44:26
Case3,W_Afhandelen leads,res_0a2ef184-6728-40f4-a9e3-e28468e20d91,Role 1,2012-02-13 21:48:51,293,1,0.0,2012-02-13 21:46:21
Case2,W_Afhandelen leads,res_0a2ef184-6728-40f4-a9e3-e28468e20d91,Role 1,2012-02-13 21:49:40,293,2,0.030303030303030304,2012-02-13 21:47:09
Case5,W_Afhandelen leads,res_0a2ef184-6728-40f4-a9e3-e28468e20d91,Role 1,2012-02-13 22:08:19,293,1,0.0,2012-02-13 22:05:28
Case1,W_Afhandelen leads,res_0fc2d24b-72a9-4b0e-af43-529fcf8bc915,Role 1,2012-02-13 22:15:01,293,1,0.0,2012-02-13 22:12:42
Case4,W_Beoordelen fraude,res_27876ccd-4ee2-4bec-a98d-84311776aa8e,Role 6,2012-02-13 22:34:52,293,0,0.0,2012-02-13 22:32:00
Case8,W_Completeren aanvraag,res_8869707c-8641-4ac6-bfd9-d47eb11f501c,Role 1,2012-02-13 22:42:26,294,1,0.0,2012-02-13 22:39:37
Case9,W_Afhandelen leads,res_76e16058-a511-49d8-a173-6bb79f479e6a,Role 1,2012-02-13 22:48:45,295,1,0.0,2012-02-13 22:45:54
Case6,W_Afhandelen leads,res_76e16058-a511-49d8-a173-6bb79f479e6a,Role 1,2012-02-13 22:50:37,295,2,0.030303030303030304,2012-02-13 22:48:07
Case10,W_Afhandelen leads,res_76e16058-a511-49d8-a173-6bb79f479e6a,Role 1,2012-02-13 22:51:29,296,3,0.06060606060606061,2012-02-13 22:48:42
Case11,W_Afhandelen leads,res_600900cc-907a-4946-a70a-d13985b85458,Role 1,2012-02-13 22:57:31,296,1,0.0,2012-02-13 22:54:40
Case7,W_Completeren aanvraag,res_fe73bcb4-4158-4e5a-9b71-d1131ebece20,Role 1,2012-02-13 23:17:13,297,1,0.0,2012-02-13 23:14:25
Case5,W_Completeren aanvraag,res_c6a81f2a-40dd-4d2f-a6ec-9d28271c3cd3,Role 1,2012-02-13 23:20:45,297,1,0.0,2012-02-13 23:18:11
Case4,W_Afhandelen leads,res_77d15214-d3e5-4437-b1bc-947b88edcb60,Role 1,2012-02-13 23:38:10,297,1,0.0,2012-02-13 23:35:41
Case12,W_Beoordelen fraude,res_27876ccd-4ee2-4bec-a98d-84311776aa8e,Role 6,2012-02-13 23:47:11,297,0,0.0,2012-02-13 23:44:19
Case8,W_Completeren aanvraag,res_a7f737e8-dfc8-401c-8f8f-8f27b590014b,Role 1,2012-02-13 23:54:53,297,1,0.0,2012-02-13 23:52:21
Case10,W_Completeren aanvraag,res_0fc2d24b-72a9-4b0e-af43-529fcf8bc915,Role 1,2012-02-14 00:04:00,297,1,0.0,2012-02-14 00:01:26
Case11,W_Completeren aanvraag,res_77d15214-d3e5-4437-b1bc-947b88edcb60,Role 1,2012-02-14 00:10:06,297,1,0.0,2012-02-14 00:07:30
Case6,W_Completeren aanvraag,res_c6a81f2a-40dd-4d2f-a6ec-9d28271c3cd3,Role 1,2012-02-14 00:19:33,297,1,0.0,2012-02-14 00:17:06
Case7,W_Completeren aanvraag,res_027306a2-5f5e-4df7-9485-19f04daa8016,Role 1,2012-02-14 00:29:50,297,1,0.0,2012-02-14 00:27:15
Case12,W_Afhandelen leads,res_28111d6a-77ea-4a13-9ddc-18980b4ba784,Role 1,2012-02-14 00:50:40,297,1,0.0,2012-02-14 00:48:02
Case5,W_Completeren aanvraag,res_0a2ef184-6728-40f4-a9e3-e28468e20d91,Role 1,2012-02-14 01:17:20,297,1,0.0,2012-02-14 01:14:53
Case16,W_Beoordelen fraude,res_27876ccd-4ee2-4bec-a98d-84311776aa8e,Role 6,2012-02-14 01:48:08,298,0,0.0,2012-02-14 01:45:18
Case8,W_Completeren aanvraag,res_4a256940-a9cf-4813-8c4c-6de0140408cb,Role 1,2012-02-14 01:51:31,298,1,0.0,2012-02-14 01:49:05
Case12,W_Completeren aanvraag,res_615ae35e-bcfb-4e9b-866c-7ba4ebcc0bd1,Role 1,2012-02-14 02:08:42,298,1,0.0,2012-02-14 02:06:13
Case15,W_Completeren aanvraag,res_117c0a3e-3487-4cbb-a234-bc46d0cf6d67,Role 1,2012-02-14 02:14:42,299,1,0.0,2012-02-14 02:11:52
