caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case1,W_Afhandelen leads,res_5980057f-1793-432c-bfe9-f635ae6d475b,Role 1,2012-02-13 20:55:54,290,1,0.0,2012-02-13 20:53:03
Case2,W_Afhandelen leads,res_ba520fe6-11a7-4680-9850-48abd0a557a6,Role 1,2012-02-13 21:12:06,291,1,0.0,2012-02-13 21:09:15
Case4,W_Completeren aanvraag,res_0766a5fb-be21-40dd-8b61-1725afda1a5a,Role 1,2012-02-13 21:50:37,291,1,0.0,2012-02-13 21:47:48
Case6,W_Completeren aanvraag,res_d6a2cadf-524b-4442-9dd4-9d9aceb39943,Role 1,2012-02-13 22:05:03,292,1,0.0,2012-02-13 22:02:14
Case1,W_Completeren aanvraag,res_6b9ec1ae-446b-4b2f-8201-9d7680ea6088,Role 1,2012-02-13 22:08:14,292,1,0.0,2012-02-13 22:05:39
Case3,W_Afhandelen leads,res_c430c424-bf03-440c-9e67-8d60b9f7420d,Role 1,2012-02-13 22:14:15,293,1,0.0,2012-02-13 22:11:24
Case7,W_Beoordelen fraude,res_fcd4a1da-aefd-4ff9-96da-acdef4696b61,Role 6,2012-02-13 22:19:47,294,0,0.0,2012-02-13 22:16:55
Case5,W_Afhandelen leads,res_efdf03ee-8f74-4b88-932a-64001f07dc4b,Role 1,2012-02-13 22:25:33,295,1,0.0,2012-02-13 22:22:42
Case9,W_Beoordelen fraude,res_fcd4a1da-aefd-4ff9-96da-acdef4696b61,Role 6,2012-02-13 22:53:27,295,0,0.0,2012-02-13 22:50:35
Case4,W_Completeren aanvraag,res_d694b6e5-8661-4e4d-98ad-19568ec001a7,Role 1,2012-02-13 23:02:57,295,1,0.0,2012-02-13 23:00:24
Case8,W_Completeren aanvraag,res_efdf03ee-8f74-4b88-932a-64001f07dc4b,Role 1,2012-02-13 23:14:23,296,1,0.0,2012-02-13 23:11:35
Case6,W_Completeren aanvraag,res_d694b6e5-8661-4e4d-98ad-19568ec001a7,Role 1,2012-02-13 23:17:26,296,1,0.0,2012-02-13 23:14:53
Case7,W_Afhandelen leads,res_a1b205e5-f14f-4221-9d96-25a9cc10026b,Role 1,2012-02-13 23:23:05,296,1,0.0,2012-02-13 23:20:36
Case3,W_Completeren aanvraag,res_b9f2bf93-3eac-4f8c-807e-563db2ff4b00,Role 1,2012-02-13 23:26:41,296,1,0.0,2012-02-13 23:24:07
Case9,W_Afhandelen leads,res_5980057f-1793-432c-bfe9-f635ae6d475b,Role 1,2012-02-13 23:56:45,296,1,0.0,2012-02-13 23:54:17
Case1,W_Completeren aanvraag,res_6a01efb6-5d46-4bf1-805b-50af0449a709,Role 1,2012-02-14 00:04:10,295,1,0.0,2012-02-14 00:01:42
Case7,W_Completeren aanvraag,res_7169a3fe-0b8b-4026-be75-fd54e277b82c,Role 1,2012-02-14 00:54:38,295,1,0.0,2012-02-14 00:52:11
Case4,W_Completeren aanvraag,res_979799e7-cd15-460c-a6ff-daf47c164498,Role 1,2012-02-14 00:59:11,295,1,0.0,2012-02-14 00:56:45
Case8,W_Nabellen offertes,res_efdf03ee-8f74-4b88-932a-64001f07dc4b,Role 1,2012-02-14 01:59:05,295,0,0.0,2012-02-14 01:56:35
Case10,W_Beoordelen fraude,res_fcd4a1da-aefd-4ff9-96da-acdef4696b61,Role 6,2012-02-14 03:44:52,296,0,0.0,2012-02-14 03:42:02
Case10,W_Afhandelen leads,res_acef9a23-cd78-4b53-b641-4ef34ce56630,Role 1,2012-02-14 04:22:07,296,1,0.0,2012-02-14 04:19:30
Case11,W_Afhandelen leads,res_b2714e9b-0578-428f-8d59-78acb4fbd060,Role 1,2012-02-14 04:32:23,296,1,0.0,2012-02-14 04:29:32
Case12,W_Beoordelen fraude,res_fcd4a1da-aefd-4ff9-96da-acdef4696b61,Role 6,2012-02-14 04:46:25,296,0,0.0,2012-02-14 04:43:35
Case12,W_Afhandelen leads,res_9673e8e5-e885-48ef-91fa-59b190ec1dcd,Role 1,2012-02-14 05:23:39,296,1,0.0,2012-02-14 05:21:03
Case14,W_Completeren aanvraag,res_efdf03ee-8f74-4b88-932a-64001f07dc4b,Role 1,2012-02-14 06:01:17,296,1,0.0,2012-02-14 05:58:28
Case15,W_Afhandelen leads,res_acef9a23-cd78-4b53-b641-4ef34ce56630,Role 1,2012-02-14 06:15:24,297,1,0.0,2012-02-14 06:12:33
Case13,W_Beoordelen fraude,res_fcd4a1da-aefd-4ff9-96da-acdef4696b61,Role 6,2012-02-14 06:25:40,298,0,0.0,2012-02-14 06:22:50
Case16,W_Afhandelen leads,res_f1d7eca0-9039-4fcc-a847-3f0175997ef7,Role 1,2012-02-14 07:01:29,299,1,0.0,2012-02-14 06:58:38
Case13,W_Afhandelen leads,res_f1d7eca0-9039-4fcc-a847-3f0175997ef7,Role 1,2012-02-14 07:02:54,299,2,0.030303030303030304,2012-02-14 07:00:19
Case15,W_Completeren aanvraag,res_7169a3fe-0b8b-4026-be75-fd54e277b82c,Role 1,2012-02-14 07:13:41,297,1,0.0,2012-02-14 07:11:05
Case17,W_Beoordelen fraude,res_fcd4a1da-aefd-4ff9-96da-acdef4696b61,Role 6,2012-02-14 08:42:40,298,0,0.0,2012-02-14 08:39:49
Case18,W_Beoordelen fraude,res_fcd4a1da-aefd-4ff9-96da-acdef4696b61,Role 6,2012-02-14 08:46:34,299,0,0.0,2012-02-14 08:43:43
Case17,W_Afhandelen leads,res_a1b205e5-f14f-4221-9d96-25a9cc10026b,Role 1,2012-02-14 09:19:52,299,1,0.0,2012-02-14 09:17:19
Case18,W_Afhandelen leads,res_979799e7-cd15-460c-a6ff-daf47c164498,Role 1,2012-02-14 09:23:47,298,1,0.0,2012-02-14 09:21:14
Case22,W_Afhandelen leads,res_c3219e43-367b-485e-9e60-3c2436a354e1,Role 1,2012-02-14 09:49:42,298,1,0.0,2012-02-14 09:46:52
Case23,W_Afhandelen leads,res_c430c424-bf03-440c-9e67-8d60b9f7420d,Role 1,2012-02-14 09:56:20,299,1,0.0,2012-02-14 09:53:30
Case24,W_Beoordelen fraude,res_fcd4a1da-aefd-4ff9-96da-acdef4696b61,Role 6,2012-02-14 10:09:37,299,0,0.0,2012-02-14 10:06:46
Case19,W_Completeren aanvraag,res_9673e8e5-e885-48ef-91fa-59b190ec1dcd,Role 1,2012-02-14 10:13:21,300,1,0.0,2012-02-14 10:10:33
Case20,W_Afhandelen leads,res_c430c424-bf03-440c-9e67-8d60b9f7420d,Role 1,2012-02-14 10:21:52,301,1,0.0,2012-02-14 10:19:02
Case21,W_Completeren aanvraag,res_d694b6e5-8661-4e4d-98ad-19568ec001a7,Role 1,2012-02-14 10:29:38,301,1,0.0,2012-02-14 10:26:50
Case28,W_Afhandelen leads,res_c430c424-bf03-440c-9e67-8d60b9f7420d,Role 1,2012-02-14 10:43:38,302,1,0.0,2012-02-14 10:40:48
Case24,W_Afhandelen leads,res_b2714e9b-0578-428f-8d59-78acb4fbd060,Role 1,2012-02-14 10:46:49,302,1,0.0,2012-02-14 10:44:17
Case22,W_Completeren aanvraag,res_b2714e9b-0578-428f-8d59-78acb4fbd060,Role 1,2012-02-14 10:47:58,302,1,0.030303030303030304,2012-02-14 10:45:25
Case27,W_Beoordelen fraude,res_fcd4a1da-aefd-4ff9-96da-acdef4696b61,Role 6,2012-02-14 10:54:19,302,0,0.0,2012-02-14 10:51:28
Case26,W_Completeren aanvraag,res_fcd4a1da-aefd-4ff9-96da-acdef4696b61,Role 1,2012-02-14 11:03:35,303,1,0.0,2012-02-14 11:00:47
Case31,W_Completeren aanvraag,res_fcd4a1da-aefd-4ff9-96da-acdef4696b61,Role 1,2012-02-14 11:05:22,304,2,0.030303030303030304,2012-02-14 11:02:36
Case30,W_Beoordelen fraude,res_fcd4a1da-aefd-4ff9-96da-acdef4696b61,Role 6,2012-02-14 11:05:59,305,0,0.0,2012-02-14 11:03:08
Case19,W_Completeren aanvraag,res_4c24e0ff-55e2-4eb6-8afe-9c4ec4046b46,Role 1,2012-02-14 11:11:42,305,1,0.0,2012-02-14 11:09:10
Case29,W_Completeren aanvraag,res_4c24e0ff-55e2-4eb6-8afe-9c4ec4046b46,Role 1,2012-02-14 11:12:20,306,2,0.030303030303030304,2012-02-14 11:09:34
Case25,W_Beoordelen fraude,res_fcd4a1da-aefd-4ff9-96da-acdef4696b61,Role 6,2012-02-14 11:25:19,307,0,0.0,2012-02-14 11:22:28
Case27,W_Afhandelen leads,res_c3219e43-367b-485e-9e60-3c2436a354e1,Role 1,2012-02-14 11:31:32,307,1,0.0,2012-02-14 11:29:01
Case32,W_Afhandelen leads,res_cadcff94-3035-4a8c-84f2-f5b7fa89c06a,Role 1,2012-02-14 11:36:42,308,1,0.0,2012-02-14 11:33:53
Case28,W_Completeren aanvraag,res_ba2a0cf8-8400-4cc1-b2a4-57473e602949,Role 1,2012-02-14 11:42:05,307,1,0.0,2012-02-14 11:39:32
