caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case1,Traer informacion estudiante - banner,res_681aeee1-de35-4843-bac2-2c44fbb2c7dd,Role 1,2016-05-18 22:54:35,43,0,2016-05-18 22:54:17
Case2,Traer informacion estudiante - banner,res_1123b66d-e015-4e5d-b67e-6b9e2f2603b7,Role 1,2016-05-18 23:28:21,44,0,2016-05-18 23:28:02
Case3,Traer informacion estudiante - banner,res_cd649191-eff6-4453-be06-2fc103712663,Role 1,2016-05-19 00:24:21,45,0,2016-05-19 00:23:52
Case1,Radicar Solicitud Homologacion,res_e5391a2f-3942-48cf-8937-98cad7378f1e,Role 1,2016-05-19 01:14:08,45,0,2016-05-19 01:09:23
Case4,Traer informacion estudiante - banner,res_297b4222-81d8-46af-88cb-838eb8618f9d,Role 1,2016-05-19 01:16:18,46,0,2016-05-19 01:15:49
Case2,Radicar Solicitud Homologacion,res_e2f3f4ec-0fb5-4b23-b41a-173af7ebda99,Role 1,2016-05-19 01:46:14,46,0,2016-05-19 01:41:29
Case5,Traer informacion estudiante - banner,res_a7c771f3-0d16-4c61-9baa-bc6f396cbaa5,Role 1,2016-05-19 03:28:01,47,0,2016-05-19 03:27:35
Case6,Traer informacion estudiante - banner,res_d6294732-3966-49f5-ace2-c449beb6054e,Role 1,2016-05-19 04:58:10,48,0,2016-05-19 04:57:45
Case1,Cancelar Solicitud,res_a532722a-59bf-400c-b721-68dc0717b133,Role 2,2016-05-19 06:38:20,48,0,2016-05-19 06:36:13
Case2,Cancelar Solicitud,res_461cd8c8-a32a-47ff-a43e-c3c75558b854,Role 2,2016-05-19 07:01:38,48,0,2016-05-19 06:59:35
Case3,Radicar Solicitud Homologacion,res_297b4222-81d8-46af-88cb-838eb8618f9d,Role 1,2016-05-19 08:03:28,48,0,2016-05-19 07:54:23
Case4,Radicar Solicitud Homologacion,res_34bd9260-dd97-46e7-92d5-57e77198d450,Role 1,2016-05-19 08:50:07,48,0,2016-05-19 08:41:11
Case7,Traer informacion estudiante - banner,res_2256545e-1dd6-4e6f-9b56-c3c276423fe6,Role 1,2016-05-19 10:49:46,49,0,2016-05-19 10:49:24
Case5,Radicar Solicitud Homologacion,res_2256545e-1dd6-4e6f-9b56-c3c276423fe6,Role 1,2016-05-19 10:56:15,48,0,2016-05-19 10:47:47
Case6,Radicar Solicitud Homologacion,res_3b0d49b6-cb2d-4f06-bc15-9cc6bd98ac78,Role 1,2016-05-19 12:21:05,49,0,2016-05-19 12:12:52
Case8,Traer informacion estudiante - banner,res_211f7ff6-0e08-449b-bb6d-b897a3eb8320,Role 1,2016-05-19 12:51:53,50,0,2016-05-19 12:51:31
Case9,Traer informacion estudiante - banner,res_5d3c1f2a-e429-4d95-9af0-fa65a9ebd658,Role 1,2016-05-19 15:07:46,51,0,2016-05-19 15:07:24
Case10,Traer informacion estudiante - banner,res_6ae081e3-cbd0-40b0-8dc5-f192fd6832cd,Role 1,2016-05-19 16:44:54,52,0,2016-05-19 16:44:32
Case11,Traer informacion estudiante - banner,res_195f1ebf-089f-4b40-9d32-1331ab2683f2,Role 1,2016-05-19 17:02:44,53,0,2016-05-19 17:02:22
Case7,Radicar Solicitud Homologacion,res_15d4a7f0-a10b-420b-adec-71615ed060dd,Role 1,2016-05-19 18:07:38,53,0,2016-05-19 18:00:23
Case12,Traer informacion estudiante - banner,res_9b7c656a-49e4-42a2-b87d-b719de65f2ce,Role 1,2016-05-19 18:37:34,54,0,2016-05-19 18:37:12
Case13,Traer informacion estudiante - banner,res_4b56155b-748f-4c0b-8b9f-87c6af8b191e,Role 1,2016-05-19 19:05:29,55,0,2016-05-19 19:05:06
Case14,Traer informacion estudiante - banner,res_68fa8064-0aad-410f-a8bf-a9ccf13ed37d,Role 1,2016-05-19 20:01:50,56,0,2016-05-19 20:01:27
Case8,Radicar Solicitud Homologacion,res_68fa8064-0aad-410f-a8bf-a9ccf13ed37d,Role 1,2016-05-19 20:03:40,55,0,2016-05-19 19:56:35
Case15,Traer informacion estudiante - banner,res_81729215-2482-4a75-b68d-f8f90e734b60,Role 1,2016-05-19 21:38:08,57,0,2016-05-19 21:37:44
Case9,Radicar Solicitud Homologacion,res_44c9f121-6abc-499a-bfa3-f2eb71681fba,Role 1,2016-05-19 22:14:25,57,0,2016-05-19 22:07:32
Case16,Traer informacion estudiante - banner,res_832adf79-eda2-4fe4-8381-b62519b14f37,Role 1,2016-05-19 23:17:51,58,0,2016-05-19 23:17:27
Case10,Radicar Solicitud Homologacion,res_752809a6-ff00-4595-a496-1ff08459e3fa,Role 1,2016-05-19 23:46:34,58,0,2016-05-19 23:39:47
Case11,Radicar Solicitud Homologacion,res_c41bab67-dd1d-491f-884c-dc7b5d52f16c,Role 1,2016-05-19 23:59:34,58,0,2016-05-19 23:52:46
Case3,Cancelar Solicitud,res_1bfa69ae-971e-4a4f-85f3-e34430213341,Role 2,2016-05-20 00:36:24,58,0,2016-05-20 00:33:10
Case17,Radicar Solicitud Homologacion,res_4fc7185e-8915-42fd-8c2f-91b7b8882ac1,Role 1,2016-05-20 00:50:21,59,0,2016-05-20 00:49:15
Case4,Cancelar Solicitud,res_d5aac2d4-516b-4bf8-9ce4-ae085731270e,Role 2,2016-05-20 01:10:36,59,0,2016-05-20 01:07:34
Case12,Radicar Solicitud Homologacion,res_f4ae2736-5080-488f-8950-7c5cd0fba2b4,Role 1,2016-05-20 01:31:18,59,0,2016-05-20 01:22:47
Case13,Radicar Solicitud Homologacion,res_92e672ca-84d5-4389-80ac-58745ca89f00,Role 1,2016-05-20 01:54:26,59,0,2016-05-20 01:45:57
Case18,Traer informacion estudiante - banner,res_1b336a45-f473-46f8-81c4-3920d4c6d701,Role 1,2016-05-20 02:03:45,60,0,2016-05-20 02:02:44
Case14,Radicar Solicitud Homologacion,res_9433a0f1-2aae-4ba6-8f7c-741d5fea2994,Role 1,2016-05-20 02:46:49,60,0,2016-05-20 02:38:28
Case5,Cancelar Solicitud,res_d5aac2d4-516b-4bf8-9ce4-ae085731270e,Role 2,2016-05-20 02:54:00,60,0,2016-05-20 02:51:28
Case19,Traer informacion estudiante - banner,res_6e3b6100-5517-4d04-bea4-7dd5e4da6d94,Role 1,2016-05-20 03:04:51,61,0,2016-05-20 03:03:51
Case6,Cancelar Solicitud,res_3b0e90b2-5d4b-41a8-9fb1-52d75b0a4e58,Role 2,2016-05-20 04:06:33,61,0,2016-05-20 04:04:18
Case1,Notificacion estudiante cancelacion soli,res_6b0aa38a-e8ea-45ac-be3b-b3751fc09dc8,Role 2,2016-05-20 04:10:03,61,0,2016-05-20 04:10:03
Case17,Cancelar Solicitud,res_6b0aa38a-e8ea-45ac-be3b-b3751fc09dc8,Role 2,2016-05-20 04:13:22,61,0,2016-05-20 04:06:41
Case2,Notificacion estudiante cancelacion soli,res_461cd8c8-a32a-47ff-a43e-c3c75558b854,Role 2,2016-05-20 04:17:07,60,0,2016-05-20 04:17:07
Case15,Radicar Solicitud Homologacion,res_461cd8c8-a32a-47ff-a43e-c3c75558b854,Role 1,2016-05-20 04:17:36,61,0,2016-05-20 04:09:12
Case20,Traer informacion estudiante - banner,res_29a6d3fc-bad9-4f5e-a1da-738657b876fc,Role 1,2016-05-20 04:32:12,60,0,2016-05-20 04:31:15
Case18,Radicar Solicitud Homologacion,res_dff9c62f-7b47-43e2-b9b5-1a58c2d83e03,Role 1,2016-05-20 04:44:16,60,0,2016-05-20 04:32:58
Case21,Traer informacion estudiante - banner,res_def6f1b9-2f99-428f-ac9e-8bd757ec232d,Role 1,2016-05-20 05:26:02,61,0,2016-05-20 05:25:06
Case19,Radicar Solicitud Homologacion,res_a9450039-c010-4eb4-a8f1-3d349ec0ba20,Role 1,2016-05-20 05:43:01,61,0,2016-05-20 05:31:55
Case16,Radicar Solicitud Homologacion,res_153f8859-2f00-44bb-8400-083433e58e73,Role 1,2016-05-20 05:52:04,61,0,2016-05-20 05:44:17
