caseid,timestamp
Case1,2011-06-20 19:30:13
Case2,2011-06-20 20:32:56
Case3,2011-06-20 22:01:18
Case4,2011-06-20 23:06:10
Case5,2011-06-21 02:50:08
Case6,2011-06-21 04:04:34
Case7,2011-06-21 05:36:55
Case8,2011-06-21 05:50:17
Case9,2011-06-21 07:46:06
Case10,2011-06-21 09:42:38
Case11,2011-06-21 11:31:10
Case12,2011-06-21 12:39:37
Case13,2011-06-21 13:11:49
Case14,2011-06-21 16:20:10
Case15,2011-06-21 17:15:23
Case16,2011-06-21 20:17:21
Case17,2011-06-21 21:22:13
Case18,2011-06-21 22:28:36
Case19,2011-06-22 01:33:12
Case20,2011-06-22 01:44:49
Case21,2011-06-22 03:34:52
Case22,2011-06-22 06:16:21
Case23,2011-06-22 07:24:10
Case24,2011-06-22 10:21:03
Case25,2011-06-22 11:07:46
Case26,2011-06-22 13:13:17
Case27,2011-06-22 14:49:25
Case28,2011-06-22 17:15:27
Case29,2011-06-22 19:10:45
Case30,2011-06-22 22:32:52
Case31,2011-06-23 00:14:00
Case32,2011-06-23 04:09:40
Case33,2011-06-23 06:02:22
Case34,2011-06-23 08:40:00
Case35,2011-06-23 09:26:23
Case36,2011-06-23 09:51:45
Case37,2011-06-23 11:02:12
Case38,2011-06-23 12:51:02
Case39,2011-06-23 21:07:30
Case40,2011-06-23 23:40:59
Case41,2011-06-24 00:38:30
Case42,2011-06-24 01:44:28
Case43,2011-06-24 04:50:15
Case44,2011-06-24 05:57:15
Case45,2011-06-24 07:09:15
Case46,2011-06-24 08:17:24
Case47,2011-06-24 10:00:27
Case48,2011-06-24 14:51:45
Case49,2011-06-24 17:05:32
Case50,2011-06-24 18:01:31
Case51,2011-06-24 19:03:41
Case52,2011-06-24 21:38:04
Case53,2011-06-24 23:08:36
Case54,2011-06-25 02:04:09
Case55,2011-06-25 03:00:42
Case56,2011-06-25 04:05:18
Case57,2011-06-25 05:41:15
Case58,2011-06-25 05:44:50
Case59,2011-06-25 06:53:22
Case60,2011-06-25 09:21:47
Case61,2011-06-25 10:22:24
Case62,2011-06-25 11:01:27
Case63,2011-06-25 12:21:08
Case64,2011-06-25 14:05:29
Case65,2011-06-25 16:19:05
Case66,2011-06-25 16:45:37
Case67,2011-06-25 22:18:59
Case68,2011-06-25 23:50:04
Case69,2011-06-26 03:36:06
Case70,2011-06-26 05:02:13
Case71,2011-06-26 06:03:14
Case72,2011-06-26 06:54:52
Case73,2011-06-26 08:09:59
Case74,2011-06-26 11:38:13
Case75,2011-06-26 14:02:07
Case76,2011-06-26 15:35:08
Case77,2011-06-26 15:49:30
Case78,2011-06-26 17:17:36
Case79,2011-06-26 18:09:28
Case80,2011-06-26 21:34:55
Case81,2011-06-26 23:12:49
Case82,2011-06-27 00:08:57
Case83,2011-06-27 01:26:03
Case84,2011-06-27 02:37:26
Case85,2011-06-27 03:07:33
Case86,2011-06-27 05:21:09
Case87,2011-06-27 06:12:56
Case88,2011-06-27 08:56:06
Case89,2011-06-27 11:19:20
Case90,2011-06-27 14:00:12
Case91,2011-06-27 15:47:30
Case92,2011-06-27 17:17:39
Case93,2011-06-27 20:28:13
Case94,2011-06-27 23:07:16
Case95,2011-06-28 01:55:33
Case96,2011-06-28 04:38:11
Case97,2011-06-28 05:31:19
Case98,2011-06-28 06:25:35
Case99,2011-06-28 09:13:43
Case100,2011-06-28 10:26:43
Case101,2011-06-28 10:44:34
