caseid,timestamp
Case1,2016-05-18 22:11:26
Case2,2016-05-19 01:25:08
Case3,2016-05-19 03:11:29
Case4,2016-05-19 07:29:13
Case5,2016-05-19 11:34:10
Case6,2016-05-19 12:32:25
Case7,2016-05-19 14:53:43
Case8,2016-05-19 17:38:55
Case9,2016-05-19 18:51:59
Case10,2016-05-19 19:34:50
Case11,2016-05-19 20:22:33
Case12,2016-05-19 21:18:35
Case13,2016-05-19 22:28:34
Case14,2016-05-20 00:29:12
Case15,2016-05-20 02:29:20
Case16,2016-05-20 03:52:37
Case17,2016-05-20 05:49:51
Case18,2016-05-20 16:12:03
Case19,2016-05-20 17:13:39
Case20,2016-05-20 17:40:13
Case21,2016-05-20 18:41:45
Case22,2016-05-20 20:42:31
Case23,2016-05-20 22:36:44
Case24,2016-05-20 23:37:40
Case25,2016-05-21 00:49:21
Case26,2016-05-21 01:26:03
Case27,2016-05-21 02:08:20
Case28,2016-05-21 03:04:15
Case29,2016-05-21 04:06:45
Case30,2016-05-21 08:19:45
Case31,2016-05-21 10:21:32
Case32,2016-05-21 11:28:39
Case33,2016-05-21 17:44:14
Case34,2016-05-21 18:14:01
Case35,2016-05-21 20:52:25
Case36,2016-05-21 21:59:40
Case37,2016-05-22 00:25:36
Case38,2016-05-22 06:34:08
Case39,2016-05-22 09:42:17
Case40,2016-05-22 11:15:45
Case41,2016-05-22 13:16:48
Case42,2016-05-22 14:47:55
Case43,2016-05-22 15:43:33
Case44,2016-05-22 16:14:55
Case45,2016-05-22 19:46:09
Case46,2016-05-22 21:17:51
Case47,2016-05-22 22:06:32
Case48,2016-05-22 23:46:00
Case49,2016-05-23 02:41:57
Case50,2016-05-23 03:51:18
Case51,2016-05-23 06:38:36
Case52,2016-05-23 11:08:44
Case53,2016-05-23 12:03:10
Case54,2016-05-23 13:24:16
Case55,2016-05-23 14:55:38
Case56,2016-05-23 15:34:26
Case57,2016-05-23 16:51:22
Case58,2016-05-23 18:36:21
Case59,2016-05-23 19:21:30
Case60,2016-05-23 19:58:15
Case61,2016-05-23 22:08:09
Case62,2016-05-23 23:25:55
Case63,2016-05-24 00:53:35
Case64,2016-05-24 02:27:14
Case65,2016-05-24 04:23:58
Case66,2016-05-24 07:24:14
Case67,2016-05-24 09:16:22
Case68,2016-05-24 11:34:05
Case69,2016-05-24 15:14:59
Case70,2016-05-24 17:01:57
Case71,2016-05-24 18:18:26
Case72,2016-05-24 19:19:50
Case73,2016-05-24 22:33:59
Case74,2016-05-24 23:54:05
Case75,2016-05-25 00:40:16
Case76,2016-05-25 01:38:16
Case77,2016-05-25 02:03:55
Case78,2016-05-25 04:17:45
Case79,2016-05-25 09:40:18
Case80,2016-05-25 13:09:35
Case81,2016-05-25 15:31:15
Case82,2016-05-25 15:58:52
Case83,2016-05-25 17:35:13
Case84,2016-05-25 18:51:43
Case85,2016-05-25 19:16:19
Case86,2016-05-25 20:02:50
