caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case1,Create Purchase Requisition,res_1d190880-41eb-4609-8497-b2108979a06c,Role 1,2011-06-20 23:04:04,41,0,0.0,2011-06-20 22:56:04
Case1,Create Purchase Requisition,res_1d190880-41eb-4609-8497-b2108979a06c,Role 1,2011-06-20 23:28:52,41,0,0.0,2011-06-20 23:12:07
Case2,Create Purchase Requisition,res_4f3f9d57-d4c1-4f6f-91e3-18b2b2f17783,Role 1,2011-06-21 00:26:00,42,0,0.0,2011-06-21 00:16:44
Case3,Create Purchase Requisition,res_ef1b692d-6114-49de-a665-222456be2426,Role 1,2011-06-21 03:32:54,43,0,0.0,2011-06-21 03:23:45
Case3,Create Purchase Requisition,res_0e6d4809-bb95-4b15-82e4-4bedc5b32a1f,Role 1,2011-06-21 04:46:12,43,0,0.0,2011-06-21 04:06:37
Case4,Create Purchase Requisition,res_0e6d4809-bb95-4b15-82e4-4bedc5b32a1f,Role 1,2011-06-21 04:54:20,44,1,0.07142857142857142,2011-06-21 04:45:25
Case5,Create Purchase Requisition,res_eac087f6-6673-4fb9-820a-15b1dbc5ecf6,Role 1,2011-06-21 09:35:09,45,0,0.0,2011-06-21 09:26:10
Case6,Create Purchase Requisition,res_af474747-a70c-4002-9efe-bb43c5d9ac07,Role 1,2011-06-21 10:06:32,46,0,0.0,2011-06-21 09:57:34
Case5,Create Purchase Requisition,res_79843895-05d1-45b1-bb99-f01d15e69a5f,Role 1,2011-06-21 10:50:17,46,0,0.0,2011-06-21 10:09:35
Case6,Create Purchase Requisition,res_79843895-05d1-45b1-bb99-f01d15e69a5f,Role 1,2011-06-21 10:59:47,46,1,0.07142857142857142,2011-06-21 10:41:20
Case7,Create Purchase Requisition,res_eac087f6-6673-4fb9-820a-15b1dbc5ecf6,Role 1,2011-06-21 11:15:25,47,0,0.0,2011-06-21 11:06:28
Case8,Create Purchase Requisition,res_014c12e6-2332-4672-ae14-4325e87d3475,Role 1,2011-06-21 12:27:51,48,3,0.21428571428571427,2011-06-21 12:19:22
