caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case1,Create Purchase Requisition,res_bb0f3253-0e05-4722-b63d-e6a9bb49a1d8,Role 1,2011-06-20 19:32:47,41,0,0.0,2011-06-20 19:24:38
Case2,Analyze Purchase Requisition,res_f8ea0d4f-448c-4ea7-b574-0aedf3d694e4,Role 3,2011-06-20 21:11:33,42,0,0.0,2011-06-20 21:08:18
Case2,Amend Purchase Requisition,res_d1e149df-10aa-411a-9a97-4c32c7fb52b1,Role 1,2011-06-20 22:00:09,42,0,0.0,2011-06-20 21:40:42
Case3,Create Purchase Requisition,res_bb0f3253-0e05-4722-b63d-e6a9bb49a1d8,Role 1,2011-06-20 23:25:36,43,0,0.0,2011-06-20 23:17:37
Case3,Create Purchase Requisition,res_b852201b-bb3e-4dd6-bb1e-197bac0384c4,Role 1,2011-06-20 23:51:26,43,0,0.0,2011-06-20 23:34:40
Case4,Analyze Purchase Requisition,res_f8ea0d4f-448c-4ea7-b574-0aedf3d694e4,Role 3,2011-06-21 03:41:02,44,0,0.0,2011-06-21 03:37:59
Case4,Create Request for Quotation,res_f8ea0d4f-448c-4ea7-b574-0aedf3d694e4,Role 3,2011-06-21 06:25:35,44,0,0.0,2011-06-21 06:09:10
Case5,Create Purchase Requisition,res_0f3cfa68-e025-43cf-9a9b-45e0695e0d44,Role 1,2011-06-21 07:49:35,45,0,0.0,2011-06-21 07:40:34
Case6,Create Purchase Requisition,res_712287f7-61ad-4644-bcbd-5df2082e12f4,Role 1,2011-06-21 08:44:09,46,0,0.0,2011-06-21 08:35:09
Case7,Create Purchase Requisition,res_fc940dc7-784e-46ad-81c1-4c9a64cb5414,Role 1,2011-06-21 09:13:12,47,0,0.0,2011-06-21 09:04:13
Case6,Create Purchase Requisition,res_4035d16f-cd19-466f-9960-c328e0791675,Role 1,2011-06-21 09:59:18,47,0,0.0,2011-06-21 09:18:57
Case7,Create Purchase Requisition,res_4035d16f-cd19-466f-9960-c328e0791675,Role 1,2011-06-21 10:06:42,47,1,0.07142857142857142,2011-06-21 09:48:21
Case8,Create Purchase Requisition,res_53526bbb-cf10-44dc-8c28-2df1bd23db84,Role 1,2011-06-21 10:28:55,48,0,0.0,2011-06-21 10:19:58
Case9,Create Purchase Requisition,res_a123fccc-59fe-4bc9-8eab-e983067cf5de,Role 1,2011-06-21 12:56:45,49,0,0.0,2011-06-21 12:47:51
Case9,Create Purchase Requisition,res_b852201b-bb3e-4dd6-bb1e-197bac0384c4,Role 1,2011-06-21 14:13:42,49,0,0.0,2011-06-21 13:32:37
Case1,Analyze Purchase Requisition,res_f6b7b6db-792a-4709-a57b-d9e8e9bd4f85,Role 3,2011-06-21 14:31:47,49,0,0.0,2011-06-21 14:26:58
Case1,Create Request for Quotation,res_f6b7b6db-792a-4709-a57b-d9e8e9bd4f85,Role 3,2011-06-21 15:01:58,49,0,0.0,2011-06-21 14:42:04
Case10,Create Purchase Requisition,res_53526bbb-cf10-44dc-8c28-2df1bd23db84,Role 1,2011-06-21 15:18:51,50,0,0.0,2011-06-21 15:09:59
Case9,Create Purchase Requisition,res_4035d16f-cd19-466f-9960-c328e0791675,Role 1,2011-06-21 16:07:22,50,0,0.0,2011-06-21 15:29:28
Case10,Create Purchase Requisition,res_4035d16f-cd19-466f-9960-c328e0791675,Role 1,2011-06-21 16:13:54,50,1,0.07142857142857142,2011-06-21 15:55:04
Case2,Analyze Purchase Requisition,res_f6b7b6db-792a-4709-a57b-d9e8e9bd4f85,Role 3,2011-06-21 17:06:01,50,0,0.0,2011-06-21 17:02:02
Case11,Create Purchase Requisition,res_d1e149df-10aa-411a-9a97-4c32c7fb52b1,Role 1,2011-06-21 17:26:20,51,0,0.0,2011-06-21 17:17:30
Case2,Amend Purchase Requisition,res_b852201b-bb3e-4dd6-bb1e-197bac0384c4,Role 1,2011-06-21 18:01:54,51,0,0.0,2011-06-21 17:45:53
Case12,Create Purchase Requisition,res_ee238f8e-c7ac-42ee-94bb-264b2fcfa020,Role 1,2011-06-21 19:32:09,52,0,0.0,2011-06-21 19:23:20
Case13,Create Purchase Requisition,res_a123fccc-59fe-4bc9-8eab-e983067cf5de,Role 1,2011-06-21 20:21:25,53,1,0.07142857142857142,2011-06-21 20:12:44
Case12,Create Purchase Requisition,res_a123fccc-59fe-4bc9-8eab-e983067cf5de,Role 1,2011-06-21 20:50:57,52,0,0.0,2011-06-21 20:09:03
Case14,Create Purchase Requisition,res_bc472700-33de-4293-aa11-d53d61eb9c10,Role 1,2011-06-21 21:18:14,54,0,0.0,2011-06-21 21:09:26
Case3,Analyze Purchase Requisition,res_f8ea0d4f-448c-4ea7-b574-0aedf3d694e4,Role 3,2011-06-21 21:42:20,54,0,0.0,2011-06-21 21:33:55
Case12,Create Purchase Requisition,res_4d8c6b80-be37-4422-8879-de089f180097,Role 1,2011-06-21 23:00:29,54,0,0.0,2011-06-21 22:15:34
Case3,Amend Purchase Requisition,res_ee238f8e-c7ac-42ee-94bb-264b2fcfa020,Role 1,2011-06-22 00:32:03,54,0,0.0,2011-06-22 00:11:48
Case12,Create Purchase Requisition,res_53526bbb-cf10-44dc-8c28-2df1bd23db84,Role 1,2011-06-22 01:24:19,54,0,0.0,2011-06-22 01:01:57
Case15,Create Purchase Requisition,res_f8ea0d4f-448c-4ea7-b574-0aedf3d694e4,Role 1,2011-06-22 03:01:45,55,0,0.0,2011-06-22 02:52:43
Case5,Analyze Purchase Requisition,res_f8ea0d4f-448c-4ea7-b574-0aedf3d694e4,Role 3,2011-06-22 03:03:57,55,0,0.0,2011-06-22 02:58:38
Case5,Create Request for Quotation,res_f8ea0d4f-448c-4ea7-b574-0aedf3d694e4,Role 3,2011-06-22 03:34:58,55,0,0.0,2011-06-22 03:13:51
Case8,Analyze Purchase Requisition,res_f8ea0d4f-448c-4ea7-b574-0aedf3d694e4,Role 3,2011-06-22 05:44:02,55,0,0.0,2011-06-22 05:38:43
Case16,Analyze Purchase Requisition,res_f8ea0d4f-448c-4ea7-b574-0aedf3d694e4,Role 3,2011-06-22 05:45:47,56,1,0.3333333333333333,2011-06-22 05:43:16
Case17,Create Purchase Requisition,res_4035d16f-cd19-466f-9960-c328e0791675,Role 1,2011-06-22 06:29:22,57,0,0.0,2011-06-22 06:20:29
Case8,Create Request for Quotation,res_4035d16f-cd19-466f-9960-c328e0791675,Role 3,2011-06-22 06:31:05,56,0,0.0,2011-06-22 06:10:03
Case18,Analyze Purchase Requisition,res_f6b7b6db-792a-4709-a57b-d9e8e9bd4f85,Role 3,2011-06-22 07:29:09,58,0,0.0,2011-06-22 07:25:50
Case16,Create Request for Quotation,res_f6b7b6db-792a-4709-a57b-d9e8e9bd4f85,Role 3,2011-06-22 08:10:45,58,0,0.0,2011-06-22 07:52:33
Case17,Create Purchase Requisition,res_f6b7b6db-792a-4709-a57b-d9e8e9bd4f85,Role 1,2011-06-22 08:14:49,58,0,0.0,2011-06-22 07:42:24
Case19,Create Purchase Requisition,res_1c044df8-52ef-4108-8f53-7937a07b991c,Role 1,2011-06-22 08:27:22,59,0,0.0,2011-06-22 08:18:34
Case19,Create Purchase Requisition,res_bb0f3253-0e05-4722-b63d-e6a9bb49a1d8,Role 1,2011-06-22 10:15:26,59,0,0.0,2011-06-22 09:42:45
Case7,Analyze Purchase Requisition,res_a123fccc-59fe-4bc9-8eab-e983067cf5de,Role 3,2011-06-22 11:23:34,59,0,0.0,2011-06-22 11:12:53
Case20,Create Purchase Requisition,res_a123fccc-59fe-4bc9-8eab-e983067cf5de,Role 1,2011-06-22 11:29:14,60,0,0.07142857142857142,2011-06-22 11:20:32
Case18,Amend Purchase Requisition,res_a123fccc-59fe-4bc9-8eab-e983067cf5de,Role 1,2011-06-22 11:29:31,59,0,0.0,2011-06-22 11:10:05
Case6,Analyze Purchase Requisition,res_f6b7b6db-792a-4709-a57b-d9e8e9bd4f85,Role 3,2011-06-22 12:40:32,60,0,0.0,2011-06-22 12:30:34
Case11,Analyze Purchase Requisition,res_f6b7b6db-792a-4709-a57b-d9e8e9bd4f85,Role 3,2011-06-22 12:40:55,61,1,0.3333333333333333,2011-06-22 12:36:51
Case21,Create Purchase Requisition,res_f6b7b6db-792a-4709-a57b-d9e8e9bd4f85,Role 1,2011-06-22 12:43:40,61,0,0.0,2011-06-22 12:34:58
Case11,Create Request for Quotation,res_41c0dc80-dc39-46d8-816d-129a1da377f3,Role 3,2011-06-22 13:15:12,61,0,0.0,2011-06-22 12:52:08
Case22,Analyze Purchase Requisition,res_f8ea0d4f-448c-4ea7-b574-0aedf3d694e4,Role 3,2011-06-22 13:27:01,62,0,0.0,2011-06-22 13:24:46
Case6,Create Request for Quotation,res_b852201b-bb3e-4dd6-bb1e-197bac0384c4,Role 3,2011-06-22 14:03:39,62,0,0.0,2011-06-22 13:40:52
Case2,Analyze Purchase Requisition,res_b852201b-bb3e-4dd6-bb1e-197bac0384c4,Role 3,2011-06-22 14:06:20,62,0,0.3333333333333333,2011-06-22 13:59:00
Case21,Create Purchase Requisition,res_f6b7b6db-792a-4709-a57b-d9e8e9bd4f85,Role 1,2011-06-22 14:34:25,62,0,0.0,2011-06-22 14:01:29
Case2,Create Request for Quotation,res_f6b7b6db-792a-4709-a57b-d9e8e9bd4f85,Role 3,2011-06-22 14:38:12,62,0,0.0,2011-06-22 14:17:20
Case13,Analyze Purchase Requisition,res_f8ea0d4f-448c-4ea7-b574-0aedf3d694e4,Role 3,2011-06-22 15:40:16,62,0,0.0,2011-06-22 15:34:30
Case13,Create Request for Quotation,res_f6b7b6db-792a-4709-a57b-d9e8e9bd4f85,Role 3,2011-06-22 16:12:57,62,0,0.0,2011-06-22 15:51:22
