caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case1,Create Purchase Requisition,res_ab24a9c8-a469-40c7-a5bc-ec2317eca317,Role 1,2011-06-20 19:09:26,41,0,0.0,2011-06-20 19:01:16
Case1,Create Purchase Requisition,res_b7c4046e-40ac-44f4-bcd6-c27fb91f257d,Role 1,2011-06-20 19:33:52,41,0,0.0,2011-06-20 19:17:29
Case2,Create Purchase Requisition,res_364ee909-a7bc-4453-846e-f516b0c91bb9,Role 1,2011-06-20 20:44:03,42,1,0.07142857142857142,2011-06-20 20:35:52
Case1,Create Purchase Requisition,res_ab24a9c8-a469-40c7-a5bc-ec2317eca317,Role 1,2011-06-20 20:51:53,41,0,0.0,2011-06-20 20:27:51
Case2,Create Purchase Requisition,res_ab24a9c8-a469-40c7-a5bc-ec2317eca317,Role 1,2011-06-20 21:03:31,42,1,0.07142857142857142,2011-06-20 20:49:18
Case2,Create Purchase Requisition,res_e878c413-c484-40cb-9d2c-9c28824a5fb0,Role 1,2011-06-20 22:22:02,42,0,0.0,2011-06-20 21:55:41
Case1,Create Purchase Requisition,res_e878c413-c484-40cb-9d2c-9c28824a5fb0,Role 1,2011-06-20 22:23:22,42,1,0.07142857142857142,2011-06-20 22:05:49
Case1,Create Purchase Requisition,res_13e4fb62-e585-49dc-aced-e03fd445cfb3,Role 1,2011-06-20 23:40:13,42,0,0.0,2011-06-20 23:21:57
Case2,Create Purchase Requisition,res_13e4fb62-e585-49dc-aced-e03fd445cfb3,Role 1,2011-06-20 23:51:30,42,1,0.07142857142857142,2011-06-20 23:32:38
Case3,Create Purchase Requisition,res_bf7c35af-ce7f-4376-9280-89787d4da041,Role 1,2011-06-21 00:31:48,43,0,0.0,2011-06-21 00:22:33
Case1,Create Purchase Requisition,res_f9ee29fa-7057-4daa-8987-6710692926ba,Role 1,2011-06-21 01:10:57,43,0,0.0,2011-06-21 00:48:10
Case3,Create Purchase Requisition,res_f9ee29fa-7057-4daa-8987-6710692926ba,Role 1,2011-06-21 01:23:08,43,1,0.07142857142857142,2011-06-21 01:05:31
Case4,Create Purchase Requisition,res_e878c413-c484-40cb-9d2c-9c28824a5fb0,Role 1,2011-06-21 01:48:04,44,0,0.0,2011-06-21 01:38:52
Case5,Analyze Purchase Requisition,res_c5b0f437-eeb7-4472-88dc-5733d004bff3,Role 3,2011-06-21 02:49:20,45,0,0.0,2011-06-21 02:46:12
Case1,Create Purchase Requisition,res_c5b0f437-eeb7-4472-88dc-5733d004bff3,Role 1,2011-06-21 02:54:45,44,0,0.0,2011-06-21 02:17:44
Case5,Amend Purchase Requisition,res_fb59cf00-650e-4c15-8cfd-2d0f51480cb9,Role 1,2011-06-21 03:41:21,45,0,0.0,2011-06-21 03:22:22
Case6,Create Purchase Requisition,res_f50a0554-2518-4127-9811-b024af3f8804,Role 1,2011-06-21 04:40:01,46,0,0.0,2011-06-21 04:30:55
Case7,Analyze Purchase Requisition,res_fb22786c-f70e-44af-a7ca-ba4946515300,Role 3,2011-06-21 09:58:47,47,0,0.0,2011-06-21 09:56:39
Case8,Create Purchase Requisition,res_fb59cf00-650e-4c15-8cfd-2d0f51480cb9,Role 1,2011-06-21 12:06:02,48,0,0.0,2011-06-21 11:57:07
