caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case1,Analyze Purchase Requisition,res_458e56f4-8b5c-432c-84b3-3d2bc7f9745d,Role 3,2011-06-20 19:35:32,41,0,0.0,2011-06-20 19:31:55
Case2,Create Purchase Requisition,res_92b6c6ec-8c8d-4064-8547-ba2d99f98870,Role 1,2011-06-20 20:18:49,42,0,0.0,2011-06-20 20:10:42
Case1,Create Request for Quotation,res_eb1a3cbb-bf87-4998-98c1-4213d961378a,Role 3,2011-06-20 21:04:18,42,0,0.0,2011-06-20 20:47:03
Case3,Create Purchase Requisition,res_eb1a3cbb-bf87-4998-98c1-4213d961378a,Role 1,2011-06-20 21:10:10,43,0,0.0,2011-06-20 21:02:06
Case4,Analyze Purchase Requisition,res_2963efd0-c331-4c09-9967-133b12d0666f,Role 3,2011-06-20 22:05:23,44,0,0.0,2011-06-20 22:02:24
Case4,Amend Purchase Requisition,res_787dcc4f-8aae-4c85-be9d-cfe87727f1ce,Role 1,2011-06-20 22:56:12,44,0,0.0,2011-06-20 22:37:02
Case5,Create Purchase Requisition,res_0fa71a75-8270-4861-b836-a709408f15f4,Role 1,2011-06-21 00:31:42,45,0,0.0,2011-06-21 00:22:27
Case6,Create Purchase Requisition,res_40139e8d-1155-4ece-a503-a0dcc272c130,Role 1,2011-06-21 01:08:31,46,0,0.0,2011-06-21 00:59:18
Case7,Create Purchase Requisition,res_bd0225c2-3aa2-4849-84b1-62ca890841a4,Role 1,2011-06-21 04:29:47,47,0,0.0,2011-06-21 04:20:41
Case8,Create Purchase Requisition,res_40139e8d-1155-4ece-a503-a0dcc272c130,Role 1,2011-06-21 05:37:31,48,0,0.0,2011-06-21 05:28:27
Case9,Analyze Purchase Requisition,res_2963efd0-c331-4c09-9967-133b12d0666f,Role 3,2011-06-21 06:27:11,49,0,0.0,2011-06-21 06:24:40
Case8,Create Purchase Requisition,res_2963efd0-c331-4c09-9967-133b12d0666f,Role 1,2011-06-21 06:52:29,48,0,0.0,2011-06-21 06:13:01
Case9,Amend Purchase Requisition,res_787dcc4f-8aae-4c85-be9d-cfe87727f1ce,Role 1,2011-06-21 07:21:39,49,0,0.0,2011-06-21 07:03:29
Case10,Create Purchase Requisition,res_bf00957f-2827-4578-919d-baaa46326e20,Role 1,2011-06-21 09:55:59,50,0,0.0,2011-06-21 09:47:01
Case11,Analyze Purchase Requisition,res_458e56f4-8b5c-432c-84b3-3d2bc7f9745d,Role 3,2011-06-21 14:40:24,51,0,0.0,2011-06-21 14:38:55
Case2,Analyze Purchase Requisition,res_301eba17-afe1-40f2-a543-1e3b02f282bb,Role 3,2011-06-21 15:18:30,51,0,0.0,2011-06-21 15:13:43
Case11,Amend Purchase Requisition,res_458e56f4-8b5c-432c-84b3-3d2bc7f9745d,Role 1,2011-06-21 15:35:16,51,0,0.0,2011-06-21 15:18:25
Case2,Create Request for Quotation,res_458e56f4-8b5c-432c-84b3-3d2bc7f9745d,Role 3,2011-06-21 15:48:33,51,0,0.0,2011-06-21 15:28:36
Case3,Analyze Purchase Requisition,res_59b0fd89-064f-4e61-a777-7757d6750931,Role 3,2011-06-21 16:10:33,51,0,0.0,2011-06-21 16:05:46
Case3,Create Request for Quotation,res_458e56f4-8b5c-432c-84b3-3d2bc7f9745d,Role 3,2011-06-21 16:40:31,51,0,0.0,2011-06-21 16:20:31
Case12,Create Purchase Requisition,res_40139e8d-1155-4ece-a503-a0dcc272c130,Role 1,2011-06-21 17:02:44,52,0,0.0,2011-06-21 16:53:53
Case4,Analyze Purchase Requisition,res_59b0fd89-064f-4e61-a777-7757d6750931,Role 3,2011-06-21 18:03:56,52,0,0.0,2011-06-21 17:59:57
Case13,Create Purchase Requisition,res_8b683b8f-6fa3-4c89-aa69-c856c1803b1f,Role 1,2011-06-21 18:47:42,53,0,0.0,2011-06-21 18:38:52
Case4,Amend Purchase Requisition,res_8b683b8f-6fa3-4c89-aa69-c856c1803b1f,Role 1,2011-06-21 19:02:40,53,0,0.07142857142857142,2011-06-21 18:47:05
Case14,Create Purchase Requisition,res_26aba09f-eb46-4d53-b0d1-78db99f9712f,Role 1,2011-06-21 19:31:59,54,0,0.0,2011-06-21 19:23:10
