caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case1,W_Afhandelen leads,res_fb321eb4-809b-4781-ba62-3464bf244c5d,Role 1,2012-02-13 20:39:10,290,1,0.0,2012-02-13 20:36:19
Case5,W_Completeren aanvraag,res_ae97f73a-7fca-43f5-bd23-bf225f938aaa,Role 1,2012-02-13 20:48:49,291,1,0.0,2012-02-13 20:46:00
Case7,W_Afhandelen leads,res_06a0b5fc-bc5b-4e6d-b2ff-6009d4dc6bee,Role 1,2012-02-13 21:11:54,292,1,0.0,2012-02-13 21:09:03
Case6,W_Beoordelen fraude,res_4b035027-2cdc-4167-aa23-22545e1abe48,Role 6,2012-02-13 21:22:01,293,0,0.0,2012-02-13 21:19:09
Case4,W_Beoordelen fraude,res_4b035027-2cdc-4167-aa23-22545e1abe48,Role 6,2012-02-13 21:23:33,294,1,1.0,2012-02-13 21:20:46
Case3,W_Afhandelen leads,res_c192e738-08f2-442d-a2f3-8d1e9ed7ad55,Role 1,2012-02-13 21:33:55,295,1,0.0,2012-02-13 21:31:04
Case2,W_Afhandelen leads,res_c192e738-08f2-442d-a2f3-8d1e9ed7ad55,Role 1,2012-02-13 21:35:49,296,2,0.030303030303030304,2012-02-13 21:33:00
Case9,W_Completeren aanvraag,res_c044cbee-4b8f-4239-ab28-5d93fc2a7e88,Role 1,2012-02-13 21:39:37,296,1,0.0,2012-02-13 21:36:48
Case1,W_Completeren aanvraag,res_8efd551c-4d84-4f44-a552-0fbddd44be50,Role 1,2012-02-13 21:51:31,296,1,0.0,2012-02-13 21:48:55
Case6,W_Afhandelen leads,res_de2617eb-345f-47c7-9cbf-d898242e99e2,Role 1,2012-02-13 21:59:49,296,1,0.0,2012-02-13 21:57:19
Case11,W_Completeren aanvraag,res_bdce66d6-fa85-4ecd-8ad2-bbf015693e99,Role 1,2012-02-13 22:14:58,297,1,0.0,2012-02-13 22:12:09
Case7,W_Completeren aanvraag,res_de2617eb-345f-47c7-9cbf-d898242e99e2,Role 1,2012-02-13 22:24:19,297,1,0.0,2012-02-13 22:21:44
Case4,W_Afhandelen leads,res_4e3a89de-9385-43f1-8ccb-c0bb00e353c5,Role 1,2012-02-13 22:26:41,297,1,0.0,2012-02-13 22:24:22
Case10,W_Afhandelen leads,res_d1623abe-e38c-44e6-8403-3c35d09db79b,Role 1,2012-02-13 22:32:22,297,1,0.0,2012-02-13 22:29:31
Case8,W_Beoordelen fraude,res_4b035027-2cdc-4167-aa23-22545e1abe48,Role 6,2012-02-13 22:36:03,298,0,0.0,2012-02-13 22:33:11
Case14,W_Beoordelen fraude,res_4b035027-2cdc-4167-aa23-22545e1abe48,Role 6,2012-02-13 22:39:27,299,0,0.0,2012-02-13 22:36:35
Case2,W_Completeren aanvraag,res_8efd551c-4d84-4f44-a552-0fbddd44be50,Role 1,2012-02-13 22:48:19,299,1,0.0,2012-02-13 22:45:46
Case12,W_Completeren aanvraag,res_db2ecd94-3dc3-4f53-b48c-b2abbad97679,Role 1,2012-02-13 22:57:27,300,1,0.0,2012-02-13 22:54:38
Case13,W_Completeren aanvraag,res_db2ecd94-3dc3-4f53-b48c-b2abbad97679,Role 1,2012-02-13 23:00:00,301,2,0.030303030303030304,2012-02-13 22:57:13
Case5,W_Nabellen offertes,res_f18c39c1-a2a0-4c9b-bfb0-c1e442cdc669,Role 1,2012-02-13 23:30:27,301,0,0.0,2012-02-13 23:28:00
Case15,W_Completeren aanvraag,res_f18c39c1-a2a0-4c9b-bfb0-c1e442cdc669,Role 1,2012-02-13 23:31:32,302,1,0.030303030303030304,2012-02-13 23:28:43
Case8,W_Afhandelen leads,res_beb2e028-ce77-4ac8-9786-822b880973ec,Role 1,2012-02-13 23:39:22,302,1,0.0,2012-02-13 23:36:54
Case14,W_Afhandelen leads,res_db2ecd94-3dc3-4f53-b48c-b2abbad97679,Role 1,2012-02-13 23:42:47,301,1,0.0,2012-02-13 23:40:19
Case10,W_Completeren aanvraag,res_db2ecd94-3dc3-4f53-b48c-b2abbad97679,Role 1,2012-02-13 23:44:58,301,1,0.030303030303030304,2012-02-13 23:42:24
Case16,W_Completeren aanvraag,res_58e4a719-fcbb-4fe0-9d96-d5fa1bc0dc6e,Role 1,2012-02-13 23:49:20,301,1,0.0,2012-02-13 23:46:32
Case12,W_Nabellen offertes,res_58e4a719-fcbb-4fe0-9d96-d5fa1bc0dc6e,Role 1,2012-02-13 23:51:07,301,0,0.030303030303030304,2012-02-13 23:48:42
Case20,W_Afhandelen leads,res_c149ffb7-3288-4875-80ac-b98c2d196734,Role 1,2012-02-14 00:09:47,302,1,0.0,2012-02-14 00:06:55
Case13,W_Completeren aanvraag,res_4b035027-2cdc-4167-aa23-22545e1abe48,Role 1,2012-02-14 00:12:45,302,1,0.0,2012-02-14 00:10:11
Case18,W_Beoordelen fraude,res_4b035027-2cdc-4167-aa23-22545e1abe48,Role 6,2012-02-14 00:14:13,303,0,0.0,2012-02-14 00:11:23
Case7,W_Completeren aanvraag,res_c8a30dd1-0b65-4677-b161-6b4fedd39b0d,Role 1,2012-02-14 00:20:49,304,1,0.030303030303030304,2012-02-14 00:18:23
Case17,W_Afhandelen leads,res_c8a30dd1-0b65-4677-b161-6b4fedd39b0d,Role 1,2012-02-14 00:20:53,304,1,0.0,2012-02-14 00:18:01
Case9,W_Nabellen offertes,res_db2ecd94-3dc3-4f53-b48c-b2abbad97679,Role 1,2012-02-14 00:24:21,303,0,0.0,2012-02-14 00:21:49
Case19,W_Afhandelen leads,res_4fd1c8e1-269a-4afc-8369-7d850cd3d64e,Role 1,2012-02-14 00:28:47,304,1,0.0,2012-02-14 00:25:55
Case15,W_Completeren aanvraag,res_beb2e028-ce77-4ac8-9786-822b880973ec,Role 1,2012-02-14 00:44:20,304,1,0.0,2012-02-14 00:41:45
Case2,W_Completeren aanvraag,res_beb2e028-ce77-4ac8-9786-822b880973ec,Role 1,2012-02-14 00:45:11,304,2,0.030303030303030304,2012-02-14 00:42:46
Case18,W_Afhandelen leads,res_06a0b5fc-bc5b-4e6d-b2ff-6009d4dc6bee,Role 1,2012-02-14 00:51:34,304,1,0.0,2012-02-14 00:48:55
Case11,W_Nabellen offertes,res_beb2e028-ce77-4ac8-9786-822b880973ec,Role 1,2012-02-14 01:00:18,303,0,0.0,2012-02-14 00:57:47
Case16,W_Completeren aanvraag,res_beb2e028-ce77-4ac8-9786-822b880973ec,Role 1,2012-02-14 01:01:05,303,1,0.030303030303030304,2012-02-14 00:58:31
