caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case3,W_Afhandelen leads,res_769a0442-1932-451d-b745-22200e5cd6d9,Role 1,2012-02-13 20:40:50,290,1,0.0,2012-02-13 20:37:59
Case1,W_Afhandelen leads,res_e544ee5e-0ea1-4e73-b861-7af08b0a200a,Role 1,2012-02-13 21:14:20,291,1,0.0,2012-02-13 21:11:29
Case2,W_Beoordelen fraude,res_e544ee5e-0ea1-4e73-b861-7af08b0a200a,Role 6,2012-02-13 21:16:27,292,0,0.0,2012-02-13 21:13:35
Case5,W_Completeren aanvraag,res_b345e9d1-ee68-465a-8652-2df6231d1f02,Role 1,2012-02-13 21:49:32,293,1,0.0,2012-02-13 21:46:43
Case3,W_Completeren aanvraag,res_3ca9dacc-ff2f-480c-96a6-b4b6c0db295f,Role 1,2012-02-13 21:53:11,293,1,0.0,2012-02-13 21:50:35
Case8,W_Afhandelen leads,res_e544ee5e-0ea1-4e73-b861-7af08b0a200a,Role 1,2012-02-13 22:15:34,294,1,0.0,2012-02-13 22:12:43
Case4,W_Beoordelen fraude,res_e544ee5e-0ea1-4e73-b861-7af08b0a200a,Role 6,2012-02-13 22:16:03,295,0,0.0,2012-02-13 22:13:11
Case2,W_Afhandelen leads,res_0679a26b-017e-42b3-899c-99b5c149e68e,Role 1,2012-02-13 22:19:45,295,1,0.0,2012-02-13 22:17:15
Case1,W_Completeren aanvraag,res_170e31d6-094a-4234-9b85-b67156f4a527,Role 1,2012-02-13 22:26:45,295,1,0.0,2012-02-13 22:24:10
Case7,W_Afhandelen leads,res_170e31d6-094a-4234-9b85-b67156f4a527,Role 1,2012-02-13 22:28:31,296,1,0.030303030303030304,2012-02-13 22:25:40
Case6,W_Afhandelen leads,res_99a32696-03e9-4b99-b5da-7f60b9d7ff54,Role 1,2012-02-13 22:32:11,297,1,0.0,2012-02-13 22:29:20
Case13,W_Beoordelen fraude,res_e544ee5e-0ea1-4e73-b861-7af08b0a200a,Role 6,2012-02-13 22:40:07,298,0,0.0,2012-02-13 22:37:15
Case9,W_Beoordelen fraude,res_e544ee5e-0ea1-4e73-b861-7af08b0a200a,Role 6,2012-02-13 23:12:32,299,0,0.0,2012-02-13 23:09:40
Case11,W_Completeren aanvraag,res_c297f5dd-d34d-4029-bb61-91a2c9c38fb3,Role 1,2012-02-13 23:18:57,300,1,0.0,2012-02-13 23:16:09
Case4,W_Afhandelen leads,res_c297f5dd-d34d-4029-bb61-91a2c9c38fb3,Role 1,2012-02-13 23:19:22,300,1,0.030303030303030304,2012-02-13 23:16:53
Case12,W_Completeren aanvraag,res_c297f5dd-d34d-4029-bb61-91a2c9c38fb3,Role 1,2012-02-13 23:20:48,301,2,0.06060606060606061,2012-02-13 23:18:01
Case8,W_Completeren aanvraag,res_9f6b27eb-fb58-4048-b3b1-fc38ee77dbe5,Role 1,2012-02-13 23:28:05,301,1,0.0,2012-02-13 23:25:31
