caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case3,W_Completeren aanvraag,res_2ea8af14-89ab-448c-8ce7-9b2fa306bdad,Role 1,2012-02-13 20:45:28,290,1,0.0,2012-02-13 20:42:39
Case4,W_Afhandelen leads,res_2760a80c-3140-4905-aaac-9e4f0071227d,Role 1,2012-02-13 21:02:10,291,1,0.0,2012-02-13 20:59:19
Case2,W_Beoordelen fraude,res_c252a794-6650-431a-9eab-9c58123a3331,Role 6,2012-02-13 21:19:40,292,0,0.0,2012-02-13 21:16:48
Case1,W_Afhandelen leads,res_2ea8af14-89ab-448c-8ce7-9b2fa306bdad,Role 1,2012-02-13 21:26:36,293,1,0.0,2012-02-13 21:23:45
Case6,W_Completeren aanvraag,res_2ea8af14-89ab-448c-8ce7-9b2fa306bdad,Role 1,2012-02-13 21:40:34,294,1,0.0,2012-02-13 21:37:45
Case9,W_Afhandelen leads,res_f9b55f37-57da-4d36-94db-bc5799339689,Role 1,2012-02-13 21:43:57,295,1,0.0,2012-02-13 21:41:06
Case7,W_Afhandelen leads,res_f9b55f37-57da-4d36-94db-bc5799339689,Role 1,2012-02-13 22:13:52,296,1,0.0,2012-02-13 22:11:01
Case4,W_Completeren aanvraag,res_f9b55f37-57da-4d36-94db-bc5799339689,Role 1,2012-02-13 22:14:32,296,1,0.030303030303030304,2012-02-13 22:11:57
Case2,W_Afhandelen leads,res_48472a23-c566-47d3-8472-c6835da8a3a8,Role 1,2012-02-13 22:22:58,295,1,0.0,2012-02-13 22:20:28
Case8,W_Beoordelen fraude,res_48472a23-c566-47d3-8472-c6835da8a3a8,Role 6,2012-02-13 22:25:04,296,0,0.0,2012-02-13 22:22:12
Case5,W_Completeren aanvraag,res_48472a23-c566-47d3-8472-c6835da8a3a8,Role 1,2012-02-13 22:25:35,297,1,0.030303030303030304,2012-02-13 22:22:46
Case1,W_Completeren aanvraag,res_1ea6ca56-a830-40fe-a5f7-b36e6bd640d4,Role 1,2012-02-13 22:39:03,296,1,0.0,2012-02-13 22:36:28
Case11,W_Beoordelen fraude,res_c252a794-6650-431a-9eab-9c58123a3331,Role 6,2012-02-13 22:43:01,297,0,0.0,2012-02-13 22:40:09
Case10,W_Beoordelen fraude,res_c252a794-6650-431a-9eab-9c58123a3331,Role 6,2012-02-13 22:46:27,298,0,0.0,2012-02-13 22:43:35
Case6,W_Completeren aanvraag,res_0b9e80e9-d37d-4185-9c23-b6a7152a6c3d,Role 1,2012-02-13 22:53:02,298,1,0.0,2012-02-13 22:50:29
Case9,W_Completeren aanvraag,res_228d48dc-c92c-48ec-8640-30787abb51b7,Role 1,2012-02-13 22:56:29,298,1,0.0,2012-02-13 22:53:54
Case3,W_Nabellen offertes,res_fd227662-9755-42c9-8aab-a50034484dee,Role 1,2012-02-13 23:26:31,298,0,0.0,2012-02-13 23:24:04
Case8,W_Afhandelen leads,res_fd227662-9755-42c9-8aab-a50034484dee,Role 1,2012-02-13 23:28:23,298,1,0.030303030303030304,2012-02-13 23:25:54
Case5,W_Completeren aanvraag,res_fac71984-d577-471d-a950-75e81f24e1d1,Role 1,2012-02-13 23:38:06,298,1,0.0,2012-02-13 23:35:34
Case11,W_Afhandelen leads,res_692d4d71-5a47-48f5-b5ce-73c5d44df780,Role 1,2012-02-13 23:46:20,298,1,0.0,2012-02-13 23:43:52
Case10,W_Afhandelen leads,res_3f729184-62de-4958-9cca-9836ce7b6892,Role 1,2012-02-13 23:49:46,298,1,0.0,2012-02-13 23:47:18
Case12,W_Afhandelen leads,res_1a90f929-5682-4881-8209-036f1d70bfbe,Role 1,2012-02-13 23:52:28,299,2,0.030303030303030304,2012-02-13 23:49:39
Case13,W_Completeren aanvraag,res_1a90f929-5682-4881-8209-036f1d70bfbe,Role 1,2012-02-13 23:54:50,300,1,0.030303030303030304,2012-02-13 23:52:01
Case4,W_Completeren aanvraag,res_96751e83-7b0d-42d9-8c19-bb8cf41b18b5,Role 1,2012-02-14 00:10:47,300,1,0.0,2012-02-14 00:08:20
Case1,W_Completeren aanvraag,res_5145c19b-23ef-4a0b-92fd-f1bc61689cb6,Role 1,2012-02-14 00:35:32,300,1,0.0,2012-02-14 00:33:05
