caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case2,W_Afhandelen leads,res_cd2d5b0c-394e-4212-82fc-7d285f62ec29,Role 1,2012-02-13 20:49:00,290,1,0.0,2012-02-13 20:46:09
Case1,W_Completeren aanvraag,res_3fe5fada-9434-4bef-80bb-52c8c3fa97e9,Role 1,2012-02-13 20:53:11,291,1,0.0,2012-02-13 20:50:22
Case3,W_Completeren aanvraag,res_82f91d84-abbd-44ed-b09a-e4cdc348fc55,Role 1,2012-02-13 21:02:02,292,1,0.0,2012-02-13 20:59:13
Case6,W_Afhandelen leads,res_5b57d50f-fed0-4a79-bc8f-33558e4ccdf2,Role 1,2012-02-13 21:40:59,293,1,0.0,2012-02-13 21:38:08
Case5,W_Beoordelen fraude,res_9edb7e19-9a51-48d9-96f2-b68e25679e20,Role 6,2012-02-13 21:55:13,293,0,0.0,2012-02-13 21:52:21
Case2,W_Completeren aanvraag,res_443cc44d-39c0-481a-9ceb-b9b43f34f124,Role 1,2012-02-13 22:01:20,293,1,0.0,2012-02-13 21:58:45
Case3,W_Completeren aanvraag,res_e766e804-c3eb-4aa2-991d-ce0ab7775e42,Role 1,2012-02-13 22:14:26,293,1,0.0,2012-02-13 22:11:52
Case7,W_Completeren aanvraag,res_2aa8d605-bd5b-4100-b685-a3fd0ff4ebbe,Role 1,2012-02-13 22:20:26,294,1,0.0,2012-02-13 22:17:37
Case4,W_Afhandelen leads,res_f26775cb-bd61-4d6e-bafb-5e6d43b69aff,Role 1,2012-02-13 22:26:19,295,1,0.0,2012-02-13 22:23:28
Case10,W_Afhandelen leads,res_12378188-e4d0-4f0b-aeb4-7959f2623f25,Role 1,2012-02-13 22:41:24,295,1,0.0,2012-02-13 22:38:33
Case11,W_Afhandelen leads,res_12378188-e4d0-4f0b-aeb4-7959f2623f25,Role 1,2012-02-13 22:43:04,296,2,0.030303030303030304,2012-02-13 22:40:15
Case9,W_Afhandelen leads,res_12378188-e4d0-4f0b-aeb4-7959f2623f25,Role 1,2012-02-13 22:43:04,297,3,0.06060606060606061,2012-02-13 22:40:16
Case5,W_Afhandelen leads,res_eae0fd2c-0c3d-4f05-8567-4eef19ce013c,Role 1,2012-02-13 22:58:31,297,1,0.0,2012-02-13 22:56:02
Case8,W_Afhandelen leads,res_2aa8d605-bd5b-4100-b685-a3fd0ff4ebbe,Role 1,2012-02-13 23:26:54,298,1,0.0,2012-02-13 23:24:04
Case7,W_Completeren aanvraag,res_f26775cb-bd61-4d6e-bafb-5e6d43b69aff,Role 1,2012-02-13 23:32:54,297,1,0.0,2012-02-13 23:30:21
Case1,W_Nabellen offertes,res_f26775cb-bd61-4d6e-bafb-5e6d43b69aff,Role 1,2012-02-13 23:34:49,297,0,0.030303030303030304,2012-02-13 23:32:22
Case15,W_Beoordelen fraude,res_ee774c15-24fc-4ebf-ba7b-e61ce799e8ac,Role 6,2012-02-13 23:49:44,298,0,0.0,2012-02-13 23:46:52
Case10,W_Completeren aanvraag,res_ee774c15-24fc-4ebf-ba7b-e61ce799e8ac,Role 1,2012-02-13 23:51:52,298,1,0.0,2012-02-13 23:49:18
Case11,W_Completeren aanvraag,res_2aa8d605-bd5b-4100-b685-a3fd0ff4ebbe,Role 1,2012-02-13 23:54:38,298,1,0.0,2012-02-13 23:52:06
Case9,W_Completeren aanvraag,res_ee774c15-24fc-4ebf-ba7b-e61ce799e8ac,Role 1,2012-02-13 23:55:36,298,2,0.030303030303030304,2012-02-13 23:53:06
Case2,W_Completeren aanvraag,res_ee774c15-24fc-4ebf-ba7b-e61ce799e8ac,Role 1,2012-02-13 23:57:17,298,2,0.030303030303030304,2012-02-13 23:54:53
Case13,W_Completeren aanvraag,res_9edb7e19-9a51-48d9-96f2-b68e25679e20,Role 1,2012-02-14 00:01:30,299,1,0.0,2012-02-13 23:58:42
Case12,W_Beoordelen fraude,res_9edb7e19-9a51-48d9-96f2-b68e25679e20,Role 6,2012-02-14 00:03:56,300,0,0.0,2012-02-14 00:01:06
Case3,W_Completeren aanvraag,res_9edb7e19-9a51-48d9-96f2-b68e25679e20,Role 1,2012-02-14 00:10:35,300,1,0.0,2012-02-14 00:08:08
Case14,W_Beoordelen fraude,res_9edb7e19-9a51-48d9-96f2-b68e25679e20,Role 6,2012-02-14 00:12:53,301,0,0.0,2012-02-14 00:10:03
Case5,W_Completeren aanvraag,res_a513006f-ecc9-432b-8c13-84b447e1f2c8,Role 1,2012-02-14 00:30:06,301,1,0.0,2012-02-14 00:27:39
Case12,W_Afhandelen leads,res_652110cc-0665-4529-9c88-aa65d190de90,Role 1,2012-02-14 00:41:17,301,1,0.0,2012-02-14 00:38:37
Case14,W_Afhandelen leads,res_cd2d5b0c-394e-4212-82fc-7d285f62ec29,Role 1,2012-02-14 00:50:13,301,1,0.0,2012-02-14 00:47:34
Case15,W_Afhandelen leads,res_2aa8d605-bd5b-4100-b685-a3fd0ff4ebbe,Role 1,2012-02-14 00:53:13,300,1,0.0,2012-02-14 00:50:35
Case17,W_Afhandelen leads,res_699ee1d7-7aae-48c2-8726-85b9885bf74f,Role 1,2012-02-14 01:14:01,300,1,0.0,2012-02-14 01:11:09
Case16,W_Afhandelen leads,res_12378188-e4d0-4f0b-aeb4-7959f2623f25,Role 1,2012-02-14 01:28:11,300,1,0.0,2012-02-14 01:25:19
