caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,rp_start_oc,start:timestamp
Case1,W_Beoordelen fraude,res_67397408-4ad4-42e7-ba20-776ad068c1ba,Role 6,2012-02-13 20:38:40,290,0,0.0,2012-02-13 20:35:48
Case4,W_Afhandelen leads,res_91e290ae-3cea-4b10-828c-2811c02c7046,Role 1,2012-02-13 20:51:59,291,1,0.0,2012-02-13 20:49:08
Case2,W_Afhandelen leads,res_47504c20-6cb9-43da-8bd5-cf519a7afad3,Role 1,2012-02-13 21:17:46,291,1,0.0,2012-02-13 21:14:55
Case3,W_Afhandelen leads,res_858447b2-ca86-48bc-8fae-dfa59c9ca0f4,Role 1,2012-02-13 21:28:19,292,1,0.0,2012-02-13 21:25:28
Case1,W_Afhandelen leads,res_858447b2-ca86-48bc-8fae-dfa59c9ca0f4,Role 1,2012-02-13 21:41:57,291,1,0.0,2012-02-13 21:39:27
Case9,W_Afhandelen leads,res_85d64c78-75ae-4492-a9a6-02aee67c8658,Role 1,2012-02-13 21:49:30,291,1,0.0,2012-02-13 21:46:39
Case7,W_Beoordelen fraude,res_67397408-4ad4-42e7-ba20-776ad068c1ba,Role 6,2012-02-13 22:06:28,291,0,0.0,2012-02-13 22:03:36
Case8,W_Beoordelen fraude,res_67397408-4ad4-42e7-ba20-776ad068c1ba,Role 6,2012-02-13 22:14:56,292,0,0.0,2012-02-13 22:12:04
Case5,W_Afhandelen leads,res_34bab2fb-fe62-4e8b-942c-9e0f4d235266,Role 1,2012-02-13 22:23:44,293,1,0.0,2012-02-13 22:20:53
Case6,W_Afhandelen leads,res_93f5772a-3583-44f3-829d-d98bfdfcc57d,Role 1,2012-02-13 22:26:58,293,1,0.0,2012-02-13 22:24:07
Case2,W_Completeren aanvraag,res_c90b0183-95c5-4096-a732-043f7ed910b8,Role 1,2012-02-13 22:30:08,293,1,0.0,2012-02-13 22:27:33
Case7,W_Afhandelen leads,res_9676d3ce-cdcc-4f1e-9283-d5483f11f90c,Role 1,2012-02-13 23:09:45,293,1,0.0,2012-02-13 23:07:16
Case8,W_Afhandelen leads,res_858447b2-ca86-48bc-8fae-dfa59c9ca0f4,Role 1,2012-02-13 23:18:13,293,1,0.0,2012-02-13 23:15:44
Case6,W_Completeren aanvraag,res_22db9a09-4b56-4614-9392-87f4c4108d94,Role 1,2012-02-13 23:39:24,293,1,0.0,2012-02-13 23:36:50
Case10,W_Completeren aanvraag,res_47504c20-6cb9-43da-8bd5-cf519a7afad3,Role 1,2012-02-14 00:04:24,294,1,0.0,2012-02-14 00:01:33
Case7,W_Completeren aanvraag,res_bd0d909e-0d35-490c-ab8c-464a64790ef0,Role 1,2012-02-14 00:41:13,294,1,0.0,2012-02-14 00:38:46
Case8,W_Completeren aanvraag,res_34bab2fb-fe62-4e8b-942c-9e0f4d235266,Role 1,2012-02-14 00:49:41,294,1,0.0,2012-02-14 00:47:14
Case11,W_Completeren aanvraag,res_91fc832f-e0b4-467d-94fc-13d129642a75,Role 1,2012-02-14 02:50:00,295,1,0.0,2012-02-14 02:47:10
Case11,W_Completeren aanvraag,res_91fc832f-e0b4-467d-94fc-13d129642a75,Role 1,2012-02-14 03:48:12,295,1,0.0,2012-02-14 03:45:35
Case13,W_Completeren aanvraag,res_858447b2-ca86-48bc-8fae-dfa59c9ca0f4,Role 1,2012-02-14 04:21:03,296,1,0.0,2012-02-14 04:18:13
Case12,W_Beoordelen fraude,res_67397408-4ad4-42e7-ba20-776ad068c1ba,Role 6,2012-02-14 04:29:07,297,0,0.0,2012-02-14 04:26:17
Case12,W_Afhandelen leads,res_0ab3db75-b87c-4db0-9184-a4c20b34105a,Role 1,2012-02-14 05:06:23,297,1,0.0,2012-02-14 05:03:46
Case15,W_Afhandelen leads,res_78c9392f-9c0d-464c-8e18-6a8e2441404d,Role 1,2012-02-14 05:31:26,297,1,0.0,2012-02-14 05:28:35
Case14,W_Completeren aanvraag,res_78c9392f-9c0d-464c-8e18-6a8e2441404d,Role 1,2012-02-14 05:32:41,298,1,0.030303030303030304,2012-02-14 05:29:51
Case15,W_Completeren aanvraag,res_03f19eb9-51cb-487b-aa99-1e53d008ca6c,Role 1,2012-02-14 06:27:25,298,1,0.0,2012-02-14 06:24:49
Case14,W_Completeren aanvraag,res_a941b73a-0adc-44ae-a9a1-4b0cfc65e747,Role 1,2012-02-14 06:30:59,298,1,0.0,2012-02-14 06:28:24
Case17,W_Beoordelen fraude,res_67397408-4ad4-42e7-ba20-776ad068c1ba,Role 6,2012-02-14 08:41:40,299,0,0.0,2012-02-14 08:38:49
Case18,W_Beoordelen fraude,res_67397408-4ad4-42e7-ba20-776ad068c1ba,Role 6,2012-02-14 09:15:07,300,0,0.0,2012-02-14 09:12:16
Case17,W_Afhandelen leads,res_59584394-b8ea-41f5-a684-ac58b1653f2a,Role 1,2012-02-14 09:18:53,300,1,0.0,2012-02-14 09:16:20
Case11,W_Completeren aanvraag,res_a941b73a-0adc-44ae-a9a1-4b0cfc65e747,Role 1,2012-02-14 09:23:04,300,1,0.0,2012-02-14 09:20:38
Case16,W_Beoordelen fraude,res_67397408-4ad4-42e7-ba20-776ad068c1ba,Role 6,2012-02-14 09:31:53,301,0,0.0,2012-02-14 09:29:02
Case18,W_Afhandelen leads,res_67397408-4ad4-42e7-ba20-776ad068c1ba,Role 1,2012-02-14 09:52:21,301,1,0.0,2012-02-14 09:49:48
Case22,W_Beoordelen fraude,res_67397408-4ad4-42e7-ba20-776ad068c1ba,Role 6,2012-02-14 09:53:16,302,0,0.0,2012-02-14 09:50:25
