caseid,timestamp
Case1,2021-01-20 11:45:34
Case2,2021-01-20 13:06:08
Case3,2021-01-20 13:29:56
Case4,2021-01-20 13:49:51
Case5,2021-01-20 14:44:54
Case6,2021-01-20 14:56:50
Case7,2021-01-20 15:31:22
Case8,2021-01-20 16:17:57
Case9,2021-01-20 17:34:15
Case10,2021-01-20 18:33:44
Case11,2021-01-20 19:45:42
Case12,2021-01-20 20:23:42
Case13,2021-01-20 22:12:19
Case14,2021-01-21 00:08:45
Case15,2021-01-21 00:25:07
Case16,2021-01-21 02:07:48
Case17,2021-01-21 03:50:08
Case18,2021-01-21 04:52:53
Case19,2021-01-21 06:10:59
Case20,2021-01-21 06:42:53
Case21,2021-01-21 07:46:42
Case22,2021-01-21 08:56:33
Case23,2021-01-21 09:22:23
Case24,2021-01-21 10:39:50
Case25,2021-01-21 11:58:33
Case26,2021-01-21 12:33:09
Case27,2021-01-21 14:03:15
Case28,2021-01-21 14:35:29
Case29,2021-01-21 15:29:28
Case30,2021-01-21 17:03:39
Case31,2021-01-21 18:02:24
Case32,2021-01-21 18:17:26
Case33,2021-01-21 19:58:20
Case34,2021-01-21 20:21:13
Case35,2021-01-21 22:17:29
Case36,2021-01-21 23:30:31
Case37,2021-01-22 01:11:39
Case38,2021-01-22 01:34:21
Case39,2021-01-22 05:00:13
Case40,2021-01-22 06:05:03
Case41,2021-01-22 07:56:09
Case42,2021-01-22 08:44:43
Case43,2021-01-22 11:06:31
Case44,2021-01-22 11:25:49
Case45,2021-01-22 12:30:17
Case46,2021-01-22 13:26:38
Case47,2021-01-22 14:41:20
Case48,2021-01-22 15:15:24
Case49,2021-01-22 16:26:11
Case50,2021-01-22 17:22:30
Case51,2021-01-22 18:25:59
Case52,2021-01-22 19:34:49
Case53,2021-01-22 20:47:01
Case54,2021-01-22 22:03:19
Case55,2021-01-22 23:19:39
Case56,2021-01-23 00:12:24
Case57,2021-01-23 06:04:19
Case58,2021-01-23 06:52:40
Case59,2021-01-23 10:11:29
Case60,2021-01-23 10:51:52
Case61,2021-01-23 12:42:12
Case62,2021-01-23 13:54:55
Case63,2021-01-23 14:48:55
Case64,2021-01-23 15:26:39
Case65,2021-01-23 18:03:10
Case66,2021-01-23 18:15:30
Case67,2021-01-23 19:30:28
Case68,2021-01-23 20:43:05
Case69,2021-01-24 11:36:00
Case70,2021-01-24 12:17:27
Case71,2021-01-24 13:39:51
Case72,2021-01-24 15:05:02
Case73,2021-01-24 15:44:27
Case74,2021-01-24 16:48:04
Case75,2021-01-24 17:36:52
Case76,2021-01-24 19:00:07
Case77,2021-01-24 19:49:28
Case78,2021-01-24 22:11:36
Case79,2021-01-25 00:29:36
Case80,2021-01-25 03:18:19
Case81,2021-01-25 05:24:31
Case82,2021-01-25 06:47:53
Case83,2021-01-25 07:24:00
Case84,2021-01-25 08:59:53
Case85,2021-01-25 10:02:15
Case86,2021-01-25 11:38:13
Case87,2021-01-25 12:23:08
Case88,2021-01-25 13:59:08
Case89,2021-01-25 14:41:20
Case90,2021-01-25 15:37:02
Case91,2021-01-25 16:50:09
Case92,2021-01-25 17:41:19
Case93,2021-01-25 17:47:06
Case94,2021-01-25 18:28:13
Case95,2021-01-25 19:52:03
Case96,2021-01-25 20:51:31
Case97,2021-01-25 22:28:48
Case98,2021-01-25 23:51:33
Case99,2021-01-26 00:55:14
Case100,2021-01-26 02:06:15
Case101,2021-01-26 02:15:06
Case102,2021-01-26 05:01:04
Case103,2021-01-26 10:01:56
Case104,2021-01-26 10:13:45
Case105,2021-01-26 11:34:35
Case106,2021-01-26 12:30:56
Case107,2021-01-26 13:50:07
Case108,2021-01-26 14:49:59
Case109,2021-01-26 15:01:55
Case110,2021-01-26 15:18:28
Case111,2021-01-26 16:15:09
Case112,2021-01-26 17:23:33
Case113,2021-01-26 18:19:34
Case114,2021-01-26 19:14:16
Case115,2021-01-26 20:22:35
Case116,2021-01-27 00:33:21
Case117,2021-01-27 05:53:56
Case118,2021-01-27 08:10:21
Case119,2021-01-27 08:46:50
Case120,2021-01-27 09:18:50
Case121,2021-01-27 11:24:35
Case122,2021-01-27 12:16:06
Case123,2021-01-27 13:32:11
Case124,2021-01-27 15:09:33
Case125,2021-01-27 15:48:17
Case126,2021-01-27 16:37:19
Case127,2021-01-27 18:06:15
Case128,2021-01-27 19:08:19
Case129,2021-01-27 19:26:45
Case130,2021-01-28 00:46:10
Case131,2021-01-28 01:38:49
Case132,2021-01-28 02:43:14
Case133,2021-01-28 03:58:58
Case134,2021-01-28 04:54:55
Case135,2021-01-28 05:17:55
Case136,2021-01-28 08:19:47
Case137,2021-01-28 09:26:46
Case138,2021-01-28 10:16:50
Case139,2021-01-28 12:09:52
Case140,2021-01-28 12:17:43
Case141,2021-01-28 13:54:31
Case142,2021-01-28 14:12:36
