caseid,timestamp
Case1,2012-03-13 00:10:10
Case2,2012-03-13 01:29:03
Case3,2012-03-13 03:14:57
Case4,2012-03-13 04:10:46
Case5,2012-03-13 05:40:36
Case6,2012-03-13 06:46:33
Case7,2012-03-13 07:42:58
Case8,2012-03-13 08:17:39
Case9,2012-03-13 10:04:37
Case10,2012-03-13 12:49:16
Case11,2012-03-13 13:18:32
Case12,2012-03-13 14:08:53
Case13,2012-03-13 15:49:44
Case14,2012-03-13 17:15:44
Case15,2012-03-13 18:48:14
Case16,2012-03-13 19:13:41
Case17,2012-03-13 20:07:52
Case18,2012-03-13 21:11:06
Case19,2012-03-13 22:17:27
Case20,2012-03-13 23:20:34
Case21,2012-03-14 00:31:06
Case22,2012-03-14 03:01:49
Case23,2012-03-14 05:45:49
Case24,2012-03-14 07:16:44
Case25,2012-03-14 08:19:07
Case26,2012-03-14 13:13:01
Case27,2012-03-14 14:35:41
Case28,2012-03-14 15:11:10
Case29,2012-03-14 16:39:01
Case30,2012-03-14 17:49:29
Case31,2012-03-14 18:35:14
Case32,2012-03-14 19:47:43
Case33,2012-03-14 20:58:13
Case34,2012-03-14 22:23:36
Case35,2012-03-15 00:43:24
Case36,2012-03-15 02:06:16
Case37,2012-03-15 04:44:30
Case38,2012-03-15 05:16:53
Case39,2012-03-15 06:13:19
Case40,2012-03-15 07:38:06
Case41,2012-03-15 08:44:37
Case42,2012-03-15 09:41:20
Case43,2012-03-15 10:38:02
Case44,2012-03-15 12:28:07
Case45,2012-03-15 13:17:18
