caseid,task,start_timestamp,end_timestamp,resource
0,Start,2016-05-18 21:56:02.0,2016-05-18 21:56:02.0,SYSTEM
0,Traer informacion estudiante - banner,2016-05-18 21:56:02.0,2016-05-18 21:56:02.0,Role 1
0,Radicar Solicitud Homologacion,2016-05-18 21:56:02.0,2016-05-18 21:57:59.921,Role 1
0,Cancelar Solicitud,2016-05-18 21:57:59.921,2016-05-18 21:57:59.921,SYSTEM
0,End,2016-05-18 21:57:59.921,2016-05-18 21:57:59.921,SYSTEM
0,Notificacion estudiante cancelacion soli,2016-05-18 21:57:59.921,2016-05-18 21:57:59.921,SYSTEM
1,Start,2016-05-18 22:08:30.567,2016-05-18 22:08:30.567,SYSTEM
1,Traer informacion estudiante - banner,2016-05-18 22:08:30.567,2016-05-18 22:08:30.567,Role 1
1,Radicar Solicitud Homologacion,2016-05-18 22:08:30.567,2016-05-18 22:10:23.342,Role 1
1,Cancelar Solicitud,2016-05-18 22:10:23.342,2016-05-18 22:10:23.342,SYSTEM
1,End,2016-05-18 22:10:23.342,2016-05-18 22:10:23.342,SYSTEM
1,Notificacion estudiante cancelacion soli,2016-05-18 22:10:23.342,2016-05-18 22:10:23.342,SYSTEM
2,Start,2016-05-19 14:32:25.525,2016-05-19 14:32:25.525,SYSTEM
2,Traer informacion estudiante - banner,2016-05-19 14:32:25.525,2016-05-19 14:32:25.525,Role 1
2,Radicar Solicitud Homologacion,2016-05-19 14:32:25.525,2016-05-19 16:03:13.271,Role 1
2,Cancelar Solicitud,2016-05-19 16:03:13.271,2016-05-19 16:03:13.271,SYSTEM
2,End,2016-05-19 16:03:13.271,2016-05-19 16:03:13.271,SYSTEM
2,Notificacion estudiante cancelacion soli,2016-05-19 16:03:13.271,2016-05-19 16:03:13.271,SYSTEM
3,Start,2016-05-19 18:35:39.048,2016-05-19 18:35:39.048,SYSTEM
3,Traer informacion estudiante - banner,2016-05-19 18:35:39.048,2016-05-19 18:35:39.048,Role 1
3,Radicar Solicitud Homologacion,2016-05-19 18:35:39.048,2016-05-19 18:39:36.577,Role 1
3,Cancelar Solicitud,2016-05-19 18:39:36.577,2016-05-19 18:39:36.577,SYSTEM
3,End,2016-05-19 18:39:36.577,2016-05-19 18:39:36.577,SYSTEM
3,Notificacion estudiante cancelacion soli,2016-05-19 18:39:36.577,2016-05-19 18:39:36.577,SYSTEM
4,Start,2016-05-20 15:45:30.303,2016-05-20 15:45:30.303,SYSTEM
4,Traer informacion estudiante - banner,2016-05-20 15:45:30.303,2016-05-20 15:45:30.303,Role 1
4,Radicar Solicitud Homologacion,2016-05-20 15:45:30.303,2016-05-20 16:04:02.194,Role 1
4,Cancelar Solicitud,2016-05-20 16:04:02.194,2016-05-20 16:04:02.194,SYSTEM
4,End,2016-05-20 16:04:02.194,2016-05-20 16:04:02.194,SYSTEM
4,Notificacion estudiante cancelacion soli,2016-05-20 16:04:02.194,2016-05-20 16:04:02.194,SYSTEM
5,Start,2016-05-20 17:06:15.372,2016-05-20 17:06:15.372,SYSTEM
6,Start,2016-05-20 18:17:10.076,2016-05-20 18:17:10.076,SYSTEM
5,Traer informacion estudiante - banner,2016-05-20 17:06:15.372,2016-05-20 21:00:00.0,Role 1
6,Traer informacion estudiante - banner,2016-05-20 18:17:10.076,2016-05-20 21:00:00.0,Role 1
6,Radicar Solicitud Homologacion,2016-05-20 21:00:00.0,2016-05-20 21:00:07.01,Role 1
6,Cancelar Solicitud,2016-05-20 21:00:07.01,2016-05-20 21:00:07.01,SYSTEM
6,End,2016-05-20 21:00:07.01,2016-05-20 21:00:07.01,SYSTEM
6,Notificacion estudiante cancelacion soli,2016-05-20 21:00:07.01,2016-05-20 21:00:07.01,SYSTEM
5,Radicar Solicitud Homologacion,2016-05-20 21:00:00.0,2016-05-20 21:01:28.93,Role 1
5,Cancelar Solicitud,2016-05-20 21:01:28.93,2016-05-20 21:01:28.93,SYSTEM
5,End,2016-05-20 21:01:28.93,2016-05-20 21:01:28.93,SYSTEM
5,Notificacion estudiante cancelacion soli,2016-05-20 21:01:28.93,2016-05-20 21:01:28.93,SYSTEM
7,Start,2016-05-21 16:47:07.618,2016-05-21 16:47:07.618,SYSTEM
7,Traer informacion estudiante - banner,2016-05-21 16:47:07.618,2016-05-21 16:47:07.618,Role 1
8,Start,2016-05-22 23:14:15.604,2016-05-22 23:14:15.604,SYSTEM
9,Start,2016-05-24 02:47:31.009,2016-05-24 02:47:31.009,SYSTEM
8,Traer informacion estudiante - banner,2016-05-22 23:14:15.604,2016-05-24 18:00:00.0,Role 1
9,Traer informacion estudiante - banner,2016-05-24 02:47:31.009,2016-05-24 18:00:00.0,Role 1
9,Radicar Solicitud Homologacion,2016-05-24 18:00:00.0,2016-05-24 18:00:59.508,Role 1
9,Cancelar Solicitud,2016-05-24 18:00:59.508,2016-05-24 18:00:59.508,SYSTEM
9,End,2016-05-24 18:00:59.508,2016-05-24 18:00:59.508,SYSTEM
9,Notificacion estudiante cancelacion soli,2016-05-24 18:00:59.508,2016-05-24 18:00:59.508,SYSTEM
8,Radicar Solicitud Homologacion,2016-05-24 18:00:00.0,2016-05-24 18:02:54.944,Role 1
8,Cancelar Solicitud,2016-05-24 18:02:54.944,2016-05-24 18:02:54.944,SYSTEM
8,End,2016-05-24 18:02:54.944,2016-05-24 18:02:54.944,SYSTEM
8,Notificacion estudiante cancelacion soli,2016-05-24 18:02:54.944,2016-05-24 18:02:54.944,SYSTEM
7,Radicar Solicitud Homologacion,2016-05-21 16:47:07.618,2016-05-24 18:03:12.272,Role 1
7,Cancelar Solicitud,2016-05-24 18:03:12.272,2016-05-24 18:03:12.272,SYSTEM
7,End,2016-05-24 18:03:12.272,2016-05-24 18:03:12.272,SYSTEM
7,Notificacion estudiante cancelacion soli,2016-05-24 18:03:12.272,2016-05-24 18:03:12.272,SYSTEM
10,Start,2016-05-24 20:51:52.377,2016-05-24 20:51:52.377,SYSTEM
10,Traer informacion estudiante - banner,2016-05-24 20:51:52.377,2016-05-24 21:00:00.0,Role 1
10,Radicar Solicitud Homologacion,2016-05-24 21:00:00.0,2016-05-24 21:02:28.502,Role 1
10,Cancelar Solicitud,2016-05-24 21:02:28.502,2016-05-24 21:02:28.502,SYSTEM
10,End,2016-05-24 21:02:28.502,2016-05-24 21:02:28.502,SYSTEM
10,Notificacion estudiante cancelacion soli,2016-05-24 21:02:28.502,2016-05-24 21:02:28.502,SYSTEM
11,Start,2016-05-24 21:18:46.981,2016-05-24 21:18:46.981,SYSTEM
11,Traer informacion estudiante - banner,2016-05-24 21:18:46.981,2016-05-24 21:18:46.981,Role 1
11,Radicar Solicitud Homologacion,2016-05-24 21:18:46.981,2016-05-24 21:24:09.281,Role 1
11,Cancelar Solicitud,2016-05-24 21:24:09.281,2016-05-24 21:24:09.281,SYSTEM
11,End,2016-05-24 21:24:09.281,2016-05-24 21:24:09.281,SYSTEM
11,Notificacion estudiante cancelacion soli,2016-05-24 21:24:09.281,2016-05-24 21:24:09.281,SYSTEM
12,Start,2016-05-25 15:56:22.914,2016-05-25 15:56:22.914,SYSTEM
12,Traer informacion estudiante - banner,2016-05-25 15:56:22.914,2016-05-25 20:00:00.0,Role 1
12,Radicar Solicitud Homologacion,2016-05-25 20:00:00.0,2016-05-25 20:01:06.521,Role 1
12,Cancelar Solicitud,2016-05-25 20:01:06.521,2016-05-25 20:01:06.521,SYSTEM
12,End,2016-05-25 20:01:06.521,2016-05-25 20:01:06.521,SYSTEM
12,Notificacion estudiante cancelacion soli,2016-05-25 20:01:06.521,2016-05-25 20:01:06.521,SYSTEM
13,Start,2016-05-25 20:10:26.892,2016-05-25 20:10:26.892,SYSTEM
13,Traer informacion estudiante - banner,2016-05-25 20:10:26.892,2016-05-25 20:10:26.892,Role 1
13,Radicar Solicitud Homologacion,2016-05-25 20:10:26.892,2016-05-25 20:10:36.339,Role 1
13,Cancelar Solicitud,2016-05-25 20:10:36.339,2016-05-25 20:10:36.339,SYSTEM
13,End,2016-05-25 20:10:36.339,2016-05-25 20:10:36.339,SYSTEM
13,Notificacion estudiante cancelacion soli,2016-05-25 20:10:36.339,2016-05-25 20:10:36.339,SYSTEM
14,Start,2016-05-25 20:32:47.391,2016-05-25 20:32:47.391,SYSTEM
14,Traer informacion estudiante - banner,2016-05-25 20:32:47.391,2016-05-25 20:32:47.391,Role 1
14,Radicar Solicitud Homologacion,2016-05-25 20:32:47.391,2016-05-25 20:33:05.359,Role 1
14,Cancelar Solicitud,2016-05-25 20:33:05.359,2016-05-25 20:33:05.359,SYSTEM
14,End,2016-05-25 20:33:05.359,2016-05-25 20:33:05.359,SYSTEM
14,Notificacion estudiante cancelacion soli,2016-05-25 20:33:05.359,2016-05-25 20:33:05.359,SYSTEM
15,Start,2016-05-25 20:54:22.437,2016-05-25 20:54:22.437,SYSTEM
15,Traer informacion estudiante - banner,2016-05-25 20:54:22.437,2016-05-25 20:54:22.437,Role 1
15,Radicar Solicitud Homologacion,2016-05-25 20:54:22.437,2016-05-25 21:01:29.944,Role 1
15,Cancelar Solicitud,2016-05-25 21:01:29.944,2016-05-25 21:01:29.944,SYSTEM
15,End,2016-05-25 21:01:29.944,2016-05-25 21:01:29.944,SYSTEM
15,Notificacion estudiante cancelacion soli,2016-05-25 21:01:29.944,2016-05-25 21:01:29.944,SYSTEM
16,Start,2016-05-26 02:08:18.822,2016-05-26 02:08:18.822,SYSTEM
16,Traer informacion estudiante - banner,2016-05-26 02:08:18.822,2016-05-26 02:08:18.822,Role 1
17,Start,2016-05-26 13:48:48.846,2016-05-26 13:48:48.846,SYSTEM
17,Traer informacion estudiante - banner,2016-05-26 13:48:48.846,2016-05-26 16:00:00.0,Role 1
