caseid,task,resource,role,time:timestamp,pr_instances,tsk_start_inst,start:timestamp
Case1,Turning & Milling,res_a4d56946-134e-4cb1-8924-90446d7ef976,Role 1,2012-03-13 04:32:18,12,1,2012-03-13 01:14:50
Case2,Rework Milling,res_dd9afaa5-a64d-4d8e-a6bf-f23051fed016,Role 1,2012-03-13 05:47:46,13,0,2012-03-13 02:18:49
Case1,Turning & Milling Q.C.,res_d124f50f-99de-4de1-966c-2e38ba901e50,Role 3,2012-03-13 06:29:28,14,0,2012-03-13 04:32:20
Case3,Rework Milling,res_1e427d89-41da-4afb-86e1-397b3e6ffb2c,Role 1,2012-03-13 06:47:19,14,1,2012-03-13 03:21:17
Case1,Flat Grinding,res_60c9c2ac-afac-47d6-b47b-b36d229fd70c,Role 4,2012-03-13 07:52:55,16,0,2012-03-13 06:42:25
Case2,Turning & Milling,res_7a02ae94-f459-410b-9d76-55f85bbf9ab0,Role 1,2012-03-13 08:06:04,15,2,2012-03-13 05:47:48
Case4,Turning & Milling,res_04afec12-4be4-4b0a-9761-e3dcb71189a1,Role 1,2012-03-13 09:29:10,15,1,2012-03-13 05:45:01
Case2,Laser Marking,res_d785ba9b-49f7-44e3-a839-1636708f0e55,Role 4,2012-03-13 09:37:14,17,0,2012-03-13 08:06:06
Case3,Change Version,res_d785ba9b-49f7-44e3-a839-1636708f0e55,Role 1,2012-03-13 09:38:42,16,0,2012-03-13 06:47:21
Case5,Rework Milling,res_d785ba9b-49f7-44e3-a839-1636708f0e55,Role 1,2012-03-13 09:54:31,16,1,2012-03-13 06:08:38
Case6,Rework Milling,res_cb86ed25-3661-4368-9179-8d3c0e34d47a,Role 1,2012-03-13 11:38:02,17,1,2012-03-13 07:58:19
Case4,Turning & Milling Q.C.,res_dd9afaa5-a64d-4d8e-a6bf-f23051fed016,Role 3,2012-03-13 12:15:19,19,1,2012-03-13 09:29:12
Case5,Turning & Milling,res_dd9afaa5-a64d-4d8e-a6bf-f23051fed016,Role 1,2012-03-13 12:20:43,19,1,2012-03-13 09:54:33
Case7,Turning & Milling Q.C.,res_1e427d89-41da-4afb-86e1-397b3e6ffb2c,Role 3,2012-03-13 12:41:30,18,0,2012-03-13 08:30:35
Case8,Rework Milling,res_1e427d89-41da-4afb-86e1-397b3e6ffb2c,Role 1,2012-03-13 13:17:50,19,2,2012-03-13 09:12:13
Case1,Laser Marking,res_7a02ae94-f459-410b-9d76-55f85bbf9ab0,Role 4,2012-03-13 13:43:48,22,0,2012-03-13 12:35:16
Case6,Turning & Milling,res_80e3bcaf-ba68-4d5a-8f90-c90ee63e6761,Role 1,2012-03-13 14:20:08,21,3,2012-03-13 11:38:04
Case9,Turning & Milling,res_80e3bcaf-ba68-4d5a-8f90-c90ee63e6761,Role 1,2012-03-13 14:31:19,20,2,2012-03-13 10:40:21
Case3,Final Inspection Q.C.,res_80e3bcaf-ba68-4d5a-8f90-c90ee63e6761,Role 3,2012-03-13 14:38:25,22,0,2012-03-13 12:22:02
Case10,Rework Milling,res_76ffd662-20e2-4717-83f1-5605721d3c59,Role 1,2012-03-13 15:23:46,21,2,2012-03-13 11:31:20
Case5,Laser Marking,res_bd96639a-974c-49ad-b676-bd9a7f23bce1,Role 4,2012-03-13 16:04:28,23,1,2012-03-13 13:56:24
Case7,Laser Marking,res_bd96639a-974c-49ad-b676-bd9a7f23bce1,Role 4,2012-03-13 16:14:25,22,1,2012-03-13 12:41:32
Case11,Milling Q.C.,res_d124f50f-99de-4de1-966c-2e38ba901e50,Role 1,2012-03-13 16:24:51,22,0,2012-03-13 12:14:06
Case8,Turning,res_7a02ae94-f459-410b-9d76-55f85bbf9ab0,Role 1,2012-03-13 17:51:22,23,0,2012-03-13 14:03:45
Case12,Turning & Milling,res_7a02ae94-f459-410b-9d76-55f85bbf9ab0,Role 1,2012-03-13 18:00:24,23,3,2012-03-13 13:34:56
Case2,Lapping,res_7a02ae94-f459-410b-9d76-55f85bbf9ab0,Role 4,2012-03-13 18:08:20,25,0,2012-03-13 15:50:17
Case10,Turning & Milling,res_7a02ae94-f459-410b-9d76-55f85bbf9ab0,Role 1,2012-03-13 18:39:21,24,2,2012-03-13 15:23:48
Case4,Stress Relief,res_80e3bcaf-ba68-4d5a-8f90-c90ee63e6761,Role 1,2012-03-13 19:16:43,26,0,2012-03-13 16:30:33
Case13,Rework Milling,res_80e3bcaf-ba68-4d5a-8f90-c90ee63e6761,Role 1,2012-03-13 19:23:30,24,1,2012-03-13 14:42:08
Case11,Packing,res_cb86ed25-3661-4368-9179-8d3c0e34d47a,Role 5,2012-03-13 19:42:20,26,0,2012-03-13 16:24:53
Case9,Laser Marking,res_cb86ed25-3661-4368-9179-8d3c0e34d47a,Role 4,2012-03-13 19:52:36,26,0,2012-03-13 16:32:37
Case14,Rework Milling,res_9520cb97-71d9-4917-ba0d-324ce61e077c,Role 1,2012-03-13 20:14:24,25,1,2012-03-13 15:28:55
Case15,Turning & Milling,res_e539a872-6371-4469-a13f-1a1fc86fba5a,Role 1,2012-03-13 20:24:17,26,3,2012-03-13 16:14:35
Case16,Turning & Milling,res_d785ba9b-49f7-44e3-a839-1636708f0e55,Role 1,2012-03-13 22:18:10,27,4,2012-03-13 17:46:33
Case13,Turning & Milling,res_60c9c2ac-afac-47d6-b47b-b36d229fd70c,Role 1,2012-03-13 23:25:47,29,3,2012-03-13 19:23:32
Case17,Milling Q.C.,res_60c9c2ac-afac-47d6-b47b-b36d229fd70c,Role 1,2012-03-13 23:31:50,28,0,2012-03-13 18:54:42
Case1,Lapping,res_debde4b2-0a75-41e6-95b6-105201ff042e,Role 4,2012-03-13 23:33:27,31,0,2012-03-13 22:39:38
Case18,Milling Q.C.,res_debde4b2-0a75-41e6-95b6-105201ff042e,Role 1,2012-03-13 23:39:23,29,1,2012-03-13 19:05:41
Case15,Turning & Milling Q.C.,res_debde4b2-0a75-41e6-95b6-105201ff042e,Role 3,2012-03-13 23:41:18,30,0,2012-03-13 20:24:19
Case14,Turning & Milling,res_debde4b2-0a75-41e6-95b6-105201ff042e,Role 1,2012-03-13 23:42:59,30,4,2012-03-13 20:14:26
Case19,Change Version,res_debde4b2-0a75-41e6-95b6-105201ff042e,Role 1,2012-03-14 00:15:50,30,0,2012-03-13 20:06:07
Case12,Turning & Milling Q.C.,res_cb86ed25-3661-4368-9179-8d3c0e34d47a,Role 3,2012-03-14 01:07:23,31,1,2012-03-13 21:44:22
Case20,Rework Milling,res_d785ba9b-49f7-44e3-a839-1636708f0e55,Role 1,2012-03-14 01:34:29,31,0,2012-03-13 21:14:26
Case16,Milling,res_60c9c2ac-afac-47d6-b47b-b36d229fd70c,Role 1,2012-03-14 01:42:54,31,0,2012-03-13 22:18:12
Case18,Packing,res_089a4988-59ad-4cca-9e6d-9fab95fbb4f0,Role 5,2012-03-14 02:58:17,32,1,2012-03-13 23:39:25
Case19,Final Inspection Q.C.,res_e539a872-6371-4469-a13f-1a1fc86fba5a,Role 3,2012-03-14 03:10:31,32,0,2012-03-14 00:15:52
Case21,Turning & Milling,res_089a4988-59ad-4cca-9e6d-9fab95fbb4f0,Role 1,2012-03-14 03:15:26,32,3,2012-03-13 23:02:17
Case17,Packing,res_089a4988-59ad-4cca-9e6d-9fab95fbb4f0,Role 5,2012-03-14 03:15:27,32,0,2012-03-13 23:31:52
Case16,Final Inspection Q.C.,res_d124f50f-99de-4de1-966c-2e38ba901e50,Role 3,2012-03-14 03:44:10,34,2,2012-03-14 01:42:56
Case19,Grinding Rework,res_d124f50f-99de-4de1-966c-2e38ba901e50,Role 2,2012-03-14 03:47:53,34,0,2012-03-14 03:10:33
